"pais","mov1","td1","td2","td3","td4","td5","inf5a","colconf","colconfotr","q2d","q2m","q2y","q3ca","q5a","q5b","mil8","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","fs2","fs8","q11","gen10","q12c","q12","q12b","etid","leng1","www1","gi0","gi1","gi4","gi7","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r16","r26","ocup1b1","ocup1b2","ocup1anc","depnac","munnac","areanac","colorr","sexi","colori","result","intid","ti","ti3","imp1a","imp1b","imp2","imp2a","edpadre","q12ed","q15a","q15b","annotations","q3c","wt","weight1500","odd","muni10"
"8","5","5","3","2","6","4","1","6","888888","31","1","1983","101","4","2","3","1","4","10","6","2","2","3","3","999999","999999","3","999999","9","2","2","7","801","5","2","888888","1","888888","1","1","0","1","0","0","0","0","1","0","0","999999","0","1","1","2","4","8","8001","1","7","2","5","70","4","13550000000.0","1326.0","1","7","3","2","0","2","2","1","888888","1","1","0.9920635","1","999999"
"8","999999","888888","2","1","1","1","1","6","888888","8","10","1955","101","4","1","2","1","4","8","8","2","1","3","3","0","0","2","5","5","8","0","4","801","5","1","1","1","888888","1","1","1","1","0","1","0","0","0","0","0","999999","1","1","3","2","10","47","888888","2","5","2","5","70","4","13550000000.0","1306.0","2","6","1","999999","1","999999","2","1","888888","1","1","0.9920635","0","999999"
"8","3","7","5","3","3","4","1","2","888888","31","1","1965","101","4","1","3","1","2","12","12","2","1","3","2","999999","999999","3","999999","7","2","2","2","801","2","1","1","1","888888","1","1","1","1","0","1","0","1","1","1","1","1","0","1","3","2","3","8","8001","1","9","1","6","70","38","13550000000.0","4828.0","1","5","1","999999","2","2","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","2","1","1","1","6","1","1","888888","21","4","1983","204","2","1","3","1","4","2","2","2","2","4","3","0","1","3","999999","4","2","0","2","801","5","2","1","1","888888","1","0","0","1","0","0","0","0","1","1","0","999999","0","1","1","2","14","8","8001","1","5","1","6","70","38","13550000000.0","4184.0","1","4","2","999999","4","999999","1","3","888888","2","1","0.9920635","0","0"
"8","4","6","2","3","2","5","1","6","888888","27","7","1993","101","1","1","3","4","999999","12","999999","2","1","1","2","999999","999999","1","999999","5","0","999999","2","801","1","1","1","1","888888","1","1","0","1","0","0","0","0","1","1","1","1","1","1","4","2","7","8","8001","1","5","1","6","70","38","13550000000.0","4261.0","4","5","2","999999","4","999999","1","1","888888","1","1","0.9920635","1","999999"
"8","999999","4","7","1","6","6","1","6","888888","14","2","1991","101","3","1","3","5","999999","7","999999","1","2","2","2","0","0","3","999999","5","2","2","1","801","2","1","1","1","888888","1","1","0","1","0","1","0","0","1","1","1","0","0","1","4","2","4","8","8436","2","2","2","5","70","4","13550000000.0","4669.0","2","7","3","2","7","2","2","4","888888","1","1","0.9920635","0","999999"
"8","3","5","5","5","5","6","1","888888","888888","17","8","1982","204","4","1","3","1","4","14","3","2","2","1","2","999999","999999","5","999999","8","2","2","1","801","1","1","888888","1","888888","1","1","0","1","0","0","0","0","1","1","1","0","0","1","3","2","6","13","13654","2","3","2","5","70","4","13550000000.0","3652.0","4","3","2","999999","1","2","2","3","888888","2","1","0.9920635","1","999999"
"8","999999","5","3","6","4","6","3","6","888888","12","9","1937","204","2","1","3","5","999999","3","999999","2","2","4","2","1","1","2","1","2","4","0","2","801","5","1","888888","1","888888","1","0","0","0","0","0","0","0","1","1","0","999999","0","1","4","2","9","8","8001","1","4","2","5","70","4","13550000000.0","5426.0","2","4","1","999999","888888","999999","2","3","888888","2","1","0.9920635","0","999999"
"8","3","7","1","1","3","7","2","6","888888","6","11","1987","101","3","2","3","1","4","11","3","1","1","2","2","999999","999999","1","999999","4","1","1","2","801","1","1","1","1","888888","1","1","1","1","0","1","0","0","1","1","1","1","0","1","3","1","6","8","8001","1","7","2","5","70","4","13550000000.0","3518.0","3","7","1","999999","5","2","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","6","5","4","6","4","1","6","888888","20","6","1983","101","2","1","3","5","999999","8","999999","1","2","3","3","1","1","3","999999","2","0","999999","4","801","5","1","1","1","888888","1","1","0","1","0","0","0","0","1","1","0","999999","1","1","1","1","9","68","68001","1","3","2","5","70","4","13550000000.0","3077.0","5","7","2","999999","2","999999","1","3","888888","1","1","0.9920635","0","999999"
"8","3","7","5","2","3","7","1","888888","888888","20","6","1944","101","2","1","3","5","999999","888888","999999","2","2","3","3","999999","999999","5","999999","3","2","0","7","801","5","1","1","1","888888","1","1","0","1","0","0","0","0","1","1","1","1","0","1","4","2","10","8","8638","2","5","2","5","70","4","13550000000.0","3856.0","3","6","2","999999","1","999999","2","3","888888","1","1","0.9920635","1","999999"
"8","999999","4","5","3","3","3","1","6","888888","23","2","1951","509","2","1","3","1","4","14","12","2","2","1","1","0","0","2","3","2","2","0","2","801","5","1","888888","1","888888","1","1","1","1","0","1","1","0","1","1","1","0","0","1","3","2","4","8","8001","1","4","2","5","70","4","13550000000.0","5939.0","5","3","1","999999","3","999999","1","3","888888","5","1","0.9920635","0","999999"
"8","5","3","1","1","2","6","1","2","888888","31","3","1977","204","1","2","3","1","4","13","4","2","2","4","2","999999","999999","2","5","10","3","3","2","801","2","1","1","1","888888","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","6","8","8001","1","4","2","5","70","4","13550000000.0","4296.0","4","3","1","999999","8","2","1","3","888888","2","1","0.9920635","1","999999"
"8","999999","7","5","6","4","2","1","6","888888","8","1","1993","101","3","1","3","4","999999","13","999999","2","1","3","3","0","0","1","999999","3","0","999999","2","801","1","1","1","1","888888","1","1","1","1","1","1","1","0","1","1","1","1","0","1","4","2","6","8","8001","1","6","2","5","70","4","13550000000.0","2698.0","4","5","2","999999","8","999999","1","1","888888","1","1","0.9920635","0","999999"
"8","4","7","1","4","1","7","1","6","888888","1","11","1989","402","4","2","3","4","999999","6","999999","2","1","2","2","999999","999999","1","999999","4","0","999999","1","801","2","2","1","1","120","1","1","1","1","0","0","0","0","1","1","0","999999","1","1","4","2","3","8","8001","1","2","1","6","70","38","13550000000.0","5005.0","4","7","3","3","7","999999","1","3","888888","4","1","0.9920635","1","999999"
"8","999999","1","1","1","1","1","1","9","1","26","12","1976","101","4","4","3","1","4","11","6","2","1","3","1","0","0","3","999999","5","3","2","2","801","3","1","1","1","888888","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","4","47","47001","1","6","1","6","70","38","13550000000.0","5103.0","7","1","1","999999","2","2","1","3","888888","1","1","0.9920635","0","999999"
"8","4","5","3","1","1","6","1","9","76","3","2","1963","101","2","1","3","1","4","12","6","2","2","3","1","999999","999999","1","999999","7","0","999999","2","801","4","2","1","1","888888","1","1","1","1","0","1","1","1","1","1","1","1","1","1","3","2","7","8","8001","1","9","2","6","70","38","13550000000.0","5178.0","4","4","2","999999","1","999999","1","1","888888","1","1","0.9920635","1","999999"
"8","999999","5","5","1","1","5","1","1","888888","19","3","1971","402","2","2","3","1","4","12","9","2","2","1","2","0","0","1","999999","7","1","1","1","801","5","1","1","1","888888","1","1","1","1","0","1","1","0","1","1","0","999999","0","1","3","2","4","8","8001","1","5","1","6","70","38","13550000000.0","4712.0","3","3","2","999999","4","2","1","3","888888","4","1","0.9920635","0","999999"
"8","3","2","1","1","1","7","1","6","888888","23","2","1993","402","4","1","3","4","999999","12","999999","2","2","2","1","999999","999999","1","999999","8","0","999999","2","801","2","2","1","1","888888","1","1","1","1","0","1","0","1","1","1","1","1","1","1","4","2","888888","8","8001","1","5","1","6","70","38","13550000000.0","4636.0","1","7","1","999999","8","999999","1","1","888888","4","1","0.9920635","1","999999"
"8","999999","7","1","1","5","1","1","6","888888","23","5","1972","101","3","1","3","5","999999","7","999999","2","2","4","2","0","0","2","1","7","2","1","2","801","2","1","1","1","888888","1","1","1","1","0","0","0","0","1","1","1","1","0","1","4","2","14","8","8001","1","9","1","6","70","38","13550000000.0","5980.0","1","1","1","999999","2","1","1","3","888888","1","1","0.9920635","0","0"
"8","3","1","1","5","5","888888","1","888888","888888","8","4","1945","101","3","1","3","1","4","10","3","2","2","3","3","999999","999999","6","999999","3","4","0","1","801","1","1","1","1","888888","1","1","1","1","0","1","0","0","1","1","1","1","0","1","3","1","9","13","13001","1","2","2","5","70","4","13550000000.0","4079.0","1","7","1","999999","5","999999","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","7","4","2","2","3","1","6","888888","24","1","1974","101","2","1","3","3","999999","10","999999","2","1","2","2","0","0","1","999999","7","1","1","2","801","2","1","1","1","888888","1","1","1","1","0","1","0","0","1","1","0","999999","0","1","2","2","6","8","8001","1","4","2","5","70","4","13550000000.0","4058.0","1","3","2","999999","2","2","1","1","888888","1","1","0.9920635","0","1"
"8","3","1","1","1","1","7","1","6","888888","16","3","1992","101","2","1","3","4","999999","11","999999","2","1","3","1","999999","999999","1","999999","4","0","999999","2","801","1","1","1","1","888888","1","0","0","1","0","1","0","0","1","1","1","0","0","1","4","2","888888","8","8001","1","5","2","5","70","4","13550000000.0","5820.0","3","7","3","1","888888","999999","1","1","888888","1","1","0.9920635","1","999999"
"8","999999","6","1","1","1","6","1","6","888888","27","7","1981","507","3","1","2","1","2","9","9","2","2","2","1","0","0","2","5","5","3","3","4","801","4","1","1","1","888888","1","1","1","1","0","1","0","0","1","1","0","999999","0","1","3","2","4","8","8001","1","5","1","6","70","38","13550000000.0","4786.0","1","7","1","999999","3","2","1","3","888888","5","1","0.9920635","0","999999"
"8","2","6","5","1","1","7","1","1","888888","4","10","1957","101","2","1","3","3","999999","12","999999","2","2","3","2","999999","999999","2","1","5","1","0","1","801","1","1","1","1","286","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","8","8001","1","5","1","6","70","38","13550000000.0","3461.0","1","6","1","999999","8","999999","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","5","2","4","2","4","1","6","888888","25","5","1990","402","2","2","3","4","999999","9","999999","2","2","3","2","0","0","1","999999","3","0","999999","2","801","1","1","1","1","888888","1","1","0","1","0","0","1","0","1","1","1","1","0","1","4","2","11","23","23555","1","6","1","6","70","38","13550000000.0","3517.0","3","4","1","999999","1","999999","2","3","888888","4","1","0.9920635","0","999999"
"8","3","5","6","2","5","1","888888","1","888888","10","1","1939","101","4","2","2","7","999999","12","999999","2","2","2","2","999999","999999","2","888888","4","6","0","7","801","5","1","1","1","888888","1","1","1","1","1","1","1","0","1","1","1","1","1","1","3","2","10","47","47960","2","4","2","5","70","4","13550000000.0","4502.0","5","5","1","999999","2","999999","2","3","888888","1","1","0.9920635","1","999999"
"8","999999","1","4","1","1","1","3","6","888888","2","3","1990","101","4","2","3","1","4","16","10","2","1","2","2","0","0","1","999999","7","0","999999","2","801","1","1","1","1","888888","1","1","1","1","2","1","1","0","1","1","1","1","0","1","3","1","888888","8","8001","1","2","2","5","70","4","13550000000.0","3586.0","2","2","1","999999","8","999999","1","1","888888","1","1","0.9920635","0","999999"
"8","3","6","5","3","4","3","888888","6","888888","11","2","1974","1002","5","3","3","1","4","14","13","2","2","2","2","999999","999999","1","999999","2","0","999999","1","801","1","1","1","1","888888","1","1","1","1","1","1","1","0","1","1","1","1","1","1","3","2","7","44","44855","2","3","2","5","70","4","13550000000.0","5460.0","2","6","2","999999","4","999999","1","1","888888","11","1","0.9920635","1","999999"
"8","999999","5","5","1","1","5","1","6","888888","3","2","1958","603","1","1","3","5","999999","13","999999","2","2","2","2","0","0","2","1","4","2","0","2","801","3","1","1","1","888888","1","1","1","1","0","1","0","0","1","1","1","1","1","1","4","2","4","13","13001","1","7","1","6","70","38","13550000000.0","4144.0","1","7","2","999999","3","999999","1","3","888888","12","1","0.9920635","0","999999"
"8","2","6","2","2","2","6","3","6","888888","1","12","1985","204","1","1","3","1","2","15","9","2","1","1","1","999999","999999","3","999999","5","1","1","2","801","2","1","1","1","888888","1","1","0","1","1","1","1","0","1","1","1","1","1","1","3","1","1","8","8001","1","4","1","6","70","38","13550000000.0","6352.0","3","5","3","3","8","2","1","3","888888","2","1","0.9920635","1","999999"
"8","999999","5","1","1","1","7","1","6","888888","9","11","1978","101","4","1","2","1","4","13","11","2","2","1","1","0","0","3","999999","8","0","999999","1","801","1","1","1","1","888888","1","1","0","1","1","1","1","0","1","1","1","1","1","1","3","1","4","8","8001","1","2","1","6","70","38","13550000000.0","3846.0","1","7","2","999999","8","999999","1","1","888888","1","1","0.9920635","0","999999"
"8","3","4","4","5","1","4","3","6","888888","3","6","1990","204","1","1","3","1","4","11","6","2","1","3","1","999999","999999","3","999999","3","1","1","1","801","1","2","888888","888888","888888","1","1","0","1","0","1","0","1","1","1","1","1","0","1","1","2","7","70","70418","2","3","2","5","70","4","13550000000.0","3737.0","7","2","1","999999","1","2","1","3","888888","2","1","0.9920635","1","999999"
"8","999999","4","2","2","2","6","888888","888888","888888","26","9","1976","204","2","1","2","1","4","16","16","2","2","1","1","0","0","2","4","6","2","2","7","801","5","1","1","1","888888","1","1","1","1","1","1","1","0","1","1","1","1","1","1","3","2","7","8","8001","1","5","2","5","70","4","13550000000.0","5479.0","4","5","3","1","1","2","1","1","888888","2","1","0.9920635","0","999999"
"8","3","5","5","5","2","1","888888","888888","888888","23","9","1944","101","5","1","3","5","999999","11","999999","1","2","3","1","999999","999999","2","6","4","4","0","1","801","5","1","1","1","888888","1","1","1","1","0","1","1","0","1","1","1","1","1","1","4","2","4","47","47001","1","3","2","5","70","4","13550000000.0","5067.0","2","6","2","999999","888888","999999","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","7","7","1","1","1","1","6","888888","7","9","1989","101","2","1","3","1","2","16","13","2","2","1","1","0","0","1","999999","5","0","999999","2","801","2","1","1","1","888888","1","1","1","1","0","1","1","0","1","1","1","1","1","1","3","2","1","8","8001","1","5","1","6","70","38","13550000000.0","4650.0","1","1","1","999999","8","999999","1","3","888888","1","1","0.9920635","0","999999"
"8","1","7","5","1","1","1","1","9","1","10","9","1983","101","3","2","3","4","999999","14","999999","2","1","1","1","999999","999999","1","999999","4","0","999999","1","801","1","2","1","1","888888","1","1","1","1","1","1","1","0","1","1","1","1","1","1","4","2","3","8","8001","1","4","1","6","70","38","13550000000.0","3571.0","4","5","1","999999","4","999999","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","7","4","5","5","1","2","6","888888","6","1","1963","1003","5","4","3","1","4","13","8","2","2","2","2","0","0","1","999999","4","1","0","1","801","5","1","1","1","888888","1","1","0","1","1","1","1","0","1","1","1","1","1","1","3","1","888888","20","20001","1","4","1","6","70","38","13550000000.0","4224.0","5","5","3","3","4","999999","1","1","888888","11","1","0.9920635","0","999999"
"8","4","7","3","3","4","1","1","1","888888","11","8","1983","101","1","1","3","1","1","13","13","2","1","2","3","999999","999999","5","999999","1","0","999999","7","801","1","1","1","1","888888","1","1","0","1","0","1","1","1","1","1","1","1","1","0","3","2","6","8","8436","2","5","2","5","70","4","13550000000.0","3125.0","4","7","3","1","6","999999","2","3","888888","1","1","0.9920635","1","999999"
"8","999999","5","5","4","4","4","1","888888","888888","12","1","1991","101","2","2","3","4","999999","6","999999","1","1","4","3","0","1","1","999999","5","0","999999","2","801","2","2","1","1","888888","1","1","0","1","0","0","0","1","1","0","1","0","0","0","4","1","3","8","8436","2","5","2","5","70","4","13550000000.0","3428.0","4","4","2","999999","3","999999","2","1","888888","1","1","0.9920635","0","999999"
"8","4","5","7","3","7","5","2","6","888888","7","1","1964","101","4","2","3","1","4","6","6","2","1","4","2","999999","999999","2","1","5","3","1","5","801","5","1","1","1","888888","1","1","0","1","0","1","0","0","1","0","0","999999","0","0","1","2","15","8","8436","2","7","2","5","70","4","13550000000.0","3564.0","4","7","2","999999","1","2","2","3","888888","1","1","0.9920635","1","999999"
"8","999999","7","7","1","1","1","2","3","888888","9","12","1949","101","2","1","2","5","999999","3","999999","2","2","3","2","1","1","2","1","2","0","999999","1","801","5","1","888888","1","888888","1","1","0","0","0","0","0","0","1","0","0","999999","0","0","4","2","11","8","8436","2","6","2","5","70","4","13550000000.0","3982.0","1","7","2","999999","888888","999999","2","4","888888","1","1","0.9920635","0","999999"
"8","4","3","1","2","1","4","2","1","888888","18","4","1985","101","4","1","2","5","999999","4","999999","2","2","3","3","999999","999999","3","999999","4","1","1","4","801","3","1","1","1","888888","1","0","0","1","0","0","0","0","0","0","0","999999","0","0","4","2","4","8","8436","2","8","2","5","70","4","13550000000.0","3633.0","5","5","1","999999","3","2","2","3","888888","1","1","0.9920635","1","999999"
"8","999999","5","6","3","4","5","2","6","888888","11","11","1976","101","2","1","3","5","999999","4","999999","2","2","4","3","0","0","2","1","5","2","2","3","801","5","1","1","1","888888","1","1","0","1","0","0","0","0","1","1","0","999999","0","0","4","2","11","8","8436","2","7","2","5","70","4","13550000000.0","3416.0","5","2","2","999999","1","2","2","3","888888","1","1","0.9920635","0","999999"
"8","4","4","5","3","5","4","2","4","888888","8","4","1981","101","3","2","2","5","999999","3","999999","2","1","4","2","999999","999999","3","999999","9","2","1","2","801","5","2","1","1","888888","1","1","0","1","0","1","0","0","0","0","0","999999","0","0","4","1","4","8","8436","1","5","1","6","70","38","13550000000.0","5349.0","3","5","1","999999","0","2","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","4","3","1","1","4","1","2","888888","25","1","1964","101","2","1","3","1","4","5","4","2","2","3","2","0","0","3","999999","10","4","4","2","801","5","1","1","1","888888","1","1","0","1","0","1","0","0","1","0","0","999999","0","1","3","2","10","8","8638","2","8","1","6","70","38","13550000000.0","5255.0","1","5","1","999999","1","2","1","3","888888","1","1","0.9920635","0","999999"
"8","5","4","6","1","2","2","1","6","888888","8","3","1992","101","2","1","3","4","999999","12","999999","2","2","2","2","999999","999999","1","999999","6","1","1","2","801","2","1","1","2","888888","1","1","0","1","0","1","0","0","1","0","0","999999","0","1","4","2","5","8","8436","1","8","1","6","70","38","13550000000.0","231187.0","4","6","2","999999","4","2","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","5","2","1","1","4","1","1","888888","11","9","1952","101","5","2","3","1","4","12","11","2","2","2","2","0","0","2","5","10","0","999999","1","801","5","1","1","1","122","1","1","0","1","0","1","0","0","1","1","1","1","0","1","3","2","4","8","8436","1","2","1","6","70","38","13550000000.0","3800.0","1","7","2","999999","2","999999","1","3","888888","1","1","0.9920635","0","1"
"8","5","6","2","3","2","1","1","6","888888","15","2","1993","101","4","1","3","1","4","9","2","2","2","3","2","999999","999999","1","999999","8","0","999999","2","801","5","2","888888","888888","888888","1","1","0","1","0","1","0","1","1","0","0","999999","0","1","3","2","10","8","8638","1","6","1","6","70","38","13550000000.0","3227.0","2","5","1","999999","1","999999","1","3","888888","1","1","0.9920635","1","999999"
"8","999999","6","7","7","3","5","1","6","888888","1","8","1983","101","3","1","2","1","2","11","6","2","1","2","1","0","0","1","999999","6","1","1","2","801","5","1","1","1","888888","1","0","0","1","0","0","0","0","1","0","0","999999","0","1","1","1","13","8","8436","1","5","1","6","70","38","13550000000.0","3476.0","1","7","2","999999","2","2","1","1","888888","1","1","0.9920635","0","999999"
"8","4","5","4","5","6","6","1","4","888888","10","9","1993","204","2","1","3","1","4","9","3","2","1","3","2","999999","999999","1","999999","3","0","999999","7","801","3","1","888888","888888","888888","0","0","0","0","0","0","0","0","0","0","0","999999","0","0","3","2","4","8","8758","1","6","2","5","70","4","13550000000.0","4155.0","4","5","2","999999","3","999999","2","3","888888","2","1","0.9920635","1","999999"
"8","999999","7","2","2","3","2","1","888888","888888","18","1","1965","204","5","1","3","1","4","3","3","2","2","3","2","1","1","3","999999","6","5","0","888888","801","5","1","888888","1","888888","1","1","0","0","0","0","0","0","0","0","0","999999","0","0","3","2","10","47","47161","2","6","2","5","70","4","13550000000.0","3099.0","2","4","2","999999","0","999999","2","3","888888","2","1","0.9920635","0","0"
"8","2","5","2","4","3","6","1","888888","888888","4","2","1977","204","5","1","3","1","4","888888","888888","2","2","4","3","999999","999999","5","999999","7","2","2","888888","801","5","2","888888","888888","888888","0","0","0","1","0","0","0","0","0","0","0","999999","0","0","3","2","10","47","888888","2","7","2","5","70","4","13550000000.0","4556.0","4","3","2","999999","0","1","2","3","888888","2","1","0.9920635","1","999999"
"8","999999","7","1","7","2","1","1","6","888888","20","11","1981","519","2","1","3","1","4","888888","3","2","888888","4","2","1","1","3","999999","6","4","3","1","801","5","1","2","888888","888888","0","0","0","1","0","0","0","0","0","0","0","999999","0","0","3","2","7","8","8001","1","6","2","5","70","4","13550000000.0","3682.0","1","7","2","999999","888888","1","1","4","888888","5","1","0.9920635","0","999999"
"8","888888","2","2","5","6","2","1","3","888888","15","12","1962","519","2","1","3","1","4","3","3","2","2","4","3","999999","999999","5","999999","1","3","0","4","801","5","1","888888","1","888888","1","0","0","0","0","0","0","0","0","0","0","999999","0","0","3","2","10","8","8675","2","8","2","5","70","4","13550000000.0","3669.0","5","2","1","999999","1","999999","2","3","888888","5","1","0.9920635","1","999999"
"8","999999","7","1","1","1","6","1","888888","888888","22","7","1986","402","2","3","3","5","999999","4","999999","2","2","4","3","1","1","3","999999","5","3","3","7","801","5","1","888888","1","888888","0","0","0","0","0","0","0","0","0","0","0","999999","0","0","4","2","7","47","888888","2","5","2","5","70","4","13550000000.0","3407.0","3","6","888888","999999","888888","2","2","1","888888","4","1","0.9920635","0","999999"
"8","4","3","2","1","1","6","1","8","888888","16","7","1970","204","1","1","3","1","1","12","9","2","2","2","2","999999","999999","2","3","4","2","1","2","801","2","2","1","1","888888","1","1","0","1","0","1","0","0","0","0","0","999999","0","0","3","2","10","47","47170","1","5","1","6","70","38","13550000000.0","3804.0","1","6","2","999999","0","2","2","3","888888","2","1","0.9920635","1","0"
"8","999999","5","7","1","1","7","1","6","888888","11","11","1988","101","5","1","3","5","999999","3","999999","2","2","4","3","1","1","3","999999","5","3","3","2","801","5","2","1","888888","888888","1","0","0","0","0","0","0","0","0","0","0","999999","0","0","4","2","888888","8","8436","2","6","1","6","70","38","13550000000.0","4993.0","1","2","2","999999","1","1","2","4","888888","1","1","0.9920635","0","1"
"8","5","5","5","1","1","6","1","8","888888","19","11","1979","402","5","2","3","5","999999","6","999999","2","2","4","2","999999","999999","1","999999","10","4","3","2","801","5","2","1","1","888888","1","1","0","1","3","0","0","0","0","0","0","999999","0","0","4","2","10","8","8436","2","6","1","6","70","38","13550000000.0","3126.0","1","7","2","999999","0","1","2","3","888888","4","1","0.9920635","1","999999"
"8","999999","7","7","1","1","1","1","8","888888","19","5","1967","101","5","1","3","1","4","8","4","2","1","2","1","1","1","3","999999","2","3","0","4","801","5","2","888888","1","888888","1","0","0","1","0","1","0","0","0","0","0","999999","0","0","3","2","10","13","13620","1","10","1","6","70","38","13550000000.0","4228.0","1","5","2","999999","0","999999","1","3","888888","1","1","0.9920635","0","999999"
"8","5","6","6","1","1","1","1","8","888888","10","6","1975","402","5","2","3","1","4","8","5","2","2","4","2","999999","999999","3","999999","7","5","3","2","801","5","2","888888","1","888888","1","0","0","1","0","0","0","0","0","0","0","999999","0","0","3","2","10","8","8436","2","6","1","6","70","38","13550000000.0","3468.0","3","5","2","999999","888888","1","2","3","888888","4","1","0.9920635","1","999999"
