"gender","basline_province","exact_total_farm_area_in","coconut_growing","grows_cacao","hectares_under_coconut_farming","whole_nut_kilos_harvested"
"Male","Davao_Oriental","3","Main crop","false","2","4500"
"Male","Davao_Oriental","2","Main crop","false","2","20000"
"Male","Davao_Oriental","3","Main crop","false","2.7","16000"
"Male","Davao_Oriental","2","Main crop","false","1","750"
"Male","Davao_Oriental","3","Main crop","false","1.5","1500"
"Male","Davao_Oriental","1","Main crop","false","1","5500"
"Male","Davao_Oriental","6","Main crop","false","4","5700"
"Female","Davao_Oriental","2","Main crop","false","1.5","7500"
"Female","Davao_Oriental","2","Main crop","false","1.5","9000"
"Male","Davao_Oriental","3","Main crop","false","3","1200"
"Male","Davao_Oriental","3","Main crop","false","3","12000"
"Male","Davao_Oriental","3","Main crop","false","3","6000"
"Male","Davao_Oriental","2.2","Main crop","false","2","10000"
"Male","Davao_Oriental","4","Main crop","false","3","22800"
"Male","Davao_Oriental","3","Main crop","false","3","1200"
"Male","Davao_Oriental","2","Main crop","false","2","880"
"Male","Davao_Oriental","2","Main crop","false","1.5","2400"
"Female","Davao_Oriental","2","Main crop","false","2","6000"
"Male","Davao_Oriental","2","Main crop","false","2","2400"
"Male","Davao_Oriental","2","Main crop","false","2","5700"
"Female","Davao_Oriental","2","Main crop","false","1","1500"
"Male","Davao_Oriental","3","Main crop","false","0.1","2100"
"Female","Davao_Oriental","1.8","Main crop","false","1.8","4500"
"Female","Davao_Oriental","1.8","Main crop","false","1","450"
"Female","Davao_Oriental","2","Main crop","false","2","9000"
"Male","Davao_Oriental","1.5","Do not grow","false","0","0"
"Female","Davao_Oriental","1.5","Main crop","false","1.5","400"
"Female","Davao_Oriental","0","Do not grow","false","0","0"
"Female","Davao_Oriental","2.75","Main crop","false","2.25","4500"
"Male","Davao_Oriental","1.3","Main crop","true","1","180"
"Male","Davao_Oriental","0.8","Main crop","false","0.8","200"
"Male","Davao_Oriental","3","Main crop","true","1.5","2000"
"Male","Davao_Oriental","2","Main crop","true","2","1200"
"Female","Davao_Oriental","2","Main crop","true","1","90"
"Female","Davao_del_Sur","2","Main crop","false","2","7000"
"Male","Davao_Oriental","4","Secondary crop","false","0.5","1800"
"Female","Davao_Oriental","1.5","Secondary crop","false","1.5","1800"
"Male","Davao_Oriental","3","Secondary crop","false","3","600"
"Male","Davao_Oriental","5","Secondary crop","false","5","6000"
"Female","Davao_Oriental","1.3","Main crop","false","1.3","480"
"Female","Davao_Oriental","3.5","Main crop","false","3.5","2800"
"Female","Davao_Oriental","3.5","Main crop","false","3","800"
"Female","Davao_Oriental","1.8","Main crop","false","1.8","480"
"Female","Davao_Oriental","3","Main crop","false","1.5","720"
"Male","Davao_Oriental","1","Main crop","true","1","450"
"Female","Davao_Oriental","1.4","Main crop","false","1","1400"
"Male","Davao_Oriental","3.2","Secondary crop","true","3.2","450"
"Male","Davao_Oriental","2.5","Main crop","false","2.5","240"
"Male","Davao_del_Sur","2.2","Main crop","true","2.2","12500"
"Female","Davao_del_Sur","1","Main crop","false","1","900"
"Male","Davao_Oriental","1.5","Main crop","false","1.2","4500"
"Male","Davao_Oriental","1","Main crop","true","1","6900"
"Female","Davao_Oriental","5","Main crop","false","5","9920"
"Male","Davao_Oriental","3","Main crop","false","1.5","360"
"Female","Davao_Oriental","2","Main crop","true","2","2000"
"Female","Davao_Oriental","2.5","Main crop","false","2.5","2320"
"Female","Davao_Oriental","2.5","Main crop","true","2.5","2000"
"Female","Davao_Oriental","3","Main crop","false","3","9200"
"Male","Davao_Oriental","3","Main crop","false","2","7200"
"Male","Davao_Oriental","2","Main crop","true","2","7020"
"Female","Davao_Oriental","2.5","Main crop","false","1","1800"
"Male","Davao_Oriental","1.3","Main crop","false","1.3","800"
"Female","Davao_Oriental","1.5","Main crop","false","1.5","8000"
"Male","Davao_Oriental","2","Main crop","true","2","5400"
"Male","Davao_Oriental","2.2","Main crop","true","2.2","10000"
"Male","Davao_del_Sur","1","Main crop","true","1","1200"
"Male","Davao_del_Sur","1","Main crop","true","1","6000"
"Male","Davao_del_Norte","2.5","Main crop","true","2","13500"
"Female","Davao_del_Norte","1","Main crop","false","1","8100"
"Female","Davao_del_Norte","0.96","Main crop","false","0.9","6900"
"Female","Davao_Oriental","0.5","Main crop","false","1.3","1050"
"Male","Davao_Oriental","0.5","Main crop","true","0.5","1000"
"Male","Davao_Oriental","2.5","Main crop","false","0.5","2000"
"Male","Davao_Oriental","2","Main crop","false","2","1600"
"Male","Davao_Oriental","3","Main crop","false","3","24000"
"Female","Davao_Oriental","3","Main crop","true","3","1200"
"Male","Davao_Oriental","2","Main crop","false","2","4000"
"Male","Davao_Oriental","2.5","Main crop","false","2","9000"
"Male","Davao_del_Norte","1","Main crop","false","1","2300"
"Male","Davao_Oriental","1.25","Main crop","false","1","160"
"Male","Davao_Oriental","2","Main crop","false","1.5","350"
"Male","Davao_Oriental","2","Main crop","true","2","150"
"Male","Davao_Oriental","2","Main crop","true","1","3060"
"Male","Davao_Oriental","5","Main crop","true","4","312"
"Male","Davao_Oriental","5.7","Main crop","false","0.7","1300"
"Male","Davao_Oriental","1.5","Secondary crop","false","1.5","0"
"Female","Davao_Oriental","7","Secondary crop","false","1","1800"
"Female","Davao_Oriental","1.3","Main crop","false","1.3","0"
"Male","Davao_Oriental","4","Main crop","false","0.5","0"
"Female","Davao_Oriental","1.5","Main crop","false","0.5","920"
"Female","Davao_Oriental","4.8","Main crop","false","3.5","2560"
"Male","Davao_Oriental","1.5","Secondary crop","false","1","0"
"Male","Davao_Oriental","2.9","Secondary crop","true","2.9","0"
"Female","Davao_del_Sur","3","Secondary crop","false","0.2","2800"
"Female","Davao_del_Sur","1.3","Main crop","false","0.3","800"
"Female","Davao_del_Sur","2.4","Main crop","false","0.5","4000"
"Female","Davao_del_Sur","0.25","Secondary crop","false","0.25","2000"
"Female","Davao_del_Sur","2.4","Main crop","false","1","120"
"Female","Davao_del_Sur","2.8","Main crop","false","0.5","7000"
"Female","Davao_del_Sur","0.6","Main crop","false","0.6","400"
"Female","Davao_del_Sur","3","Main crop","false","0.25","4000"
"Male","Davao_del_Sur","0.3","Main crop","false","0.3","650"
"Male","Davao_del_Sur","2","Main crop","false","1","1400"
"Female","Davao_del_Sur","1","Main crop","false","0.5","3300"
"Female","Davao_del_Sur","1","Main crop","false","0.25","400"
"Female","Davao_del_Sur","1.5","Main crop","false","0.4","1000"
"Female","Davao_del_Sur","0.5","Main crop","false","0.5","2500"
"Female","Davao_del_Sur","1.4","Main crop","false","1.4","0"
"Male","Davao_del_Sur","1.75","Main crop","false","0.5","1600"
"Female","Davao_del_Sur","0.5","Secondary crop","false","0.5","600"
"Female","Davao_del_Sur","2","Main crop","false","2","160"
"Male","Davao_del_Sur","2","Secondary crop","false","2","700"
"Female","Davao_del_Sur","1.25","Main crop","false","1","2000"
"Female","Davao_del_Sur","3","Main crop","false","3","520"
"Female","Davao_del_Sur","3","Main crop","false","3","1600"
"Female","Davao_del_Sur","3","Secondary crop","false","3","2400"
"Female","Davao_del_Sur","2","Main crop","false","2","2400"
"Female","Davao_del_Sur","1","Secondary crop","false","1","0"
"Female","Davao_del_Sur","1","Main crop","false","1","1800"
"Female","Davao_del_Sur","1.4","Main crop","false","1.4","1200"
"Female","Davao_del_Sur","3","Main crop","false","3","1800"
"Female","Davao_del_Sur","1.9","Main crop","false","1.9","1800"
"Female","Davao_del_Sur","3","Main crop","false","3","3500"
"Female","Davao_del_Sur","5","Main crop","false","2","2000"
"Female","Davao_del_Sur","3","Main crop","false","1.5","4000"
"Female","Davao_del_Sur","0.5","Main crop","false","0.5","2700"
"Female","Davao_del_Sur","1.9","Main crop","false","1.9","16000"
"Male","Davao_del_Sur","3","Secondary crop","false","3","16000"
"Female","Davao_del_Sur","2.2","Main crop","true","2","7500"
"Female","Davao_del_Sur","0.9","Main crop","false","0.9","1200"
"Female","Davao_del_Sur","1.5","Main crop","false","1","2200"
"Female","Davao_del_Sur","0.9","Main crop","false","0.5","1200"
"Male","Davao_del_Sur","2","Main crop","false","2","6000"
"Female","Davao_del_Sur","2","Main crop","false","2","6500"
"Male","Davao_del_Sur","0.7","Main crop","false","0.5","2000"
"Female","Davao_del_Sur","0.5","Main crop","false","0.5","900"
"Female","Davao_del_Sur","0.9","Main crop","false","0.2","515"
"Female","Davao_del_Sur","0.25","Secondary crop","true","0.05","20"
"Female","Davao_del_Sur","0.25","Secondary crop","true","0.25","0"
"Male","Davao_del_Sur","0.25","Secondary crop","true","0.25","1500"
"Female","Davao_del_Sur","2.25","Main crop","false","1.5","1200"
"Male","Davao_del_Sur","2.5","Main crop","true","2","10000"
"Female","Davao_del_Sur","0.6","Main crop","true","0.25","4800"
"Female","Davao_del_Sur","1","Main crop","true","1","1350"
"Female","Davao_del_Sur","1","Main crop","false","1","900"
"Female","Davao_del_Sur","2","Main crop","false","2","5000"
"Female","Davao_del_Sur","0.75","Main crop","true","0.75","1500"
"Female","Davao_del_Sur","3","Main crop","false","3","22000"
"Female","Davao_del_Sur","1.75","Main crop","true","1.1","3000"
"Male","Davao_del_Sur","2.25","Main crop","false","2.25","6000"
"Female","Davao_del_Sur","2","Main crop","true","2","6000"
"Male","Davao_del_Sur","0.25","Main crop","false","0.25","4000"
"Female","Davao_del_Sur","0.75","Main crop","true","0.75","1500"
"Male","Davao_del_Sur","1","Main crop","false","1","6000"
"Female","Davao_del_Sur","1.4","Main crop","true","1.3","20000"
"Female","Davao_del_Sur","5.5","Main crop","false","5.5","12000"
"Female","Davao_del_Sur","2","Secondary crop","true","2","6400"
"Male","Davao_del_Sur","1.2","Main crop","false","0.75","2000"
"Female","Davao_del_Sur","1.7","Main crop","false","1.5","2000"
"Male","Davao_del_Sur","2.5","Main crop","false","0.9","8000"
