"pais","idnum","estratopri","estratosec","upm","prov","municipio","cosdistrito","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","ls3","gen15","gen16","a4","soct2","idio2","np1","np2","sgl1","cp2","cp4a","cp4","cp5","cp6","cp7","cp8","cp13","cp20","it1","l1","immig2n","immig3n","immig4n","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b13","b18","b20","b20a","b21","b21a","b32","b31a","b47a","n9","n11","n15","mil3","pr3a","pr3c","pr4","m1","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","der10","ros7a","ros7b","ros7c","ros7d","ros7e","ros7f","env1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","dem2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","vivcorr1","vivcorr2","dc1","dc10","dc13","coh1","coh2","coh3","coh4","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","fear10","vic44","exp1","exp1a","exp1b","vb1","vb2","vb3n","cosvp1","cosvp2","vb4new","vb101","vb10","vb11","cosvf1","pol1","camp1","camp2","vb20","clien1n","clien1na","cosele1","cosele2","cosele3","cosele4","cosele5","cosele6","ab1","ab2","ab5","ab6","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","gay1","gay2","gay3","vol207n","vol208n","wf1","cct1b","ed","ed2","q3c","q5b","ocup4a","ocup1a","pr1","pr2","pr3","q10new","q10g","q14","q10d","q10e","q11n","q12c","q12bn","q12","q12d","etid","leng1","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","formatq","colorr","ti","sexi","colori","uniq_id","sex"
"6","04ebc22a-1d1d-40c4-b4ab-002c617bb65f-c4951c9f6f067fa7516251234","605","1","210","602","210","21006","134","2","5","1","22mar2014","1","2","1989","25","2","1","1","5","3","1","2","2","2","2","2","2","4","4","4","4","4","4","2","7","1","2","4","1","2","2","2","2","999999","999999","999999","1","2","3","2","2","2","3","3","5","4","5","6","4","4","3","4","3","4","3","4","3","4","5","3","3","2","888888","2","4","5","3","3","2","3","3","4","5","3","3","3","3","1","1","1","1","1","3","3","3","2","7","2","3","4","7","8","5","6","8","1","2","0","0","999999","999999","999999","999999","999999","3","3","1","1","1","1","3","3","2","1","2","1","1","2","1","0","999999","2","999999","1","2","999999","999999","999999","3","999999","2","999999","999999","4","0","999999","1","2","2","1","999999","999999","999999","988888","3","2","1","2","2","2","4","2","3","2","2","2","2","4","2","2","3","2","3","3","2","2","8","0","12","1","5","999999","2","1","999999","10","999999","2","2","2","1","3","1","1","3","2","601","2","2","888888","888888","1","0","1","0","1","0","1","1","0","1","1","0","1","1","0","0","2","5","36.766","1","4","CR14_0011","2"
"6","04ebc22a-1d1d-40c4-b4ab-002c617bb65f-c4951c9f6f067fa7516251235","605","1","210","602","210","21006","134","2","5","1","22mar2014","1","2","1978","36","1","1","2","13","3","2","2","2","3","2","2","2","4","2","4","4","4","4","3","5","1","2","2","1","2","2","2","2","999999","999999","999999","2","3","3","2","888888","3","4","2","4","7","3","5","6","4","3","3","6","4","3","5","5","6","7","3","2","4","6","1","3","5","3","3","2","2","2","5","5","5","5","5","3","3","3","3","3","3","3","1","2","2","10","5","1","6","10","10","6","6","7","1","2","0","0","999999","0","999999","999999","999999","3","2","2","2","2","1","2","3","3","1","888888","1","2","2","1","0","999999","999999","3","1","1","603","2","1","999999","999999","2","999999","999999","2","888888","999999","3","2","2","1","999999","999999","999999","1","1","2","1","3","2","4","1","1","1","2","1","2","2","4","2","2","3","1","4","3","2","2","17","2","1","2","1","1","1","999999","2","14","14","2","1","2","1","1","0","0","4","1","601","1","1","1","1","1","57","1","0","1","1","1","1","0","1","1","0","1","1","1","1","2","4","26.65","1","4","CR14_0012","2"
"6","04ebc22a-1d1d-40c4-b4ab-002c617bb65f-c4951c9f6f067fa7516251237","605","1","210","602","210","21006","134","2","5","1","22mar2014","1","1","1983","31","2","1","1","5","2","3","2","2","3","2","2","2","4","4","4","4","4","999999","3","8","1","3","4","2","2","2","2","1","1","1","1","2","2","3","2","2","3","3","3","6","5","5","5","5","4","3","4","3","4","3","1","5","2","4","3","4","4","4","1","6","2","5","3","3","2","3","2","6","6","5","4","3","1","1","1","1","1","3","3","2","1","5","8","1","5","9","8","6","6","6","9","2","0","1","999999","0","999999","0","999999","3","3","1","2","2","1","3","3","2","1","2","1","2","2","1","0","1","999999","999999","1","1","988888","2","2","999999","999999","1","603","1","1","10","0","3","2","2","1","999999","999999","999999","2","1","1","1","3","3","4","1","2","1","3","1","3","2","3","2","2","2","1","5","3","2","2","11","4","4","2","1","2","2","1","999999","14","12","2","2","2","1","3","0","1","2","1","601","1","1","1","1","1","28","1","0","1","1","1","1","0","1","1","0","1","1","1","0","2","5","160.33","1","4","CR14_0013","1"
"6","04ebc22a-1d1d-40c4-b4ab-002c617bb65f-c4951c9f6f067fa7516251238","605","1","210","602","210","21006","134","2","5","1","22mar2014","1","1","1978","36","1","1","1","13","2","1","2","2","3","2","2","2","4","1","4","3","4","999999","3","3","2","2","2","1","2","1","2","2","999999","999999","999999","2","3","3","3","3","3","3","2","5","5","7","7","3","5","3","1","1","1","1","2","2","4","5","1","1","1","1","1","5","3","4","3","3","3","3","5","7","4","5","6","2","1","1","1","1","3","1","1","2","1","10","10","3","4","5","10","4","6","9","7","2","0","0","999999","999999","999999","999999","999999","2","2","2","2","2","1","2","2","2","2","999999","1","2","2","1","0","999999","2","999999","1","1","603","2","1","999999","999999","2","999999","999999","2","2","3","3","2","2","1","999999","999999","999999","1","1","2","1","1","3","4","4","1","3","2","2","2","2","3","2","2","3","1","4","3","2","2","11","2","4","4","1","1","1","999999","2","5","4","2","3","2","2","3","0","1","5","5","601","2","2","1","1","1","55","1","0","1","1","1","1","0","1","1","0","1","1","1","0","2","5","110.78","1","4","CR14_0014","1"
"6","0501f300-e2b1-4add-967a-84a8b2fad723-442e86be3dad589151636232","605","1","119","601","119","11909","95","2","5","1","15mar2014","1","2","1975","39","2","1","2","1","3","3","2","2","4","2","2","1","4","4","3","4","4","4","3","8","3","2","3","2","1","2","2","2","999999","999999","999999","2","4","4","3","3","4","4","2","5","7","5","7","5","1","4","3","7","1","3","5","1","5","7","1","4","4","988888","2","6","2","2","3","3","3","3","5","7","988888","1","2","3","3","3","1","1","1","3","1","2","1","5","1","1","3","5","5","5","1","5","1","888888","0","0","0","999999","0","999999","0","2","3","1","1","1","1","1","4","4","2","999999","1","2","2","0","0","3","999999","999999","1","1","602","1","1","999999","999999","1","602","1","3","4","1","2","2","2","2","999999","999999","1","999999","2","2","1","2","2","4","4","4","2","3","1","2","3","4","2","3","4","2","5","2","2","1","6","1","1","1","5","999999","2","2","999999","988888","999999","2","3","3","3","7","1","4","10","2","601","1","1","1","888888","1","888888","1","0","1","0","1","0","0","0","0","1","0","1","0","1","2","4","44.333","1","7","CR14_0015","2"
"6","11d024ff-a272-4b7e-a566-44727b7bdfad-b1cb09b158d446305162145","603","2","203","602","203","20304","115","2","5","1","06mar2014","1","2","1952","62","2","1","1","9","1","3","1","2","3","2","2","2","2","1","2","2","4","4","2","4","1","2","3","2","1","2","2","2","999999","999999","999999","2","1","1","3","3","2","2","1","3","6","4","7","4","4","4","5","7","4","4","5","4","5","7","4","5","4","4","3","4","5","3","2","2","3","2","3","5","6","5","1","3","1","1","1","2","1","2","1","3","2","4","1","1","1","10","10","1","1","6","1","2","0","0","0","0","999999","0","999999","2","2","1","2","1","2","2","4","2","1","2","1","2","2","1","0","999999","1","999999","1","1","602","1","1","999999","999999","1","602","1","2","2","1","1","2","2","3","1","77","999999","999999","2","2","3","3","2","4","4","4","2","2","1","3","2","3","3","3","2","1","5","3","2","2","12","2","1","1","1","2","2","1","999999","1","1","2","3","3","2","2","0","1","9","1","601","5","1","1","1","1","57","1","1","1","1","1","1","0","1","1","0","0","1","1","1","2","4","47.033","1","4","CR14_0087","2"
"6","0501f300-e2b1-4add-967a-84a8b2fad723-442e86be3dad589151636235","605","1","119","601","119","11909","95","2","5","1","15mar2014","1","1","1975","39","2","1","1","1","3","3","2","2","5","2","2","2","4","4","4","4","4","999999","1","8","1","3","1","2","2","2","2","2","999999","999999","999999","2","3","2","2","2","4","2","2","5","5","1","2","3","5","4","2","3","2","3","2","1","2","2","3","2","3","5","1","4","3","3","3","2","3","2","6","6","7","4","3","2","3","3","3","3","2","3","1","2","1","6","5","3","4","5","2","3","2","4","1","2","0","0","999999","0","999999","999999","999999","2","3","1","2","1","1","3","3","3","2","999999","1","2","2","0","0","999999","999999","1","1","1","988888","2","2","999999","999999","888888","999999","999999","3","3","0","3","2","2","1","999999","999999","999999","2","988888","2","3","3","3","4","4","1","2","3","1","2","2","4","2","2","3","1","4","4","2","2","7","1","4","3","1","2","3","999999","999999","6","4","2","2","2","1","1","0","0","4","2","601","2","4","1","2","1","25","1","0","0","0","1","0","0","1","1","0","0","1","0","1","2","7","34.683","1","7","CR14_0016","1"
"6","051d965a-2359-474c-98f5-8be438e59956-aa02606ff9ac2d325111721071","601","2","110","601","110","11004","69","1","3","1","01apr2014","1","1","1979","35","4","1","1","58","3","3","2","988888","2","2","2","2","988888","4","4","4","988888","999999","2","6","2","1","1","2","2","2","1","2","999999","999999","999999","2","2","3","2","2","2","988888","2","5","7","5","6","3","4","5","6","988888","988888","5","6","2","1","2","6","1","1","3","4","6","1","3","2","1","2","3","7","5","988888","3","4","2","1","1","1","1","1","1","2","3","2","6","7","8","7","6","7","6","7","3","4","988888","0","0","0","0","0","0","0","1","988888","3","1","988888","2","2","1","988888","2","999999","2","2","2","1","1","999999","999999","999999","1","2","999999","999999","999999","988888","999999","988888","999999","999999","2","0","999999","1","2","2","1","999999","999999","999999","2","3","3","988888","3","3","4","4","4","1","2","3","4","3","2","2","3","2","2","1","1","2","2","6","0","1","2","1","2","2","1","999999","11","11","2","2","988888","3","5","3","3","4","2","601","1","988888","1","1","1","12","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","30.0","1","4","CR14_0017","1"
"6","053eaefe-21be-4e40-a663-94e016472473-ab3543f3f4bf76d1516322","601","2","110","601","110","11001","65","1","3","1","04mar2014","1","2","1966","48","2","1","1","13","3","3","2","2","3","2","1","1","4","1","3","4","4","4","3","888888","1","5","888888","2","1","1","2","2","999999","999999","999999","2","1","1","2","2","4","2","1","5","7","4","5","7","5","4","4","4","6","4","4","5","6","6","5","4","4","5","7","5","5","3","2","2","3","3","888888","5","6","5","1","3","1","1","2","2","2","2","1","3","1","9","8","2","2","3","8","4","3","2","2","888888","0","0","0","999999","0","0","0","2","2","1","1","1","1","4","4","1","2","999999","1","888888","1","0","0","999999","2","999999","1","2","999999","999999","999999","77","999999","2","999999","999999","2","7","0","1","2","2","2","999999","999999","1","999999","1","2","1","2","2","4","1","4","2","2","2","1","2","2","3","3","4","2","4","2","1","1","6","1","5","1","7","999999","3","999999","999999","3","999999","2","3","2","2","4","1","3","2","1","601","5","5","1","888888","1","12","1","1","1","0","1","1","0","1","1","0","0","1","1","1","2","3","73.25","2","5","CR14_0018","2"
"6","053eaefe-21be-4e40-a663-94e016472473-ab3543f3f4bf76d1516323","601","2","110","601","110","11001","65","1","3","1","04mar2014","1","1","1968","46","1","1","2","1","3","3","2","1","4","2","2","2","4","2","4","4","3","999999","4","3","888888","5","1","2","1","2","2","1","5","4","3","1","4","4","1","2","1","4","1","4","1","5","2","7","2","5","3","7","2","6","2","1","3","4","7","6","7","7","7","7","7","4","2","1","1","2","3","6","3","2","7","2","2","1","2","1","2","2","1","1","2","6","10","2","10","8","5","8","4","2","2","2","1","1","999999","0","0","999999","999999","3","3","1","1","1","1","1","4","1","1","1","1","1","1","1","1","999999","999999","3","1","1","603","2","1","999999","999999","1","603","1","1","2","3","2","1","1","1","999999","999999","999999","1","1","2","1","2","2","1","1","4","1","2","1","2","1","1","1","3","4","2","5","5","2","2","8","1","1","1","1","4","2","1","999999","9","10","2","1","1","2","7","0","0","4","3","601","5","1","1","1","1","50","1","1","1","2","1","1","0","1","1","0","0","1","0","1","2","2","48.666000000000004","2","5","CR14_0019","1"
"6","05495215-4ee2-44e3-8eff-f9168ab9aa57-dcb0bde091e534a95163585","602","2","109","601","109","10901","58","1","3","1","05mar2014","1","2","1970","44","2","1","1","3","3","2","1","1","2","2","1","2","3","1","2","4","4","4","2","5","3","1","4","2","2","2","2","2","999999","999999","999999","1","2","3","3","2","3","4","1","5","7","6","5","5","4","3","6","7","4","3","4","4","4","4","5","5","4","1","2","4","5","3","2","2","2","3","1","7","7","1","4","3","1","1","1","1","1","2","1","2","2","10","1","1","1","9","8","8","8","7","1","2","0","0","0","0","999999","0","0","1","3","1","1","1","1","3","1","3","1","2","1","2","2","1","0","999999","999999","2","1","1","602","2","1","999999","999999","1","602","1","3","2","1","2","2","2","1","999999","999999","999999","1","2","2","1","2","2","4","2","2","2","2","1","2","2","4","1","2","4","2","5","4","2","2","9","1","1","1","1","4","2","1","999999","12","2","2","2","3","2","5","0","3","8","2","601","4","1","1","888888","1","51","1","1","1","1","1","1","0","1","1","0","1","1","1","1","2","3","37.083","1","4","CR14_0020","2"
"6","05495215-4ee2-44e3-8eff-f9168ab9aa57-dcb0bde091e534a95163588","602","2","109","601","109","10901","58","1","3","1","05mar2014","1","2","1975","39","1","1","1","3","3","2","2","2","3","2","2","2","4","1","3","4","4","4","2","4","1","888888","4","2","1","1","2","2","999999","999999","999999","2","3","3","3","3","3","2","2","2","3","3","4","4","3","2","3","4","2","2","2","1","2","3","4","3","2","2","888888","2","3","3","3","3","2","3","3","3","3","3","2","3","1","1","1","1","1","1","3","3","888888","2","2","2","4","3","3","2","2","3","3","2","0","0","999999","999999","999999","0","0","3","3","1","1","2","1","1","2","1","2","999999","888888","2","2","1","1","3","999999","999999","1","2","999999","999999","999999","77","999999","2","999999","999999","4","0","999999","1","2","2","3","1","77","999999","999999","3","2","1","2","2","4","4","4","3","2","1","2","2","3","1","3","4","1","5","3","2","2","6","1","1","2","5","999999","1","999999","1","5","999999","2","2","3","2","3","1","2","5","1","601","4","2","888888","888888","2","6","1","0","1","1","1","1","0","1","1","1","1","1","0","1","2","2","43.3","1","4","CR14_0021","2"
