"pais","idnum","estratopri","estratosec","upm","prov","municipio","cosdistrito","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","ls3","gen15","gen16","a4","soct2","idio2","np1","np2","sgl1","cp2","cp4a","cp4","cp5","cp6","cp7","cp8","cp13","cp20","it1","l1","immig2n","immig3n","immig4n","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b13","b18","b20","b20a","b21","b21a","b32","b31a","b47a","n9","n11","n15","mil3","pr3a","pr3c","pr4","m1","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","der10","ros7a","ros7b","ros7c","ros7d","ros7e","ros7f","env1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","dem2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","vivcorr1","vivcorr2","dc1","dc10","dc13","coh1","coh2","coh3","coh4","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","fear10","vic44","exp1","exp1a","exp1b","vb1","vb2","vb3n","cosvp1","cosvp2","vb4new","vb101","vb10","vb11","cosvf1","pol1","camp1","camp2","vb20","clien1n","clien1na","cosele1","cosele2","cosele3","cosele4","cosele5","cosele6","ab1","ab2","ab5","ab6","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","gay1","gay2","gay3","vol207n","vol208n","wf1","cct1b","ed","ed2","q3c","q5b","ocup4a","ocup1a","pr1","pr2","pr3","q10new","q10g","q14","q10d","q10e","q11n","q12c","q12bn","q12","q12d","etid","leng1","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","formatq","colorr","ti","sexi","colori","uniq_id","sex"
"6","012226f2-90b5-4434-86b9-eff79c8622c3-9e1656a0a726393e51622211","604","1","119","601","119","11901","90","1","3","1","16mar2014","1","2","1961","53","2","1","1","1","2","2","2","2","3","2","2","1","1","1","3","3","4","4","1","5","888888","3","3","2","2","2","2","2","999999","999999","999999","2","2","3","2","3","1","1","3","1","5","1","7","2","6","6","7","7","1","7","7","7","7","4","1","3","3","1","3","5","4","3","3","2","2","6","4","5","6","1","6","3","1","1","888888","3","3","3","3","3","2","10","1","1","1","4","4","2","1","1","1","2","0","0","999999","0","0","0","0","2","3","1","1","2","1","4","4","2","1","2","1","2","2","1","0","999999","999999","2","1","1","988888","2","1","999999","999999","2","999999","999999","3","2","0","3","2","2","1","999999","999999","999999","988888","988888","3","3","3","3","4","4","14","1","1","3","1","1","4","4","2","3","2","4","3","1","1","6","0","1","1","1","4","2","1","999999","988888","2","2","3","2","2","10","3","5","9","2","601","5","1","1","888888","1","888888","1","1","0","0","1","0","0","1","1","1","1","1","0","1","2","3","40.266","2","5","CR14_0001","2"
"6","012226f2-90b5-4434-86b9-eff79c8622c3-9e1656a0a726393e51622217","604","1","119","601","119","11901","90","1","3","1","16mar2014","1","1","1971","43","2","2","2","10","3","3","2","2","2","2","2","2","1","1","4","4","4","999999","2","4","1","3","4","2","2","2","1","2","999999","999999","999999","2","2","3","3","3","4","3","1","4","7","5","7","5","5","7","5","7","1","3","4","7","7","1","6","6","888888","7","6","7","4","3","2","2","2","2","1","2","6","2","4","3","1","1","1","1","1","2","3","2","888888","10","1","1","1","9","5","1","1","10","1","2","0","0","999999","0","999999","0","0","2","3","1","1","2","1","4","4","1","2","999999","2","2","2","1","1","2","999999","999999","1","1","604","2","2","999999","999999","1","603","2","2","3","3","3","2","2","1","999999","999999","999999","2","1","2","1","3","2","1","1","1","1","2","1","1","2","3","1","2","888888","2","4","5","2","2","8","0","1","1","1","2","1","999999","2","988888","988888","2","2","2","2","5","1","3","3","2","601","1","1","1","1","1","52","1","0","1","1","1","1","0","1","1","1","1","0","999999","0","2","3","42.816","2","5","CR14_0002","1"
"6","02a3cf4e-987e-4611-9038-b0651b7e9c9a-5f2e80a317474490516181099","602","1","401","604","401","40103","168","1","2","1","01apr2014","1","2","1975","39","1","1","1","5","3","3","2","2","3","2","2","2","2","4","3","2","4","4","1","5","1","2","2","2","2","2","2","2","999999","999999","999999","2","1","1","3","3","4","2","1","3","7","7","6","7","7","7","3","7","1","5","3","3","3","7","2","2","1","1","1","4","4","4","2","3","4","2","4","7","7","1","4","3","1","1","1","1","1","1","3","2","1","8","8","1","7","8","8","8","8","1","1","2","0","0","999999","0","999999","999999","1","2","3","1","1","3","1","3","3","1","2","999999","1","2","2","1","1","999999","999999","3","1","2","999999","999999","999999","77","999999","888888","999999","999999","2","2","888888","1","2","2","3","2","999999","999999","999999","3","2","1","2","2","1","888888","14","1","3","2","3","2","888888","2","3","4","2","3","3","2","2","15","8","1","1","1","4","2","1","999999","16","14","2","2","1","2","4","0","2","3","5","601","1","1","1","888888","1","52","1","0","1","2","1","1","0","1","1","1","1","1","1","1","2","2","45.833","1","3","CR14_0003","2"
"6","02bef532-5f4a-4e3a-89fd-ce914f6a6544-44d097371aac776c51637144","602","2","202","602","202","20204","106","1","3","1","13mar2014","1","2","1966","48","1","1","1","1","3","2","2","2","2","2","2","2","4","2","4","4","4","4","2","1","1","4","2","2","2","2","2","2","999999","999999","999999","2","2","2","3","2","4","2","1","5","7","5","5","5","5","5","5","4","4","1","3","5","5","4","4","4","4","5","2","4","5","3","2","2","2","4","7","7","7","6","1","3","1","1","1","1","1","1","3","2","1","10","10","1","1","10","1","1","1","1","1","2","0","0","999999","1","999999","0","999999","3","3","1","2","2","1","4","4","2","888888","999999","1","2","2","0","0","999999","3","999999","1","1","601","1","1","999999","999999","1","601","1","3","888888","999999","3","2","2","1","999999","999999","999999","2","1","2","1","2","2","888888","888888","4","1","3","1","2","3","4","2","3","3","2","5","4","2","1","9","0","1","1","1","1","2","1","999999","12","9","2","2","1","1","8","4","3","3","5","601","4","1","888888","888888","1","888888","1","0","1","0","1","1","0","1","1","1","1","1","1","1","2","4","40.166","1","5","CR14_0004","2"
"6","02e5b390-0227-4865-b413-ab54578a9536-3b852f47414a8c51684498","602","1","301","603","301","30103","138","1","2","1","14mar2014","1","2","1959","55","1","1","1","58","3","2","2","2","2","2","2","2","888888","4","3","2","4","3","1","888888","1","3","5","2","2","2","2","2","999999","999999","999999","2","1","1","1","2","3","3","2","6","7","5","7","6","6","6","7","7","1","6","6","7","7","7","3","6","3","7","988888","6","7","2","2","2","2","888888","2","1","1","888888","3","2","1","1","1","1","1","2","2","3","1","1","1","2","1","10","4","1","888888","8","1","888888","0","0","999999","999999","999999","0","999999","3","3","1","1","1","1","1","4","2","2","999999","2","2","2","1","0","999999","999999","3","1","1","601","2","1","999999","999999","1","603","1","4","10","0","3","2","2","1","999999","999999","999999","888888","1","2","1","2","2","4","4","4","2","2","1","1","3","888888","1","2","1","1","3","4","2","1","6","888888","1","1","5","999999","2","1","999999","988888","999999","2","2","2","2","7","2","4","988888","1","601","5","1","2","888888","1","54","1","1","1","1","1","1","0","1","1","0","0","1","0","888888","2","3","35.216","2","6","CR14_0005","2"
"6","02e5b390-0227-4865-b413-ab54578a9536-3b852f47414a8c51684500","602","1","301","603","301","30103","138","1","2","1","14mar2014","1","1","1996","18","1","1","1","5","3","3","2","2","2","888888","2","2","4","1","4","4","4","999999","3","988888","3","1","1","2","2","2","888888","2","999999","999999","999999","2","1","3","3","2","2","4","1","3","5","4","7","7","6","4","5","6","888888","5","4","3","3","5","4","4","3","6","4","1","4","3","4","2","2","3","3","1","3","5","4","3","1","1","1","1","1","1","3","2","1","10","5","1","9","888888","6","1","1","10","1","888888","0","0","999999","0","999999","999999","999999","2","3","1","2","2","2","3","2","2","888888","999999","888888","888888","888888","0","1","2","999999","999999","1","2","999999","999999","999999","6","999999","1","603","1","3","10","0","888888","2","2","888888","999999","999999","999999","999999","1","2","1","1","2","4","4","4","1","3","1","3","4","4","2","2","3","1","4","3","1","1","12","4","1","3","1","2","2","1","999999","4","3","2","1","2","1","4","0","0","1","5","601","1","1","1","1","1","57","1","1","1","0","1","1","0","1","1","1","1","1","0","888888","2","8","37.166","2","6","CR14_0006","1"
"6","02e5b390-0227-4865-b413-ab54578a9536-3b852f47414a8c51684501","602","1","301","603","301","30103","138","1","2","1","14mar2014","1","1","1981","33","2","2","1","1","3","3","1","2","4","2","1","2","3","3","3","3","4","999999","3","988888","1","1","1","2","2","2","2","2","999999","999999","999999","1","2","2","3","3","3","4","2","5","5","5","5","7","5","1","4","3","3","4","3","4","4","7","6","1","3","7","1","5","5","3","4","2","3","1","1","7","7","1","7","3","1","1","1","1","1","2","3","3","1","1","1","1","10","1","1","1","1","9","988888","2","1","1","999999","0","0","999999","0","1","1","2","2","1","1","1","4","2","2","999999","1","2","2","0","1","999999","3","999999","1","1","603","2","2","999999","999999","1","603","1","3","2","3","3","2","2","1","999999","999999","999999","2","1","3","3","1","1","4","1","13","1","1","1","1","1","988888","1","2","1","1","5","4","1","2","12","2","1","1","1","4","2","1","999999","988888","988888","2","988888","3","4","2","0","2","988888","1","601","1","1","1","1","1","52","1","1","1","2","1","1","0","1","1","1","1","1","1","1","2","4","51.283","2","6","CR14_0007","1"
"6","039d204c-b18f-45bc-9446-bd06e9aea675-44d097371aac776c5163790","603","2","208","602","208","20804","127","2","5","1","10mar2014","1","1","1953","61","2","1","1","27","2","2","2","2","3","2","2","2","4","2","4","4","4","999999","2","10","1","3","4","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","4","4","2","5","7","5","5","7","7","5","5","5","5","5","7","5","1","7","7","7","7","7","1","888888","7","2","3","2","2","2","1","888888","7","888888","4","3","1","1","1","2","1","2","3","2","1","10","1","1","5","10","5","10","10","5","1","2","0","0","0","0","999999","999999","999999","2","2","1","2","3","1","3","3","2","1","2","1","888888","2","0","0","999999","999999","3","1","1","602","1","1","999999","999999","888888","999999","999999","3","0","999999","888888","2","2","2","999999","999999","888888","999999","888888","2","1","3","2","4","4","14","1","3","1","2","2","4","2","2","2","1","5","3","2","2","11","1","1","2","1","4","2","1","999999","988888","988888","2","2","2","2","888888","0","2","12","2","601","1","1","1","1","1","50","1","1","1","1","1","1","0","1","1","1","1","1","1","1","2","3","44.583","1","5","CR14_0008","1"
"6","042a7583-0775-4961-8720-af7eb4c621d9-e798337f676d939151616844","605","2","706","607","706","70604","239","2","5","1","19mar2014","1","2","1990","24","3","1","1","5","3","3","2","2","888888","2","2","2","4","3","4","4","4","4","4","888888","2","2","1","988888","1","1","1","1","2","2","3","1","4","4","1","2","1","4","2","1","1","1","1","1","1","1","1","6","1","1","1","1","888888","2","1","1","1","1","1","1","1","5","3","3","3","5","888888","7","888888","1","3","1","1","1","1","1","1","1","2","4","888888","888888","1","888888","10","988888","888888","888888","888888","888888","888888","888888","0","0","999999","999999","999999","0","999999","3","3","1","2","2","1","1","2","2","1","1","1","1","1","1","1","999999","999999","999999","1","2","999999","999999","999999","8","999999","2","999999","999999","4","0","999999","1","2","2","3","1","7","999999","999999","3","2","1","2","1","888888","4","888888","4","999999","4","999999","888888","888888","888888","2","888888","1","2","1","1","1","8","0","4","2","5","999999","2","2","999999","1","999999","2","3","3","3","6","2","1","8","5","603","2","4","2","2","1","888888","1","0","1","0","1","1","1","1","0","0","0","1","0","888888","1","8","35.0","2","1","CR14_0009","2"
"6","04523fe3-d928-44cc-87ae-4e7302ed2c24-742de078256e23ce5111731877","601","1","10101","601","101","10104","1","1","1","1","30mar2014","1","2","1955","59","1","1","1","5","3","3","2","2","2","2","2","1","4","1","4","4","4","4","3","988888","1","2","2","2","2","2","2","2","999999","999999","999999","2","2","3","2","2","3","4","1","988888","6","7","5","7","4","4","4","7","7","5","4","4","7","7","5","5","4","6","1","1","2","3","2","2","2","1","6","5","7","5","5","3","1","1","1","1","1","2","3","2","2","9","2","2","2","5","6","6","6","9","9","2","0","0","0","1","0","999999","0","2","2","1","1","1","1","2","4","2","2","999999","1","2","2","0","0","999999","999999","999999","1","1","601","1","1","999999","999999","1","601","2","2","10","5","3","2","2","1","999999","999999","999999","2","1","2","2","1","2","4","4","4","3","3","2","2","3","4","2","2","2","2","3","1","2","2","6","888888","2","1","1","2","2","1","999999","988888","988888","2","2","3","2","4","0","9","2","1","601","3","988888","1","1","1","36","1","0","1","0","1","1","0","1","1","0","1","1","1","1","1","2","28.0","1","3","CR14_0010","2"
