"pais","hidnum","hdepa","hmuni","hmuni2","hcaser","hsec","hsegme","hestrato","htamano","hur","hidioma","q1","ha4","a1","a2","a3","a4","soct1","soct3","idio1","idio4","cp5","cp5a","cp5b","cp5c","cp5d","cp5e","cp6","cp7","cp8","cp9","cp13","prot1","cp2","cp4","cp4a","ls3","it1","it2","it3","np1","np1e","np1d","np1a","np1b","np1f","np1c","np2","np2a","np2b","sgl1","sgl1a","sgl1b","sgl1c","lgl1","lgl2","lgl3","lgl4","muni2","eff3","eff5","eff6","muni5d","muni5a","muni5b","muni6","muni6a","muni6c","muni7","muni11a","muni15","muni16","jc1","jc4","jc10","jc12","jc13","jc13a","vic1","vic2","aoj1","aoj1a","aoj1b","st1","st2","st3","st4","aoj8","aoj11","aoj11a","aoj12","aoj16","aoj16a","aoj19","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b19","b20","b21","b31","b32","b43","b44","b45","b46","b47","b48","n1","n3","n9","ing4","pn2","pn2a","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","lib1","lib2","lib3","lib4","acr1","pn4","pn5","pn6","dem2","dem11","aut1","aut2","pp1","pp2","abs5","m1","dc10","dc13","exc1","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc7","pc1","pc2","pc3","pc4","pc5","pc8","pc9","pc12","pc14","pc15","pc19","pc21","gi1","gi3","gi4","gi5","l1","der1","der2","der3","der4","vb1","vb2","hvb3","hvb4","hvb6","hvb7","eref1","eref2","eref3","ed","q2","q3","q4","q10","q10a","q10b","q11","q12","q14","q15","hetid","hleng1","r1","r3","r4","r4a","r5","r6","r7","r12","r14","r15","ocup1","ocup1a","desoc1","ti"
"4","1","8","1","801","309","12","309","7","1","1","1","1","1.0","4.0","1.0","4.0","4.0","4.0","3.0","4.0","4.0","2.0",,,,,,"1.0","2.0","3.0","4.0","4.0","3.0","1.0","2.0","2.0","1.0","4.0","2.0","2.0","2.0",,,"2.0","4.0","2.0","4.0","2.0","2.0","1.0","4.0","4.0","2.0","2.0","3.0","1.0","1.0","3.0","6.0","1.0","1.0","1.0","0.0","2.0","4.0","1.0","1.0","2","1.0","6.0","3.0","2.0","2.0","1.0","1.0",,"1.0","1.0","1.0","2.0","2.0",,"2.0","1.0","2.0","4.0","1.0","2.0","4.0","1.0","1.0","1.0","2.0","2.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","1.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","10.0","1.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","4.0","2.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0",,"1.0",,,,"1.0","1.0","10.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","10.0","1.0","1","1","1","2",,"1.0","1.0","1.0","1.0","1.0","2",,"3.0",,,"10.0","10.0","1.0","0.0","36","2.0","1","2.0","2.0","9.0","2.0","5","2.0","2.0","3.0","1.0","1","0","0","0","0","0","0","0","0","0","7.0","2.0","2.0","50"
"4","2","8","1","801","309","12","309","7","1","1","1","2","1.0","3.0","2.0","4.0","4.0","3.0","2.0","4.0","4.0","2.0",,,,,,"4.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0",,,"2.0","3.0","2.0","4.0","2.0","2.0","4.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","2.0","5.0","2.0",,"1.0","0.0",,,"3.0","1.0","2","1.0",,"1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,"1.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","4.0","2.0",,"1.0","7.0","1.0","3.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","4.0","1.0","1.0","5.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","2.0","1.0","5.0","7.0","7.0","7.0","1.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","0.0","0.0","0.0",,,,"0.0",,"1.0","10.0","10.0","10.0","10.0","1.0","10.0","10.0","4.0","10.0","1.0","10.0","10.0","2","1","1","2","10.0","1.0","1.0","2.0","3.0","3.0","1","1.0","99.0","1.0","1.0","10.0","10.0","1.0","4.0","26","2.0","4","4.0","2.0","9.0","1.0","2","2.0","2.0","2.0","1.0","1","0","0","0","0","0","0","0","0","0","6.0","6.0","1.0","40"
"4","3","8","1","801","309","12","309","7","1","1","1","2","13.0","1.0","1.0","3.0","4.0","4.0","2.0","5.0","2.0","2.0",,,,,,"2.0",,"2.0",,,"3.0","2.0","2.0","2.0",,"4.0","1.0","1.0","2.0",,,"2.0",,"1.0","3.0","2.0","1.0","2.0",,"4.0","2.0","2.0","3.0",,"2.0","5.0",,,,"2.0","0.0",,,"3.0","2.0","2","1.0","12.0","3.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,,,,"1.0",,"1.0","1.0","1.0","4.0","1.0","3.0","4.0","2.0","2.0","5.0","7.0","1.0","2.0","7.0","2.0","1.0","1.0","1.0","1.0","3.0","4.0","2.0","7.0","1.0","1.0","7.0","7.0","3.0","2.0","4.0","2.0","5.0","1.0","1.0","2.0","1.0","2.0","1.0","10.0","10.0","5.0","1.0","1.0","10.0","1.0","1.0","10.0","10.0","4.0","1.0","1.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","3.0","1.0","1.0","1.0","2.0","4.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0",,,,,,"1.0","1.0","2.0","10.0","4.0","4.0","5.0","10.0","2.0","5.0","1.0","10.0","5.0","1","1","1","2",,"1.0","1.0",,"2.0","1.0","1","2.0","99.0","2.0","6.0","10.0","10.0","1.0","0.0","57","1.0","1","2.0","2.0","9.0","1.0","5","2.0","2.0","3.0","1.0","1","1","0","0","0","0","0","1","0","0","13.0","6.0","1.0","70"
"4","4","8","1","801","309","12","309","7","1","1","1","2","14.0","1.0","1.0","4.0","4.0","5.0","3.0","3.0",,"2.0",,,,,,"1.0",,"4.0","4.0",,"3.0",,,"2.0","1.0","4.0","1.0",,"2.0",,,"2.0","4.0","2.0","4.0","2.0","2.0","4.0","4.0",,"4.0","4.0",,"2.0","2.0","5.0","1.0","2.0",,"3.0","0.0","4.0",,"0.0",,"2","0.0",,"1.0",,"1.0","2.0","1.0","2.0","1.0","1.0","2.0",,,,,"2.0",,,"4.0",,"3.0","1.0","1.0",,,"2.0","2.0","4.0","5.0","1.0","2.0","3.0","3.0","5.0","4.0","4.0","4.0","3.0","4.0","7.0","3.0","4.0","4.0","7.0","2.0","5.0","6.0","5.0","6.0","1.0","1.0","6.0","7.0","6.0","1.0","1.0","10.0","8.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","1.0","1.0","1.0","2.0","5.0","7.0","3.0","5.0","1.0","1.0","3.0","1.0",,"4.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0",,,,,,,"2.0","2.0","2.0","2.0","3.0","4.0",,"2.0","3.0","3.0","10.0",,"1","1","1","2",,"3.0","1.0",,"1.0","1.0","1","2.0","99.0","2.0","2.0","9.0","3.0","2.0","5.0","89","1.0","2","1.0","1.0","3.0","1.0","12","2.0","2.0","2.0","1.0","1","1","0","0","0","1","1","1","1","0","11.0","5.0","1.0","66"
"4","5","8","1","801","309","12","309","7","1","1","1","1","5.0","3.0","1.0","2.0","4.0","3.0","3.0","3.0","3.0","2.0",,,,,,"3.0","3.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0",,,"2.0","4.0","2.0","3.0","2.0","2.0","3.0","3.0",,"3.0","2.0","3.0","1.0","2.0","3.0","1.0","2.0",,"2.0","0.0","2.0","3.0","1.0","1.0","2","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,,,,"2.0","2.0","1.0","2.0","4.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","4.0","4.0","4.0","7.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","2.0","5.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","5.0","10.0","5.0","5.0","1.0","2.0","2.0","3.0","1.0",,"2.0","2.0","2.0","3.0","1.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,"1.0","1.0","1.0","3.0","1.0","9.0","10.0","5.0","1.0","8.0","8.0","3.0","1","1","1","1","5.0","1.0","1.0","2.0","1.0","1.0","1","1.0","99.0","1.0","1.0","10.0","5.0","1.0","12.0","23","1.0","3","5.0","2.0","9.0","3.0","2","2.0","2.0","2.0","1.0","1","1","0","1","0","0","1","0","0","0","7.0","5.0","3.0","41"
"4","6","8","1","801","309","12","309","7","1","1","1","1","5.0","1.0","1.0","3.0","4.0","5.0","2.0","3.0","3.0","2.0",,,,,,"2.0","2.0","3.0","4.0","4.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,,"2.0","4.0","1.0","4.0","1.0","2.0","3.0","2.0",,"3.0","2.0","3.0","2.0","2.0","3.0","11.0","2.0",,"3.0","0.0","2.0","2.0","1.0","4.0","2","1.0","5.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0",,"3.0",,"1.0",,,"2.0","3.0","1.0","4.0","4.0","2.0","2.0","7.0","1.0","2.0","1.0","4.0","7.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","4.0","4.0","4.0","7.0","4.0","1.0","1.0","4.0","4.0","1.0","7.0","7.0","7.0","4.0","7.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","5.0","5.0","1.0","1.0","1.0","1.0","5.0","1.0","2.0","2.0","3.0","1.0",,"3.0","2.0","2.0","3.0","1.0",,"1.0","4.0","2.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0",,,,"0.0","0.0","2.0","1.0","1.0","5.0","5.0","5.0","7.0","10.0","1.0","1.0","5.0","5.0","5.0","1","2","1","2","5.0","1.0","1.0",,,"1.0","1","1.0","99.0","1.0","1.0","10.0","10.0","1.0","6.0","42","1.0","2","3.0","2.0","9.0","1.0","4","2.0","2.0","2.0","1.0","1","1","0","0","0","0","0","1","0","0","10.0","5.0","3.0","62"
"4","7","8","1","801","309","12","309","7","1","1","1","1","3.0","2.0","1.0","2.0","4.0","4.0","3.0","3.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","3.0","2.0","2.0","2.0",,"3.0","1.0",,"2.0",,,"2.0","3.0","1.0","4.0","1.0","2.0","3.0","4.0","4.0","1.0","1.0","3.0","1.0","1.0","3.0","1.0","2.0",,"1.0","0.0","2.0","2.0","2.0","1.0","2","0.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0",,"3.0","2.0","4.0","3.0","1.0","1.0","4.0","1.0","4.0","4.0","1.0","2.0","1.0","7.0","4.0","2.0","7.0","3.0","6.0","7.0","1.0","3.0","1.0","6.0","1.0","7.0","3.0","1.0","6.0","4.0","4.0","4.0","1.0","5.0","6.0","1.0","3.0","1.0","6.0","5.0","7.0","10.0","10.0","1.0","8.0","1.0","9.0","1.0","1.0","1.0","10.0","8.0","1.0","1.0","1.0","10.0","5.0","10.0","8.0","1.0","1.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","4.0","2.0","2.0","0.0","1.0","1.0",,,,"1.0","1.0",,"3.0","3.0","6.0","7.0","5.0","9.0","8.0","4.0","2.0","2.0","10.0","5.0","1","1","1","2",,"1.0","1.0","2.0",,"1.0","1","3.0","99.0","1.0","2.0","5.0","4.0","9.0","9.0","28","1.0","2","2.0","2.0","9.0","1.0","4","1.0","2.0","1.0","1.0","1","0","0","0","0","0","0","1","0","0","2.0","2.0","1.0","50"
"4","8","8","1","801","309","12","309","7","1","1","1","2","4.0","1.0","1.0","3.0","4.0","5.0","3.0","4.0","5.0","1.0",,"1.0","1.0","2.0","2.0","2.0",,"3.0","4.0","4.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0",,,"2.0","4.0",,"4.0","2.0","2.0","3.0","4.0","4.0","3.0","2.0","4.0","3.0","2.0","5.0","6.0","2.0",,"4.0","0.0","2.0","2.0","0.0","3.0","2","0.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0",,,,,"3.0","2.0",,"3.0","1.0","3.0","2.0","1.0","3.0","2.0","2.0","4.0",,"5.0","6.0","7.0","3.0","2.0","7.0","6.0","2.0","2.0","6.0","1.0","3.0","1.0","5.0","6.0","7.0",,,"1.0","5.0","3.0","1.0","1.0","6.0","2.0",,"1.0","2.0","6.0","5.0","10.0","9.0","8.0","3.0","3.0","3.0","9.0","8.0","4.0","5.0","10.0","6.0","3.0","8.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","2.0","2.0","1.0","1.0","2.0","4.0","2.0","2.0","3.0","2.0","1.0","0.0","0.0","0.0",,,,"0.0",,"2.0",,,"5.0","9.0","3.0","6.0","10.0","8.0","5.0","10.0","10.0","6.0","1","1","1","2",,"1.0","1.0","3.0","3.0","1.0","2",,"2.0",,,"5.0",,"10.0","0.0","72","2.0","1","1.0","2.0","9.0","1.0","6","2.0","2.0","2.0","1.0","0","1","0","0","0","0","0","1","0","0","13.0","6.0","1.0","60"
"4","9","8","1","801","354","24","354","7","1","1","1","1","3.0","3.0","1.0","3.0","4.0","5.0","3.0","4.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0",,,,,"2.0","1.0","3.0","1.0","2.0","3.0","3.0","4.0",,,"4.0","1.0","2.0","4.0","5.0","2.0",,"1.0","0.0","14.0","2.0","1.0","1.0","2","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,,,,,,,,"2.0","3.0","2.0","4.0",,"2.0","2.0","5.0","5.0","1.0","7.0","7.0","2.0","5.0","6.0","5.0","5.0","5.0","5.0","5.0","5.0","2.0","5.0","5.0","7.0","5.0","6.0","5.0","6.0","4.0","1.0","6.0","5.0","7.0","7.0","7.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","3.0","2.0","1.0","2.0","1.0","4.0","2.0","1.0","3.0","1.0","1.0","0.0","0.0","0.0",,"1.0",,,,"2.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1","2","2","2","10.0","2.0","1.0","3.0","3.0","1.0","2",,"13.0",,,"1.0","7.0","1.0","0.0","52","2.0","1","4.0","2.0","9.0","2.0","4","2.0","2.0","2.0","1.0","1","1","1","0","0","0","0","0","0","0","2.0","1.0","2.0","43"
"4","10","8","1","801","354","24","354","7","1","1","1","2","5.0","4.0","4.0","4.0","4.0","3.0","2.0","5.0","3.0","2.0",,,,,,"1.0","4.0","4.0","4.0","4.0",,"2.0","2.0","2.0","1.0","4.0","1.0","1.0","2.0",,,"2.0","4.0","2.0","4.0","2.0",,"4.0","5.0","5.0",,"2.0","4.0","3.0","2.0","5.0","5.0","2.0",,"4.0","0.0","4.0","2.0","1.0","1.0","2","0.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,,,,"2.0","3.0","1.0","4.0","4.0","1.0","2.0","1.0","7.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","5.0","1.0","1.0","1.0","1.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","3.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0",,,,,"5.0","5.0","5.0","5.0","5.0","10.0","10.0","5.0","1.0","1.0","10.0","3.0","1","1","1","2","4.0","1.0","1.0","1.0","1.0","1.0","2",,,,,"1.0","10.0","1.0","6.0","48","2.0","1",,"2.0","9.0","1.0","3","2.0","2.0","2.0","1.0","0","0","0","0","0","0","0","0","0","0","13.0",,"2.0","50"
