"provname","districname","pbs_id","d01","d02","d03","d04","d05","d06","d09","d07","d10","d08","d11","modd_missing","f01","f03","f05","f02","f04","f06","modf_missing","a02","a05","a06","country","urbrur","a09","a21","hhwght","hh_size","zia_location_cd","zia_visit2_yn","zia_visit2_dt","zia_supervisor_cd","zi_start_dt","hungerscale","hhhunger","poverty","poverty_gap","pcc","pcc_usd","hhexp","hhexp_usd","pcc_weight"
"Manica","CIDADE DE CHIMOIO","11","5.0","5.0","1.0","3.0","6.0","11.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:03:03:06","2.0","1.0","1.0","1.2","27.06","1.38","81.17","4.14","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","12","5.0","1.0","1.0","3.0","4.0","11.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","7",,"2",,"6.0","25FEB2013:03:41:55","2.0","1.0","1.0","52.08","13.12","0.67","91.87","4.68","1511.9082720000001"
"Manica","CIDADE DE CHIMOIO","13","7.0","1.0","6.0","2.0","6.0","3.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:00:53:10","2.0","1.0","1.0","17.78","22.52","1.15","67.55","3.44","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","14","5.0","1.0","1.0","3.0","6.0","3.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:03:27:22","1.0","0.0","1.0","5.3","25.94","1.32","77.81","3.97","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","15","3.0","1.0","2.0","3.0","4.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:02:55:05","0.0","0.0","0.0","0.0","35.03","1.79","105.1","5.36","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","16","5.0","1.0","1.0","1.0","6.0","3.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","7",,"2",,"6.0","25FEB2013:06:42:50","1.0","0.0","1.0","39.95","16.45","0.84","115.13","5.87","1511.9082720000001"
"Manica","CIDADE DE CHIMOIO","17","5.0","1.0","1.0","3.0","6.0","3.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","5",,"2",,"6.0","25FEB2013:07:15:08","1.0","0.0","0.0","0.0","29.17","1.49","145.83","7.43","1079.9344800000001"
"Manica","CIDADE DE CHIMOIO","18","5.0","1.0","1.0","2.0","6.0","11.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","9",,"2",,"6.0","26FEB2013:23:09:54","2.0","1.0","1.0","19.85","21.95","1.12","197.57","10.07","2159.8689600000002"
"Manica","CIDADE DE CHIMOIO","19","5.0","1.0","1.0","3.0","6.0","11.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:02:07:57","2.0","1.0","0.0","0.0","42.26","2.15","126.78","6.46","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","20","5.0","1.0","1.0","1.0","7.0","11.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:02:33:43","1.0","0.0","0.0","0.0","48.07","2.45","144.21","7.35","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","21","5.0","1.0","1.0","1.0","7.0","11.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:02:57:33","1.0","0.0","0.0","0.0","45.03","2.29","135.09","6.88","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","22","5.0","1.0","1.0","1.0","6.0","11.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","6",,"2",,"6.0","26FEB2013:03:22:07","1.0","0.0","1.0","51.24","13.35","0.68","80.12","4.08","1295.921376"
"Manica","CIDADE DE CHIMOIO","23","5.0","1.0","1.0","3.0","7.0","11.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","4",,"2",,"6.0","26FEB2013:03:25:30","1.0","0.0","0.0","0.0","30.72","1.57","122.87","6.26","863.9475838999999"
"Manica","CIDADE DE CHIMOIO","24","5.0","1.0","6.0","1.0","6.0","11.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","2",,"2",,"6.0","26FEB2013:03:42:24","2.0","1.0","0.0","0.0","43.46","2.21","86.92","4.43","431.9737919"
"Manica","CIDADE DE CHIMOIO","25","5.0","1.0","1.0","2.0","6.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","2","1","120.70442479999998","9",,"2",,"6.0","26FEB2013:02:50:58","0.0","0.0","1.0","23.83","20.86","1.06","187.75","9.57","1943.8820640000001"
"Manica","CIDADE DE CHIMOIO","26","5.0","1.0","1.0","1.0","6.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","3","1","120.70442479999998","3",,"2",,"6.0","26FEB2013:03:27:32","0.0","0.0","0.0","0.0","35.53","1.81","106.58","5.43","647.9606878999999"
"Manica","CIDADE DE CHIMOIO","27","5.0","5.0","6.0","2.0","6.0","3.0",,"2.0",,"5.0",,"0","1.0","1.0","2.0","2.0","2.0",,"0","62","601","6","Mozambique","1","3","1","120.70442479999998","1",,"2",,"7.0","26FEB2013:02:55:57","2.0","1.0","0.0","0.0","64.43","3.28","64.43","3.28","215.986896"
"Manica","CIDADE DE CHIMOIO","28","3.0","1.0","1.0","3.0","6.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","9",,"2",,"7.0","26FEB2013:03:09:19","0.0","0.0","1.0","9.77","24.71","1.26","222.4","11.33","1943.8820640000001"
"Manica","CIDADE DE CHIMOIO","29","5.0","1.0","1.0","3.0","6.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","4",,"2",,"6.0","26FEB2013:03:02:53","0.0","0.0","1.0","38.55","16.83","0.86","67.32","3.43","863.9475838999999"
"Manica","CIDADE DE CHIMOIO","30","5.0","1.0","1.0","3.0","6.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","62","601","6","Mozambique","1","1","1","120.70442479999998","6",,"2",,"6.0","26FEB2013:03:35:34","0.0","0.0","1.0","52.88","12.91","0.66","77.44","3.95","1295.921376"
"Manica","CIDADE DE CHIMOIO","31","7.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","3",,"2",,"6.0","23FEB2013:01:09:08","0.0","0.0","0.0","0.0","309.1","15.75","927.3","47.26","1408.068418"
"Manica","CIDADE DE CHIMOIO","32","7.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","5",,"2",,"6.0","23FEB2013:02:24:00","0.0","0.0","0.0","0.0","69.53","3.54","347.67","17.72","2346.7806969999997"
"Manica","CIDADE DE CHIMOIO","33","7.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","6",,"2",,"6.0","23FEB2013:03:36:33","0.0","0.0","0.0","0.0","47.63","2.43","285.79","14.56","2816.136836"
"Manica","CIDADE DE CHIMOIO","34","3.0","1.0","1.0","3.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","4",,"2",,"6.0","25FEB2013:00:35:14","0.0","0.0","0.0","0.0","33.6","1.71","134.4","6.85","1877.424557"
"Manica","CIDADE DE CHIMOIO","35","3.0","1.0","1.0","3.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","3",,"2",,"6.0","25FEB2013:01:04:19","0.0","0.0","0.0","0.0","29.03","1.48","87.1","4.44","1408.068418"
"Manica","CIDADE DE CHIMOIO","36","7.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","3",,"2",,"6.0","25FEB2013:01:39:53","0.0","0.0","0.0","0.0","41.15","2.1","123.44","6.29","1408.068418"
"Manica","CIDADE DE CHIMOIO","37","5.0","5.0","2.0","1.0","7.0","14.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","2","1","262.3","2",,"2",,"6.0","25FEB2013:02:07:05","0.0","0.0","1.0","2.94","26.58","1.35","53.16","2.71","938.7122786"
"Manica","CIDADE DE CHIMOIO","38","7.0","2.0","2.0","3.0","7.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","7",,"2",,"6.0","23FEB2013:00:50:54","0.0","0.0","0.0","0.0","110.63","5.64","774.43","39.47","3285.492975"
"Manica","CIDADE DE CHIMOIO","39","7.0","2.0","2.0","3.0","7.0","3.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","4",,"2",,"6.0","23FEB2013:02:09:08","0.0","0.0","0.0","0.0","76.87","3.92","307.48","15.67","1877.424557"
"Manica","CIDADE DE CHIMOIO","40","3.0","2.0","5.0","3.0","3.0","9.0",,"1.0",,"4.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","63","601","6","Mozambique","1","3","1","262.3","2",,"2",,"6.0","23FEB2013:03:10:30","3.0","1.0","0.0","0.0","154.31","7.86","308.62","15.73","938.7122786"
"Manica","CIDADE DE CHIMOIO","41","3.0","2.0","2.0","3.0","4.0","9.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","6",,"2",,"6.0","25FEB2013:00:50:39","0.0","0.0","0.0","0.0","34.51","1.76","207.05","10.55","2816.136836"
"Manica","CIDADE DE CHIMOIO","42","3.0","1.0","1.0","3.0","4.0","9.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","2","1","262.3","3",,"2",,"6.0","25FEB2013:01:44:15","0.0","0.0","0.0","0.0","39.56","2.02","118.69","6.05","1408.068418"
"Manica","CIDADE DE CHIMOIO","43","7.0","1.0","1.0","3.0","3.0","9.0",,"1.0",,"4.0",,"0","1.0","1.0","1.0","2.0","1.0","1.0","0","63","601","6","Mozambique","1","1","1","262.3","9",,"2",,"6.0","25FEB2013:02:20:29","3.0","1.0","0.0","0.0","28.58","1.46","257.25","13.11","4224.2052539999995"
"Manica","CIDADE DE CHIMOIO","44","3.0","2.0","2.0","3.0","3.0","9.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","3","1","262.3","2",,"2",,"6.0","25FEB2013:03:05:11","0.0","0.0","0.0","0.0","119.22","6.08","238.43","12.15","938.7122786"
"Manica","CIDADE DE CHIMOIO","45","3.0","1.0","1.0","3.0","4.0","9.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","7",,"2",,"6.0","25FEB2013:03:27:07","0.0","0.0","0.0","0.0","32.46","1.65","227.25","11.58","3285.492975"
"Manica","CIDADE DE CHIMOIO","46","1.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","9",,"2",,"7.0","23FEB2013:03:07:49","0.0","0.0","0.0","0.0","56.89","2.9","511.99","26.09","4224.2052539999995"
"Manica","CIDADE DE CHIMOIO","47","1.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"8.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","5",,"2",,"7.0","23FEB2013:01:33:08","0.0","0.0","0.0","0.0","252.35","12.86","1261.77","64.3","2346.7806969999997"
"Manica","CIDADE DE CHIMOIO","48","1.0","2.0","2.0","3.0","2.0","14.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","5",,"2",,"7.0","23FEB2013:23:50:23","0.0","0.0","0.0","0.0","101.52","5.17","507.59","25.87","2346.7806969999997"
"Manica","CIDADE DE CHIMOIO","49","5.0","2.0","2.0","1.0","4.0","14.0",,"2.0",,"5.0",,"0","1.0","1.0","1.0","3.0","1.0","3.0","0","63","601","6","Mozambique","1","2","1","262.3","7",,"2",,"7.0","25FEB2013:00:34:41","5.0","1.0","1.0","79.9","5.5","0.28","38.53","1.96","3285.492975"
"Manica","CIDADE DE CHIMOIO","50","3.0","2.0","2.0","3.0","3.0","2.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","8",,"2",,"7.0","25FEB2013:01:03:58","0.0","0.0","0.0","0.0","41.65","2.12","333.16","16.98","3754.849115"
"Manica","CIDADE DE CHIMOIO","51","1.0","2.0","2.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","63","601","6","Mozambique","1","1","1","262.3","5",,"2",,"7.0","25FEB2013:01:41:57","3.0","1.0","1.0","24.7","20.62","1.05","103.12","5.25","2346.7806969999997"
"Manica","CIDADE DE CHIMOIO","52","3.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","63","601","6","Mozambique","1","1","1","262.3","4",,"2",,"7.0","23FEB2013:01:38:53","2.0","1.0","0.0","0.0","87.08","4.44","348.32","17.75","1877.424557"
"Manica","CIDADE DE CHIMOIO","53","1.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","3",,"2",,"7.0","23FEB2013:02:32:24","0.0","0.0","0.0","0.0","63.26","3.22","189.77","9.67","1408.068418"
"Manica","CIDADE DE CHIMOIO","54","3.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","8",,"2",,"7.0","23FEB2013:00:45:14","0.0","0.0","0.0","0.0","78.44","4.0","627.55","31.98","3754.849115"
"Manica","CIDADE DE CHIMOIO","55","3.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","5",,"2",,"7.0","23FEB2013:02:33:09","0.0","0.0","0.0","0.0","102.57","5.23","512.84","26.13","2346.7806969999997"
"Manica","CIDADE DE CHIMOIO","56","3.0","2.0","2.0","3.0","2.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","7",,"2",,"7.0","23FEB2013:03:18:39","0.0","0.0","0.0","0.0","63.65","3.24","445.58","22.71","3285.492975"
"Manica","CIDADE DE CHIMOIO","57","3.0","2.0","2.0","2.0","4.0","2.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","6",,"2",,"7.0","25FEB2013:00:32:01","0.0","0.0","0.0","0.0","55.58","2.83","333.46","16.99","2816.136836"
"Manica","CIDADE DE CHIMOIO","58","5.0","1.0","1.0","2.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","2",,"2",,"7.0","25FEB2013:01:19:27","0.0","0.0","0.0","0.0","110.0","5.61","220.01","11.21","938.7122786"
"Manica","CIDADE DE CHIMOIO","59","5.0","1.0","1.0","1.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","1","1","262.3","3",,"2",,"7.0","25FEB2013:01:53:03","0.0","0.0","0.0","0.0","52.3","2.67","156.91","8.0","1408.068418"
"Manica","CIDADE DE CHIMOIO","60","5.0","1.0","1.0","2.0","4.0","3.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","63","601","6","Mozambique","1","2","1","262.3","3",,"2",,"7.0","25FEB2013:02:19:28","0.0","0.0","1.0","2.33","26.75","1.36","80.25","4.09","1408.068418"
"Manica","CIDADE DE CHIMOIO","61","3.0","1.0","1.0","2.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","5",,"2",,"7.0","25FEB2013:11:52:41","0.0","0.0","0.0","0.0","54.6","2.78","272.99","13.91","4386.505975"
"Manica","CIDADE DE CHIMOIO","62","5.0","1.0","1.0","2.0","4.0","3.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","4",,"2",,"7.0","25FEB2013:04:25:55","0.0","0.0","0.0","0.0","51.27","2.61","205.08","10.45","3509.2047799999996"
"Manica","CIDADE DE CHIMOIO","63","5.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","1.0","1.0","1.0","2.0","2.0","1.0","0","64","601","6","Mozambique","1","1","1","490.2803738","11",,"2",,"7.0","25FEB2013:00:34:18","3.0","1.0","1.0","5.38","25.92","1.32","285.07","14.53","10527.61434"
"Manica","CIDADE DE CHIMOIO","64","3.0","2.0","2.0","3.0","3.0","3.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","9",,"2",,"7.0","26FEB2013:02:59:29","0.0","0.0","0.0","0.0","44.97","2.29","404.73","20.63","8773.01195"
"Manica","CIDADE DE CHIMOIO","65","5.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","1.0","1.0","2.0","1.0","1.0",,"0","64","601","6","Mozambique","1","1","1","490.2803738","12",,"2",,"7.0","26FEB2013:09:41:26","2.0","1.0","1.0","10.38","24.54","1.25","294.54","15.01","11404.91554"
"Manica","CIDADE DE CHIMOIO","66","3.0","2.0","2.0","3.0","3.0","3.0",,"1.0",,"4.0",,"0","1.0","1.0","1.0","1.0","3.0","1.0","0","64","601","6","Mozambique","1","2","1","490.2803738","6",,"2",,"7.0","26FEB2013:12:21:14","4.0","1.0","0.0","0.0","44.8","2.28","268.81","13.7","5263.80717"
"Manica","CIDADE DE CHIMOIO","67","3.0","1.0","1.0","3.0","3.0","9.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","5",,"2",,"7.0","25FEB2013:01:58:43","0.0","0.0","0.0","0.0","71.11","3.62","355.55","18.12","4386.505975"
"Manica","CIDADE DE CHIMOIO","68","5.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","4",,"2",,"7.0","25FEB2013:12:04:41","0.0","0.0","0.0","0.0","65.56","3.34","262.23","13.36","3509.2047799999996"
"Manica","CIDADE DE CHIMOIO","69","3.0","2.0","1.0","3.0","4.0","9.0",,"1.0",,"5.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","64","601","6","Mozambique","1","2","1","490.2803738","5",,"2",,"7.0","25FEB2013:01:49:03","3.0","1.0","0.0","0.0","31.19","1.59","155.93","7.95","4386.505975"
"Manica","CIDADE DE CHIMOIO","70","3.0","1.0","1.0","2.0","4.0","9.0",,"2.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","3",,"2",,"7.0","25FEB2013:02:39:08","0.0","0.0","0.0","0.0","65.3","3.33","195.9","9.98","2631.903585"
"Manica","CIDADE DE CHIMOIO","71","3.0","1.0","1.0","2.0","4.0","9.0",,"2.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","3",,"2",,"7.0","25FEB2013:03:19:48","0.0","0.0","0.0","0.0","37.1","1.89","111.3","5.67","2631.903585"
"Manica","CIDADE DE CHIMOIO","72","3.0","2.0","1.0","3.0","4.0","9.0",,"1.0",,"5.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","64","601","6","Mozambique","1","1","1","490.2803738","6",,"2",,"7.0","25FEB2013:03:49:32","3.0","1.0","1.0","10.73","24.45","1.25","146.69","7.48","5263.80717"
"Manica","CIDADE DE CHIMOIO","73","3.0","2.0","1.0","3.0","4.0","9.0",,"1.0",,"8.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","64","601","6","Mozambique","1","1","1","490.2803738","3",,"2",,"7.0","25FEB2013:04:34:19","3.0","1.0","0.0","0.0","38.31","1.95","114.93","5.86","2631.903585"
"Manica","CIDADE DE CHIMOIO","74","3.0","2.0","1.0","2.0","4.0","9.0",,"1.0",,"5.0",,"0","1.0","1.0","1.0","1.0","1.0","1.0","0","64","601","6","Mozambique","1","1","1","490.2803738","5",,"2",,"7.0","25FEB2013:05:06:33","3.0","1.0","1.0","11.95","24.11","1.23","120.57","6.14","4386.505975"
"Manica","CIDADE DE CHIMOIO","75","3.0","1.0","1.0","3.0","4.0","9.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","3",,"2",,"7.0","25FEB2013:05:44:03","0.0","0.0","0.0","0.0","33.92","1.73","101.76","5.19","2631.903585"
"Manica","CIDADE DE CHIMOIO","76","5.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"4.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","7",,"2",,"7.0","25FEB2013:01:41:05","0.0","0.0","0.0","0.0","52.7","2.69","368.92","18.8","6141.108365"
"Manica","CIDADE DE CHIMOIO","77","3.0","2.0","2.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","1","1","490.2803738","4",,"2",,"6.0","25FEB2013:01:55:58","0.0","0.0","0.0","0.0","42.68","2.17","170.71","8.7","3509.2047799999996"
"Manica","CIDADE DE CHIMOIO","78","3.0","2.0","2.0","3.0","4.0","3.0",,"2.0",,"5.0",,"0","1.0","2.0","2.0","1.0",,,"0","64","601","6","Mozambique","1","3","1","490.2803738","3",,"2",,"7.0","25FEB2013:02:29:39","1.0","0.0","0.0","0.0","41.06","2.09","123.19","6.28","2631.903585"
"Manica","CIDADE DE CHIMOIO","79","3.0","1.0","1.0","3.0","4.0","3.0",,"1.0",,"5.0",,"0","2.0","2.0","2.0",,,,"0","64","601","6","Mozambique","1","2","1","490.2803738","5",,"2",,"7.0","25FEB2013:03:13:10","0.0","0.0","0.0","0.0","46.11","2.35","230.54","11.75","4386.505975"
