"region","province","district","distid","yq","year","quarter","total_spend","total_spend_ag","total_spend_dem_gov","total_spend_dev","total_spend_dir","total_spend_eco","total_spend_edu","total_spend_food","total_spend_gender","total_spend_hea","total_spend_hum","total_spend_inf","total_spend_pro","total_spend_stab","total_spend_stab2"
"capital","Kabul","Kabul","101","2012q4","2012","4.0","52665676","456026.53","5043946.0","0.0","153.39394","1918828.8","204478.91","0.0","0.0","605030.63","0.0","542305.63","41365.199","10722.813","22743886"
"capital","Kabul","Kabul","101","2013q1","2013","1.0","50901168","406284.25","4253202.5","0.0","254.04242000000002","2175922.5","292824.81","0.0","0.0","265431.5","0.0","707619.13","57568.762","12682.327","19580112"
"capital","Kabul","Kabul","101","2013q2","2013","2.0","50379572","359717.22","3802781.0","0.0","0.0","2425144.5","292271.09","0.0","11.848485","277857.38","0.0","673811.0","43924.617","0.0","16735873"
"capital","Kabul","Kabul","101","2013q3","2013","3.0","60048540","1090112.0","4233995.5","0.0","0.0","2598367.5","236743.81","0.0","7.969697","234952.98","0.0","937999.94","39818.363","0.0","20501320"
"capital","Kabul","Kabul","101","2013q4","2013","4.0","46796708","1120025.6","3810267.8","0.0","0.0","1128578.3","324494.81","0.0","59.030304","251143.78","417.81818","1001788.1","39081.562999999995","0.0","19035990"
"capital","Kabul","Kabul","101","2014q1","2014","1.0","42949832","749965.06","2633252.3","0.0","0.0","1291342.8","372566.63","0.0","235.63637000000003","235172.75","0.0","1122526.1","73512.875","0.0","15578499"
"capital","Kabul","Kabul","101","2014q2","2014","2.0","51544296","1083242.9","3366674.5","0.0","0.0","1564032.4","419093.19","0.0","2464.394","230887.3","3826.2546","1109542.9","69003.094","0.0","21602468"
"capital","Kabul","Kabul","101","2014q3","2014","3.0","36012356","872674.06","986004.0","0.0","0.0","1236066.1","371787.38","0.0","3965.8181","187962.92","7174.5576","919034.5","58681.383","0.0","6958352"
"capital","Kabul","Kabul","101","2014q4","2014","4.0","42946600","607437.44","2582641.0","0.0","0.0","1339116.9","457543.47","0.0","8528.2725","163615.42","10064.752","1154194.5","51059.02","0.0","15146052"
"capital","Kabul","Kabul","101","2015q1","2015","1.0","39210296","312943.03","1170887.1","0.0","0.0","1343930.1","683649.38","0.0","5004.6968","215666.64","33891.613","848770.38","81977.492","0.0","9788998"
"capital","Kabul","Kabul","101","2015q2","2015","2.0","29428296","126179.63","630980.19","0.0","0.0","1341941.8","404815.63","0.0","2631.2424","192212.61","0.0","881049.44","72109.094","0.0","3471080"
"capital","Kabul","Kabul","101","2015q3","2015","3.0","29617164","185248.0","696431.75","0.0","0.0","1446022.6","281831.28","0.0","17533.455","235626.59","0.0","1033259.8","0.0","0.0","3393423"
"capital","Kabul","Kabul","101","2015q4","2015","4.0","35035676","295946.19","608218.63","0.0","0.0","1320869.0","637279.94","0.0","39125.152","331770.47","0.0","1102039.5","0.0","0.0","4743485"
"capital","Kabul","Kabul","101","2016q1","2016","1.0","40977996","338293.09","672491.75","0.0","0.0","1699269.9","489321.38","0.0","92882.758","350920.38","0.0","963646.38","87346.43800000001","0.0","4815258"
"capital","Kabul","Kabul","101","2016q2","2016","2.0","34393888","348732.38","531262.38","0.0","0.0","1004262.6","428860.38","0.0","104511.18","474809.78","0.0","890876.44","77967.961","0.0","2967793"
"capital","Kabul","Kabul","101","2016q3","2016","3.0","22080304","114905.82","568540.38","0.0","0.0","577747.75","203660.55","0.0","120509.85","326893.63","0.0","713745.63","0.0","0.0","1369335"
"capital","Kabul","Kabul","101",,"2009",,"267863248","468506.91","20676144.0","205.28485","17136.672","1576377.3","948613.0","0.0","0.0","1451229.6","14856.823999999999","22938486.0","50294.801","172865.41","77395984"
"capital","Kabul","Dih Sabz","102","2010q1","2010","1.0","299781","0.0","0.0","11621.625","0.0","0.0","1738.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","299781"
"capital","Kabul","Dih Sabz","102","2010q2","2010","2.0","228480","0.0","0.0","8988.5","0.0","0.0","1039.6666","0.0","0.0","46.666668","0.0","0.0","0.0","0.0","228200"
"capital","Kabul","Dih Sabz","102","2010q3","2010","3.0","41051","0.0","1109.5834","621.54169","0.0","0.0","1236.3334","0.0","0.0","814.16669","0.0","0.0","0.0","181.16666999999998","30840"
"capital","Kabul","Dih Sabz","102","2010q4","2010","4.0","427297","368.625","475.0","959.75","0.0","40749.25","1480.8334","0.0","0.0","1726.5","0.0","0.0","0.0","7485.1665","411709"
"capital","Kabul","Dih Sabz","102","2011q1","2011","1.0","363179","605.375","658.75","46.625","0.0","10861.25","1525.4166","0.0","0.0","1799.1666","0.0","0.0","0.0","39677.5","214959"
"capital","Kabul","Dih Sabz","102","2011q2","2011","2.0","593773","519.875","5097.2915","12075.042","0.0","0.0","1735.5","0.0","0.0","1066.6666","0.0","0.0","0.0","41353.332","441920"
"capital","Kabul","Dih Sabz","102","2011q3","2011","3.0","285386","0.0","9950.833","3234.25","0.0","0.0","0.0","0.0","0.0","3148.8333","0.0","1710.1666","0.0","16677.166","266493"
"capital","Kabul","Dih Sabz","102","2011q4","2011","4.0","438575","0.0","15180.833","0.0","0.0","0.0","0.0","0.0","0.0","2048.8333","0.0","588.41669","0.0","56548.668","195099"
"capital","Kabul","Dih Sabz","102","2012q1","2012","1.0","43020","0.0","6368.125","0.0","0.0","0.0","0.0","0.0","0.0","2075.5","0.0","0.0","0.0","0.0","30567"
"capital","Kabul","Dih Sabz","102","2012q2","2012","2.0","12971","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2161.8333","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2012q3","2012","3.0","10994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1832.3334","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2012q4","2012","4.0","12627","0.0","0.0","0.0","0.0","52.75","0.0","0.0","0.0","2034.1666","0.0","0.0","0.0","0.0","422"
"capital","Kabul","Dih Sabz","102","2013q1","2013","1.0","6584","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1097.3334","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2013q2","2013","2.0","9753","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1625.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2013q3","2013","3.0","10977","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1829.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2013q4","2013","4.0","12552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2092.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2014q1","2014","1.0","15666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2611.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2014q2","2014","2.0","9973","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1662.1666","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2014q3","2014","3.0","26247","112.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2306.1667","479.58334","0.0","0.0","0.0","12410"
"capital","Kabul","Dih Sabz","102","2014q4","2014","4.0","99739","0.0","0.0","0.0","0.0","10171.75","0.0","0.0","0.0","2306.1667","188.66666999999998","0.0","0.0","0.0","4528"
"capital","Kabul","Dih Sabz","102","2015q1","2015","1.0","29684","0.0","0.0","0.0","0.0","760.125","0.0","0.0","0.0","2586.0","336.95833999999996","0.0","0.0","0.0","8087"
"capital","Kabul","Dih Sabz","102","2015q2","2015","2.0","367249","1529.75","0.0","0.0","0.0","42866.375","0.0","0.0","0.0","2013.3334","0.0","0.0","0.0","0.0","12238"
"capital","Kabul","Dih Sabz","102","2015q3","2015","3.0","78726","1246.0","0.0","0.0","0.0","7585.0","0.0","0.0","0.0","1346.3334","0.0","0.0","0.0","0.0","9968"
"capital","Kabul","Dih Sabz","102","2015q4","2015","4.0","34743","0.0","0.0","0.0","0.0","4342.875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Dih Sabz","102","2016q1","2016","1.0","158669","2587.125","0.0","0.0","0.0","17246.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20697"
"capital","Kabul","Dih Sabz","102","2016q2","2016","2.0","54439","2094.125","0.0","0.0","0.0","4710.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16753"
"capital","Kabul","Dih Sabz","102","2016q3","2016","3.0","2878","0.0","599.58331","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2878"
"capital","Kabul","Dih Sabz","102",,"2009",,"602808","0.0","0.0","2061.3333","0.0","0.0","7753.4165","0.0","0.0","890.5","0.0","0.0","0.0","75825.336","142513"
"capital","Kabul","Mir Bacha Kot","103","2010q1","2010","1.0","303899","0.0","0.0","18993.688000000002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","303899"
"capital","Kabul","Mir Bacha Kot","103","2010q2","2010","2.0","250812","68.25","0.0","15473.625","0.0","0.0","0.0","0.0","0.0","740.25","0.0","0.0","0.0","0.0","247578"
"capital","Kabul","Mir Bacha Kot","103","2010q3","2010","3.0","53524","1346.75","1787.0","932.3125","0.0","0.0","0.0","0.0","0.0","6443.0","0.0","0.0","0.0","37.5","15217"
"capital","Kabul","Mir Bacha Kot","103","2010q4","2010","4.0","138348","18549.0","687.75","1567.125","0.0","0.0","0.0","0.0","0.0","9081.75","0.0","0.0","0.0","0.0","25314"
"capital","Kabul","Mir Bacha Kot","103","2011q1","2011","1.0","219951","4359.25","0.0","69.9375","0.0","0.0","0.0","0.0","0.0","9285.0","0.0","0.0","0.0","20531.875","1119"
"capital","Kabul","Mir Bacha Kot","103","2011q2","2011","2.0","517459","8071.25","243.25","18118.125","0.0","0.0","0.0","0.0","0.0","6842.25","0.0","0.0","0.0","20867.75","290863"
"capital","Kabul","Mir Bacha Kot","103","2011q3","2011","3.0","257559","11531.5","2226.75","3319.375","0.0","0.0","0.0","0.0","0.0","8671.75","0.0","7170.5625","0.0","0.0","176746"
"capital","Kabul","Mir Bacha Kot","103","2011q4","2011","4.0","305257","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7589.0","0.0","0.0","0.0","34362.625","0"
"capital","Kabul","Mir Bacha Kot","103","2012q1","2012","1.0","34052","2644.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5868.25","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2012q2","2012","2.0","71370","10426.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7416.25","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2012q3","2012","3.0","35712","3047.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5880.25","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2012q4","2012","4.0","93524","8353.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15027.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2013q1","2013","1.0","77782","15174.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4270.75","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2013q2","2013","2.0","43931","3528.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7454.75","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2013q3","2013","3.0","35427","2822.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6034.25","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2013q4","2013","4.0","112449","21744.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6367.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2014q1","2014","1.0","81366","13098.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7243.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2014q2","2014","2.0","75638","13343.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5566.5","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2014q3","2014","3.0","63538","9253.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6631.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2014q4","2014","4.0","86350","14956.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6631.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2015q1","2015","1.0","77962","11964.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7526.25","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2015q2","2015","2.0","113620","21957.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6447.5","0.0","0.0","0.0","0.0","30822"
"capital","Kabul","Mir Bacha Kot","103","2015q3","2015","3.0","75801","12445.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6504.5","0.0","0.0","0.0","0.0","21654"
"capital","Kabul","Mir Bacha Kot","103","2015q4","2015","4.0","16565","4141.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103","2016q1","2016","1.0","34912","8728.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8482"
"capital","Kabul","Mir Bacha Kot","103","2016q2","2016","2.0","30185","7546.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13796"
"capital","Kabul","Mir Bacha Kot","103","2016q3","2016","3.0","8297","2074.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Mir Bacha Kot","103",,"2009",,"553433","0.0","0.0","3092.0","0.0","0.0","0.0","0.0","0.0","4469.25","0.0","0.0","0.0","60760.5","71458"
"capital","Kabul","Kalakan","104","2010q1","2010","1.0","257312","0.0","0.0","18379.428","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","257312"
"capital","Kabul","Kalakan","104","2010q2","2010","2.0","178024","38.857143","0.0","12521.643","0.0","0.0","0.0","0.0","0.0","738.57141","0.0","0.0","0.0","0.0","175303"
"capital","Kabul","Kalakan","104","2010q3","2010","3.0","40644","351.71429","1201.2858","1065.5","0.0","0.0","0.0","0.0","0.0","5397.1431","0.0","0.0","0.0","0.0","14917"
"capital","Kabul","Kalakan","104","2010q4","2010","4.0","56837","1685.1428","460.07144000000005","1327.4286","0.0","0.0","0.0","0.0","0.0","8630.8574","0.0","0.0","0.0","0.0","18584"
"capital","Kabul","Kalakan","104","2011q1","2011","1.0","173203","2767.4285","0.0","79.928574","0.0","0.0","73.35714","0.0","0.0","8731.7139","0.0","0.0","0.0","9343.5713","1119"
"capital","Kabul","Kalakan","104","2011q2","2011","2.0","479504","8278.2861","208.5","20678.857","0.0","0.0","0.0","0.0","0.0","7266.0","0.0","0.0","0.0","9615.8574","290477"
"capital","Kabul","Kalakan","104","2011q3","2011","3.0","107780","13768.286","0.0","2626.2856","0.0","0.0","0.0","0.0","0.0","6520.8569","0.0","0.0","0.0","0.0","36768"
"capital","Kabul","Kalakan","104","2011q4","2011","4.0","251233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5581.7144","0.0","0.0","0.0","16549.785","0"
"capital","Kabul","Kalakan","104","2012q1","2012","1.0","16000","468.85715","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4102.5713","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2012q2","2012","2.0","21557","573.14288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5586.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2012q3","2012","3.0","12745","146.28572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3495.1428","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2012q4","2012","4.0","60823","3854.8572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13523.143","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2013q1","2013","1.0","33085","6745.7144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2707.1428","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2013q2","2013","2.0","148638","38094.855","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4373.1431","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2013q3","2013","3.0","22002","2589.1428","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3697.1428","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2013q4","2013","4.0","60848","11732.0","1135.9286","0.0","0.0","0.0","0.0","0.0","0.0","4138.5713","0.0","0.0","0.0","0.0","5301"
"capital","Kabul","Kalakan","104","2014q1","2014","1.0","29237","3860.8572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4492.5713","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2014q2","2014","2.0","22537","2827.4285","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3611.7144","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2014q3","2014","3.0","21277","2126.8572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3952.2856","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2014q4","2014","4.0","20619","1938.8572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3952.2856","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2015q1","2015","1.0","29906","2759.1428","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5785.4287","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2015q2","2015","2.0","57493","12793.714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3632.8572","0.0","0.0","0.0","0.0","20397"
"capital","Kabul","Kalakan","104","2015q3","2015","3.0","51310","10639.714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4020.2856","0.0","0.0","0.0","0.0","15467"
"capital","Kabul","Kalakan","104","2015q4","2015","4.0","18608","5316.5713","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104","2016q1","2016","1.0","27864","7961.1431","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1357"
"capital","Kabul","Kalakan","104","2016q2","2016","2.0","18577","5307.7144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","985"
"capital","Kabul","Kalakan","104","2016q3","2016","3.0","8738","2496.5715","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Kalakan","104",,"2009",,"562372","0.0","0.0","3533.7144","0.0","0.0","0.0","0.0","0.0","846.0","0.0","0.0","0.0","36424.215","49472"
"capital","Kabul","Qarabagh","105","2010q1","2010","1.0","718679","0.0","0.0","20348.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3542.762","0.0","2292.3809","451392"
"capital","Kabul","Qarabagh","105","2010q2","2010","2.0","479399","51.809525","0.0","17799.238","0.0","0.0","0.0","0.0","0.0","2059.2856","0.0","2277.7144","0.0","0.0","373784"
"capital","Kabul","Qarabagh","105","2010q3","2010","3.0","334239","468.95239000000004","11197.143","710.33331","0.0","0.0","0.0","0.0","0.0","47493.57","0.0","1197.5238","0.0","0.0","50182"
"capital","Kabul","Qarabagh","105","2010q4","2010","4.0","415594","12948.381000000001","9462.5713","1942.4286","0.0","0.0","0.0","0.0","0.0","37285.715","0.0","4019.6667","0.0","3113.5239","104025"
"capital","Kabul","Qarabagh","105","2011q1","2011","1.0","559517","4576.3809","16113.428999999998","80.047623","0.0","0.0","0.0","0.0","0.0","53906.668","0.0","5609.2856","0.0","12686.667","57892"
"capital","Kabul","Qarabagh","105","2011q2","2011","2.0","1703939","9219.0479","8723.4287","50972.953","0.0","0.0","0.0","0.0","0.0","42856.905999999995","0.0","6148.9521","0.0","15487.048","1101564"
"capital","Kabul","Qarabagh","105","2011q3","2011","3.0","426030","10972.571000000002","8107.7144","3890.8096","0.0","0.0","0.0","0.0","0.0","41629.523","0.0","3831.5715","0.0","288.85715","113117"
"capital","Kabul","Qarabagh","105","2011q4","2011","4.0","564958","0.0","6336.0","0.0","0.0","0.0","0.0","0.0","0.0","39845.238","0.0","4626.8569","0.0","26501.715","40698"
"capital","Kabul","Qarabagh","105","2012q1","2012","1.0","199944","2695.4285","4497.7144","0.0","0.0","0.0","0.0","0.0","0.0","36728.094","0.0","752.04761","0.0","0.0","15742"
"capital","Kabul","Qarabagh","105","2012q2","2012","2.0","210694","7778.2856","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40442.383","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Qarabagh","105","2012q3","2012","3.0","212186","11188.0","1241.1428","0.0","0.0","0.0","0.0","0.0","0.0","35501.191","0.0","0.0","0.0","0.0","4344"
"capital","Kabul","Qarabagh","105","2012q4","2012","4.0","231461","3834.0952","15736.0","0.0","0.0","40.190475","0.0","0.0","0.0","37103.332","0.0","0.0","0.0","0.0","55498"
"capital","Kabul","Qarabagh","105","2013q1","2013","1.0","508154","11926.096000000001","6870.5713","0.0","0.0","0.0","0.0","0.0","0.0","42705.0","0.0","0.0","0.0","0.0","266181"
"capital","Kabul","Qarabagh","105","2013q2","2013","2.0","247630","4389.3335","7451.7144","0.0","0.0","0.0","0.0","0.0","0.0","40617.383","0.0","0.0","0.0","0.0","57441"
"capital","Kabul","Qarabagh","105","2013q3","2013","3.0","376530","2177.5239","24004.572","0.0","0.0","0.0","0.0","0.0","0.0","59681.43","0.0","0.0","0.0","0.0","114436"
"capital","Kabul","Qarabagh","105","2013q4","2013","4.0","458635","11918.667","36167.145","0.0","0.0","0.0","0.0","0.0","0.0","41915.953","0.0","0.0","0.0","0.0","220015"
"capital","Kabul","Qarabagh","105","2014q1","2014","1.0","910444","75795.617","54449.43","0.0","0.0","0.0","0.0","0.0","0.0","47240.953","0.0","0.0","0.0","0.0","314105"
"capital","Kabul","Qarabagh","105","2014q2","2014","2.0","476732","2264.762","55574.285","0.0","0.0","0.0","0.0","0.0","0.0","41470.715","0.0","0.0","0.0","0.0","290665"
"capital","Kabul","Qarabagh","105","2014q3","2014","3.0","609626","1458.6666","42314.285","0.0","0.0","0.0","0.0","0.0","0.0","45059.762","0.0","0.0","0.0","0.0","412717"
"capital","Kabul","Qarabagh","105","2014q4","2014","4.0","1316685","2791.8096","45990.57","0.0","0.0","0.0","0.0","0.0","0.0","48263.57","0.0","0.0","0.0","0.0","1099321"
"capital","Kabul","Qarabagh","105","2015q1","2015","1.0","398667","1892.381","27361.142999999996","0.0","0.0","0.0","0.0","0.0","0.0","59588.094000000005","0.0","0.0","0.0","0.0","138462"
"capital","Kabul","Qarabagh","105","2015q2","2015","2.0","334021","5708.9521","34284.0","0.0","0.0","0.0","0.0","0.0","0.0","43822.617","0.0","0.0","0.0","0.0","120447"
"capital","Kabul","Musayi","114","2012q2","2012","2.0","11430","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3810.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Qarabagh","105","2015q3","2015","3.0","79306","4474.4761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13289.286","0.0","0.0","0.0","0.0","1719"
"capital","Kabul","Qarabagh","105","2015q4","2015","4.0","18608","3544.3809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Qarabagh","105","2016q1","2016","1.0","25255","4810.4761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1018"
"capital","Kabul","Qarabagh","105","2016q2","2016","2.0","42790","8150.4761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25129"
"capital","Kabul","Qarabagh","105","2016q3","2016","3.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"capital","Kabul","Qarabagh","105",,"2009",,"1089708","0.0","0.0","4584.3809","0.0","0.0","0.0","0.0","0.0","13003.096000000001","0.0","9247.5234","0.0","50842.285","113796"
"capital","Kabul","Istalif","106","2010q1","2010","1.0","226957","0.0","0.0","14184.813","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","226957"
"capital","Kabul","Istalif","106","2010q2","2010","2.0","154530","25.5","0.0","9645.25","0.0","0.0","0.0","0.0","0.0","17.5","0.0","0.0","0.0","0.0","154324"
"capital","Kabul","Istalif","106","2010q3","2010","3.0","20126","230.8125","1243.125","932.3125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18755"
