"ticket_number","issue_date","issue_time","meter_id","marked_time","rp_state_plate","vin","make","body_style","color","location","route","agency","violation_code","violation_description","fine_amount","latitude","longitude"
"1126907261","2040-01-31T00:00:00.000","601",,,"CA",,"HOND","PA","WH","350 S RENO ST","00403","54","22502A",,"63","6475721.330322","1847067.250589"
"1122230340","2033-04-03T00:00:00.000","1404",,"0000","CA",,"BMW","PA","BK","6702 HOLLYWOOD BL",,"41",,,"93","99999","-99999"
"1109346442","2031-12-21T00:00:00.000","140",,"0000","CA",,"SUBA","PA","BK","FIGUEROA/97TH ST","SOE","1",,,"163","99999","-99999"
"1125081731","2030-11-23T00:00:00.000","915",,,"CA",,"INTL","TR","WH","DE GARMO AV/ARARAT","01913","1","80732",,"68","99999","99999"
"1121568372","2030-11-20T00:00:00.000","1505",,,"CA",,"TOYO","SU","GY","4107 EDENHURST AVE","11SL0","1","4000A1",,"50","99999","99999"
"1113157765","2030-10-12T00:00:00.000","2335",,,"CA",,"MERZ","PA","BK","17015 BURBANK BLVD","36RP1","1","6344K2",,"68","6409329.834107","1885440.553517"
"1120821634","2030-08-29T00:00:00.000","105",,,"MN",,"NISS","PA","SI","8TH ST/GRAND","1FB86","1","8056E4",,"93","99999","99999"
"1000000000","2030-05-05T00:00:00.000","630",,,"CA",,"HOND","CA","GY","TEST","TEST","99","TEST","TEST","93","0","0"
"1126857115","2026-05-11T00:00:00.000","1030",,"0000","CA",,"TOYO","PA","BK","1005 W DOLORES ST",,"55",,,"68","99999","-99999"
"1127488305","2026-03-12T00:00:00.000","1845",,,"CA",,"MERZ","PA","BK","401 WORLD WAY","2B2","2","5200A",,"25","6437904.435152","1801967.713536"
"1127743982","2022-12-30T00:00:00.000","1720",,"0000","NY",,"HYUN","SU","RE","BROADWAY/COLLEGE","1A12","1",,,"93","99999","-99999"
"1127692705","2022-12-07T00:00:00.000","1710",,"0000","CA",,"AUDI","PA","BL","700 POINSETTIA","R84","1",,,"25","99999","-99999"
"1127693652","2022-10-08T00:00:00.000","2245",,"0000","CA",,"HOND",,"BK","VISTA DEL MAR/EL CE",,"1",,,"73","99999","-99999"
"4554054536","2022-08-13T00:00:00.000","936",,"0800","CA",,"KIA","PA","GO","2302 8TH ST W",,"54","80.69C","PARKED OVER TIME LIMIT","58","99999","-99999"
"4553894844","2022-08-13T00:00:00.000","957","WW1402","0000","CA",,"HOND","PA","BK","601 WESTERN AV S",,"54","88.13B+","METER EXP.","63","99999","-99999"
"4553042233","2022-08-13T00:00:00.000","1229",,"0000","CA",,"TOYT","PA","BL","2745 GLENN AVE",,"56","80.56E4+","RED ZONE","93","99999","-99999"
"4553696663","2022-08-13T00:00:00.000","701",,"0000","CA",,"AUDI","PA","GY","215 UNION PL",,"56","80.61","STANDNG IN ALLEY","68","6481309.87039073","1845177.02577458"
"4553806854","2022-08-13T00:00:00.000","602",,"0000","CA",,"CHEV","PA","BK","7500 FLOWER ST S",,"55","22500F","PARKED ON SIDEWALK","68","6476371.36761598","1812224.00663537"
"4553082181","2022-08-13T00:00:00.000","1529",,"0000","NM",,"TOYT","PA","BL","15 ROSE AVE",,"51","80.56E4+","RED ZONE","93","99999","-99999"
"4554032630","2022-08-13T00:00:00.000","1352",,"0000","CA",,"TOYT","PA","BK","537 BROADWAY  S",,"56","80.56E2","YELLOW ZONE","58","99999","-99999"
"4553637292","2022-08-13T00:00:00.000","1059",,"0000","CA",,"TOYT","PA","WT","2724 BEACHWOOD DR N",,"54","80.58L","PREFERENTIAL PARKING","68","99999","-99999"
"4554054676","2022-08-13T00:00:00.000","1309",,"0800","CA",,"HOND","PA","GY","2768 8TH ST W",,"54","80.69C","PARKED OVER TIME LIMIT","58","99999","-99999"
"4553590554","2022-08-13T00:00:00.000","1714","26680","0000","CA",,"NISS","PA","WT","5058 MERIDIAN ST",,"56","88.63B+","OFF STR/OVERTIME/MTR","58","99999","-99999"
"4553519412","2022-08-13T00:00:00.000","946",,"0000","IN",,"HNO","CM","WT","650 SPRING ST S",,"56","21211B","BLK BIKE PATH OR LANE","93","99999","-99999"
"4553977514","2022-08-13T00:00:00.000","1036",,"0000","CA",,"CADI","PA","SL","1418 ELLSMERE AVE",,"51","80.58L","PREFERENTIAL PARKING","68","99999","-99999"
"4554054444","2022-08-13T00:00:00.000","921",,"0800","CA",,"TOYT","PA","GY","712 RAMPART BL S",,"54","80.69C","PARKED OVER TIME LIMIT","58","99999","-99999"
"4553928245","2022-08-13T00:00:00.000","1706",,"0000","CA",,"FORD","PA","WT","11000 MCCORMICK ST",,"53","22500H","DOUBLE PARKING","68","99999","-99999"
"4554080731","2022-08-13T00:00:00.000","2316",,"0000","CA",,"MERZ","PA","SL","13721 WYANDOTTE ST",,"53","80.61","STANDNG IN ALLEY","68","99999","-99999"
"4553749933","2022-08-13T00:00:00.000","1239",,"0000","PA",,"HYUN","PA","GY","6800 PARK TER",,"51","80.56E4+","RED ZONE","93","99999","-99999"
"4553173866","2022-08-13T00:00:00.000","1451",,"0000","CA",,"BMW","PA","BL","16530 DEVONSHIRE ST",,"53","5204A-","DISPLAY OF TABS","25","99999","-99999"
"4553806994","2022-08-13T00:00:00.000","636",,"0000","CA",,"NISS","PA","BL","10921 MAIN ST S",,"55","80.56E4+","RED ZONE","93","6478594.02792704","1799581.69997263"
"4553768870","2022-08-13T00:00:00.000","1031","WW1762","0000","CA",,"MERZ","PA","WT","600 SERRANO AV S",,"54","88.13B+","METER EXP.","63","99999","-99999"
"4553894936","2022-08-13T00:00:00.000","1424","VW303","0000","CA",,"TOYT","PA","WT","600 SHATTO PL",,"54","88.13B+","METER EXP.","63","99999","-99999"
"4553338252","2022-08-13T00:00:00.000","913","CB3338A","0000","CA",,"JEEP","PA","RD","100 9TH ST W",,"56","88.13B+","METER EXP.","63","99999","-99999"
"4553318604","2022-08-13T00:00:00.000","831",,"0000","CA",,"FORD","PA","GY","500 12TH ST W",,"56","5204A-","DISPLAY OF TABS","25","99999","-99999"
