SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870693181,12/31/2017 11:14:00 PM,01/06/2018 08:51:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/06/2018 12:00:00 AM,01/06/2018 08:51:00 AM,Y,N,"11143 W VENICE BLVD, 90034",11143,W,VENICE,BLVD,90034,34.01327643,-118.4170768,"(34.0132764326, -118.417076813)",672,E,2,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,896,1239,9,6,74
1-870693061,12/31/2017 11:09:00 PM,01/04/2018 10:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 10:14:00 AM,Y,N,"1161 N SUNVUE PL, 90012",1161,N,SUNVUE,PL,90012,34.06685694,-118.2505869,"(34.0668569429, -118.250586908)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,22728,483,1010,,11,31
1-870698801,12/31/2017 10:55:00 PM,01/02/2018 05:36:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:36:00 PM,Y,N,"11621 N SWINTON AVE, 91344",11621,N,SWINTON,AVE,91344,34.28143535,-118.4857765,"(34.2814353542, -118.485776529)",501,E,1,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,55,1404,,2,78
1-870692381,12/31/2017 10:39:00 PM,01/04/2018 03:01:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/04/2018 12:00:00 AM,01/04/2018 03:01:00 PM,Y,N,"11699 W BROOKHAVEN AVE, 90064",11699,W,BROOKHAVEN,AVE,90064,34.02600002,-118.4410293,"(34.0260000182, -118.44102929)",672,B,1,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24029,890,839,9,10,27
1-870692279,12/31/2017 10:38:00 PM,01/02/2018 09:46:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,HB,01/02/2018 12:00:00 AM,01/02/2018 09:46:00 PM,Y,,"654 W REDONDO BEACH BLVD, 90247",654,W,REDONDO BEACH,BLVD,90247,33.89242786,-118.2870056,"(33.8924278631, -118.287005635)",734,B,5,Harbor APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,24684,941,901,7,15,53
1-870692171,12/31/2017 10:31:00 PM,01/03/2018 01:14:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/03/2018 12:00:00 AM,01/03/2018 01:14:00 PM,Y,N,"5212 E RANGE VIEW AVE, 90042",5212,E,RANGE VIEW,AVE,90042,34.12306428,-118.2015401,"(34.123064283, -118.201540117)",595,B,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-870692121,12/31/2017 10:30:00 PM,01/01/2018 01:36:00 PM,SR Created,ITA,Other,Closed,Mobile App,iOS,Y,,,01/01/2018 01:36:00 PM,Y,N,"13317 W HARDING ST, 91340",13317,W,HARDING,ST,91340,34.3009977075,-118.424080457,"(34.3009977075, -118.424080457)",482,C,5,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18910,42,285,,1,47
1-870686541,12/31/2017 10:29:00 PM,01/03/2018 07:28:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAP,01/02/2018 07:26:00 AM,01/03/2018 07:28:00 AM,Y,N,"MCDONALD AVE AT ANAHEIM ST, 90744",,,,,90744,33.77946989,-118.2715822,"(33.7794698886, -118.271582213)",794,D,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,964,1114,,15,15
1-870693851,12/31/2017 10:27:00 PM,01/03/2018 07:30:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAP,01/02/2018 07:29:00 AM,01/03/2018 07:30:00 AM,Y,N,"ISLAND AVE AT ANAHEIM ST, 90744",,,,,90744,33.77975252,-118.2663771,"(33.7797525185, -118.266377115)",794,E,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,965,1560,,15,15
1-870692011,12/31/2017 10:26:00 PM,01/03/2018 07:40:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAP,01/02/2018 07:39:00 AM,01/03/2018 07:40:00 AM,Y,N,"208 W ANAHEIM ST, 90744",208,W,ANAHEIM,ST,90744,33.77970379,-118.2641541,"(33.7797037945, -118.264154061)",794,E,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,965,1560,,15,15
1-870691901,12/31/2017 10:23:00 PM,01/03/2018 07:37:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAP,01/02/2018 07:34:00 AM,01/03/2018 07:37:00 AM,Y,N,"944 N FRIGATE AVE, 90744",944,N,FRIGATE,AVE,90744,33.78186112,-118.2779298,"(33.7818611172, -118.2779298)",794,C,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,956,1201,,15,15
1-870682691,12/31/2017 10:11:00 PM,01/04/2018 12:51:00 PM,SR Created,BOS,Electronic Waste,Closed,Self Service,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 12:51:00 PM,Y,N,"2715 W RIVERSIDE DR, 90039",2715,W,RIVERSIDE,DR,90039,34.10885953,-118.2608523,"(34.1088595289, -118.260852264)",594,D,3,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST,23670,394,1000,,8,90
1-870681581,12/31/2017 10:08:00 PM,03/09/2018 10:33:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/04/2018 12:00:00 AM,03/09/2018 08:21:00 AM,Y,N,"138 N AVENUE 57, 90042",138,N,AVENUE 57,,90042,34.11042044,-118.1936663,"(34.1104204396, -118.193666288)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,370,477,28,11,93
1-870687684,12/31/2017 10:05:00 PM,01/01/2018 01:28:00 PM,SR Created,ITA,Other,Closed,Mobile App,iOS,N,,,01/01/2018 01:28:00 PM,Y,N,"13267 W BEAVER ST, 91342",13267,W,BEAVER,ST,91342,34.3180914894,-118.421922388,"(34.3180914894, -118.421922388)",482,D,2,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,40,289,,1,47
1-870687611,12/31/2017 09:51:00 PM,01/03/2018 04:18:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,CCAC,01/03/2018 04:16:00 PM,01/03/2018 04:18:00 PM,Y,N,"290 S CORONADO ST, 90057",290,S,CORONADO,ST,90057,34.06576286,-118.2778297,"(34.0657628609, -118.277829715)",634,C,2,Central APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,24352,554,518,,8,31
1-870686271,12/31/2017 09:51:00 PM,01/08/2018 05:22:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,EV,01/11/2018 12:00:00 AM,01/08/2018 05:22:00 PM,Y,Y,"12403 W VALLEYHEART DR, 91604",12403,W,VALLEYHEART,DR,91604,34.14403063,-118.4033642,"(34.1440306318, -118.403364212)",562,F,5,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,346,1505,,5,84
1-870682541,12/31/2017 09:48:00 PM,01/02/2018 04:45:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/02/2018 12:00:00 AM,01/02/2018 04:45:00 PM,Y,N,"2635 N PASADENA AVE, 90031",2635,N,PASADENA,AVE,90031,34.07774525,-118.2155688,"(34.0777452467, -118.215568758)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-870686191,12/31/2017 09:45:00 PM,01/02/2018 04:23:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,01/02/2018 12:00:00 AM,01/02/2018 04:23:00 PM,Y,,"2530 N WORKMAN ST, 90031",2530,N,WORKMAN,ST,90031,34.076242,-118.2143228,"(34.0762419995, -118.214322826)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,488,516,,11,1
1-870687481,12/31/2017 09:42:00 PM,01/02/2018 09:23:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,Y,NEGB_ELA,01/02/2018 09:22:00 AM,01/02/2018 09:23:00 AM,Y,N,"2635 N PASADENA AVE, 90031",2635,N,PASADENA,AVE,90031,34.07774525,-118.2155688,"(34.0777452467, -118.215568758)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-870682431,12/31/2017 09:38:00 PM,01/02/2018 10:58:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2018 10:56:00 AM,01/02/2018 10:58:00 AM,Y,N,"2910 N PASADENA AVE, 90031",2910,N,PASADENA,AVE,90031,34.08031395,-118.2143483,"(34.0803139503, -118.2143483)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,491,618,,11,1
1-870687381,12/31/2017 09:35:00 PM,01/06/2018 12:34:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,,N,NC,01/06/2018 12:00:00 AM,01/06/2018 12:34:00 PM,Y,N,"NORMANDIE AVE AT 8TH ST, 90005",,,,,90005,34.05769664,-118.299843,"(34.0576966441, -118.299843046)",633,J,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,607,1246,,12,89
1-870687271,12/31/2017 09:35:00 PM,01/02/2018 11:22:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2018 11:21:00 AM,01/02/2018 11:22:00 AM,Y,N,"2915 N PASADENA AVE, 90031",2915,N,PASADENA,AVE,90031,34.080436,-118.2146591,"(34.0804359952, -118.214659133)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-870687091,12/31/2017 09:25:00 PM,01/06/2018 01:30:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,,N,NC,01/06/2018 12:00:00 AM,01/06/2018 01:21:00 PM,Y,N,"445 S HOBART BLVD, 90020",445,S,HOBART,BLVD,90020,34.06579475,-118.3055597,"(34.0657947523, -118.305559677)",633,H,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,593,879,,12,89
1-870686904,12/31/2017 09:22:00 PM,01/04/2018 12:30:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,NC,01/04/2018 12:00:00 AM,01/04/2018 12:30:00 PM,Y,,"921 S BONNIE BRAE ST, 90006",921,S,BONNIE BRAE,ST,90006,34.05178066,-118.277116,"(34.0517806569, -118.277115954)",634,C,4,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART,22723,573,628,,11,68
1-870685906,12/31/2017 09:18:00 PM,01/02/2018 02:24:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,WVA,01/02/2018 02:23:00 PM,01/02/2018 02:24:00 PM,Y,N,"21919 W DEVONSHIRE ST, 91311",21919,W,DEVONSHIRE,ST,91311,34.25740108,-118.605594,"(34.2574010784, -118.605594035)",500,A,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,89,365,4,2,43
1-870685951,12/31/2017 09:17:00 PM,01/03/2018 11:29:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/03/2018 12:00:00 AM,01/03/2018 11:29:00 AM,Y,N,"3677 S 3RD AVE, 90018",3677,S,3RD,AVE,90018,34.02069308,-118.3202868,"(34.0206930813, -118.320286761)",673,G,1,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,661,921,7,12,19
1-870686801,12/31/2017 09:16:00 PM,01/03/2018 10:02:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,01/03/2018 12:00:00 AM,01/03/2018 10:02:00 AM,Y,N,"3677 S 3RD AVE, 90018",3677,S,3RD,AVE,90018,34.02069308,-118.3202868,"(34.0206930813, -118.320286761)",673,G,1,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,661,921,7,12,19
1-870679647,12/31/2017 09:14:00 PM,01/03/2018 05:57:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,WVA,01/03/2018 08:47:00 AM,01/03/2018 05:57:00 PM,Y,N,"21747 W DEVONSHIRE ST, 91311",21747,W,DEVONSHIRE,ST,91311,34.25739363,-118.6034356,"(34.2573936343, -118.603435607)",500,A,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,89,365,4,2,43
1-870679575,12/31/2017 09:11:00 PM,01/02/2018 02:12:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,WVA,01/02/2018 02:11:00 PM,01/02/2018 02:12:00 PM,Y,N,"21000 W DEVONSHIRE ST, 91311",21000,W,DEVONSHIRE,ST,91311,34.25706429,-118.5911952,"(34.2570642886, -118.591195179)",500,B,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,99,1256,4,2,43
1-870679511,12/31/2017 09:09:00 PM,01/02/2018 02:21:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,WVA,01/02/2018 02:20:00 PM,01/02/2018 02:21:00 PM,Y,N,"21606 W DEVONSHIRE ST, 91311",21606,W,DEVONSHIRE,ST,91311,34.25697508,-118.600695,"(34.2569750758, -118.600694971)",500,A,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,90,231,4,2,43
1-870679421,12/31/2017 09:07:00 PM,01/04/2018 12:37:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 12:37:00 PM,Y,N,"2517 W ELSINORE ST, 90026",2517,W,ELSINORE,ST,90026,34.08079606,-118.269028,"(34.0807960646, -118.269027994)",594,D,7,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST,23444,469,594,,8,90
1-870680991,12/31/2017 09:03:00 PM,01/08/2018 04:14:00 PM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Android,Y,NORTH,01/08/2018 12:00:00 AM,01/08/2018 12:00:00 AM,Y,,"12864 N SAN FERNANDO ROAD, 91342",12864,N,SAN FERNANDO,ROAD,91342,34.30052118,-118.4607618,"(34.30052118, -118.46076182)",481,H,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,51,642,,1,47
1-870680910,12/31/2017 09:02:00 PM,01/18/2018 04:04:00 PM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Android,Y,NORTH,01/18/2018 12:00:00 AM,01/18/2018 12:00:00 AM,Y,,"12864 N SAN FERNANDO ROAD, 91342",12864,N,SAN FERNANDO,ROAD,91342,34.30072361,-118.461021,"(34.30072361, -118.46102097)",481,H,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,51,642,,1,47
1-870683731,12/31/2017 08:59:00 PM,01/02/2018 01:29:00 PM,SR Created,BOS,Dead Animal Removal,Closed,Self Service,,N,EV,,01/02/2018 01:29:00 PM,Y,N,"12815 N HERRICK AVE, 91342",12815,N,HERRICK,AVE,91342,34.30249629,-118.4498932,"(34.302496287, -118.449893156)",481,J,5,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,59,363,,1,47
1-870683586,12/31/2017 08:53:00 PM,01/04/2018 08:55:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,WLA,01/04/2018 12:00:00 AM,01/04/2018 08:55:00 AM,Y,,"2361 S FOX HILLS DR, 90064",2361,S,FOX HILLS,DR,90064,34.04914582,-118.4137799,"(34.0491458226, -118.413779927)",632,E,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,871,740,9,6,75
1-870683257,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"9070 N WILBUR AVE, 91324",9070,N,WILBUR,AVE,91324,,,,500,H,7,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,,,,,,
1-870683134,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"7215 N DE SOTO AVE, 91303",7215,N,DE SOTO,AVE,91303,,,,530,C,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,,,,,,
1-870683382,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"8525 N DE SOTO AVE, 91304",8525,N,DE SOTO,AVE,91304,,,,530,C,1,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,DEVONSHIRE,,,,,,
1-870683175,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"20829 W SHERMAN WAY, 91306",20829,W,SHERMAN,WAY,91306,,,,530,C,5,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,,,,,,
1-870683011,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"21100 W INGOMAR ST, 91304",21100,W,INGOMAR,ST,91304,,,,530,B,3,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,,,,,,
1-870683093,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"20854 W VANOWEN ST, 91306",20854,W,VANOWEN,ST,91306,,,,530,C,6,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,,,,,,
1-870683298,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"9098 N WILBUR AVE, 91324",9098,N,WILBUR,AVE,91324,,,,500,H,7,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,,,,,,
1-870683339,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"20800 W CHASE ST, 91306",20800,W,CHASE,ST,91306,,,,530,C,2,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE,,,,,,
1-870683052,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"20862 W VANOWEN ST, 91306",20862,W,VANOWEN,ST,91306,,,,530,C,6,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,,,,,,
1-870683216,12/31/2017 08:47:00 PM,12/31/2017 08:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,WVA,12/31/2017 12:00:00 AM,12/31/2017 08:47:00 PM,Y,,"20938 W BRYANT ST, 91304",20938,W,BRYANT,ST,91304,,,,530,C,1,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,DEVONSHIRE,,,,,,
1-870679241,12/31/2017 08:42:00 PM,01/05/2018 07:32:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,PGS,01/04/2018 07:31:00 AM,01/05/2018 07:32:00 AM,Y,N,"VENICE BLVD AT CANFIELD AVE, 90232",,,,,90232,34.02610534,-118.3943147,"(34.0261053358, -118.394314723)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,885,688,,6,74
1-870682891,12/31/2017 08:40:00 PM,01/03/2018 09:06:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,PGS,01/02/2018 09:04:00 AM,01/03/2018 09:06:00 AM,Y,N,"VENICE BLVD AT CANFIELD AVE, 90232",,,,,90232,34.02610534,-118.3943147,"(34.0261053358, -118.394314723)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,885,688,,6,74
