SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870704814,01/01/2018 12:00:00 AM,01/06/2018 10:18:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,01/06/2018 12:00:00 AM,01/06/2018 10:18:00 AM,Y,,"356 S BERENDO ST, 90020",356,S,BERENDO,ST,90020,34.0676390557,-118.294017712,"(34.0676390557, -118.294017712)",634,A,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,595,1294,,12,89
1-870704831,12/31/2017 11:59:00 PM,04/09/2018 09:25:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,04/09/2018 09:18:00 AM,Y,N,"2111 W BELLEVUE AVE, 90026",2111,W,BELLEVUE,AVE,90026,34.07321665,-118.2668619,"(34.073216645, -118.266861909)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,470,789,,8,31
1-870694601,12/31/2017 11:56:00 PM,01/03/2018 10:11:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,01/03/2018 12:00:00 AM,01/03/2018 10:11:00 AM,Y,N,"6122 E MESA AVE, 90042",6122,E,MESA,AVE,90042,34.11597568,-118.190274,"(34.1159756752, -118.190273984)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,582,,11,93
1-870693641,12/31/2017 11:53:00 PM,01/03/2018 10:12:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,01/03/2018 12:00:00 AM,01/03/2018 10:12:00 AM,Y,N,"6115 E MESA AVE, 90042",6115,E,MESA,AVE,90042,34.11613625,-118.1905963,"(34.11613625, -118.190596311)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,582,,11,93
1-870703871,12/31/2017 11:51:00 PM,01/03/2018 10:11:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,01/03/2018 12:00:00 AM,01/03/2018 10:11:00 AM,Y,N,"6115 E MESA AVE, 90042",6115,E,MESA,AVE,90042,34.11613625,-118.1905963,"(34.11613625, -118.190596311)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,582,,11,93
1-870699071,12/31/2017 11:50:00 PM,01/02/2018 02:40:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2018 12:00:00 AM,01/02/2018 02:40:00 PM,Y,N,"1536 S 6TH AVE, 90019",1536,S,6TH,AVE,90019,34.04434909,-118.3235685,"(34.044349094, -118.323568528)",633,F,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23080,649,899,,12,19
1-870699049,12/31/2017 11:50:00 PM,01/02/2018 08:28:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,EV,01/02/2018 12:00:00 AM,01/02/2018 08:28:00 PM,Y,,"10739 N FLORALITA AVE, 91040",10739,N,FLORALITA,AVE,91040,34.26457085,-118.3185919,"(34.2645708471, -118.318591887)",503,F,3,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,13,531,,1,7
1-870693501,12/31/2017 11:46:00 PM,01/03/2018 10:12:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,01/03/2018 12:00:00 AM,01/03/2018 10:12:00 AM,Y,N,"6109 E MESA AVE, 90042",6109,E,MESA,AVE,90042,34.11599557,-118.1908819,"(34.1159955663, -118.190881874)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,582,,11,93
1-870693311,12/31/2017 11:41:00 PM,01/04/2018 09:12:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/04/2018 12:00:00 AM,01/04/2018 09:12:00 AM,Y,N,"6429 N MONTGOMERY AVE, 91406",6429,N,MONTGOMERY,AVE,91406,34.18754149,-118.4827214,"(34.1875414878, -118.482721429)",531,F,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,225,298,,3,61
1-870692591,12/31/2017 11:18:00 PM,01/02/2018 01:29:00 PM,SR Created,BOS,Dead Animal Removal,Closed,Self Service,,N,EV,,01/02/2018 01:29:00 PM,Y,N,"DEVONSHIRE ST AT BURNET AVE, 91345",,,,,91345,34.25725248,-118.4630547,"(34.2572524836, -118.463054663)",501,H,4,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION,19330,73,253,,1,4
