SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-410878678,12/31/2016 12:55:00 PM,01/02/2017 05:44:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,Y,NEGB_ELA,01/02/2017 05:44:00 PM,01/02/2017 05:44:00 PM,Y,N,"5711 E MARMION WAY, 90042",5711,E,MARMION,WAY,90042,34.11096671,-118.1933645,"(34.1109667092, -118.193364546)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,370,477,28,11,93
1-410873253,12/31/2016 12:50:00 PM,01/02/2017 05:36:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,01/02/2017 05:36:00 PM,01/02/2017 05:36:00 PM,Y,N,"317 N AVENUE 52, 90042",317,N,AVENUE 52,,90042,34.1090048,-118.2013417,"(34.1090047956, -118.201341724)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,686,,11,93
1-410870037,12/31/2016 12:49:00 PM,01/02/2017 05:37:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,01/02/2017 05:37:00 PM,01/02/2017 05:37:00 PM,Y,N,"321 N AVENUE 52, 90042",321,N,AVENUE 52,,90042,34.1091097,-118.2013901,"(34.1091096976, -118.201390064)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,686,,11,93
1-410835231,12/31/2016 12:17:00 PM,01/04/2017 10:12:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 10:12:00 AM,Y,N,"6308 E ELGIN ST, 90042",6308,E,ELGIN,ST,90042,34.11831274,-118.1801935,"(34.1183127361, -118.180193543)",595,E,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,575,,9,93
1-410765321,12/31/2016 11:09:00 AM,01/04/2017 08:07:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:07:00 AM,Y,N,"6220 E SAYLIN LANE, 90042",6220,E,SAYLIN,LANE,90042,34.12271334,-118.1820634,"(34.1227133419, -118.182063393)",595,D,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,575,,9,93
1-410750266,12/31/2016 10:58:00 AM,01/02/2017 05:29:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,01/02/2017 05:29:00 PM,01/02/2017 05:29:00 PM,Y,N,"5601 E STRATFORD ROAD, 90042",5601,E,STRATFORD,ROAD,90042,34.12187592,-118.1963519,"(34.1218759184, -118.19635191)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,1224,,9,93
1-410711401,12/31/2016 10:02:00 AM,01/02/2017 05:14:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,N,NEGB_ELA,01/02/2017 05:15:00 PM,01/02/2017 05:14:00 PM,Y,N,"NOLDEN ST AT MERIDIAN ST, 90042",,,,,90042,34.12064321,-118.1947997,"(34.1206432114, -118.194799739)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,1224,,9,93
1-410703971,12/31/2016 09:58:00 AM,01/02/2017 05:08:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:08:00 PM,01/02/2017 05:08:00 PM,Y,N,"6138 YORK BLVD, 90042",6138,,YORK,BLVD,90042,34.11660217,-118.1855636,"(34.1166021738, -118.185563618)",595,D,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,598,,9,93
1-410699761,12/31/2016 09:54:00 AM,01/03/2017 07:03:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/03/2017 07:02:00 PM,01/03/2017 07:03:00 PM,Y,N,"MONTE VISTA ST AT AVENUE 56, 90042",,,,,90042,34.1111096,-118.1958077,"(34.1111096026, -118.19580774)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,477,28,11,93
1-410686441,12/31/2016 09:52:00 AM,01/02/2017 05:27:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2017 05:27:00 PM,01/02/2017 05:27:00 PM,Y,N,"MONTE VISTA ST AT AVENUE 56, 90042",,,,,90042,34.1111096,-118.1958077,"(34.1111096026, -118.19580774)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,477,28,11,93
1-410696201,12/31/2016 09:51:00 AM,01/02/2017 05:26:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:26:00 PM,01/02/2017 05:26:00 PM,Y,N,"BALTIMORE ST AT AVENUE 56, 90042",,,,,90042,34.1174022,-118.1972461,"(34.1174021973, -118.197246097)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,368,584,,11,93
1-410695951,12/31/2016 09:49:00 AM,01/02/2017 05:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:10:00 PM,01/02/2017 05:10:00 PM,Y,N,"5816 E YORK BLVD, 90042",5816,E,YORK,BLVD,90042,34.11828121,-118.1916968,"(34.1182812111, -118.191696781)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,598,,9,93
1-410689621,12/31/2016 09:42:00 AM,01/02/2017 05:30:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:30:00 PM,01/02/2017 05:30:00 PM,Y,N,"1212 N AVENUE 56, 90042",1212,N,AVENUE 56,,90042,34.12104564,-118.1963623,"(34.121045635, -118.196362348)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,1224,,9,93
1-410683391,12/31/2016 09:39:00 AM,01/03/2017 07:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/03/2017 07:00:00 PM,01/03/2017 07:01:00 PM,Y,N,"1315 N AVENUE 56, 90042",1315,N,AVENUE 56,,90042,34.12216085,-118.1966127,"(34.1221608534, -118.196612672)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-410669501,12/31/2016 09:18:00 AM,01/02/2017 05:20:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,01/02/2017 05:19:00 PM,01/02/2017 05:20:00 PM,Y,N,"6112 E POPPY PEAK DR, 90042",6112,E,POPPY PEAK,DR,90042,34.12815199,-118.187128,"(34.1281519949, -118.187128049)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,437,,9,93
1-410653258,12/31/2016 09:01:00 AM,01/04/2017 10:17:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,NC,01/04/2017 12:00:00 AM,01/04/2017 10:17:00 AM,Y,,"4953 E LINCOLN AVE, 90042",4953,E,LINCOLN,AVE,90042,34.1207453,-118.2074671,"(34.1207452998, -118.207467056)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,586,,11,93
1-410507101,12/30/2016 06:50:00 PM,01/02/2017 05:39:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:39:00 PM,01/02/2017 05:39:00 PM,Y,N,"AVENUE 49 AT MONTE VISTA ST, 90042",,,,,90042,34.10620895,-118.2053829,"(34.106208953, -118.20538285)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,376,589,13,11,93
1-410508701,12/30/2016 06:48:00 PM,01/02/2017 05:38:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2017 05:38:00 PM,01/02/2017 05:38:00 PM,Y,N,"MONTE VISTA ST AT MARMION WAY, 90042",,,,,90042,34.10608532,-118.2056336,"(34.1060853205, -118.205633569)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,376,589,13,11,93
1-410506311,12/30/2016 06:47:00 PM,01/02/2017 05:30:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2017 05:31:00 PM,01/02/2017 05:30:00 PM,Y,N,"3559 N FIGUEROA ST, 90042",3559,N,FIGUEROA,ST,90042,34.11717553,-118.1835745,"(34.1171755295, -118.183574461)",595,D,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,598,,9,93
1-410508551,12/30/2016 06:43:00 PM,01/02/2017 05:42:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:42:00 PM,01/02/2017 05:42:00 PM,Y,N,"AVENUE 59 AT ARROYO DR, 90042",,,,,90042,34.10648952,-118.1879161,"(34.1064895174, -118.187916121)",595,D,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,,11,93
1-410505461,12/30/2016 06:42:00 PM,01/02/2017 04:58:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2017 04:58:00 PM,01/02/2017 04:58:00 PM,Y,N,"5662 E YORK BLVD, 90042",5662,E,YORK,BLVD,90042,34.11888161,-118.1948225,"(34.1188816083, -118.194822537)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,370,1224,,9,93
1-410506121,12/30/2016 06:40:00 PM,01/02/2017 05:11:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:11:00 PM,01/02/2017 05:11:00 PM,Y,N,"5136 E YORK BLVD, 90042",5136,E,YORK,BLVD,90042,34.12067365,-118.2035084,"(34.1206736546, -118.203508361)",595,B,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-410507761,12/30/2016 06:38:00 PM,01/04/2017 12:17:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 12:17:00 PM,Y,N,"AVENUE 49 AT YORK BLVD, 90042",,,,,90042,34.12187327,-118.2090513,"(34.12187327, -118.209051346)",595,A,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,1433,,11,93
1-410505951,12/30/2016 06:36:00 PM,01/02/2017 05:28:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 05:28:00 PM,01/02/2017 05:28:00 PM,Y,N,"5410 E YORK BLVD, 90042",5410,E,YORK,BLVD,90042,34.11965126,-118.1987828,"(34.1196512649, -118.198782838)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-410465311,12/30/2016 04:51:00 PM,01/04/2017 10:11:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 10:11:00 AM,Y,N,"223 S AVENUE 57, 90042",223,S,AVENUE 57,,90042,34.10629216,-118.1922115,"(34.1062921583, -118.192211471)",595,C,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,28,11,93
1-410423691,12/30/2016 04:13:00 PM,01/04/2017 08:37:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:37:00 AM,Y,N,"5224 E GRANADA ST, 90042",5224,E,GRANADA,ST,90042,34.11099949,-118.201835,"(34.1109994868, -118.201835004)",595,B,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,686,,11,93
1-410401011,12/30/2016 03:53:00 PM,01/05/2017 01:15:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,NC,01/05/2017 12:00:00 AM,01/05/2017 01:15:00 PM,Y,N,"412 N AVENUE 54, 90042",412,N,AVENUE 54,,90042,34.11090701,-118.1992389,"(34.1109070066, -118.199238874)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,477,,11,93
1-410372271,12/30/2016 03:39:00 PM,01/04/2017 08:12:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:12:00 AM,Y,N,"6831 N FIGUEROA ST, 90042",6831,N,FIGUEROA,ST,90042,34.12629553,-118.1867372,"(34.1262955295, -118.186737203)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,363,572,,9,93
1-410205151,12/30/2016 01:56:00 PM,01/02/2017 04:54:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,Y,NEGB_ELA,01/02/2017 04:54:00 PM,01/02/2017 04:54:00 PM,Y,N,"6767 N FIGUEROA ST, 90042",6767,N,FIGUEROA,ST,90042,34.12513455,-118.1862038,"(34.1251345464, -118.186203783)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,363,572,,9,93
1-410073241,12/30/2016 12:39:00 PM,01/04/2017 08:37:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:37:00 AM,Y,N,"343 N AVENUE 52, 90042",343,N,AVENUE 52,,90042,34.10956455,-118.2017442,"(34.1095645516, -118.201744174)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,686,,11,93
1-410073831,12/30/2016 12:38:00 PM,01/04/2017 06:59:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 06:59:00 AM,Y,N,"343 N AVENUE 52, 90042",343,N,AVENUE 52,,90042,34.10956455,-118.2017442,"(34.1095645516, -118.201744174)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,369,686,,11,93
1-410032011,12/30/2016 12:16:00 PM,01/04/2017 11:37:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 11:37:00 AM,Y,N,"925 N AVENUE 54, 90042",925,N,AVENUE 54,,90042,34.11698188,-118.1993203,"(34.11698188, -118.199320348)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,368,584,,11,93
1-409988831,12/30/2016 11:48:00 AM,01/03/2017 07:06:00 PM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,NEGB_ELA,01/03/2017 07:04:00 PM,01/03/2017 07:06:00 PM,Y,N,"200 S AVENUE 59, 90042",200,S,AVENUE 59,,90042,34.10865261,-118.1900642,"(34.1086526144, -118.190064158)",595,D,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,,11,93
1-409894691,12/30/2016 10:54:00 AM,01/04/2017 08:36:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:36:00 AM,Y,N,"4934 E MALTA ST, 90042",4934,E,MALTA,ST,90042,34.10734509,-118.2049871,"(34.1073450921, -118.204987136)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,376,589,13,11,93
1-409864281,12/30/2016 10:44:00 AM,01/02/2017 05:22:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,NEGB_ELA,01/02/2017 05:22:00 PM,01/02/2017 05:22:00 PM,Y,N,"PASADENA FRWY AT YORK BLVD, 90042",,,,,90042,34.11282636,-118.1773076,"(34.1128263611, -118.177307594)",595,E,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,360,577,,9,93
1-409836521,12/30/2016 10:25:00 AM,01/03/2017 07:16:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,Y,NEGB_ELA,01/02/2017 05:18:00 PM,01/03/2017 07:16:00 PM,Y,N,"6001 E YORK BLVD, 90042",6001,E,YORK,BLVD,90042,34.1181953,-118.1890615,"(34.1181953038, -118.189061523)",595,D,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,598,,9,93
1-409771881,12/30/2016 09:46:00 AM,01/04/2017 01:04:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 01:04:00 PM,Y,N,"922 N FARNAM ST, 90042",922,N,FARNAM,ST,90042,34.11565543,-118.2109544,"(34.1156554297, -118.210954413)",595,A,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,385,586,,11,93
1-409770771,12/30/2016 09:45:00 AM,01/04/2017 03:24:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 03:24:00 PM,Y,N,"922 N FARNAM ST, 90042",922,N,FARNAM,ST,90042,34.11565543,-118.2109544,"(34.1156554297, -118.210954413)",595,A,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,385,586,,11,93
1-409767971,12/30/2016 09:44:00 AM,01/04/2017 01:06:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 01:06:00 PM,Y,N,"922 N FARNAM ST, 90042",922,N,FARNAM,ST,90042,34.11565543,-118.2109544,"(34.1156554297, -118.210954413)",595,A,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,385,586,,11,93
1-409724641,12/30/2016 09:19:00 AM,01/04/2017 11:37:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 11:37:00 AM,Y,N,"5239 1/2 E YORK BLVD, 90042",5239,E,YORK,BLVD,90042,34.1205338,-118.201361,"(34.1205337972, -118.201361031)",595,B,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-409707801,12/30/2016 09:06:00 AM,01/02/2017 05:12:00 PM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,NEGB_ELA,01/02/2017 05:12:00 PM,01/02/2017 05:12:00 PM,Y,N,"6916 N FIGUEROA ST, 90042",6916,N,FIGUEROA,ST,90042,34.12798937,-118.1872189,"(34.1279893713, -118.187218939)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,437,,9,93
1-409666141,12/30/2016 08:41:00 AM,12/30/2016 09:54:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,,Y,NC,,12/30/2016 09:54:00 AM,Y,N,"5612 E STRATFORD ROAD, 90042",5612,E,STRATFORD,ROAD,90042,34.12162387,-118.1960011,"(34.1216238693, -118.196001058)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,1224,,9,93
1-409666031,12/30/2016 08:41:00 AM,01/04/2017 02:41:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 02:41:00 PM,Y,N,"5043 E BUCHANAN ST, 90042",5043,E,BUCHANAN,ST,90042,34.11953583,-118.2059768,"(34.1195358263, -118.205976796)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,586,,11,93
1-409666531,12/30/2016 08:37:00 AM,01/04/2017 10:08:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 10:08:00 AM,Y,N,"5043 E BUCHANAN ST, 90042",5043,E,BUCHANAN,ST,90042,34.11953583,-118.2059768,"(34.1195358263, -118.205976796)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,586,,11,93
1-409662811,12/30/2016 08:35:00 AM,01/04/2017 10:14:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 10:14:00 AM,Y,N,"AVENUE 65 AT YORK BLVD, 90042",,,,,90042,34.11395389,-118.180223,"(34.1139538887, -118.180222999)",595,E,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,360,577,,9,93
