SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-411045161,12/31/2016 07:41:00 PM,01/04/2017 02:34:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 02:34:00 PM,Y,N,"5200 E LINCOLN AVE, 90042",5200,E,LINCOLN,AVE,90042,34.11961981,-118.2027391,"(34.1196198077, -118.202739132)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,584,,11,93
1-411047571,12/31/2016 07:40:00 PM,01/04/2017 12:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 12:35:00 PM,Y,N,"5200 E LINCOLN AVE, 90042",5200,E,LINCOLN,AVE,90042,34.11961981,-118.2027391,"(34.1196198077, -118.202739132)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,584,,11,93
1-411025671,12/31/2016 04:46:00 PM,01/02/2017 05:43:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,NEGB_ELA,01/02/2017 05:43:00 PM,01/02/2017 05:43:00 PM,Y,N,"5751 E BENNER ST, 90042",5751,E,BENNER,ST,90042,34.10742398,-118.1905828,"(34.1074239789, -118.190582834)",595,D,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,,11,93
1-411017441,12/31/2016 04:42:00 PM,01/02/2017 05:41:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,Y,NEGB_ELA,01/02/2017 05:41:00 PM,01/02/2017 05:41:00 PM,Y,N,"5947 E BENNER ST, 90042",5947,E,BENNER,ST,90042,34.10800084,-118.1876117,"(34.1080008437, -118.187611662)",595,D,3,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,,11,93
1-411014021,12/31/2016 04:14:00 PM,01/04/2017 08:14:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:14:00 AM,Y,N,"6212 E HILLANDALE DR, 90042",6212,E,HILLANDALE,DR,90042,34.12656109,-118.1837604,"(34.126561091, -118.183760422)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,437,,9,93
1-410917821,12/31/2016 01:38:00 PM,01/03/2017 07:02:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,Y,NEGB_ELA,01/03/2017 07:01:00 PM,01/03/2017 07:02:00 PM,Y,N,"1315 N AVENUE 56, 90042",1315,N,AVENUE 56,,90042,34.12216085,-118.1966127,"(34.1221608534, -118.196612672)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,439,,9,93
1-410912951,12/31/2016 01:33:00 PM,01/01/2017 10:39:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,,Y,NC,,01/01/2017 10:39:00 AM,Y,N,"5822 E TIPTON WAY, 90042",5822,E,TIPTON,WAY,90042,34.12953311,-118.191369,"(34.1295331085, -118.191368972)",565,C,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,363,572,,9,93
1-410906197,12/31/2016 01:28:00 PM,01/04/2017 10:11:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,01/04/2017 12:00:00 AM,01/04/2017 10:11:00 AM,Y,,"4838 E BUCHANAN ST, 90042",4838,E,BUCHANAN,ST,90042,34.12016526,-118.2104129,"(34.1201652579, -118.210412935)",595,A,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,1433,,11,93
1-410908061,12/31/2016 01:27:00 PM,01/02/2017 05:41:00 PM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,NEGB_ELA,01/02/2017 05:41:00 PM,01/02/2017 05:41:00 PM,Y,N,"5944 N FIGUEROA ST, 90042",5944,N,FIGUEROA,ST,90042,34.11106374,-118.1894472,"(34.1110637435, -118.189447204)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,372,1022,28,11,93
1-410907697,12/31/2016 01:26:00 PM,01/04/2017 10:10:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,Y,NC,01/04/2017 12:00:00 AM,01/04/2017 10:10:00 AM,Y,,"4906 N BUCHANAN ST, 90042",4906,N,BUCHANAN,ST,90042,34.11990023,-118.2092619,"(34.1199002296, -118.209261854)",595,A,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,366,586,,11,93
