SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523580388,12/31/2019 09:23:47 PM,09/24/2021 01:21:57 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,Android,Y,GAP,09/24/2021 01:21:31 PM,09/24/2021 01:21:57 PM,Y,,"FLORENCE AVE AT GRAMERCY PL, 90047",,,,,90047,33.9745639619,-118.313400983,"(33.9745639619, -118.313400983)",673,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,778,354,7,14,20
1-1523580334,12/31/2019 09:23:00 PM,01/01/2020 09:02:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Mobile App,Self Service,Android,N,HB,,01/01/2020 09:02:00 AM,Y,,"1906 E 110TH ST, 90059",1906,E,110TH,ST,90059,33.9350308323,-118.238787332,"(33.9350308323, -118.238787332)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,824,1185,7,15,40
1-1523576480,12/31/2019 09:22:00 PM,01/04/2020 02:27:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,N,SLA,01/04/2020 12:00:00 AM,01/04/2020 02:27:00 PM,Y,,"10809 S WILMINGTON AVE, 90059",10809,S,WILMINGTON,AVE,90059,33.9375279959,-118.239206385,"(33.9375279959, -118.239206385)",704,G,5,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,866,7,15,40
1-1523575751,12/31/2019 09:22:00 PM,01/03/2020 02:51:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,Y,EV,01/03/2020 12:00:00 AM,01/03/2020 02:51:00 PM,Y,,"15455 W SHERMAN WAY, 91406",15455,W,SHERMAN,WAY,91406,34.2014665237,-118.470331295,"(34.2014665237, -118.470331295)",531,G,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,220,1323,,3,18
1-1523575711,12/31/2019 09:21:00 PM,01/15/2020 07:06:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,N,PGS,01/02/2020 08:40:00 AM,01/15/2020 07:06:00 PM,Y,N,"ARMACOST AVE AT ROCHESTER AVE, 90025",,,,,90025,34.04386124,-118.4619569,"(34.0438612449, -118.461956944)",631,J,5,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,862,1519,9,10,50
1-1523574987,12/31/2019 09:17:00 PM,01/21/2020 03:26:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,WV,01/10/2020 12:00:00 AM,01/21/2020 08:49:00 AM,Y,,"WINNETKA AVE AT VENTURA FRWY, 91367",,,,,91367,34.1722034404,-118.570966015,"(34.1722034404, -118.570966015)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,305,336,,4,49
1-1523574966,12/31/2019 09:17:00 PM,01/02/2020 04:23:00 PM,SR Created,BOS,Bulky Items,Cancelled,Mobile App,Self Service,Android,Y,EV,01/03/2020 12:00:00 AM,01/02/2020 04:23:00 PM,Y,N,"15540 W SHERMAN WAY, 91406",15540,W,SHERMAN,WAY,91406,34.2009537477,-118.471709997,"(34.2009537477, -118.471709997)",531,G,5,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,228,295,,3,18
1-1523574918,12/31/2019 09:13:00 PM,01/02/2020 01:26:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:26:00 PM,Y,N,"24TH ST AT MAPLE AVE, 90011",,,,,90011,34.02510089,-118.2644218,"(34.0251008938, -118.264421831)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,694,660,7,13,6
1-1523574845,12/31/2019 09:12:00 PM,01/02/2020 01:19:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:19:00 PM,Y,N,"23RD ST AT MAPLE AVE, 90011",,,,,90011,34.02582922,-118.2639646,"(34.0258292188, -118.263964629)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,694,660,7,13,6
1-1523574861,12/31/2019 09:11:00 PM,01/02/2020 01:13:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:13:00 PM,Y,N,"22ND ST AT MAPLE AVE, 90011",,,,,90011,34.02726721,-118.2630671,"(34.0272672114, -118.263067082)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,694,660,7,13,6
1-1523574812,12/31/2019 09:10:00 PM,01/02/2020 01:21:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:21:00 PM,Y,N,"22ND ST AT WALL ST, 90011",,,,,90011,34.02676177,-118.2619041,"(34.0267617693, -118.261904136)",634,E,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523576293,12/31/2019 09:09:00 PM,01/02/2020 01:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:15:00 PM,Y,N,"23RD ST AT WALL ST, 90011",,,,,90011,34.02539585,-118.2629208,"(34.025395852, -118.262920775)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523575482,12/31/2019 09:09:00 PM,01/02/2020 01:11:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:11:00 PM,Y,N,"2324 S TRINITY ST, 90011",2324,S,TRINITY,ST,90011,34.02418742,-118.2621532,"(34.0241874218, -118.262153174)",674,E,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523576213,12/31/2019 09:06:00 PM,01/06/2020 10:27:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,CRCD,01/06/2020 10:26:00 AM,01/06/2020 10:27:00 AM,Y,N,"2101 S SAN PEDRO ST, 90011",2101,S,SAN PEDRO,ST,90011,34.02582077,-118.2588751,"(34.0258207717, -118.258875086)",634,E,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523574716,12/31/2019 09:03:00 PM,01/22/2020 10:21:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,GAPBH,01/17/2020 12:00:00 AM,01/22/2020 10:21:00 AM,Y,N,"GRIFFITH AVE AT 18TH ST, 90021",,,,,90021,34.02665634,-118.2527926,"(34.0266563365, -118.252792603)",634,F,7,South Los Angeles APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,702,1220,7,9,76
1-1523574674,12/31/2019 09:02:00 PM,01/22/2020 10:19:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,GAPBH,01/17/2020 12:00:00 AM,01/22/2020 10:19:00 AM,Y,N,"SAN PEDRO ST AT 18TH ST, 90015",,,,,90015,34.02854893,-118.2568687,"(34.02854893, -118.256868667)",634,E,7,South Los Angeles APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23076,702,1220,7,9,76
1-1523575421,12/31/2019 09:00:00 PM,01/02/2020 01:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:00:00 PM,Y,N,"22ND ST AT SAN PEDRO ST, 90011",,,,,90011,34.0248869,-118.2592285,"(34.0248869014, -118.259228509)",634,E,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523571181,12/31/2019 09:00:00 PM,01/02/2020 01:04:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:04:00 PM,Y,N,"21ST ST AT SAN PEDRO ST, 90011",,,,,90011,34.02586989,-118.2586023,"(34.0258698917, -118.258602335)",634,E,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,704,815,7,13,6
1-1523571943,12/31/2019 08:57:00 PM,01/02/2020 03:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 03:45:00 PM,01/02/2020 03:45:00 PM,Y,N,"SAN PEDRO ST AT JEFFERSON BLVD, 90011",,,,,90011,34.0153627,-118.2652944,"(34.0153626962, -118.265294396)",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,714,965,7,13,6
1-1523575311,12/31/2019 08:57:00 PM,01/02/2020 03:56:00 PM,SR Created,ITA,Other,Cancelled,Mobile App,Self Service,iOS,N,,,01/02/2020 03:56:00 PM,Y,N,"15403 W SHERMAN WAY, 91406",15403,W,SHERMAN,WAY,91406,34.2014525219,-118.46882664,"(34.2014525219, -118.46882664)",531,G,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,220,1323,,3,18
1-1523571925,12/31/2019 08:55:00 PM,01/03/2020 03:59:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 03:59:00 PM,Y,,"15403 W SHERMAN WAY, 91406",15403,W,SHERMAN,WAY,91406,34.2014525219,-118.46882664,"(34.2014525219, -118.46882664)",531,G,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,220,1323,,3,18
1-1523575271,12/31/2019 08:54:00 PM,01/02/2020 03:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 03:16:00 PM,01/02/2020 03:16:00 PM,Y,N,"MARTIN LUTHER KING, JR BLVD AT MAIN ST, 90011",,,,,90011,34.01112327,-118.2740458,"(34.0111232743, -118.274045763)",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,23668,736,978,7,13,
1-1523571891,12/31/2019 08:52:00 PM,01/02/2020 03:18:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 03:17:00 PM,01/02/2020 03:18:00 PM,Y,N,"43RD ST AT BROADWAY, 90037",,,,,90037,34.00559746,-118.2783904,"(34.0055974615, -118.278390406)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,736,655,7,13,
1-1523574501,12/31/2019 08:49:00 PM,01/07/2020 03:35:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/07/2020 12:00:00 AM,01/07/2020 03:35:00 PM,Y,N,"5211 N HIGHLAND VIEW AVE, 90041",5211,N,HIGHLAND VIEW,AVE,90041,34.1415964502,-118.209227481,"(34.1415964502, -118.209227481)",565,A,5,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,354,568,,9,60
1-1523571841,12/31/2019 08:48:00 PM,01/04/2020 02:24:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 02:24:00 PM,Y,,"3721 S MOTOR AVE, 90034",3721,S,MOTOR,AVE,90034,34.0220258539,-118.405505531,"(34.0220258539, -118.405505531)",672,F,1,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,880,786,9,6,74
1-1523568101,12/31/2019 08:47:00 PM,01/07/2020 03:29:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/07/2020 12:00:00 AM,01/07/2020 09:10:00 AM,Y,N,"11038 W CAMARILLO ST, 91602",11038,W,CAMARILLO,ST,91602,34.157440962,-118.371782124,"(34.157440962, -118.371782124)",563,A,3,South Valley APC,4,David Ryu,28,GREATER TOLUCA LAKE NC,NORTH HOLLYWOOD,8489,211,1334,,7,5
1-1523574411,12/31/2019 08:47:00 PM,01/02/2020 03:44:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CRCD,01/02/2020 12:00:00 AM,01/02/2020 03:44:00 PM,Y,N,"59TH ST AT BROADWAY, 90003",,,,,90003,33.9869131,-118.2783344,"(33.9869131041, -118.278334426)",674,C,6,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,785,993,7,13,46
1-1523574301,12/31/2019 08:41:00 PM,01/07/2020 08:26:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/07/2020 12:00:00 AM,01/07/2020 08:19:00 AM,Y,N,"3956 E SAN RAFAEL AVE, 90065",3956,E,SAN RAFAEL,AVE,90065,34.1042007403,-118.215608324,"(34.1042007403, -118.215608324)",595,A,3,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,NORTHEAST,24030,376,1290,13,11,92
1-1523574256,12/31/2019 08:40:00 PM,01/06/2020 02:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/02/2020 12:00:00 AM,01/06/2020 02:45:00 PM,Y,N,"1430 N HOBART BLVD, 90027",1430,N,HOBART,BLVD,90027,34.09764638,-118.3054965,"(34.0976463814, -118.305496504)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,16,8,58
1-1523571607,12/31/2019 08:39:00 PM,01/07/2020 07:34:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,Android,Y,HBT,01/02/2020 12:00:00 AM,01/07/2020 07:34:00 AM,Y,N,"1434 N HOBART BLVD, 90027",1434,N,HOBART,BLVD,90027,34.09716391,-118.3055438,"(34.0971639101, -118.305543828)",593,H,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,,8,58
1-1523571715,12/31/2019 08:39:00 PM,01/07/2020 01:48:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,HB,01/07/2020 12:00:00 AM,01/07/2020 01:48:00 PM,Y,,"25423 S FRAMPTON AVE, 90710",25423,S,FRAMPTON,AVE,90710,33.7931164524,-118.300071791,"(33.7931164524, -118.300071791)",794,A,4,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR,26327,949,1309,,15,29
1-1523571565,12/31/2019 08:38:00 PM,01/17/2020 02:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/15/2020 12:00:00 AM,01/17/2020 02:05:00 PM,Y,N,"1428 N HOBART BLVD, 90027",1428,N,HOBART,BLVD,90027,34.09753373,-118.305495,"(34.0975337305, -118.305494957)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,16,8,58
1-1523571686,12/31/2019 08:38:00 PM,01/06/2020 02:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/02/2020 02:46:00 PM,01/06/2020 02:47:00 PM,Y,N,"1431 N HOBART BLVD, 90027",1431,N,HOBART,BLVD,90027,34.09743867,-118.3059126,"(34.0974386684, -118.305912568)",593,H,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,,8,58
1-1523570874,12/31/2019 08:37:00 PM,01/04/2020 01:14:00 PM,SR Created,BOS,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,HB,01/09/2020 12:00:00 AM,01/04/2020 01:14:00 PM,Y,,"25434 S FRAMPTON AVE, 90710",25434,S,FRAMPTON,AVE,90710,33.7927787322,-118.299843413,"(33.7927787322, -118.299843413)",794,A,4,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR,26327,958,1288,,15,29
1-1523571524,12/31/2019 08:37:00 PM,01/17/2020 02:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/15/2020 12:00:00 AM,01/17/2020 02:55:00 PM,Y,N,"1438 N SERRANO AVE, 90027",1438,N,SERRANO,AVE,90027,34.09773834,-118.3069544,"(34.0977383414, -118.306954378)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,16,8,58
1-1523567991,12/31/2019 08:36:00 PM,01/17/2020 02:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/15/2020 12:00:00 AM,01/17/2020 02:15:00 PM,Y,N,"1430 N SERRANO AVE, 90027",1430,N,SERRANO,AVE,90027,34.09755462,-118.3069536,"(34.0975546217, -118.306953584)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,428,456,16,8,58
1-1523570862,12/31/2019 08:35:00 PM,01/21/2020 01:30:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,WV,01/06/2020 12:00:00 AM,01/21/2020 09:05:00 AM,Y,,"5550 N WINNETKA AVE, 91364",5550,N,WINNETKA,AVE,91364,34.1714255598,-118.570737398,"(34.1714255598, -118.570737398)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,311,1492,6,4,49
1-1523574201,12/31/2019 08:34:00 PM,01/02/2020 01:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:55:00 PM,Y,N,"4176 S VERMONT AVE, 90037",4176,S,VERMONT,AVE,90037,34.00754151,-118.2914191,"(34.0075415117, -118.291419086)",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,977,7,13,2
1-1523570821,12/31/2019 08:33:00 PM,01/21/2020 09:41:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,WV,01/06/2020 12:00:00 AM,01/21/2020 09:10:00 AM,Y,,"5550 N WINNETKA AVE, 91364",5550,N,WINNETKA,AVE,91364,34.1714255598,-118.570737398,"(34.1714255598, -118.570737398)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,311,1492,6,4,49
1-1523565161,12/31/2019 08:33:00 PM,01/03/2020 08:53:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 08:53:00 AM,Y,N,"1441 W 81ST ST, 90047",1441,W,81ST,ST,90047,33.9655899207,-118.301712533,"(33.9655899207, -118.301712533)",703,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,781,1242,7,14,20
1-1523565141,12/31/2019 08:32:00 PM,01/03/2020 03:25:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:25:00 PM,Y,N,"1441 W 81ST ST, 90047",1441,W,81ST,ST,90047,33.9655899207,-118.301712533,"(33.9655899207, -118.301712533)",703,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,781,1242,7,14,20
1-1523565101,12/31/2019 08:31:00 PM,01/02/2020 01:53:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:53:00 PM,Y,N,"4215 S VERMONT AVE, 90037",4215,S,VERMONT,AVE,90037,34.00681484,-118.2917878,"(34.0068148437, -118.291787819)",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,733,1153,7,13,2
1-1523567911,12/31/2019 08:30:00 PM,01/06/2020 10:35:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/03/2020 10:34:00 AM,01/06/2020 10:35:00 AM,Y,N,"950 W 42ND PL, 90037",950,W,42ND,PL,90037,34.00628293,-118.2902863,"(34.0062829305, -118.290286258)",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,865,7,13,2
1-1523570761,12/31/2019 08:29:32 PM,07/01/2020 12:03:01 PM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,Self Service,,N,NC,01/06/2020 12:00:00 AM,07/01/2020 11:15:03 AM,Y,N,"OAKWOOD AVE AT NEW HAMPSHIRE AVE, 90004",,,,,90004,34.0776730133,-118.293274337,"(34.0776730133, -118.293274337)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,454,455,16,8,89
1-1523571461,12/31/2019 08:29:00 PM,01/02/2020 01:49:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:49:00 PM,Y,N,"861 W 42ND PL, 90037",861,W,42ND,PL,90037,34.0065089,-118.2894983,"(34.0065089002, -118.289498254)",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,865,7,13,2
1-1523571491,12/31/2019 08:29:00 PM,01/02/2020 01:47:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/02/2020 12:00:00 AM,01/02/2020 01:47:00 PM,Y,N,"847 W 42ND PL, 90037",847,W,42ND,PL,90037,34.00651433,-118.2890398,"(34.00651433, -118.289039846)",674,B,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,865,7,13,2
1-1523565051,12/31/2019 08:28:00 PM,01/02/2020 02:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CRCD,01/02/2020 12:00:00 AM,01/02/2020 02:00:00 PM,Y,N,"839 W 42ND PL, 90037",839,W,42ND,PL,90037,34.00651742,-118.2887099,"(34.006517415, -118.288709906)",674,B,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,865,7,13,2
1-1523570711,12/31/2019 08:26:00 PM,01/03/2020 02:51:00 PM,SR Created,BOS,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 12:13:00 PM,Y,,"8102 N WISNER AVE, 91402",8102,N,WISNER,AVE,91402,34.2180707595,-118.462612602,"(34.2180707595, -118.462612602)",531,H,2,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION,19730,141,424,,3,59
1-1523567851,12/31/2019 08:25:00 PM,01/03/2020 09:43:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 09:32:00 AM,Y,N,"14835 W SHERMAN WAY, 91405",14835,W,SHERMAN,WAY,91405,34.2013900792,-118.456502312,"(34.2013900792, -118.456502312)",531,J,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,219,1324,,3,18
1-1523567771,12/31/2019 08:15:00 PM,01/02/2020 11:05:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 11:05:00 AM,Y,N,"7518 S SAN PEDRO ST, 90003",7518,S,SAN PEDRO,ST,90003,33.9715264293,-118.269398847,"(33.9715264293, -118.269398847)",704,D,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22352,790,998,7,13,46
1-1523570515,12/31/2019 08:07:00 PM,02/22/2020 07:11:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,GAP,02/19/2020 07:10:00 AM,02/22/2020 07:11:00 AM,Y,N,"5355 W SUNSET BLVD, 90027",5355,W,SUNSET,BLVD,90027,34.09828664,-118.3069615,"(34.0982866361, -118.306961469)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,421,555,16,8,58
1-1523564891,12/31/2019 08:05:00 PM,01/02/2020 02:11:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,CCAC,01/02/2020 02:10:00 PM,01/02/2020 02:11:00 PM,Y,N,"600 N CORONADO ST, 90026",600,N,CORONADO,ST,90026,34.07510468,-118.2715464,"(34.0751046808, -118.271546381)",634,C,1,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,470,789,,8,90
1-1523571270,12/31/2019 08:05:00 PM,01/06/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,Android,Y,HBT,01/02/2020 12:00:00 AM,01/06/2020 02:40:00 PM,Y,N,"5355 W SUNSET BLVD, 90027",5355,W,SUNSET,BLVD,90027,34.09828664,-118.3069615,"(34.0982866361, -118.306961469)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,421,555,16,8,58
1-1523571241,12/31/2019 08:04:00 PM,01/06/2020 02:42:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/06/2020 02:41:00 PM,01/06/2020 02:42:00 PM,Y,N,"5401 W SUNSET BLVD, 90027",5401,W,SUNSET,BLVD,90027,34.0982675,-118.3072898,"(34.0982675, -118.307289821)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,420,555,16,8,58
1-1523570481,12/31/2019 08:02:00 PM,01/06/2020 02:37:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,HBT,01/02/2020 12:00:00 AM,01/06/2020 02:37:00 PM,Y,N,"5317 W SUNSET BLVD, 90027",5317,W,SUNSET,BLVD,90027,34.09836095,-118.3062821,"(34.0983609546, -118.306282072)",593,H,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23445,421,555,16,8,58
