SRNumber,CreatedDate,RequestType,RequestSource,Address,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870374151,12/30/2017 08:43:00 PM,Bulky Items,Self Service,"6137 W 5TH ST, 90048",5TH,ST,90048,34.06762511,-118.3626885,"(34.0676251109, -118.362688549)",633,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,630,1097,,6,26
1-870367761,12/30/2017 08:34:00 PM,Bulky Items,Self Service,"11825 W LAURELWOOD DR, 91604",LAURELWOOD,DR,91604,34.14082138,-118.3901143,"(34.1408213774, -118.390114274)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,351,1353,,5,84
1-870369651,12/30/2017 08:30:00 PM,Bulky Items,Call,"1565 W 206TH ST, 90501",206TH,ST,90501,33.84392089,-118.3061368,"(33.8439208861, -118.306136755)",763,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,944,825,,15,55
1-870369451,12/30/2017 08:20:00 PM,Bulky Items,Self Service,"1136 S ALVARADO ST, 90006",ALVARADO,ST,90006,34.04921017,-118.2812695,"(34.0492101692, -118.281269472)",634,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,RAMPART,22723,574,908,,11,8
1-870370332,12/30/2017 08:20:00 PM,Bulky Items,Mobile App,"3144 W PERLITA AVE, 90039",PERLITA,AVE,90039,34.11238302,-118.2511377,"(34.1123830156, -118.251137652)",594,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST,23670,392,583,,8,42
1-870370328,12/30/2017 08:20:00 PM,Bulky Items,Mobile App,"3144 W PERLITA AVE, 90039",PERLITA,AVE,90039,34.11238302,-118.2511377,"(34.1123830156, -118.251137652)",594,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST,23670,392,583,,8,42
1-870368041,12/30/2017 08:13:00 PM,Bulky Items,Self Service,"3751 S CANFIELD AVE, 90034",CANFIELD,AVE,90034,34.02682572,-118.3951725,"(34.0268257214, -118.395172461)",632,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,885,688,,6,74
1-870362705,12/30/2017 07:51:00 PM,Bulky Items,Mobile App,"8719 N ORION AVE, 91343",ORION,AVE,91343,34.22885651,-118.472224,"(34.2288565083, -118.472223962)",531,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION,18914,123,420,,3,73
1-870361654,12/30/2017 07:48:00 PM,Bulky Items,Mobile App,"314 S CATALINA ST, 90020",CATALINA,ST,90020,34.06847917,-118.2952963,"(34.0684791742, -118.295296306)",634,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,596,1294,,12,89
1-870361472,12/30/2017 07:40:00 PM,Bulky Items,Mobile App,"1440 W PLAZA DEL AMO, 90501",PLAZA DEL AMO,,90501,33.82116248,-118.3032256,"(33.8211624803, -118.303225644)",793,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-870361411,12/30/2017 07:40:00 PM,Bulky Items,Mobile App,"233 S LAKE ST, 90057",LAKE,ST,90057,34.06547909,-118.2726142,"(34.0654790918, -118.27261415)",634,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,24352,554,518,,8,67
1-870363259,12/30/2017 07:34:00 PM,Bulky Items,Mobile App,"1416 W 227TH ST, 90501",227TH,ST,90501,33.82004091,-118.3021597,"(33.8200409139, -118.302159723)",793,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-870361291,12/30/2017 07:34:00 PM,Bulky Items,Call,"13226 W MORRISON ST, 91423",MORRISON,ST,91423,34.16017083,-118.4211789,"(34.1601708275, -118.421178919)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,203,689,,7,83
1-870362217,12/30/2017 07:31:00 PM,Bulky Items,Mobile App,"1432 W 227TH ST, 90501",227TH,ST,90501,33.82003333,-118.3027041,"(33.8200333276, -118.302704129)",793,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-870360250,12/30/2017 07:25:00 PM,Bulky Items,Mobile App,"1444 W 227TH ST, 90501",227TH,ST,90501,33.81994095,-118.3031944,"(33.8199409451, -118.3031944)",793,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-870360271,12/30/2017 07:24:00 PM,Bulky Items,Call,"735 S THAYER AVE, 90024",THAYER,AVE,90024,34.06781573,-118.4356197,"(34.0678157286, -118.435619679)",632,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,846,765,9,6,72
1-870358471,12/30/2017 07:14:00 PM,Bulky Items,Call,"718 W 140TH ST, 90247",140TH,ST,90247,33.90447804,-118.2878981,"(33.9044780417, -118.287898124)",734,Harbor APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,24684,940,1243,7,15,53
1-870358312,12/30/2017 07:13:00 PM,Bulky Items,Mobile App,"2613 S SEPULVEDA BLVD, 90064",SEPULVEDA,BLVD,90064,34.0324877,-118.4324757,"(34.0324876989, -118.432475725)",632,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,888,814,9,6,75
1-870356701,12/30/2017 07:11:00 PM,Bulky Items,Call,"517 N WINDSOR BLVD, 90004",WINDSOR,BLVD,90004,34.07947093,-118.3197989,"(34.0794709314, -118.319798879)",593,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22721,449,1308,,7,86
1-870356604,12/30/2017 07:10:00 PM,Bulky Items,Mobile App,"4343 S 8TH AVE, 90008",8TH,AVE,90008,34.00425517,-118.3260011,"(34.0042551709, -118.326001095)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1020,7,12,54
1-870355791,12/30/2017 06:56:00 PM,Bulky Items,Call,"6833 W GREELEY ST, 91042",GREELEY,ST,91042,34.24871858,-118.2805622,"(34.2487185844, -118.280562169)",504,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,4,538,,1,7
1-870356174,12/30/2017 06:50:00 PM,Bulky Items,Mobile App,"1564 N TOWER GROVE DR, 90210",TOWER GROVE,DR,90210,34.09903174,-118.4259265,"(34.0990317433, -118.42592649)",592,West Los Angeles APC,5,Paul Koretz,64,BEL AIR-BEVERLY CREST NC,WEST LOS ANGELES,24346,826,724,,6,81
1-870356181,12/30/2017 06:49:00 PM,Bulky Items,Mobile App,"3434 W 1ST ST, 90004",1ST,ST,90004,34.07332762,-118.2881576,"(34.0733276175, -118.288157566)",634,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC,22721,580,885,16,8,80
1-870356081,12/30/2017 06:48:00 PM,Bulky Items,Call,"VALERIO ST AT HAZELTINE AVE, 91405",,,91405,34.20481324,-118.4400365,"(34.204813242, -118.440036454)",532,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,215,458,,5,18
1-870350736,12/30/2017 06:46:00 PM,Bulky Items,Mobile App,"100 E SOUTH VENICE BLVD, 90291",SOUTH VENICE,BLVD,90291,33.98452561,-118.4693619,"(33.9845256084, -118.469361943)",671,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,913,1233,10,10,30
1-870352481,12/30/2017 06:42:00 PM,Bulky Items,Call,"10459 N VANALDEN AVE, 91326",VANALDEN,AVE,91326,34.26084828,-118.5495845,"(34.2608482808, -118.549584521)",500,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18905,80,524,,2,77
1-870355811,12/30/2017 06:34:00 PM,Bulky Items,Call,"10459 N VANALDEN AVE, 91326",VANALDEN,AVE,91326,34.26054748,-118.5493575,"(34.2605474777, -118.549357506)",500,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18905,80,524,,2,77
1-870346731,12/30/2017 06:32:00 PM,Bulky Items,Call,"12701 W MILBANK ST, 91604",MILBANK,ST,91604,34.15336124,-118.4095902,"(34.15336124, -118.40959016)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,345,966,,5,84
1-870355111,12/30/2017 06:24:00 PM,Bulky Items,Mobile App,"2525 S 7TH AVE, 90018",7TH,AVE,90018,34.03344391,-118.3250198,"(34.0334439078, -118.325019772)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,659,903,7,12,19
1-870344676,12/30/2017 06:19:00 PM,Bulky Items,Mobile App,"4135 S BRONSON AVE, 90008",BRONSON,AVE,90008,34.00900269,-118.3334027,"(34.0090026948, -118.333402744)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1021,7,12,54
1-870347412,12/30/2017 06:16:00 PM,Bulky Items,Mobile App,"608 E SANTA CLARA AVE, 90291",SANTA CLARA,AVE,90291,33.99249675,-118.4661983,"(33.9924967544, -118.466198289)",671,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,906,850,10,10,30
1-870344431,12/30/2017 06:12:00 PM,Bulky Items,Call,"228 E 51ST ST, 90011",51ST,ST,90011,33.99638021,-118.2707685,"(33.9963802096, -118.270768507)",674,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,22727,724,895,7,13,
1-870344144,12/30/2017 06:02:00 PM,Bulky Items,Mobile App,"10388 N KEWEN AVE, 91331",KEWEN,AVE,91331,34.25928115,-118.4237766,"(34.2592811537, -118.423776564)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,30,409,,1,11
1-870346009,12/30/2017 06:00:00 PM,Bulky Items,Mobile App,"149 N ALEXANDRIA AVE, 90004",ALEXANDRIA,AVE,90004,34.07421358,-118.2985895,"(34.0742135823, -118.298589517)",633,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,581,936,,8,89
1-870340271,12/30/2017 05:55:00 PM,Bulky Items,Self Service,"6252 W 77TH ST, 90045",77TH,ST,90045,33.97051488,-118.3942298,"(33.9705148781, -118.394229757)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,925,1062,10,10,16
1-870342091,12/30/2017 05:49:00 PM,Bulky Items,Self Service,"5143 N BAKMAN AVE, 91601",BAKMAN,AVE,91601,34.1641914,-118.3776218,"(34.1641914008, -118.377621751)",562,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,210,322,,5,13
1-870339151,12/30/2017 05:40:00 PM,Bulky Items,Self Service,"17451 W ENADIA WAY, 91406",ENADIA,WAY,91406,34.20015738,-118.5136279,"(34.2001573768, -118.513627906)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,1091,,3,61
1-870337171,12/30/2017 05:36:00 PM,Bulky Items,Call,"17012 W BASSETT ST, 91406",BASSETT,ST,91406,34.19550179,-118.5038651,"(34.1955017943, -118.503865065)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-870338189,12/30/2017 05:33:00 PM,Bulky Items,Mobile App,"10334 N LAUREL CANYON BLVD, 91331",LAUREL CANYON,BLVD,91331,34.25813462,-118.4313327,"(34.2581346161, -118.431332711)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,28,408,,1,11
1-870334714,12/30/2017 05:31:00 PM,Bulky Items,Mobile App,"9901 N VARIEL AVE, 91311",VARIEL,AVE,91311,34.25027,-118.5931018,"(34.2502700018, -118.593101789)",500,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,99,233,,2,43
1-870336971,12/30/2017 05:30:00 PM,Bulky Items,Mobile App,"10215 N VARIEL AVE, 91311",VARIEL,AVE,91311,34.25571674,-118.5931205,"(34.2557167421, -118.593120529)",500,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,99,1256,,2,43
1-870335551,12/30/2017 05:26:00 PM,Bulky Items,Self Service,"4758 N SUNNYSLOPE AVE, 91423",SUNNYSLOPE,AVE,91423,34.15731219,-118.4267783,"(34.1573121937, -118.426778344)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,202,964,,7,83
1-870337831,12/30/2017 05:21:00 PM,Bulky Items,Call,"17818 W SATICOY ST, 91335",SATICOY,ST,91335,34.2082416,-118.5214267,"(34.2082415969, -118.521426657)",531,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,258,914,,4,12
1-870337931,12/30/2017 05:21:00 PM,Bulky Items,Call,"5045 N FAIR AVE, 91601",FAIR,AVE,91601,34.16204313,-118.3748239,"(34.1620431265, -118.374823928)",562,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,210,1333,,5,13
1-870332661,12/30/2017 05:20:00 PM,Bulky Items,Self Service,"22909 W BALTAR ST, 91304",BALTAR,ST,91304,34.21636054,-118.6259912,"(34.2163605432, -118.62599116)",529,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA,4279,277,258,,2,44
1-870331696,12/30/2017 05:20:00 PM,Bulky Items,Mobile App,"8550 W WENTWORTH ST, 91040",WENTWORTH,ST,91040,34.26675832,-118.3197547,"(34.2667583167, -118.319754712)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,13,531,,1,7
1-870332540,12/30/2017 05:19:00 PM,Bulky Items,Mobile App,"10865 N SUTTER AVE, 91331",SUTTER,AVE,91331,34.26751825,-118.4225564,"(34.2675182478, -118.422556429)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,24,1376,,1,11
1-870334161,12/30/2017 05:16:00 PM,Bulky Items,Call,"1129 W CAPITOL DR, 90732",CAPITOL,DR,90732,33.75670953,-118.3025725,"(33.756709532, -118.302572466)",824,Harbor APC,15,Joe Buscaino,94,NORTHWEST SAN PEDRO NC,HARBOR,3343,971,1302,,15,25
1-870331441,12/30/2017 05:13:00 PM,Bulky Items,Mobile App,"4541 N FULTON AVE, 91423",FULTON,AVE,91423,34.15329741,-118.4227517,"(34.1532974054, -118.422751727)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,331,1341,,7,83
1-870330496,12/30/2017 05:11:00 PM,Bulky Items,Mobile App,"18550 W VINCENNES ST, 91324",VINCENNES,ST,91324,34.24077213,-118.5377744,"(34.2407721279, -118.537774408)",500,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18513,107,939,,2,77
1-870330501,12/30/2017 05:10:00 PM,Bulky Items,Self Service,"1548 S 6TH AVE, 90019",6TH,AVE,90019,34.04398193,-118.3235671,"(34.0439819273, -118.323567051)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23080,649,899,,12,19
1-870330171,12/30/2017 05:05:00 PM,Bulky Items,Call,"14816 W BLEDSOE ST, 91342",BLEDSOE,ST,91342,34.31420356,-118.4552205,"(34.3142035596, -118.455220488)",481,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-870329941,12/30/2017 05:02:00 PM,Bulky Items,Call,"634 N HARVARD BLVD, 90004",HARVARD,BLVD,90004,34.08233757,-118.304525,"(34.0823375673, -118.304525045)",593,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,452,932,,8,89
1-870323711,12/30/2017 04:56:00 PM,Bulky Items,Mobile App,"1139 N EL PASO DR, 90065",EL PASO,DR,90065,34.11734541,-118.2169497,"(34.1173454083, -118.216949742)",594,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,NORTHEAST,23673,385,1432,13,11,92
1-870323490,12/30/2017 04:55:00 PM,Bulky Items,Mobile App,"2887 W 15TH ST, 90006",15TH,ST,90006,34.04548386,-118.3057725,"(34.0454838565, -118.305772485)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,675,897,,12,19
1-870325061,12/30/2017 04:55:00 PM,Bulky Items,Call,"2808 E MICHIGAN AVE, 90033",MICHIGAN,AVE,90033,34.04276462,-118.2035432,"(34.0427646249, -118.203543164)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,519,945,,9,38
1-870325391,12/30/2017 04:55:00 PM,Bulky Items,Self Service,"11939 W JEFFERSON BLVD, 90230",JEFFERSON,BLVD,90230,33.98434283,-118.4047761,"(33.9843428267, -118.404776116)",672,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,924,1139,10,10,85
1-870323442,12/30/2017 04:55:00 PM,Bulky Items,Mobile App,"2887 W 15TH ST, 90006",15TH,ST,90006,34.04548386,-118.3057725,"(34.0454838565, -118.305772485)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,675,897,,12,19
1-870325051,12/30/2017 04:55:00 PM,Bulky Items,Call,"7320 S HOOVER ST, 90044",HOOVER,ST,90044,33.97305116,-118.286962,"(33.9730511553, -118.286962033)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET,23675,775,756,7,14,
1-870323361,12/30/2017 04:53:00 PM,Bulky Items,Call,"7320 S HOOVER ST, 90044",HOOVER,ST,90044,33.97305116,-118.286962,"(33.9730511553, -118.286962033)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET,23675,775,756,7,14,
1-870323161,12/30/2017 04:52:00 PM,Bulky Items,Call,"2808 E MICHIGAN AVE, 90033",MICHIGAN,AVE,90033,34.04291562,-118.2038011,"(34.0429156222, -118.203801077)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,519,945,,9,38
1-870323106,12/30/2017 04:52:00 PM,Bulky Items,Mobile App,"4929 S CIMARRON ST, 90062",CIMARRON,ST,90062,33.99809248,-118.3162086,"(33.998092475, -118.316208599)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,24027,742,1043,7,14,35
1-870322944,12/30/2017 04:50:00 PM,Bulky Items,Mobile App,"2966 W 12TH ST, 90006",12TH,ST,90006,34.04885156,-118.3048329,"(34.048851555, -118.304832893)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,OLYMPIC,22723,618,1357,,12,52
1-870323032,12/30/2017 04:50:00 PM,Bulky Items,Mobile App,"833 N NORMANDIE AVE, 90029",NORMANDIE,AVE,90029,34.0858779,-118.3006776,"(34.0858779007, -118.300677574)",593,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23447,439,929,,8,58
1-870321341,12/30/2017 04:46:00 PM,Bulky Items,Mobile App,"20460 W ELKWOOD ST, 91306",ELKWOOD,ST,91306,34.21211916,-118.5792366,"(34.2121191565, -118.579236592)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,275,1544,,4,66
1-870317501,12/30/2017 04:43:00 PM,Bulky Items,Self Service,"5948 N COLFAX AVE, 91601",COLFAX,AVE,91601,34.17900254,-118.3876508,"(34.1790025362, -118.387650799)",532,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,192,520,,5,13
1-870315681,12/30/2017 04:41:00 PM,Bulky Items,Call,"149 E 93RD ST, 90003",93RD,ST,90003,33.95202215,-118.2722033,"(33.9520221545, -118.272203268)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,800,1172,7,14,45
1-870321051,12/30/2017 04:41:00 PM,Bulky Items,Self Service,"1532 S 6TH AVE, 90019",6TH,AVE,90019,34.04448783,-118.3235691,"(34.0444878324, -118.323569106)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23080,649,899,,12,19
1-870317101,12/30/2017 04:40:00 PM,Bulky Items,Self Service,"9244 N VALJEAN AVE, 91343",VALJEAN,AVE,91343,34.23873543,-118.4871257,"(34.2387354334, -118.487125744)",501,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,118,256,,2,88
1-870315531,12/30/2017 04:38:00 PM,Bulky Items,Call,"5266 N CORTEEN PL, 91607",CORTEEN,PL,91607,34.16669657,-118.4018997,"(34.166696572, -118.401899699)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,205,637,17,5,39
1-870316661,12/30/2017 04:37:00 PM,Bulky Items,Self Service,"6020 E CRESTWOOD WAY, 90042",CRESTWOOD,WAY,90042,34.13069574,-118.1899592,"(34.1306957355, -118.189959171)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23673,364,572,,9,60
1-870316146,12/30/2017 04:35:00 PM,Bulky Items,Mobile App,"138 S UNION PL, 90026",UNION,PL,90026,34.06279505,-118.2647995,"(34.0627950488, -118.264799476)",634,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,23444,550,942,,8,67
1-870317811,12/30/2017 04:32:00 PM,Bulky Items,Call,"8630 W BURTON WAY, 90048",BURTON,WAY,90048,34.07195959,-118.3803535,"(34.0719595931, -118.380353501)",632,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,633,809,,6,26
1-870315001,12/30/2017 04:30:00 PM,Bulky Items,Driver Self Report,"20268 W KESWICK ST, 91306",KESWICK,ST,91306,34.20942862,-118.5746798,"(34.209428615, -118.574679846)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,275,1544,,4,66
1-870312651,12/30/2017 04:30:00 PM,Bulky Items,Call,"22955 W COVELLO ST, 91307",COVELLO,ST,91307,34.20745139,-118.6274748,"(34.2074513905, -118.627474815)",529,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA,4283,283,1470,,2,44
1-870312431,12/30/2017 04:28:00 PM,Bulky Items,Call,"6039 N CRANER AVE, 91606",CRANER,AVE,91606,34.18046046,-118.3694371,"(34.1804604613, -118.369437146)",533,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8889,173,487,,5,13
1-870309735,12/30/2017 04:28:00 PM,Bulky Items,Mobile App,"762 N EL CENTRO AVE, 90038",EL CENTRO,AVE,90038,34.08492557,-118.3243393,"(34.0849255718, -118.324339286)",593,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD,23669,443,447,,8,57
1-870312151,12/30/2017 04:26:00 PM,Bulky Items,Self Service,"2146 N ALLESANDRO ST, 90039",ALLESANDRO,ST,90039,34.09291788,-118.2558591,"(34.0929178751, -118.255859074)",594,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST,23670,480,1427,,8,31
1-870310611,12/30/2017 04:26:00 PM,Bulky Items,Driver Self Report,"20430 W KESWICK ST, 91306",KESWICK,ST,91306,34.20954448,-118.5786102,"(34.2095444815, -118.578610223)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,275,1544,,4,66
1-870310391,12/30/2017 04:24:00 PM,Bulky Items,Driver Self Report,"20519 COHASSET ST, 91306",COHASSET,ST,91306,34.20720949,-118.5781104,"(34.2072094854, -118.578110441)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,289,423,,4,66
1-870310891,12/30/2017 04:24:00 PM,Bulky Items,Self Service,"20602 W GRESHAM ST, 91306",GRESHAM,ST,91306,34.23047809,-118.5820942,"(34.2304780897, -118.582094212)",530,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE,4282,102,1542,,4,66
1-870311801,12/30/2017 04:24:00 PM,Bulky Items,Call,"320 S ALEXANDRIA AVE, 90020",ALEXANDRIA,AVE,90020,34.06827216,-118.2977906,"(34.0682721567, -118.29779058)",633,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,594,1028,,12,89
1-870307591,12/30/2017 04:22:00 PM,Bulky Items,Driver Self Report,"20396 W COHASSET ST, 91306",COHASSET,ST,91306,34.20700766,-118.5775368,"(34.2070076592, -118.577536808)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,289,423,,4,66
1-870310007,12/30/2017 04:21:00 PM,Bulky Items,Mobile App,"6236 N LANGDON AVE, 91411",LANGDON,AVE,91411,34.18410222,-118.4682969,"(34.184102224, -118.468296941)",531,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,227,560,,3,18
1-870304512,12/30/2017 04:20:00 PM,Bulky Items,Mobile App,"5332 W RUSSELL AVE, 90027",RUSSELL,AVE,90027,34.10408136,-118.3062892,"(34.10408136, -118.306289207)",593,Central APC,13,Mitch O'Farrell,36,LOS FELIZ NC,HOLLYWOOD,23445,419,881,16,8,3
1-870307421,12/30/2017 04:20:00 PM,Bulky Items,Self Service,"6826 1/2 W LELAND WAY, 90028",LELAND,WAY,90028,34.09683372,-118.3396403,"(34.0968337213, -118.33964027)",593,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD,23446,414,974,,7,34
1-870305761,12/30/2017 04:19:00 PM,Bulky Items,Driver Self Report,"20267 W GIFFORD ST, 91306",GIFFORD,ST,91306,34.20514762,-118.574773,"(34.2051476201, -118.57477296)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,290,281,,4,66
1-870304711,12/30/2017 04:17:00 PM,Bulky Items,Self Service,"23813 W SYLVAN ST, 91367",SYLVAN,ST,91367,34.18454862,-118.6451338,"(34.1845486167, -118.645133763)",529,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,302,1478,,4,49
