SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-411028151,12/31/2016 05:22:00 PM,01/05/2017 07:58:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/05/2017 07:58:00 AM,Y,N,"4326 N LATONA AVE, 90031",4326,N,LATONA,AVE,90031,34.09122146,-118.2010274,"(34.0912214622, -118.201027407)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK,23448,490,606,,11,92
1-411025491,12/31/2016 05:17:00 PM,01/07/2017 07:52:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/07/2017 12:00:00 AM,01/07/2017 07:52:00 AM,Y,N,"23034 W ENADIA WAY, 91307",23034,W,ENADIA,WAY,91307,34.19957117,-118.6291693,"(34.1995711667, -118.629169321)",529,G,5,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA,4283,283,1470,,2,44
1-411026422,12/31/2016 05:08:00 PM,01/03/2017 12:49:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WV,01/03/2017 12:00:00 AM,01/03/2017 12:49:00 PM,Y,,"7419 N RESEDA BLVD, 91335",7419,N,RESEDA,BLVD,91335,34.20535405,-118.5362913,"(34.2053540517, -118.536291321)",530,J,4,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,250,278,,4,12
1-411027791,12/31/2016 05:05:00 PM,01/03/2017 08:44:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 08:44:00 AM,Y,N,"2934 S KENWOOD AVE, 90007",2934,S,KENWOOD,AVE,90007,34.02811502,-118.2990398,"(34.0281150239, -118.29903984)",633,J,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,22724,688,910,7,14,32
1-411025181,12/31/2016 05:00:00 PM,01/04/2017 11:44:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 11:44:00 AM,Y,N,"19408 W CALVERT ST, 91335",19408,W,CALVERT,ST,91335,34.18250057,-118.5561478,"(34.1825005727, -118.556147799)",530,F,7,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,18909,292,313,,4,10
1-411027511,12/31/2016 04:58:00 PM,01/04/2017 09:21:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 09:21:00 AM,Y,N,"19408 W CALVERT ST, 91335",19408,W,CALVERT,ST,91335,34.18250057,-118.5561478,"(34.1825005727, -118.556147799)",530,F,7,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,18909,292,313,,4,10
1-411026001,12/31/2016 04:49:00 PM,01/06/2017 12:18:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/06/2017 12:00:00 AM,01/06/2017 12:18:00 PM,Y,,"6731 N WILBUR AVE, 91335",6731,N,WILBUR,AVE,91335,34.19276994,-118.5450545,"(34.1927699431, -118.545054454)",530,H,6,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,266,309,,4,12
1-411024721,12/31/2016 04:47:00 PM,01/05/2017 08:55:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:55:00 AM,Y,N,"18429 W PRAIRIE ST, 91325",18429,W,PRAIRIE,ST,91325,34.23921833,-118.5349416,"(34.2392183269, -118.534941643)",500,J,6,North Valley APC,12,Mitchell Englander,120,NORTHRIDGE EAST,DEVONSHIRE,18514,107,939,,2,87
1-411023081,12/31/2016 04:44:00 PM,01/07/2017 01:47:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 01:47:00 PM,Y,N,"14828 W CHATSWORTH DR, 91345",14828,W,CHATSWORTH,DR,91345,34.26856536,-118.4557288,"(34.2685653568, -118.455728752)",501,J,2,North Valley APC,7,Vacant,101,MISSION HILLS NC,MISSION,19330,70,380,,1,4
1-411016481,12/31/2016 04:28:00 PM,01/04/2017 11:53:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 11:53:00 AM,Y,N,"10750 N MELVIN AVE, 91326",10750,N,MELVIN,AVE,91326,34.26611177,-118.5599285,"(34.2661117732, -118.559928545)",500,F,3,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18905,87,225,,2,77
1-411017831,12/31/2016 04:28:00 PM,12/31/2016 04:29:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:29:00 PM,Y,N,"14225 W SYLVAN ST, 91401",14225,W,SYLVAN,ST,91401,34.18478312,-118.4431022,"(34.184783119, -118.443102203)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-411016811,12/31/2016 04:26:00 PM,12/31/2016 04:30:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:30:00 PM,Y,N,"14233 W SYLVAN ST, 91401",14233,W,SYLVAN,ST,91401,34.18478382,-118.4433138,"(34.1847838222, -118.443313823)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-411021761,12/31/2016 04:25:00 PM,12/31/2016 04:31:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:31:00 PM,Y,N,"14223 W SYLVAN ST, 91401",14223,W,SYLVAN,ST,91401,34.18478456,-118.4429841,"(34.1847845625, -118.442984054)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-411013340,12/31/2016 04:21:00 PM,01/06/2017 01:15:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,NC,01/06/2017 12:00:00 AM,01/06/2017 01:15:00 PM,Y,,"620 N HELIOTROPE DR, 90004",620,N,HELIOTROPE,DR,90004,34.08145329,-118.2951711,"(34.0814532879, -118.295171074)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,453,507,16,8,89
1-411016571,12/31/2016 04:20:00 PM,12/31/2016 04:40:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:40:00 PM,Y,N,"14648 W SYLVAN ST, 91411",14648,W,SYLVAN,ST,91411,34.1844746,-118.4525737,"(34.1844745981, -118.452573682)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,240,1339,,3,18
1-411013261,12/31/2016 04:16:00 PM,01/10/2017 02:05:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/10/2017 12:00:00 AM,01/10/2017 02:05:00 PM,Y,N,"5329 N VANTAGE AVE, 91607",5329,N,VANTAGE,AVE,91607,34.16765379,-118.3983251,"(34.167653789, -118.398325056)",562,G,2,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,205,637,17,5,39
1-411014961,12/31/2016 04:14:00 PM,12/31/2016 04:15:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:15:00 PM,Y,N,"14655 W SYLVAN ST, 91411",14655,W,SYLVAN,ST,91411,34.18481219,-118.4528014,"(34.1848121943, -118.452801359)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,240,1339,,3,18
1-411014091,12/31/2016 04:14:00 PM,01/03/2017 10:14:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/03/2017 12:00:00 AM,01/03/2017 10:14:00 AM,Y,N,"8817 N DARBY AVE, 91325",8817,N,DARBY,AVE,91325,34.23127803,-118.5337518,"(34.2312780258, -118.533751844)",530,J,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18514,108,1539,,2,65
1-411014021,12/31/2016 04:14:00 PM,01/04/2017 08:14:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 08:14:00 AM,Y,N,"6212 E HILLANDALE DR, 90042",6212,E,HILLANDALE,DR,90042,34.12656109,-118.1837604,"(34.126561091, -118.183760422)",565,D,7,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,359,437,,9,93
1-411013881,12/31/2016 04:11:00 PM,01/05/2017 10:24:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/05/2017 12:00:00 AM,01/05/2017 10:24:00 AM,Y,N,"1818 W SANTA YNEZ ST, 90026",1818,W,SANTA YNEZ,ST,90026,34.07430983,-118.2624612,"(34.0743098254, -118.262461204)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,471,635,,8,31
1-411015601,12/31/2016 04:09:00 PM,12/31/2016 04:16:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:16:00 PM,Y,N,"14733 W SYLVAN ST, 91411",14733,W,SYLVAN,ST,91411,34.18480915,-118.4542728,"(34.1848091531, -118.454272828)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,1339,,3,18
1-411010481,12/31/2016 04:07:00 PM,12/31/2016 04:16:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:16:00 PM,Y,N,"14822 W SYLVAN ST, 91411",14822,W,SYLVAN,ST,91411,34.18446327,-118.4562586,"(34.1844632697, -118.45625861)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,1339,,3,18
1-411014591,12/31/2016 04:03:00 PM,12/31/2016 04:17:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:17:00 PM,Y,N,"14839 W SYLVAN ST, 91411",14839,W,SYLVAN,ST,91411,34.18480259,-118.4567426,"(34.1848025923, -118.456742604)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,1339,,3,18
1-411014511,12/31/2016 04:02:00 PM,12/31/2016 04:17:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,12/31/2016 04:17:00 PM,Y,N,"14839 W SYLVAN ST, 91411",14839,W,SYLVAN,ST,91411,34.18480259,-118.4567426,"(34.1848025923, -118.456742604)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,1339,,3,18
1-411011624,12/31/2016 03:58:00 PM,01/07/2017 11:39:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,NC,01/07/2017 12:00:00 AM,01/07/2017 11:39:00 AM,Y,,"1351 N ORANGE DR, 90028",1351,N,ORANGE,DR,90028,34.09572009,-118.3417353,"(34.0957200889, -118.341735298)",593,D,5,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD,23446,414,974,,7,34
1-411000401,12/31/2016 03:51:00 PM,01/04/2017 02:43:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/04/2017 12:00:00 AM,01/04/2017 02:43:00 PM,Y,N,"633 S BARRINGTON AVE, 90049",633,S,BARRINGTON,AVE,90049,34.05640025,-118.468055,"(34.0564002504, -118.468055007)",631,H,3,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,23680,841,755,9,10,
1-411001411,12/31/2016 03:50:00 PM,01/04/2017 11:43:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 11:43:00 AM,Y,N,"8463 S DE SOTO AVE, 91304",8463,S,DE SOTO,AVE,91304,34.22402314,-118.5889044,"(34.2240231369, -118.588904449)",530,C,2,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4279,94,1457,,4,37
1-410999401,12/31/2016 03:45:00 PM,01/04/2017 09:51:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,WV,01/04/2017 12:00:00 AM,01/04/2017 09:51:00 AM,Y,N,"10030 N OWENSMOUTH AVE, 91311",10030,N,OWENSMOUTH,AVE,91311,34.25284258,-118.6015787,"(34.2528425781, -118.601578729)",500,A,5,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,90,231,,2,43
1-411000141,12/31/2016 03:45:00 PM,01/03/2017 11:51:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,WV,01/03/2017 12:00:00 AM,01/03/2017 11:51:00 AM,Y,N,"6849 N BECKFORD AVE, 91335",6849,N,BECKFORD,AVE,91335,34.19523555,-118.551592,"(34.1952355503, -118.551591985)",530,G,6,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,265,310,,4,12
1-411000021,12/31/2016 03:43:00 PM,01/04/2017 08:55:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,01/04/2017 12:00:00 AM,01/04/2017 08:55:00 AM,Y,N,"1505 W COLORADO BLVD, 90041",1505,W,COLORADO,BLVD,90041,34.13942508,-118.1984705,"(34.1394250819, -118.198470513)",565,C,5,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,354,1438,30,9,60
1-410999201,12/31/2016 03:41:00 PM,01/03/2017 09:44:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/03/2017 12:00:00 AM,01/03/2017 09:44:00 AM,Y,N,"8039 N RESEDA BLVD, 91335",8039,N,RESEDA,BLVD,91335,34.21655505,-118.5363219,"(34.2165550505, -118.536321934)",530,J,3,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY,18909,249,274,,2,12
1-411002541,12/31/2016 03:39:00 PM,01/07/2017 09:57:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,NC,01/07/2017 12:00:00 AM,01/07/2017 09:57:00 AM,Y,N,"2005 N ARGYLE AVE, 90068",2005,N,ARGYLE,AVE,90068,34.10716656,-118.3254844,"(34.1071665617, -118.325484416)",593,F,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,405,371,,7,64
