SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-411049404,12/31/2016 10:08:00 PM,01/07/2017 01:18:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WLA,01/07/2017 12:00:00 AM,01/07/2017 01:18:00 PM,Y,,"10021 W TABOR ST, 90034",10021,W,TABOR,ST,90034,34.02725789,-118.4034523,"(34.0272578935, -118.403452251)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,884,1129,9,6,74
1-411055701,12/31/2016 10:07:00 PM,01/03/2017 12:55:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,WV,01/03/2017 12:00:00 AM,01/03/2017 12:55:00 PM,Y,N,"11305 N ENCINO AVE, 91344",11305,N,ENCINO,AVE,91344,34.27585978,-118.5154353,"(34.2758597772, -118.515435275)",501,B,1,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,78,1414,,2,79
1-411055631,12/31/2016 10:06:00 PM,01/03/2017 12:19:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 12:19:00 PM,Y,N,"3446 S HILLCREST DR, 90016",3446,S,HILLCREST,DR,90016,34.02411011,-118.3427708,"(34.0241101132, -118.342770827)",673,D,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,925,7,12,17
1-411055521,12/31/2016 10:02:00 PM,01/03/2017 10:32:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 10:32:00 AM,Y,N,"3721 W EXPOSITION BLVD, 90016",3721,W,EXPOSITION,BLVD,90016,34.0230916,-118.3371771,"(34.0230916033, -118.337177075)",673,E,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-411053901,12/31/2016 10:00:00 PM,01/04/2017 08:19:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 08:19:00 AM,Y,N,"1414 W 36TH PL, 90018",1414,W,36TH,PL,90018,34.02176143,-118.3008036,"(34.0217614333, -118.300803572)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-411048981,12/31/2016 09:48:00 PM,01/04/2017 08:20:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 08:20:00 AM,Y,N,"1446 W 37TH DR, 90018",1446,W,37TH,DR,90018,34.01878494,-118.3018453,"(34.0187849415, -118.301845296)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-411053631,12/31/2016 09:19:00 PM,01/04/2017 09:10:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 09:10:00 AM,Y,N,"1744 W 42ND PL, 90062",1744,W,42ND,PL,90062,34.00625312,-118.3105145,"(34.0062531245, -118.310514481)",673,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST,24027,732,1023,7,14,35
1-411048131,12/31/2016 09:18:00 PM,01/09/2017 08:52:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/09/2017 12:00:00 AM,01/09/2017 08:52:00 AM,Y,N,"12205 W ALBERTA DR, 90230",12205,W,ALBERTA,DR,90230,33.98578726,-118.4117852,"(33.9857872582, -118.411785204)",672,E,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,924,1139,10,10,85
1-411048611,12/31/2016 09:02:00 PM,01/05/2017 08:08:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:08:00 AM,Y,,"7012 N ALDEA AVE, 91406",7012,N,ALDEA,AVE,91406,34.19792481,-118.5086819,"(34.1979248066, -118.508681919)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-411047831,12/31/2016 08:56:00 PM,01/06/2017 01:22:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,EV,01/06/2017 12:00:00 AM,01/06/2017 01:22:00 PM,Y,N,"7320 N LENNOX AVE, 91405",7320,N,LENNOX,AVE,91405,34.20336089,-118.446186,"(34.2033608892, -118.446185978)",532,A,4,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,215,458,,5,18
1-411047749,12/31/2016 08:52:00 PM,01/07/2017 02:16:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/07/2017 12:00:00 AM,01/07/2017 02:16:00 PM,Y,,"13595 W GAGER ST, 91331",13595,W,GAGER,ST,91331,34.25441696,-118.4293741,"(34.254416961, -118.429374103)",502,C,4,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,26,408,,1,11
1-411042491,12/31/2016 08:23:00 PM,01/04/2017 09:20:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/04/2017 12:00:00 AM,01/04/2017 09:20:00 AM,Y,,"20141 W SHERMAN WAY, 91306",20141,W,SHERMAN,WAY,91306,34.20126618,-118.5725391,"(34.2012661753, -118.572539145)",530,E,5,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,290,281,,4,66
1-411044031,12/31/2016 07:52:00 PM,01/07/2017 10:16:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/07/2017 12:00:00 AM,01/07/2017 10:16:00 AM,Y,N,"701 S GRAMERCY DR, 90005",701,S,GRAMERCY,DR,90005,34.05921533,-118.3123656,"(34.0592153257, -118.312365552)",633,H,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22722,610,888,,7,86
1-411047571,12/31/2016 07:40:00 PM,01/04/2017 12:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 12:35:00 PM,Y,N,"5200 E LINCOLN AVE, 90042",5200,E,LINCOLN,AVE,90042,34.11961981,-118.2027391,"(34.1196198077, -118.202739132)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,584,,11,93
1-411043875,12/31/2016 07:38:00 PM,01/03/2017 09:38:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,01/03/2017 12:00:00 AM,01/03/2017 09:38:00 AM,Y,,"4522 N HOMER ST, 90031",4522,N,HOMER,ST,90031,34.09466812,-118.203583,"(34.0946681192, -118.203583024)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK,23448,490,606,,11,92
1-411044751,12/31/2016 07:21:00 PM,01/07/2017 01:53:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 01:53:00 PM,Y,N,"12867 N COMETA AVE, 91340",12867,N,COMETA,AVE,91340,34.30405355,-118.431423,"(34.3040535475, -118.431423045)",482,B,4,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,42,285,,1,47
1-411042191,12/31/2016 07:11:00 PM,01/06/2017 03:53:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,WLA,01/06/2017 12:00:00 AM,01/06/2017 03:53:00 PM,Y,Y,"2924 S SELBY AVE, 90064",2924,S,SELBY,AVE,90064,34.03256886,-118.4190736,"(34.0325688625, -118.419073585)",632,E,7,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,888,1251,9,6,75
1-411039621,12/31/2016 06:33:00 PM,01/03/2017 11:41:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 11:41:00 AM,Y,,"1800 S OXFORD AVE, 90006",1800,S,OXFORD,AVE,90006,34.04118337,-118.3075571,"(34.0411833658, -118.307557072)",633,H,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,674,906,,12,19
1-411040503,12/31/2016 06:31:00 PM,01/03/2017 11:38:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 11:38:00 AM,Y,,"1822 S OXFORD AVE, 90006",1822,S,OXFORD,AVE,90006,34.04049701,-118.3075523,"(34.0404970095, -118.307552328)",633,H,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,674,906,,12,19
1-411034099,12/31/2016 06:24:00 PM,01/05/2017 11:00:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WV,01/05/2017 12:00:00 AM,01/05/2017 11:00:00 AM,Y,,"16518 W CHATSWORTH ST, 91344",16518,W,CHATSWORTH,ST,91344,34.26455362,-118.4919497,"(34.2645536196, -118.491949673)",501,E,3,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,85,391,,2,79
1-411032319,12/31/2016 06:18:00 PM,01/03/2017 01:58:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,NC,01/03/2017 12:00:00 AM,01/03/2017 01:58:00 PM,Y,,"3839 N PORTOLA AVE, 90032",3839,N,PORTOLA,AVE,90032,34.09009303,-118.1725449,"(34.0900930304, -118.172544851)",595,F,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,497,623,,9,91
1-411030251,12/31/2016 06:10:00 PM,01/05/2017 01:34:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,HB,01/05/2017 12:00:00 AM,01/05/2017 01:34:00 PM,Y,N,"653 W 22ND ST, 90731",653,W,22ND,ST,90731,33.72414542,-118.2915065,"(33.7241454152, -118.291506452)",824,B,7,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,981,1248,,15,33
1-411033561,12/31/2016 06:01:00 PM,01/07/2017 07:47:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/07/2017 12:00:00 AM,01/07/2017 07:47:00 AM,Y,N,"422 E 106TH ST, 90003",422,E,106TH,ST,90003,33.93999926,-118.2665139,"(33.9399992605, -118.266513895)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,807,359,7,14,45
1-411029861,12/31/2016 05:54:00 PM,01/07/2017 09:19:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/07/2017 12:00:00 AM,01/07/2017 09:19:00 AM,Y,N,"422 E 106TH ST, 90003",422,E,106TH,ST,90003,33.93999926,-118.2665139,"(33.9399992605, -118.266513895)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,807,359,7,14,45
1-411028381,12/31/2016 05:33:00 PM,01/04/2017 12:55:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/04/2017 12:00:00 AM,01/04/2017 12:55:00 PM,Y,N,"565 N OCAMPO DR, 90272",565,N,OCAMPO,DR,90272,34.03855169,-118.5202739,"(34.0385516867, -118.5202739)",631,B,6,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,25066,838,1388,,10,
