"timestamp","spreading_capture","barrels_and_cisterns_capture","incidental_capture","gi_capture","green_streets_and_alleys_capture","total_capture","rain_in"
"2019-03-01T15:28:09.000","24","169.75","32936.05","3562.8","995.8375","36692.6","14.98"
"2019-03-02T15:28:11.000","24","178.93","34482.85","3755.51","1049.7025","38441.3","15.78"
"2019-03-03T15:28:10.000","24","179.33","34547.95","3763.84","1052.03","38515.12","15.82"
"2019-03-06T15:28:24.000","24","190.72","36576.03","4002.95","1118.8625","40793.69","16.82"
"2019-03-07T15:28:15.000","24","193.33","37047.89","4057.67","1134.1575","41322.89","17.06"
"2019-03-08T15:28:16.000","24","193.33","37047.89","4057.67","1134.1575","41322.89","17.06"
"2019-03-09T15:28:11.000","24","193.33","37047.89","4057.67","1134.1575","41322.89","17.06"
"2019-03-10T16:28:10.000","24","193.33","37069.18","4057.67","1134.1575","41344.17","17.06"
"2019-03-11T16:28:11.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-12T16:28:15.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-13T16:28:12.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-14T16:28:14.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-16T16:28:10.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-17T16:28:10.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-18T16:28:13.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-19T16:28:19.000","24","193.33","37101.11","4057.67","1134.1575","41376.1","17.06"
"2019-03-20T16:28:19.000","24","193.44","37434.42","4060.05","1134.8225","41711.9","17.06"
"2019-03-21T16:28:15.000","24","194.403","37702.7338","4080.2708","1140.475","42001.4077","17.15"
"2019-08-13T14:06:23.000","24","0","997245.1646","674995.7542","188667.815","1672264.9188","2837.11"
"2019-08-13T14:07:40.000","24","0","39995.1979","4262.2771","1191.3475","44281.475","17.915"
"2019-09-28T16:28:28.000","24","0","40019.8783","4264.6562","1192.0125","44308.5346","17.925"
"2019-09-29T16:28:30.000","24","0","40019.8783","4264.6562","1192.0125","44308.5346","17.925"
"2019-09-30T16:28:31.000","24","0","40019.8783","4264.6562","1192.0125","44308.5346","17.925"
"2019-10-01T16:28:19.000","1","0","0","0","0","1","0"
"2019-11-20T15:28:29.000","1","0","411.4844","139.1813","38.9025","551.6657","0.585"
"2019-11-27T15:28:24.000","1","0","1474.5657","212.9354","59.5175","1688.5012","0.895"
"2019-11-28T15:28:23.000","1","0","3018.0795","429.4396","120.0325","3448.5191","1.805"
"2019-11-29T15:28:49.000","1","0","3399.9416","477.0229","133.3325","3877.9645","2.005"
"2019-12-04T15:28:27.000","1","0","5939.8689","728.025","203.49","6668.8939","3.06"
"2019-12-06T15:28:24.000","1","0","6020.9291","736.3521","205.8175","6758.2811","3.095"
"2019-12-08T15:28:24.000","1","0","6612.701","774.4187","216.4575","7388.1198","3.255"
"2019-12-23T15:28:24.000","1","0","8965.4482","1095.6063","306.2325","10062.0545","4.605"
"2019-12-26T15:28:43.000","1","0","12267.8084","1545.2687","431.9175","13814.0771","6.495"
"2020-01-17T15:28:36.000","1","0","12748.6201","1598.8","446.88","14348.4201","6.72"
"2020-01-21T15:28:32.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-22T15:28:49.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-23T15:28:31.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-24T15:29:05.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-25T15:28:33.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-26T15:28:59.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-27T15:28:36.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-28T15:28:29.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-29T15:29:13.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-30T15:29:00.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-01-31T15:29:00.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-01T15:28:32.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-02T15:28:32.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-03T15:28:36.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-04T15:28:32.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-05T15:29:05.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-06T15:28:32.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-07T15:28:34.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-08T15:28:56.000","1","0","12759.0345","1602.3687","447.8775","14362.4033","6.735"
"2020-02-09T15:28:42.000","1","0","12886.7441","1602.3687","447.8775","14490.1128","6.735"
"2020-02-10T15:28:57.000","1","0","12886.7441","1602.3687","447.8775","14490.1128","6.735"
"2020-02-11T15:28:30.000","1","0","12886.7441","1602.3687","447.8775","14490.1128","6.735"
