"timestamp","spreading_capture","barrels_and_cisterns_capture","incidental_capture","gi_capture","green_streets_and_alleys_capture","total_capture","rain_in"
"2018-05-13T12:20:00.000","2242","51.41","13629.46","1082.52","302.58","17005.39","4.55"
"2018-05-02T09:06:00.000","2242","51.16","13539.22","1078.95","301.58","16911.33","4.54"
"2018-04-23T08:16:00.000","802","50.99","13496.88","1075.38","300.58","15425.25","4.52"
"2018-04-02T13:20:00.000","802","51.18","13475.83","520.7","299.58","14849.71","4.5"
"2018-05-21T10:20:00.000","2242","51.52","13632.85","1084.9","303.24","17011.27","4.56"
"2018-10-19T15:19:29.000","1","5.67","781.72","118.96","33.25","907.34","0.5"
"2018-11-22T15:28:01.000","1","9.98","1389.65","209.37","58.52","1610","0.88"
"2018-11-29T15:28:07.000","24","18.87","3486.7","396.13","110.7225","3925.71","1.66"
"2018-11-30T15:28:06.000","24","22.16","3893.8","465.13","130.0075","4405.09","1.96"
"2018-12-06T15:29:07.000","24","45.17","8180.24","948.1","265.0025","9197.51","3.98"
"2019-01-14T12:47:39.000","24","66.88","12778.82","1403.71","392.35","14273.41","5.9"
"2019-01-14T15:28:38.000","24","70.17","13558.41","1472.7","411.635","15125.28","6.19"
"2019-01-15T15:30:31.000","24","72.04","14189.13","1511.96","422.6075","15797.12","6.36"
"2019-01-16T15:28:16.000","24","77.36","14832.95","1623.78","453.8625","16558.09","6.82"
"2019-01-17T15:28:25.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-18T15:28:09.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-19T15:28:10.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-20T15:28:06.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-21T15:28:06.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-22T15:28:08.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-23T15:28:07.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-24T15:28:11.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-25T15:28:07.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-27T15:28:06.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-28T15:28:10.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-29T15:28:07.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-30T15:28:11.000","24","96.07","18665.76","2016.34","563.5875","20802.17","8.48"
"2019-01-31T15:28:19.000","24","108.31","20075.43","2273.29","635.4075","22481.03","9.56"
"2019-02-01T15:28:07.000","24","108.31","20075.43","2273.29","635.4075","22481.03","9.56"
"2019-02-02T15:28:28.000","24","125.37","23667.44","2631.36","735.49","26448.17","11.06"
"2019-02-03T15:28:18.000","24","130.13","25427.71","2731.28","763.42","28313.12","11.48"
"2019-02-04T15:28:39.000","24","134.61","26477.08","2825.26","789.6875","29460.95","11.88"
"2019-02-05T15:28:23.000","24","138.69","27631.63","2910.91","813.6275","30705.23","12.24"
"2019-02-06T15:28:15.000","24","138.69","27631.63","2910.91","813.6275","30705.23","12.24"
"2019-02-07T15:28:20.000","24","138.69","27631.63","2910.91","813.6275","30705.23","12.24"
"2019-02-08T15:28:10.000","24","138.69","27631.63","2910.91","813.6275","30705.23","12.24"
"2019-02-09T15:28:16.000","24","141.35","28009.42","2966.82","829.255","31141.59","12.47"
"2019-02-10T15:28:10.000","24","142.71","28278.98","2995.37","837.235","31441.06","12.59"
"2019-02-14T15:28:15.000","24","166.57","32032.15","3496.19","977.2175","35718.91","14.7"
"2019-02-15T15:28:25.000","24","166.74","32148.98","3499.75","978.215","35839.48","14.71"
"2019-02-16T15:28:08.000","24","168.9","32463.6","3544.96","990.85","36201.45","14.9"
"2019-02-21T15:28:19.000","24","169.52","32609.98","3558.04","994.5075","36361.55","14.96"
"2019-02-28T15:28:15.000","24","169.75","32936.05","3562.8","995.8375","36692.6","14.98"
