"ticket_number","issue_date","issue_time","meter_id","marked_time","rp_state_plate","vin","make","body_style","color","location","route","agency","violation_code","violation_description","fine_amount","latitude","longitude"
"4321120156","2017-11-30T00:00:00.000","1231",,,"CA",,"UNK","PA","UN","000000 UANA DR","00101","57","22504A","UNINCORP AREA","63","99999","99999"
"4320862910","2017-11-17T00:00:00.000","1847","25",,"CA",,"CADI","PA","BK","0000 BEVERWIL DR","00203","51","80.58L","PREFERENTIAL PARKING","68","99999","99999"
"4314475406","2017-08-08T00:00:00.000","1128",,,"NC",,"FORD","PA","BL","00 18TH AVE","00162","51","80.69B","NO PARKING","73","6418417.094137","1817601.621992"
"4314475410","2017-08-08T00:00:00.000","1131",,,"CA",,"FORD","VN","WT","00 18TH AVE","00162","51","80.69B","NO PARKING","73","6418417.094137","1817601.621992"
"4332297130","2018-05-17T00:00:00.000","2154",,,"CA",,"CHEV","PA","BK","00 18TH PL","00204","51","80.61","STANDNG IN ALLEY","68","6418516.849166","1817528.147748"
"4316619860","2017-09-22T00:00:00.000","917",,,"CA",,"TOYT","PA","WT","00 25 AVE","00906","51","22502A","18 IN. CURB/2 WAY","63","6419323.83520274","1816226.24716352"
"4312437544","2017-07-19T00:00:00.000","1656",,,"CA",,"MNNI","PA","GY","00 25TH AVE","906R","51","80.73.2","EXCEED 72HRS-ST","68","6419323.835203","1816226.247164"
"4312437555","2017-07-19T00:00:00.000","1702",,,"CA",,"MNNI","PA","GY","00 25TH AVE","906R","51","5204A-","DISPLAY OF TABS","25","6419323.835203","1816226.247164"
"4313359481","2017-08-09T00:00:00.000","1439",,,"CA",,"NISS","PA","GY","00 25TH AVE","00906","51","22502A","18 IN. CURB/2 WAY","63","6419323.835203","1816226.247164"
"4326849531","2018-02-28T00:00:00.000","1113",,,"CA",,"HOND","PA","BL","00 25TH AVE","00905","51","5204A-","DISPLAY OF TABS","25","6419323.835203","1816226.247164"
"4327378860","2018-03-05T00:00:00.000","1226",,,"CA",,"TOYT","PA","GY","00 25TH AVE","00902","51","80.73.2","EXCEED 72HRS-ST","68","6419323.835203","1816226.247164"
"4327378871","2018-03-05T00:00:00.000","1237",,,"CA",,"NISS","PA","GY","00 25TH AVE","00902","51","80.73.2","EXCEED 72HRS-ST","68","6419323.835203","1816226.247164"
"4313542726","2017-07-30T00:00:00.000","1006",,,"CA",,"CHEV","PA","BK","00 64TH AVE","202A","51","22502A","18 IN. CURB/2 WAY","63","6424314.636563","1808497.232312"
"4312808065","2017-07-19T00:00:00.000","247",,,"CA",,"HOND","PA","BK","00 64TH AVENUE","501R","51","80.69A+","STOP/STAND PROHIBIT","93","6424314.63656281","1808497.23231228"
"4312808076","2017-07-19T00:00:00.000","249",,,"CA",,"HOND","PA","WT","00 64TH AVENUE","501R","51","80.69A+","STOP/STAND PROHIBIT","93","6424314.636563","1808497.232312"
"4326428831","2018-03-10T00:00:00.000","141",,,"NY",,"VOLK","PA","WT","00 64TH ST E","00501","51","22502A","18 IN. CURB/2 WAY","63","99999","99999"
"4314558824","2017-08-09T00:00:00.000","1521",,,"CA",,"NISS","PA","SL","00 BLOCK DUDLEY CT","00906","51","80.56E4+","RED ZONE","93","99999","99999"
"4313452345","2017-07-22T00:00:00.000","1041",,,"CA",,"TOYT","PA","GY","00 BREEZE AVE","906R","51","80.69A+","STOP/STAND PROHIBIT","93","6417218.111763","1819070.32079"
"4318733576","2017-10-18T00:00:00.000","1349",,,"CA",,"CHEV","VN","WT","00 BREEZE AVE","906R","51","80.69A+","STOP/STAND PROHIBIT","93","6417218.111763","1819070.32079"
"4319917416","2017-11-06T00:00:00.000","1607",,,"CA",,"MERZ","PA","WT","00 BROOKS AVE","00903","51","80.69B","NO PARKING","73","6417056.282346","1819261.140193"
"4330997064","2018-04-22T00:00:00.000","1203",,,"CA",,"LEXS","PA","GY","00 BROOKS AVE","00202","51","80.69AA+","NO STOP/STAND","93","6417056.282346","1819261.140193"
"4330997075","2018-04-22T00:00:00.000","1206",,,"CA",,"CHEV","PA","BK","00 BROOKS AVE","00202","51","80.69B","NO PARKING","73","6417056.282346","1819261.140193"
"4332485964","2018-05-16T00:00:00.000","1218",,,"CA",,"MERZ","PA","SL","00 BROOKS AVE","00905","51","80.69A+","STOP/STAND PROHIBIT","93","6417056.282346","1819261.140193"
"4333392560","2018-05-31T00:00:00.000","1607",,,"CA",,"TOYT","PA","RD","00 BROOKS AVE","00905","51","80.69A+","STOP/STAND PROHIBIT","93","6417056.282346","1819261.140193"
"4333515966","2018-06-11T00:00:00.000","1628",,,"CA",,"CHEV","PA","WT","00 BROOKS AVE","00905","51","80.69A+","STOP/STAND PROHIBIT","93","6417056.282346","1819261.140193"
"4330852503","2018-04-25T00:00:00.000","1646",,,"CA",,"TOYT","PU","RD","00 BROOKS AVE E","00905","51","80.69A+","STOP/STAND PROHIBIT","93","99999","99999"
"4314968184","2017-08-16T00:00:00.000","1139",,,"MA",,"HOND","PA","GY","00 CENTER CT","907R","51","80.69B","NO PARKING","73","6418941.904075","1816961.749709"
"4326024474","2018-02-03T00:00:00.000","905",,,"CA",,"NISS","PU","BK","00 CENTER CT","00102","51","80.61","STANDNG IN ALLEY","68","6418941.904075","1816961.749709"
"4317912874","2017-10-03T00:00:00.000","1155",,,"CA",,"HYUN","PA","GY","00 CLUB HOUSE AVE","907R","51","80.56E2","YELLOW ZONE","58","6417478.825941","1818677.949041"
"4317912885","2017-10-03T00:00:00.000","1156",,,"CA",,"SMRT","PA","WT","00 CLUB HOUSE AVE","907R","51","80.56E2","YELLOW ZONE","58","6417478.825941","1818677.949041"
"4317912896","2017-10-03T00:00:00.000","1157",,,"CA",,"SMRT","PA","WT","00 CLUB HOUSE AVE","907R","51","5204A-","DISPLAY OF TABS","25","6417478.825941","1818677.949041"
"4320324864","2017-11-24T00:00:00.000","1146",,,"CA",,"TOYT","PA","BK","00 DRIFTWOOD ST","308W","51","80.69A+","STOP/STAND PROHIBIT","93","6420664.378028","1814310.866056"
"4320572642","2017-11-17T00:00:00.000","1256",,,"CA",,"LEXS","PA","WT","00 DRIFTWOOD ST","906R","51","80.56E4+","RED ZONE","93","6420664.378028","1814310.866056"
"4333529664","2018-06-07T00:00:00.000","1438",,,"MN",,"HYUN","PA","BK","00 DRIFTWOOD ST","00903","51","80.56E4+","RED ZONE","93","6420664.378028","1814310.866056"
"4315900956","2017-09-17T00:00:00.000","612",,,"CA",,"CHEV","PA","RD","00 DUDLEY AVE","00202","51","80.56E4+","RED ZONE","93","99999","99999"
