"ticket_number","issue_date","issue_time","meter_id","marked_time","rp_state_plate","vin","make","body_style","color","location","route","agency","violation_code","violation_description","fine_amount","latitude","longitude"
"4299077823","2016-12-31T00:00:00.000","911",,"0800","CA",,"TOYT","PA","TN","4718 OAKWOOD AVE W","00463","54","80.69C","PARKED OVER TIME LIMIT","58","6467926.952382","1850648.940719"
"4299078210","2016-12-31T00:00:00.000","1720",,,"CA",,"TOYT","PA","WT","581 SOUTH KENMORE AVENUE","00403","54","80.56E4+","RED ZONE","93","6471824.101421","1845777.329894"
"4299078206","2016-12-31T00:00:00.000","1719",,,"CA",,"HOND","PA","WT","579 SOUTH KENMORE AVENUE","00403","54","80.56E2","YELLOW ZONE","58","6471824.110292","1845790.809793"
"4299118504","2016-12-31T00:00:00.000","815","CB4031",,"CA",,"VOLK","PA","BL","312 5TH ST W","00600","56","88.13B+","METER EXP.","63","6485695.68359","1839994.788458"
"4299137426","2016-12-31T00:00:00.000","1147",,,"CA",,"OTHR","CM","WT","3337 SUNSET BL","00441","54","80.56E4+","RED ZONE","93","6478244.250721","1854107.299563"
"4299179135","2016-12-31T00:00:00.000","1038",,,"CA",,"CHEV","PA","SL","5800 B/O WEST 93RD STREET","00111","51","5204A-","DISPLAY OF TABS","25","99999","99999"
"4299211512","2016-12-31T00:00:00.000","1739",,,"CA",,"NISS","PA","BL","1489 WASHINGTON BLVD","00500","55","80.61","STANDNG IN ALLEY","68","6473997.24922","1837070.96438"
"4299216681","2016-12-31T00:00:00.000","1220","VW188",,"CA",,"FORD","PA","BK","2901 8TH ST W","00476","54","88.13B+","METER EXP.","63","6474106.66429","1843512.780949"
"4299216843","2016-12-31T00:00:00.000","1700",,"1425","MS",,"HOND","PA","WT","320 ARDMORE AVE S","00476","54","80.69C","PARKED OVER TIME LIMIT","58","6470119.602964","1850380.622188"
"4299239210","2016-12-31T00:00:00.000","1259","40",,"CA",,"TOYT","PA","GY","839 NORTH MANSFIELD AVENUE","00469","54","80.58L","PREFERENTIAL PARKING","68","6458529.55832","1853844.887777"
"4299439152","2016-12-31T00:00:00.000","1807","WA523",,"CA",,"FORD","PA","BK","2205 6TH ST W","00403","54","88.13B+","METER EXP.","63","6478038.909711","1844366.342339"
"4299497915","2016-12-31T00:00:00.000","854","02",,"CA",,"NISS","PA","GY","843 GENESSEE AVE","00107","51","80.58L","PREFERENTIAL PARKING","68","6452750.712455","1844504.386521"
"4299516933","2016-12-31T00:00:00.000","1019","PB346",,"CA",,"FORD","PA","RD","1401 CLOVERDALE AV","00314","51","88.13B+","METER EXP.","63","6455174.713401","1840090.747283"
"4299519711","2016-12-31T00:00:00.000","2024",,,"CA",,"GMC","PA","GY","6333 CARPENTER AVENUE","00315","53","22500E","BLOCKING DRIVEWAY","68","6443401.049093","1890102.069186"
"4299564894","2016-12-31T00:00:00.000","1811","64",,"CA",,"HYUN","PA","RD","6710 SELMA AVE","00400","54","80.58L","PREFERENTIAL PARKING","68","6459710.176357","1858836.34849"
"4299565056","2016-12-31T00:00:00.000","1931",,,"CA",,"MERZ","PA","WT","1600 NORTH ORANGE DRIVE","00400","54","5200","DISPLAY OF PLATES","25","6458313.276248","1858944.216851"
"4299569816","2016-12-31T00:00:00.000","1053",,,"CA",,"TOYT","PA","SL","273 OLYMPIC BLVD","00656","56","80.56E2","YELLOW ZONE","58","6483428.969458","1837568.238693"
"4299605774","2016-12-31T00:00:00.000","943","PR376",,"CA",,"LEXS","PA","GY","1135 BEVERLY DR S","00107","51","88.13B+","METER EXP.","63","6441561.799025","1843322.104855"
"4299605936","2016-12-31T00:00:00.000","1602","PB233B",,"CA",,"HOND","PA","BL","5818 PICO BL W","00107","51","88.13B+","METER EXP.","63","6450802.027213","1841281.458101"
"4299610781","2016-12-31T00:00:00.000","1000","HO488",,"CA",,"HOND","PA","RD","6301 YUCCA ST","00485","54","88.13B+","METER EXP.","63","6462767.566392","1860299.877143"
"4299610943","2016-12-31T00:00:00.000","1221","12",,"CA",,"KIA","PA","GY","1000 SANBORN AVENUE","00485","54","80.58L","PREFERENTIAL PARKING","68","6476347.283491","1855330.926387"
"4299611116","2016-12-31T00:00:00.000","1525","SW103",,"CA",,"TOYT","PA","GY","1101 WESTERN AV N","00485","54","88.13B+","METER EXP.","63","6468056.76339","1855559.093242"
"4299671751","2016-12-31T00:00:00.000","808","ED507",,"CA",,"HOND","PA","BL","801 TOWNE AVE S","00600","56","88.13B+","METER EXP.","63","6486679.40089","1835984.636071"
"4299671913","2016-12-31T00:00:00.000","1026",,,"CA",,"OTHR","TK","WT","1161 10TH ST E","00600","56","80.56E4+","RED ZONE","93","6487156.994507","1834232.431312"
"4299672930","2016-12-31T00:00:00.000","1358","184",,"CA",,"HOND","PA","GY","3163 BEACHWOOD DR N","00442","54","80.58L","PREFERENTIAL PARKING","68","6465717.04041","1868871.584907"
"4299675800","2016-12-31T00:00:00.000","1409",,,"CA",,"MAZD","PA","WT","431 SOUTH BROADWAY","00600","56","80.56E2","YELLOW ZONE","58","6486005.563065","1840337.184288"
"4299675951","2016-12-31T00:00:00.000","1552",,,"PA",,"VOLK","PA","BK","942 WEST 1ST STREET","00600","56","80.69B","NO PARKING","73","6485204.1034","1843612.028066"
"1112985392","2016-12-31T00:00:00.000","430",,,"CA",,"NISS","TR","BK","GRAND/108TH ST","18T39","1","4000A1","NO EVIDENCE OF REG","50","99999","99999"
"1114171671","2016-12-31T00:00:00.000","255",,,"CA",,"FORD","TR","BK","3865 NICOLET AVE","00500","55","8056E4","RED ZONE","93","6455450.202437","1828751.353398"
"1114978034","2016-12-31T00:00:00.000","1015",,,"CA",,"LEXS","PA","GY","624 W 61ST","00001","1","4000A1","NO EVIDENCE OF REG","50","6475423.87647886","1816747.24043909"
"1114978395","2016-12-31T00:00:00.000","1135",,,"CA",,"HOND","PA","BL","527 W 75TH ST","MQ76","1","4000A1","NO EVIDENCE OF REG","50","6475840.851161","1812212.91904"
"1115236006","2016-12-31T00:00:00.000","1710",,,"CA",,"HOND","PA","GR","ALAMEDA/BAY APX 150","1X92","1","000","5904A",,"99999","99999"
"1115335255","2016-12-31T00:00:00.000","1005",,,"CA",,"MERZ","PA","BK","10751 WILKINS AVE","8Z1","1","4000A1","NO EVIDENCE OF REG","50","6429203.86475466","1843172.65700749"
"1115803253","2016-12-31T00:00:00.000","1827",,,"CA",,"CADI","PA","BK","OLYMPIC N/O FRANCISC","1FB98","1","8069A","NO STOPPING/STANDING","93","99999","99999"
"1115865531","2016-12-31T00:00:00.000","1116",,,"CA",,"NISS","PA","SI","17429 CHASE ST","01795","1","4000A1","NO EVIDENCE OF REG","50","6406577.08517307","1904068.67103055"
"1115942520","2016-12-31T00:00:00.000","1410",,,"CA",,"KIA","PA","WH","13918 RIVERSIDE DR","35M53","1","225078A","HANDICAP/NO DP ID","363","6429849.611727","1880024.681711"
"1116105826","2016-12-31T00:00:00.000","1035",,,"CA",,"TOYO","TR","BK","HOOVER/42ND PL","25MQ8","1","4000A1","NO EVIDENCE OF REG","50","99999","99999"
"1116628656","2016-12-31T00:00:00.000","853",,,"CA",,"HOND","PA","SI","A/F 6238 W LEXINGTON","461A","54","8056E2","YELLOW ZONE","58","6463177.98496603","1856224.33647802"
"1116629264","2016-12-31T00:00:00.000","944",,,"CA",,"TOYO","PA","TA","763 N GOWER ST","461A","54","8069C","PKD OVER TIME LIMIT","58","6464090.843479","1853386.497318"
"1117084312","2016-12-31T00:00:00.000","1035","WW1949",,"CA",,"MAZD","PA","GY","700 S HOBART BL","00451","54","8813B","METER EXPIRED","63","6469184.4463","1844246.443148"
"4291543782","2016-12-31T00:00:00.000","916",,,"CA",,"HOND","PA","SL","7732 SUNNY BRAE AVE","00324","53","22500E","BLOCKING DRIVEWAY","68","6386063.42693055","1899702.4043068"
"4296193366","2016-12-31T00:00:00.000","1154",,,"CA",,"DODG","PA","BG","13001 EUSTACE ST","00300","53","80.73.2","EXCEED 72HRS-ST","68","6436153.65482977","1926024.31809843"
"4296399203","2016-12-31T00:00:00.000","1949","CP240",,"CA",,"KIA","PA","GY","22001 SHERMAN WY","00321","53","88.13B+","METER EXP.","63","6378424.563533","1896087.332444"
"4297001940","2016-12-31T00:00:00.000","1109",,,"CA",,"HYUN","PA","BL","6907 BALCOM AVE","378R1","53","80.73.2","EXCEED 72HRS-ST","68","6404237.786709","1894199.400036"
"4297344365","2016-12-31T00:00:00.000","2037",,,"CA",,"CADI","PA","PR","9501 ZELZAH AVE","00317","53","5204A-","DISPLAY OF TABS","25","6403529.608837","1911275.505244"
"4297745012","2016-12-31T00:00:00.000","837",,,"CA",,"TOYT","PA","BK","12645 ROSCOE BLVD","330R2","53","80.69B","NO PARKING","73","6438045.10014359","1903299.0120069"
"4297344542","2016-12-31T00:00:00.000","2233",,,"CA",,"LEXS","PA","WT","8701 AQUEDUCT AVE","00317","53","80.69A+","STOP/STAND PROHIBIT","93","6418325.207135","1905809.125285"
"4297745082","2016-12-31T00:00:00.000","1145",,,"CA",,"TOYT","PA","GY","9220 LANGDON AVE","330R2","53","22500E","BLOCKING DRIVEWAY","68","6419679.008185","1909257.322319"
"4298156225","2016-12-31T00:00:00.000","828",,,"CA",,"NISS","PA","WT","12000 BK ALLEGHENY ST","340R","53","5204A-","DISPLAY OF TABS","25","99999","99999"
"4298215073","2016-12-31T00:00:00.000","143",,,"CA",,"CADI","PA","BK","6241 BECK AVENUE","00315","53","22514","FIRE HYDRANT","68","6445711.136992","1889400.527063"
"4298215143","2016-12-31T00:00:00.000","528",,,"CA",,"BMW","PA","WT","11569 ARCHWOOD STREET","00315","53","80.56E4+","RED ZONE","93","6445540.483007","1892544.992956"
"4298343523","2016-12-31T00:00:00.000","1146","13",,"CA",,"CHEV","PA","WT","110 ORLANDO AVE S","00480","54","80.58L","PREFERENTIAL PARKING","68","6448667.111148","1849685.869292"
"4298343593","2016-12-31T00:00:00.000","1440","BF405",,"CA",,"JEEP","PA","BK","305 LAUREL AV N","00480","54","88.13B+","METER EXP.","63","6451207.489465","1850304.455709"
"4298497792","2016-12-31T00:00:00.000","1045","13",,"CA",,"BMW","PA","WT","357 NORTH LAUREL AVENUE","00477","54","80.58L","PREFERENTIAL PARKING","68","6451206.713666","1850710.550306"
"4298497862","2016-12-31T00:00:00.000","1224","WF24",,"CA",,"LEXS","PA","GY","8101 3RD ST W","00477","54","88.13B+","METER EXP.","63","6450880.993848","1848829.271832"
"4298497943","2016-12-31T00:00:00.000","1509","LM625",,"CA",,"FORD","PA","MR","101 LA BREA AV N","00477","54","88.13B+","METER EXP.","63","6457482.26261","1849336.560209"
"4298713764","2016-12-31T00:00:00.000","825",,,"CA",,"OTHR","CM","OR","201 GRAND AVE S","00601","56","80.56E1","WHITE ZONE","58","6485974.642306","1842299.676555"
"4298713860","2016-12-31T00:00:00.000","1127",,,"CA",,"JEEP","PA","GY","1200 MAPLE AVE S","00601","56","80.56E4+","RED ZONE","93","6484004.050217","1835453.101926"
"4298713930","2016-12-31T00:00:00.000","1347",,,"CA",,"INFI","PA","GY","615 GRAND AVE S","00601","56","80.56E2","YELLOW ZONE","58","6484245.58416","1840095.730754"
"4298787765","2016-12-31T00:00:00.000","1038","SL386",,"CA",,"HOND","PA","GY","3324 SUNSET BL","00442","54","88.13B+","METER EXP.","63","6478262.601988","1854060.557233"
"4298787835","2016-12-31T00:00:00.000","1116",,,"CA",,"HOND","PA","BL","900 ALEXANDRIA AVE N","00442","54","80.69B","NO PARKING","73","6471480.852403","1854543.241418"
"4298823955","2016-12-31T00:00:00.000","233",,,"CA",,"AUDI","PA","GY","10280 KINCARDINE AVE","00504","51","22500F","PARKED ON SIDEWALK","68","6438249.92788726","1836688.37677624"
"4298853171","2016-12-31T00:00:00.000","1628","NH376",,"CA",,"BMW","PA","GY","5301 LANKERSHIM BL","00107","53","88.13B+","METER EXP.","63","6447957.505554","1883367.799606"
"4298853263","2016-12-31T00:00:00.000","1731","SC545",,"CA",,"FIAT","PA","GN","11501 VENTURA BL","00107","53","88.13B+","METER EXP.","63","6446161.327112","1873426.42756"
"4298853333","2016-12-31T00:00:00.000","1821",,,"CA",,"NISS","PA","WT","4300 VENTURA CANYON AVENUE","00107","53","5204A-","DISPLAY OF TABS","25","6431687.258874","1876428.963773"
"4298853436","2016-12-31T00:00:00.000","1913","SO62",,"CA",,"LEXS","PA","SL","14500 VENTURA BL","00107","53","88.13B+","METER EXP.","63","6425913.134519","1877606.003035"
