SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831698371,12/31/2020 07:17:04 PM,01/02/2021 09:06:02 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 08:58:01 AM,Y,N,"352 E 101ST ST, 90003",352,E,101ST,ST,90003,33.9445065832,-118.267757402,"(33.9445065832, -118.267757402)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831697441,12/31/2020 07:17:03 PM,01/02/2021 09:04:06 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 12:40:24 PM,Y,N,"13182 W CORCORAN ST, 91340",13182,W,CORCORAN,ST,91340,34.2859134978,-118.420070203,"(34.2859134978, -118.420070203)",482,D,7,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831698331,12/31/2020 07:15:52 PM,01/02/2021 05:09:50 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 12:16:12 PM,Y,N,"2010 N VINE ST, 90068",2010,N,VINE,ST,90068,34.1071592645,-118.32665806,"(34.1071592645, -118.32665806)",593,F,3,Central APC,4,Nithya Raman,30,Hollywood United,HOLLYWOOD
1-1831696711,12/31/2020 07:14:03 PM,01/21/2021 01:46:39 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,NC,01/08/2021 12:00:00 AM,01/21/2021 01:30:06 PM,Y,,"2908 W LOS FELIZ BLVD, 90039",2908,W,LOS FELIZ,BLVD,90039,34.1261383715,-118.263164797,"(34.1261383715, -118.263164797)",564,D,7,East Los Angeles APC,13,Mitch O'Farrell,37,Atwater Village,NORTHEAST
1-1831697291,12/31/2020 07:09:50 PM,01/08/2021 01:30:16 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 12:33:59 PM,Y,N,"5801 N NORWICH AVE, 91411",5801,N,NORWICH,AVE,91411,34.1759085282,-118.460953765,"(34.1759085282, -118.460953765)",561,H,1,South Valley APC,4,Nithya Raman,20,Van Nuys,VAN NUYS
1-1831698041,12/31/2020 07:08:02 PM,01/06/2021 02:19:01 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 02:17:09 PM,Y,,"1420 N LOGAN ST, 90026",1420,N,LOGAN,ST,90026,34.078871086,-118.257231082,"(34.078871086, -118.257231082)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,NORTHEAST
1-1831697241,12/31/2020 07:06:28 PM,01/07/2021 07:32:06 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 05:14:06 PM,Y,N,"10028 S LA SALLE AVE, 90047",10028,S,LA SALLE,AVE,90047,33.9451867658,-118.30565357,"(33.9451867658, -118.30565357)",703,J,4,South Los Angeles APC,8,Marqueece Harris-Dawson,84,Empowerment Congress Southwest,77TH STREET
1-1831697211,12/31/2020 07:06:00 PM,01/04/2021 06:29:13 PM,SR Created,LASAN,Electronic Waste,Closed,Call,LASAN,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 06:28:00 PM,Y,N,"4827 W SATURN ST, 90019",4827,W,SATURN,ST,90019,34.0443290706,-118.342424145,"(34.0443290706, -118.342424145)",633,D,5,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831697941,12/31/2020 07:05:12 PM,01/04/2021 12:32:28 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 12:27:25 PM,Y,N,"4827 W SATURN ST, 90019",4827,W,SATURN,ST,90019,34.0443290706,-118.342424145,"(34.0443290706, -118.342424145)",633,D,5,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831696421,12/31/2020 07:04:04 PM,01/07/2021 01:06:21 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 01:04:07 PM,Y,N,"1800 N NORMANDIE AVE, 90027",1800,N,NORMANDIE,AVE,90027,34.1035895105,-118.300376375,"(34.1035895105, -118.300376375)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831695791,12/31/2020 07:03:33 PM,01/02/2021 01:35:58 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:34:31 PM,Y,N,"3026 S ALSACE AVE, 90016",3026,S,ALSACE,AVE,90016,34.0260346306,-118.35774133,"(34.0260346306, -118.35774133)",633,C,7,South Los Angeles APC,10,Mark Ridley-Thomas,75,West Adams,SOUTHWEST
1-1831697011,12/31/2020 07:00:09 PM,01/02/2021 01:36:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:34:51 PM,Y,N,"3026 S ALSACE AVE, 90016",3026,S,ALSACE,AVE,90016,34.0260346306,-118.35774133,"(34.0260346306, -118.35774133)",633,C,7,South Los Angeles APC,10,Mark Ridley-Thomas,75,West Adams,SOUTHWEST
1-1831696231,12/31/2020 06:57:46 PM,01/20/2021 01:30:39 PM,SR Created,BSL,Multiple Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,CENTRAL,01/20/2021 12:00:00 AM,01/20/2021 12:00:00 AM,Y,,"246 N ARDEN BLVD, 90004",246,N,ARDEN,BLVD,90004,34.0759858837,-118.325885329,"(34.0759858837, -118.325885329)",633,F,1,Central APC,4,Nithya Raman,119,Greater Wilshire,WILSHIRE
1-1831693851,12/31/2020 06:55:23 PM,01/02/2021 05:41:13 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,EV,01/02/2021 12:00:00 AM,01/02/2021 11:21:03 AM,Y,,"15729 W FOOTHILL BLVD, 91342",15729,W,FOOTHILL,BLVD,91342,34.3227120986,-118.474607218,"(34.3227120986, -118.474607218)",481,F,2,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831693791,12/31/2020 06:53:39 PM,01/02/2021 10:15:37 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 10:10:43 AM,Y,N,"10240 N BARTEE AVE, 91331",10240,N,BARTEE,AVE,91331,34.2565609843,-118.43837256,"(34.2565609843, -118.43837256)",502,B,4,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-1831693751,12/31/2020 06:52:49 PM,01/04/2021 07:25:23 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,Android,N,HB,01/02/2021 12:00:00 AM,01/04/2021 04:20:43 PM,Y,,"368 W SEPULVEDA ST, 90731",368,W,SEPULVEDA,ST,90731,33.7452068255,-118.284987639,"(33.7452068255, -118.284987639)",824,C,4,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831695381,12/31/2020 06:51:51 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,CENTRAL,01/08/2021 12:00:00 AM,01/08/2021 12:00:00 AM,Y,,"367 N ORANGE DR, 90036",367,N,ORANGE,DR,90036,34.0780981618,-118.342062952,"(34.0780981618, -118.342062952)",593,D,7,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831696051,12/31/2020 06:51:08 PM,01/05/2021 01:11:56 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 03:27:05 PM,Y,,"15400 W FOOTHILL BLVD, 91342",15400,W,FOOTHILL,BLVD,91342,34.3229007473,-118.467891201,"(34.3229007473, -118.467891201)",481,G,2,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831693611,12/31/2020 06:50:22 PM,01/08/2021 12:34:52 PM,SR Created,LASAN,Electronic Waste,Closed,Call,LASAN,,N,WV,01/08/2021 12:00:00 AM,01/08/2021 12:23:36 PM,Y,N,"21625 W MEDINA ESTATES DR, 91364",21625,W,MEDINA ESTATES,DR,91364,34.1586632464,-118.600929389,"(34.1586632464, -118.600929389)",560,A,4,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831695301,12/31/2020 06:49:37 PM,01/02/2021 11:43:11 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 11:31:10 AM,Y,N,"21625 W MEDINA ESTATES DR, 91364",21625,W,MEDINA ESTATES,DR,91364,34.1586632464,-118.600929389,"(34.1586632464, -118.600929389)",560,A,4,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831693461,12/31/2020 06:45:44 PM,01/02/2021 09:09:07 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 08:38:34 AM,Y,N,"23733 W HAYNES ST, 91307",23733,W,HAYNES,ST,91307,34.1899915058,-118.644113977,"(34.1899915058, -118.644113977)",529,E,6,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831693441,12/31/2020 06:45:38 PM,01/05/2021 11:14:36 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 07:41:21 PM,Y,,"11621 W DARLINGTON AVE, 90049",11621,W,DARLINGTON,AVE,90049,34.0547497807,-118.463651867,"(34.0547497807, -118.463651867)",631,H,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831694361,12/31/2020 06:45:14 PM,01/06/2021 10:40:52 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 10:40:51 AM,Y,N,"2700 W PICO BLVD, 90006",2700,W,PICO,BLVD,90006,34.0470372384,-118.297821368,"(34.0470372384, -118.297821368)",633,J,4,South Los Angeles APC,1,Gilbert Cedillo,76,Pico Union,OLYMPIC
1-1831692791,12/31/2020 06:44:39 PM,01/03/2021 10:22:14 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,LACC,01/03/2021 10:21:46 AM,01/03/2021 10:22:14 AM,Y,N,"2008 S BEDFORD ST, 90034",2008,S,BEDFORD,ST,90034,34.041403422,-118.383609008,"(34.041403422, -118.383609008)",632,J,5,South Los Angeles APC,10,Mark Ridley-Thomas,61,South Robertson,WEST LOS ANGELES
1-1831692741,12/31/2020 06:43:21 PM,01/07/2021 11:19:44 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 02:21:33 PM,Y,N,"1038 S WEYMOUTH AVE, 90732",1038,S,WEYMOUTH,AVE,90732,33.7346051917,-118.30959654,"(33.7346051917, -118.30959654)",823,J,6,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831695071,12/31/2020 06:42:38 PM,01/03/2021 10:23:41 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,LACC,01/03/2021 10:23:18 AM,01/03/2021 10:23:41 AM,Y,N,"2000 S BEDFORD ST, 90034",2000,S,BEDFORD,ST,90034,34.0413885786,-118.383610738,"(34.0413885786, -118.383610738)",632,J,5,South Los Angeles APC,10,Mark Ridley-Thomas,61,South Robertson,WEST LOS ANGELES
1-1831694231,12/31/2020 06:41:31 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Single Streetlight Issue,Closed,Call,ITA,,N,EAST,01/04/2021 12:00:00 AM,01/04/2021 12:00:00 AM,Y,Y,"4961 E TWINING ST, 90032",4961,E,TWINING,ST,90032,34.08453902,-118.17546985,"(34.08453902, -118.17546985)",595,E,6,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831693301,12/31/2020 06:41:28 PM,01/02/2021 05:52:04 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,HB,01/02/2021 12:00:00 AM,01/02/2021 01:07:41 PM,Y,N,"1038 S WEYMOUTH AVE, 90732",1038,S,WEYMOUTH,AVE,90732,33.7346051917,-118.30959654,"(33.7346051917, -118.30959654)",823,J,6,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831694201,12/31/2020 06:41:10 PM,02/04/2021 03:50:41 PM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,Android,Y,CENTRAL,02/04/2021 12:00:00 AM,02/04/2021 12:00:00 AM,Y,,"466 N ORANGE GROVE AVE, 90036",466,N,ORANGE GROVE,AVE,90036,34.08014701,-118.36013954,"(34.08014701, -118.36013954)",593,B,7,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-1831695031,12/31/2020 06:41:09 PM,01/03/2021 10:21:22 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,LACC,01/03/2021 10:20:50 AM,01/03/2021 10:21:22 AM,Y,N,"8750 W GUTHRIE AVE, 90034",8750,W,GUTHRIE,AVE,90034,34.0412616079,-118.383004725,"(34.0412616079, -118.383004725)",632,J,5,South Los Angeles APC,10,Mark Ridley-Thomas,61,South Robertson,WEST LOS ANGELES
1-1831692581,12/31/2020 06:39:43 PM,01/06/2021 12:11:12 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WV,01/06/2021 12:00:00 AM,01/06/2021 12:03:37 PM,Y,N,"18316 W GERMAIN ST, 91326",18316,W,GERMAIN,ST,91326,34.2615832009,-118.532620635,"(34.2615832009, -118.532620635)",500,J,3,North Valley APC,12,John Lee,120,Northridge East,DEVONSHIRE
1-1831692541,12/31/2020 06:38:47 PM,01/02/2021 05:51:53 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,HB,01/02/2021 12:00:00 AM,01/02/2021 01:07:18 PM,Y,N,"1038 S WEYMOUTH AVE, 90732",1038,S,WEYMOUTH,AVE,90732,33.7346051917,-118.30959654,"(33.7346051917, -118.30959654)",823,J,6,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831691891,12/31/2020 06:37:28 PM,01/15/2021 09:11:22 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,GAPBH,01/15/2021 09:11:00 AM,01/15/2021 09:11:07 AM,Y,N,"MAIN ST AT 8TH ST, 90014",,,,,90014,34.0427237667,-118.25322648,"(34.0427237667, -118.25322648)",634,F,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-1831691851,12/31/2020 06:37:14 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,WEST,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,Y,,"1378 N CASIANO ROAD, 90049",1378,N,CASIANO,ROAD,90049,34.0880273,-118.47209742,"(34.0880273, -118.47209742)",591,G,6,West Los Angeles APC,5,Paul Koretz,64,Bel Air-Beverly Crest,WEST LOS ANGELES
1-1831693171,12/31/2020 06:36:51 PM,01/06/2021 12:35:38 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:01:01 PM,Y,N,"4220 N PANAMINT ST, 90065",4220,N,PANAMINT,ST,90065,34.1208496418,-118.225246757,"(34.1208496418, -118.225246757)",594,J,1,East Los Angeles APC,1,Gilbert Cedillo,39,Glassell Park,NORTHEAST
1-1831693991,12/31/2020 06:36:50 PM,01/02/2021 12:44:11 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,Self Service,,Y,NEGB_ELA,01/02/2021 12:00:00 AM,01/02/2021 12:44:10 PM,Y,N,"6655 N FIGUEROA ST, 90042",6655,N,FIGUEROA,ST,90042,34.1234534806,-118.185483951,"(34.1234534806, -118.185483951)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831691771,12/31/2020 06:34:39 PM,01/02/2021 02:34:53 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 02:31:52 PM,Y,N,"8211 N OWENSMOUTH AVE, 91304",8211,N,OWENSMOUTH,AVE,91304,34.2178988498,-118.601813511,"(34.2178988498, -118.601813511)",530,A,2,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-1831690891,12/31/2020 06:34:08 PM,01/02/2021 03:42:03 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 03:30:06 PM,Y,,"SAN MARINO ST AT MARIPOSA AVE, 90006",,,,,90006,34.0544831299,-118.298743047,"(34.0544831299, -118.298743047)",633,J,3,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831691711,12/31/2020 06:33:00 PM,01/15/2021 09:27:55 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,GAPBH,01/15/2021 09:27:53 AM,01/15/2021 09:27:54 AM,Y,N,"8TH ST AT HILL ST, 90014",,,,,90014,34.0444582289,-118.255827616,"(34.0444582289, -118.255827616)",634,E,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-1831693011,12/31/2020 06:31:31 PM,01/04/2021 02:22:24 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,CCAC,01/04/2021 12:00:00 AM,01/04/2021 02:22:24 PM,Y,N,"1501 N NORTH MAIN ST, 90012",1501,N,NORTH MAIN,ST,90012,34.0663711236,-118.228940173,"(34.0663711236, -118.228940173)",634,H,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831692321,12/31/2020 06:31:28 PM,01/05/2021 10:45:06 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,PGS,01/02/2021 07:19:01 AM,01/05/2021 10:45:05 PM,Y,N,"2400 S LINCOLN BLVD, 90291",2400,S,LINCOLN,BLVD,90291,33.9939973632,-118.452256479,"(33.9939973632, -118.452256479)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831690771,12/31/2020 06:31:06 PM,01/05/2021 09:08:18 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,Self Service,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 06:14:20 PM,Y,N,"20350 W ACRE ST, 91306",20350,W,ACRE,ST,91306,34.2297550258,-118.577315374,"(34.2297550258, -118.577315374)",530,D,1,North Valley APC,3,Bob Blumenfield,14,Winnetka,DEVONSHIRE
1-1831692951,12/31/2020 06:30:45 PM,02/16/2021 10:00:25 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,GAPBH,02/12/2021 09:59:37 AM,02/16/2021 10:00:25 AM,Y,N,"325 W 8TH ST, 90014",325,W,8TH,ST,90014,34.0444185745,-118.255462812,"(34.0444185745, -118.255462812)",634,E,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-1831692931,12/31/2020 06:30:12 PM,01/05/2021 08:29:58 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 08:24:32 AM,Y,N,"6431 E ROBLE AVE, 90042",6431,E,ROBLE,AVE,90042,34.1134396715,-118.180901537,"(34.1134396715, -118.180901537)",595,E,2,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831691631,12/31/2020 06:30:05 PM,01/04/2021 07:10:12 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 07:06:56 PM,Y,N,"2220 S HILLCREST DR, 90016",2220,S,HILLCREST,DR,90016,34.0363362867,-118.340026244,"(34.0363362867, -118.340026244)",633,E,6,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831691571,12/31/2020 06:29:17 PM,01/01/2021 01:31:16 PM,SR Created,ITA,Other,Cancelled,Self Service,Self Service,,Y,,,01/01/2021 01:31:16 PM,Y,N,"326 W 76TH ST, 90003",326,W,76TH,ST,90003,33.9705479649,-118.279399385,"(33.9705479649, -118.279399385)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-1831690681,12/31/2020 06:29:16 PM,01/05/2021 10:48:52 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,PGS,01/02/2021 06:39:32 AM,01/05/2021 10:48:51 PM,Y,N,"1015 E VENICE BLVD, 90291",1015,E,VENICE,BLVD,90291,33.9943879234,-118.452624134,"(33.9943879234, -118.452624134)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831691551,12/31/2020 06:29:10 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Call,ITA,,N,CENTRAL,01/08/2021 12:00:00 AM,01/08/2021 12:00:00 AM,Y,N,"ORANGE DR AT 1ST ST, 90036",,,,,90036,34.0735731958,-118.341909238,"(34.0735731958, -118.341909238)",633,D,1,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831692251,12/31/2020 06:28:59 PM,01/06/2021 03:32:31 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 07:33:01 AM,Y,N,"6431 E ROBLE AVE, 90042",6431,E,ROBLE,AVE,90042,34.1134396715,-118.180901537,"(34.1134396715, -118.180901537)",595,E,2,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831689771,12/31/2020 06:27:26 PM,01/06/2021 01:31:41 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 12:38:24 PM,Y,N,"6431 E ROBLE AVE, 90042",6431,E,ROBLE,AVE,90042,34.1134396715,-118.180901537,"(34.1134396715, -118.180901537)",595,E,2,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831692151,12/31/2020 06:26:52 PM,01/04/2021 08:21:11 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 08:16:02 AM,Y,N,"2220 S HILLCREST DR, 90016",2220,S,HILLCREST,DR,90016,34.0363362867,-118.340026244,"(34.0363362867, -118.340026244)",633,E,6,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831689711,12/31/2020 06:26:11 PM,01/20/2021 05:07:22 PM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,NORTH,,01/20/2021 05:07:22 PM,Y,,"9550 N DELCO AVE, 91311",9550,N,DELCO,AVE,91311,34.24425041,-118.57829493,"(34.24425041, -118.57829493)",500,D,6,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-1831691411,12/31/2020 06:25:58 PM,01/02/2021 09:57:26 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 09:53:45 AM,Y,,"3725 S INGLEWOOD BLVD, 90066",3725,S,INGLEWOOD,BLVD,90066,34.007467866,-118.430175167,"(34.007467866, -118.430175167)",672,C,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831691381,12/31/2020 06:25:29 PM,01/07/2021 04:51:04 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 04:48:53 PM,Y,N,"1811 N WESTERN AVE, 90027",1811,N,WESTERN,AVE,90027,34.1038056716,-118.309513285,"(34.1038056716, -118.309513285)",593,H,4,Central APC,13,Mitch O'Farrell,30,Hollywood United,HOLLYWOOD
1-1831690521,12/31/2020 06:24:50 PM,01/04/2021 08:26:32 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/02/2021 12:41:31 PM,01/04/2021 08:26:31 PM,Y,N,"14555 W VICTORY BLVD, 91411",14555,W,VICTORY,BLVD,91411,34.1867456982,-118.449953415,"(34.1867456982, -118.449953415)",532,A,6,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-1831692021,12/31/2020 06:23:51 PM,01/05/2021 10:55:35 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 03:15:00 PM,Y,N,"19406 W GILMORE ST, 91335",19406,W,GILMORE,ST,91335,34.1873078211,-118.557391935,"(34.1873078211, -118.557391935)",530,F,7,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-1831691281,12/31/2020 06:23:25 PM,01/04/2021 01:40:49 PM,SR Created,LASAN,Electronic Waste,Closed,Call,LASAN,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 01:38:02 PM,Y,N,"2220 S HILLCREST DR, 90016",2220,S,HILLCREST,DR,90016,34.0363362867,-118.340026244,"(34.0363362867, -118.340026244)",633,E,6,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831691151,12/31/2020 06:20:29 PM,01/07/2021 04:56:59 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 04:55:25 PM,Y,N,"1753 N WESTERN AVE, 90027",1753,N,WESTERN,AVE,90027,34.103242559,-118.309473737,"(34.103242559, -118.309473737)",593,H,4,Central APC,13,Mitch O'Farrell,30,Hollywood United,HOLLYWOOD
1-1831690321,12/31/2020 06:19:28 PM,01/06/2021 08:04:03 AM,SR Created,LASAN,Electronic Waste,Closed,Self Service,Self Service,,N,SLA,01/06/2021 12:00:00 AM,01/06/2021 08:02:39 AM,Y,N,"1138 E 27TH ST, 90011",1138,E,27TH,ST,90011,34.0170413753,-118.254082761,"(34.0170413753, -118.254082761)",674,E,1,South Los Angeles APC,9,Curren D. Price Jr.,78,South Central,NEWTON
1-1831689381,12/31/2020 06:17:31 PM,01/06/2021 08:51:21 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,SLA,01/06/2021 12:00:00 AM,01/06/2021 08:46:11 AM,Y,N,"4412 S CROCKER ST, 90011",4412,S,CROCKER,ST,90011,34.0034051057,-118.268642574,"(34.0034051057, -118.268642574)",674,D,3,South Los Angeles APC,9,Curren D. Price Jr.,125,Zapata King,NEWTON
1-1831689351,12/31/2020 06:17:17 PM,01/05/2021 11:07:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,KYCC,01/05/2021 11:06:35 AM,01/05/2021 11:06:36 AM,Y,,"354 S KINGSLEY DR, 90020",354,S,KINGSLEY,DR,90020,34.0674657249,-118.302717942,"(34.0674657249, -118.302717942)",633,J,2,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
