"year","geography","sex","age_group","age","number","percent","location_1"
"2010","Hennepin","Male","65 to 69 years","All","18006","3.2","(45.0046367, -93.47678614)"
"2010","Carver","Female","65 to 69 years","All","1285","2.8","(44.82074979, -93.80249803)"
"2010","Ramsey","Female","70 to 74 years","All","7279","2.8","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","65 to 69 years","All","3619","2.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","65 to 69 years","All","1853","2.8","(44.64846905, -93.53581189)"
"2010","Carver","Both sexes","65 to 69 years","All","2485","2.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","65 to 69 years","All","1200","2.7","(44.82074979, -93.80249803)"
"2010","Scott","Male","65 to 69 years","All","1766","2.7","(44.64846905, -93.53581189)"
"2010","Anoka","Female","70 to 74 years","All","4237","2.6","(45.27330228, -93.24636902)"
"2010","Hennepin","Female","70 to 74 years","All","15440","2.6","(45.0046367, -93.47678614)"
"2010","Washington","Female","70 to 74 years","All","3163","2.6","(45.0386235, -92.88380951)"
"2010","Ramsey","Both sexes","70 to 74 years","All","12947","2.5","(45.01704976, -93.09949985)"
"2010","Washington","Both sexes","70 to 74 years","All","5896","2.5","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","70 to 74 years","All","7819","2.4","(45.27330228, -93.24636902)"
"2010","Dakota","Female","70 to 74 years","All","4968","2.4","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","70 to 74 years","All","27836","2.4","(45.0046367, -93.47678614)"
"2010","Ramsey","Female","75 to 79 years","All","6404","2.4","(45.01704976, -93.09949985)"
"2010","Dakota","Both sexes","70 to 74 years","All","9068","2.3","(44.67180826, -93.06548987)"
"2010","Ramsey","Male","70 to 74 years","All","5668","2.3","(45.01704976, -93.09949985)"
"2010","Washington","Male","70 to 74 years","All","2733","2.3","(45.0386235, -92.88380951)"
"2010","Anoka","Male","70 to 74 years","All","3582","2.2","(45.27330228, -93.24636902)"
"2010","Hennepin","Male","70 to 74 years","All","12396","2.2","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","75 to 79 years","All","12973","2.2","(45.0046367, -93.47678614)"
"2010","Ramsey","Female","80 to 84 years","All","5834","2.2","(45.01704976, -93.09949985)"
"2010","Dakota","Male","70 to 74 years","All","4100","2.1","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","80 to 84 years","All","12060","2.1","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","75 to 79 years","All","10917","2.1","(45.01704976, -93.09949985)"
"2010","Carver","Male","45 to 49 years","47 years","888","2","(44.82074979, -93.80249803)"
"2010","Hennepin","Both sexes","75 to 79 years","All","22626","2","(45.0046367, -93.47678614)"
"2010","Scott","Both sexes","35 to 39 years","39 years","2547","2","(44.64846905, -93.53581189)"
"2010","Scott","Female","35 to 39 years","39 years","1300","2","(44.64846905, -93.53581189)"
"2010","Washington","Female","75 to 79 years","All","2356","2","(45.0386235, -92.88380951)"
"2010","Anoka","Male","45 to 49 years","49 years","3084","1.9","(45.27330228, -93.24636902)"
"2010","Anoka","Female","75 to 79 years","All","3168","1.9","(45.27330228, -93.24636902)"
"2010","Carver","Male","10 to 14 years","10 years","839","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","45 to 49 years","45 years","1719","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Female","45 to 49 years","45 years","884","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","45 to 49 years","46 years","1772","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Male","45 to 49 years","46 years","879","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Female","45 to 49 years","46 years","893","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","45 to 49 years","47 years","1731","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","45 to 49 years","48 years","1756","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Male","45 to 49 years","48 years","880","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Female","45 to 49 years","48 years","876","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","45 to 49 years","49 years","1686","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Male","45 to 49 years","49 years","850","1.9","(44.82074979, -93.80249803)"
"2010","Carver","Female","70 to 74 years","All","855","1.9","(44.82074979, -93.80249803)"
"2010","Dakota","Female","75 to 79 years","All","3907","1.9","(44.67180826, -93.06548987)"
"2010","Ramsey","Both sexes","80 to 84 years","All","9475","1.9","(45.01704976, -93.09949985)"
"2010","Scott","Male","5 to 9 years","9 years","1210","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","10 years","1212","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","39 years","1247","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","40 to 44 years","40 years","2456","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","40 years","1248","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Female","40 to 44 years","40 years","1208","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","45 years","2417","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","45 years","1210","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","45 years","1207","1.9","(44.64846905, -93.53581189)"
"2010","Scott","Female","70 to 74 years","All","1232","1.9","(44.64846905, -93.53581189)"
"2010","Anoka","Both sexes","45 to 49 years","46 years","5899","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Male","45 to 49 years","46 years","3002","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Female","45 to 49 years","46 years","2897","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","45 to 49 years","48 years","5892","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Male","45 to 49 years","48 years","2918","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Female","45 to 49 years","48 years","2974","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","45 to 49 years","49 years","6039","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Female","45 to 49 years","49 years","2955","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","50 to 54 years","50 years","5908","1.8","(45.27330228, -93.24636902)"
"2010","Anoka","Male","50 to 54 years","50 years","3024","1.8","(45.27330228, -93.24636902)"
"2010","Carver","Male","5 to 9 years","5 years","804","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","5 to 9 years","6 years","795","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","5 to 9 years","7 years","819","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","5 to 9 years","8 years","1632","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","5 to 9 years","8 years","828","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","5 to 9 years","8 years","804","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","5 to 9 years","9 years","1618","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","5 to 9 years","9 years","824","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","10 to 14 years","10 years","1631","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","10 to 14 years","11 years","828","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","10 to 14 years","12 years","1598","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","10 to 14 years","12 years","820","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","10 to 14 years","13 years","1596","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","10 to 14 years","13 years","810","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","10 to 14 years","14 years","836","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","15  to 19 years","15 years","801","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","42 years","811","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","43 years","1617","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","43 years","826","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","44 years","1637","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","44 years","846","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","45 to 49 years","45 years","835","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","45 to 49 years","47 years","843","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","45 to 49 years","49 years","836","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","50 to 54 years","50 years","1602","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","50 to 54 years","50 years","812","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","70 to 74 years","All","1675","1.8","(44.82074979, -93.80249803)"
"2010","Carver","Male","70 to 74 years","All","820","1.8","(44.82074979, -93.80249803)"
"2010","Dakota","Female","45 to 49 years","47 years","3562","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","45 to 49 years","49 years","7024","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Female","45 to 49 years","49 years","3629","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","50 to 54 years","50 years","7133","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","50 years","3533","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","50 years","3600","1.8","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","75 to 79 years","All","7010","1.8","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","25 to 29 years","25 years","20466","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","25 years","10125","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","25 to 29 years","25 years","10341","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","25 to 29 years","27 years","20649","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","27 years","10290","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","25 to 29 years","27 years","10359","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","28 years","9977","1.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","30 to 34 years","30 years","9929","1.8","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","15  to 19 years","19 years","9099","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","15  to 19 years","19 years","4478","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","15  to 19 years","19 years","4621","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","20 to 24 years","20 years","8983","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","20 to 24 years","20 years","4366","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","20 years","4617","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","20 to 24 years","21 years","8919","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","21 years","4663","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","20 to 24 years","22 years","8921","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","20 to 24 years","22 years","4453","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","24 years","4612","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","25 to 29 years","25 years","9121","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","25 years","4372","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","25 to 29 years","25 years","4749","1.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","75 to 79 years","All","4513","1.8","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","Under 5 years","4 years","2293","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","4 years","1178","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","5 to 9 years","5 years","2300","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","5 to 9 years","5 years","1164","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","5 to 9 years","6 years","2310","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","5 to 9 years","6 years","1177","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","5 to 9 years","7 years","2359","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","5 to 9 years","7 years","1181","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","5 to 9 years","7 years","1178","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","5 to 9 years","8 years","2290","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","5 to 9 years","8 years","1180","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","5 to 9 years","9 years","2287","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","10 to 14 years","10 years","2354","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","10 years","1142","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","10 to 14 years","11 years","2275","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","11 years","1143","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","41 years","1157","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","40 to 44 years","42 years","2277","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","42 years","1183","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","46 years","2338","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","46 years","1196","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","46 years","1142","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","47 years","2282","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","47 years","1133","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","47 years","1149","1.8","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","70 to 74 years","All","2350","1.8","(44.64846905, -93.53581189)"
"2010","Washington","Female","45 to 49 years","46 years","2118","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","45 to 49 years","48 years","4192","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Male","45 to 49 years","48 years","2063","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Female","45 to 49 years","48 years","2129","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","45 to 49 years","49 years","4268","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Male","45 to 49 years","49 years","2097","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Female","45 to 49 years","49 years","2171","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","50 to 54 years","50 years","4169","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","50 years","2080","1.8","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","75 to 79 years","All","4306","1.8","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","45 to 49 years","45 years","5667","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Male","45 to 49 years","45 years","2831","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Female","45 to 49 years","45 years","2836","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","45 to 49 years","47 years","5783","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Male","45 to 49 years","47 years","2887","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Female","45 to 49 years","47 years","2896","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Female","50 to 54 years","50 years","2884","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","50 to 54 years","51 years","5563","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Male","50 to 54 years","51 years","2846","1.7","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","75 to 79 years","All","5725","1.7","(45.27330228, -93.24636902)"
"2010","Carver","Male","Under 5 years","4 years","760","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","5 to 9 years","5 years","1528","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","5 to 9 years","6 years","1574","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","5 to 9 years","6 years","779","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","5 to 9 years","7 years","1550","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","5 to 9 years","9 years","794","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","10 to 14 years","10 years","792","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","10 to 14 years","11 years","1581","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","10 to 14 years","12 years","778","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","10 to 14 years","13 years","786","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","10 to 14 years","14 years","1582","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","15  to 19 years","15 years","1575","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","15  to 19 years","15 years","774","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","15  to 19 years","16 years","1563","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","15  to 19 years","16 years","786","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","15  to 19 years","16 years","777","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","35 to 39 years","39 years","1519","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","35 to 39 years","39 years","773","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","40 years","1568","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","40 years","780","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","40 years","788","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","41 years","1529","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","41 years","749","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","41 years","780","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","42 years","1565","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","42 years","754","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","43 years","791","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","44 years","791","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","50 to 54 years","50 years","790","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","50 to 54 years","51 years","1533","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Male","50 to 54 years","51 years","779","1.7","(44.82074979, -93.80249803)"
"2010","Carver","Female","75 to 79 years","All","786","1.7","(44.82074979, -93.80249803)"
"2010","Dakota","Both sexes","45 to 49 years","45 years","6650","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Male","45 to 49 years","45 years","3243","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Female","45 to 49 years","45 years","3407","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","45 to 49 years","46 years","6729","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Male","45 to 49 years","46 years","3260","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Female","45 to 49 years","46 years","3469","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","45 to 49 years","47 years","6940","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Male","45 to 49 years","47 years","3378","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","45 to 49 years","48 years","6854","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Male","45 to 49 years","48 years","3327","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Female","45 to 49 years","48 years","3527","1.7","(44.67180826, -93.06548987)"
"2010","Dakota","Male","45 to 49 years","49 years","3395","1.7","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","20 to 24 years","24 years","19371","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","20 to 24 years","24 years","9496","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","20 to 24 years","24 years","9875","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","25 to 29 years","26 years","20078","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","26 years","9890","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","25 to 29 years","26 years","10188","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","25 to 29 years","28 years","19944","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","25 to 29 years","28 years","9967","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","25 to 29 years","29 years","19776","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","29 years","9721","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","25 to 29 years","29 years","10055","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","30 to 34 years","30 years","19573","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","75 to 79 years","All","9653","1.7","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","80 to 84 years","All","19850","1.7","(45.0046367, -93.47678614)"
"2010","Ramsey","Male","15  to 19 years","18 years","4105","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","20 to 24 years","21 years","4256","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","22 years","4468","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","20 to 24 years","23 years","8508","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","23 years","4539","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","20 to 24 years","24 years","8863","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","20 to 24 years","24 years","4251","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","25 to 29 years","26 years","8573","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","26 years","4163","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","25 to 29 years","26 years","4410","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","25 to 29 years","27 years","8607","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","27 years","4217","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","25 to 29 years","27 years","4390","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","25 to 29 years","28 years","8469","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","28 years","4166","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","29 years","4081","1.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","85 to 89 years","All","4463","1.7","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","Under 5 years","2 years","2199","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","2 years","1103","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","2 years","1096","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","Under 5 years","3 years","2214","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","3 years","1111","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","3 years","1103","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","4 years","1115","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","5 to 9 years","5 years","1136","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","5 to 9 years","6 years","1133","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","5 to 9 years","8 years","1110","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","5 to 9 years","9 years","1077","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","11 years","1132","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","12 years","1102","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","13 years","1068","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","15  to 19 years","16 years","1094","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","35 to 39 years","38 years","2184","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","35 to 39 years","38 years","1124","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","40 to 44 years","41 years","2271","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","40 to 44 years","41 years","1114","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","40 to 44 years","42 years","1094","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","40 to 44 years","43 years","2187","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","40 to 44 years","43 years","1137","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","40 to 44 years","44 years","2193","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","44 years","1090","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","40 to 44 years","44 years","1103","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","48 years","2168","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","48 years","1083","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","48 years","1085","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","49 years","1102","1.7","(44.64846905, -93.53581189)"
"2010","Scott","Male","70 to 74 years","All","1118","1.7","(44.64846905, -93.53581189)"
"2010","Washington","Male","10 to 14 years","14 years","1983","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","15  to 19 years","15 years","1950","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","15  to 19 years","16 years","2014","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","40 to 44 years","44 years","1990","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","45 to 49 years","45 years","4025","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","45 to 49 years","45 years","2094","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","45 to 49 years","46 years","4112","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","45 to 49 years","46 years","1994","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","45 to 49 years","47 years","4139","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","45 to 49 years","47 years","2057","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","45 to 49 years","47 years","2082","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","50 to 54 years","50 years","2089","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","50 to 54 years","51 years","4011","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","51 years","2021","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","50 to 54 years","51 years","1990","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","50 to 54 years","52 years","4114","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","52 years","2016","1.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","50 to 54 years","52 years","2098","1.7","(45.0386235, -92.88380951)"
