"year_month","geographic_area","labor_force","employment","unemployment","unemployment_rate","year","month"
"2009/09","7 County Metro","1599907","1477064","122843","7.5","2009","9"
"2002/08","7 County Metro","1585437","1520481","64956","3.9","2002","8"
"1999/10","Hennepin County","669379","655936","13443","2","1999","10"
"1998/09","Dakota County","217227","208257","8970","4.1","1998","9"
"2005/02","7 County Metro","1566093","1502202","63891","4.1","2005","2"
"2000/10","Dakota County","218584","213506","5078","2.3","2000","10"
"1998/11","Dakota County","215276","212254","3022","1.4","1998","11"
"1999/02","7 County Metro","1522924","1492237","30687","2.2","1999","2"
"2003/01","Washington County","121487","116004","5483","4.5","2003","1"
"1991/04","Hennepin County","612973","586848","26125","4.3","1991","4"
"1991/08","7 County Metro","1372767","1312816","59951","4.1","1991","8"
"2001/12","Hennepin County","669083","642460","26623","4","2001","12"
"2008/11","7 County Metro","1612763","1526009","86754","5.3","2008","11"
"2004/01","Ramsey County","272365","257928","14437","5.3","2004","1"
"1999/08","7 County Metro","1581344","1546686","34658","2.1","1999","8"
"1996/09","Scott County","42617","41521","1096","2.6","1996","9"
"1995/07","Carver County","35650","34947","703","2","1995","7"
"1992/05","Carver County","30079","28981","1098","3.7","1992","5"
"2000/02","Ramsey County","281358","273405","7953","2.8","2000","2"
"1992/09","Dakota County","178036","170532","7504","4.2","1992","9"
"2002/04","Scott County","61068","58374","2694","4.4","2002","4"
"1996/03","Scott County","42679","40897","1782","4.2","1996","3"
"1995/10","Dakota County","195747","191438","4309","2.2","1995","10"
"1994/06","7 County Metro","1434031","1385826","48205","3.1","1994","6"
"2002/03","Anoka County","183186","173819","9367","5.1","2002","3"
"1992/05","Washington County","88452","85260","3192","3.6","1992","5"
"2012/07","Carver County","52856","50161","2695","5.1","2012","7"
"1999/11","Dakota County","220733","217149","3584","1.6","1999","11"
"1995/05","Scott County","40766","39668","1098","2.7","1995","5"
"2002/10","Anoka County","183100","176095","7005","3.8","2002","10"
"2001/03","Hennepin County","665827","644145","21682","3.3","2001","3"
"2013/09","7 County Metro","1626619","1555635","70984","4.3","2013","9"
"1993/08","Scott County","37715","36398","1317","3.5","1993","8"
"2008/12","7 County Metro","1606564","1510713","95851","6.1","2008","12"
"2000/12","Ramsey County","288578","281388","7190","2.5","2000","12"
"1992/12","Scott County","36275","34564","1711","4.7","1992","12"
"1999/01","Anoka County","179403","175101","4302","2.4","1999","1"
"2000/10","Scott County","54601","53327","1274","2.3","2000","10"
"1992/05","Hennepin County","617501","591204","26297","4.3","1992","5"
"2012/06","Washington County","134105","126729","7376","5.5","2012","6"
"1997/10","Anoka County","174705","170806","3899","2.2","1997","10"
"1991/01","Anoka County","146351","138622","7729","5.3","1991","1"
"1999/06","Washington County","119086","116541","2545","2.1","1999","6"
"2004/04","Anoka County","187546","179161","8385","4.5","2004","4"
"1992/04","Washington County","88455","85034","3421","3.9","1992","4"
"1992/12","7 County Metro","1389453","1336055","53398","4","1992","12"
"1999/11","Washington County","120643","118712","1931","1.6","1999","11"
"2003/01","Dakota County","220799","210768","10031","4.5","2003","1"
"1993/12","Anoka County","157997","151791","6206","3.9","1993","12"
"1991/01","Washington County","84349","80550","3799","4.5","1991","1"
"1990/12","Ramsey County","271800","261715","10085","3.7","1990","12"
"2004/08","7 County Metro","1597968","1528149","69819","4.1","2004","8"
"1999/08","Hennepin County","672826","657148","15678","2.3","1999","8"
"2012/04","Ramsey County","270473","255604","14869","5.5","2012","4"
"2001/06","Anoka County","182794","175695","7099","3.9","2001","6"
"1998/08","Anoka County","179390","176159","3231","1.8","1998","8"
"2004/04","Washington County","123335","118385","4950","4","2004","4"
"2004/12","7 County Metro","1584261","1525463","58798","3.7","2004","12"
"1991/04","Dakota County","170277","163226","7051","4.1","1991","4"
"2007/03","7 County Metro","1584298","1517119","67179","4.4","2007","3"
"2012/12","7 County Metro","1614292","1535298","78994","4.9","2012","12"
"2011/08","7 County Metro","1615836","1515949","99887","6","2011","8"
"2003/09","7 County Metro","1591437","1514567","76870","4.6","2003","9"
"1998/03","Dakota County","210275","205923","4352","2.1","1998","3"
"2002/01","Washington County","120198","115005","5193","4.3","2002","1"
"2002/05","Ramsey County","281354","269717","11637","4.1","2002","5"
"2012/02","Carver County","52098","49234","2864","5.5","2012","2"
"2010/03","7 County Metro","1575169","1450821","124348","8","2010","3"
"1996/08","Anoka County","172049","166856","5193","3","1996","8"
"2003/04","Scott County","63790","61009","2781","4.4","2003","4"
"1990/02","Scott County","33573","31538","2035","6.1","1990","2"
"2006/03","7 County Metro","1574454","1512124","62330","4","2006","3"
"2003/07","Ramsey County","284491","269732","14759","5.2","2003","7"
"1992/03","Ramsey County","269929","257800","12129","4.5","1992","3"
"2002/09","Hennepin County","661294","632562","28732","4.3","2002","9"
"1996/10","Anoka County","171972","166844","5128","3","1996","10"
"1993/01","Washington County","92597","88177","4420","4.8","1993","1"
"1990/06","Washington County","83568","80582","2986","3.6","1990","6"
"2012/01","Scott County","75220","70859","4361","5.8","2012","1"
"2012/01","Washington County","132265","124720","7545","5.7","2012","1"
"1997/11","Dakota County","208457","205223","3234","1.6","1997","11"
"1990/03","Carver County","28154","26956","1198","4.3","1990","3"
"1996/12","Ramsey County","280009","273111","6898","2.5","1996","12"
"1997/07","Scott County","45575","44698","877","1.9","1997","7"
"1996/03","Ramsey County","274578","265521","9057","3.3","1996","3"
"2004/02","Scott County","66718","63464","3254","4.9","2004","2"
"2016/09","7 County Metro","1666770","1608550","58220","3.4","2016","9"
"1998/09","Scott County","47491","45900","1591","3.4","1998","9"
"2003/08","Scott County","64479","61903","2576","4","2003","8"
"2002/07","Washington County","122464","117726","4738","3.9","2002","7"
"1992/12","Hennepin County","624753","601637","23116","3.7","1992","12"
"1995/03","Ramsey County","273765","265509","8256","3","1995","3"
"1997/06","Hennepin County","652165","633737","18428","2.8","1997","6"
"2002/09","Scott County","60930","58670","2260","3.7","2002","9"
"1996/11","Dakota County","203530","199171","4359","2.1","1996","11"
"2001/02","Carver County","42207","40881","1326","3.1","2001","2"
"2004/01","Scott County","66715","63253","3462","5.2","2004","1"
"1993/12","Scott County","37849","36403","1446","3.8","1993","12"
"1999/03","Scott County","49077","47803","1274","2.6","1999","3"
"2004/01","Hennepin County","648425","616715","31710","4.9","2004","1"
"2011/10","Dakota County","229632","217698","11934","5.2","2011","10"
"2011/10","Hennepin County","662531","626724","35807","5.4","2011","10"
"2011/10","Ramsey County","274442","258517","15925","5.8","2011","10"
"2011/10","Scott County","75412","71718","3694","4.9","2011","10"
"2016/08","7 County Metro","1675527","1615902","59625","3.5","2016","8"
"2009/05","7 County Metro","1604429","1485892","118537","7.4","2009","5"
"2002/09","Washington County","120683","116331","4352","3.6","2002","9"
"2011/09","Carver County","52358","49687","2671","5.1","2011","9"
"2001/09","Carver County","42147","40737","1410","3.3","2001","9"
"1994/02","Dakota County","184634","178160","6474","3.5","1994","2"
"2004/05","Ramsey County","274844","262585","12259","4.5","2004","5"
"2011/09","Scott County","75443","71448","3995","5.3","2011","9"
"2011/09","Washington County","134117","126741","7376","5.5","2011","9"
"1996/11","Carver County","37297","36508","789","2.1","1996","11"
"1992/11","Carver County","30583","29528","1055","3.4","1992","11"
"2002/07","Carver County","44059","42359","1700","3.9","2002","7"
"2016/04","7 County Metro","1649854","1596828","53026","3.2","2016","4"
"1996/01","Washington County","106825","103200","3625","3.4","1996","1"
"2003/09","Anoka County","186686","177646","9040","4.8","2003","9"
"2004/10","Ramsey County","277471","265833","11638","4.2","2004","10"
"1992/03","Dakota County","175696","168425","7271","4.1","1992","3"
"1994/07","Ramsey County","278657","269641","9016","3.2","1994","7"
"1995/05","Washington County","102826","100465","2361","2.3","1995","5"
"1997/01","Carver County","37397","36282","1115","3","1997","1"
"1995/07","Washington County","105325","102677","2648","2.5","1995","7"
"2015/08","7 County Metro","1649948","1596797","53151","3.1","2015","8"
"2002/08","Hennepin County","667159","638102","29057","4.4","2002","8"
"1993/07","Dakota County","185703","179169","6534","3.5","1993","7"
"1997/08","Scott County","45341","44446","895","2","1997","8"
"2002/06","Carver County","43795","41984","1811","4.1","2002","6"
"2004/07","Anoka County","190390","181666","8724","4.6","2004","7"
"2011/06","Carver County","52399","49307","3092","5.9","2011","6"
"1994/05","Scott County","38812","37861","951","2.5","1994","5"
"2001/05","Anoka County","180523","175019","5504","3","2001","5"
"1994/10","7 County Metro","1438937","1396395","42542","2.7","1994","10"
"2001/03","7 County Metro","1573243","1521558","51685","3.3","2001","3"
"1998/06","Anoka County","178129","174211","3918","2.2","1998","6"
"1990/10","Hennepin County","621043","595253","25790","4.2","1990","10"
"1995/02","Dakota County","191768","186111","5657","2.9","1995","2"
"1994/05","Dakota County","186062","181401","4661","2.5","1994","5"
"2000/01","Hennepin County","655290","636744","18546","2.8","2000","1"
"1990/10","Ramsey County","273703","262465","11238","4.1","1990","10"
"1992/09","Carver County","30321","29180","1141","3.8","1992","9"
"2002/12","Dakota County","220114","212218","7896","3.6","2002","12"
"1998/08","Carver County","39501","38927","574","1.5","1998","8"
"1997/04","Dakota County","204468","200451","4017","2","1997","4"
"1994/11","Washington County","99885","97712","2173","2.2","1994","11"
"2000/02","Dakota County","213642","208066","5576","2.6","2000","2"
"1992/01","7 County Metro","1348352","1287061","61291","4.9","1992","1"
"2001/03","Scott County","58070","55992","2078","3.6","2001","3"
"2004/06","Scott County","67245","64526","2719","4","2004","6"
"2013/03","7 County Metro","1613690","1531766","81924","5.1","2013","3"
"2011/04","Washington County","132164","124492","7672","5.8","2011","4"
"2001/07","Washington County","121024","117588","3436","2.8","2001","7"
"1994/11","Anoka County","162371","157869","4502","2.8","1994","11"
"1992/02","Dakota County","174861","166942","7919","4.5","1992","2"
"1994/02","Washington County","98291","94535","3756","3.8","1994","2"
"2015/01","7 County Metro","1620416","1555839","64577","4","2015","1"
"1999/05","7 County Metro","1544957","1515941","29016","1.8","1999","5"
"2011/03","Scott County","74190","69440","4750","6.4","2011","3"
"1995/05","Carver County","34927","34193","734","2.1","1995","5"
"1998/09","Anoka County","177759","174109","3650","2.1","1998","9"
"2016/02","7 County Metro","1644688","1583682","61006","3.8","2016","2"
"2011/02","Anoka County","185232","170787","14445","7.8","2011","2"
"1994/02","7 County Metro","1406615","1355244","51371","3.9","1994","2"
"1992/08","Washington County","90605","87004","3601","4","1992","8"
"1995/09","Carver County","35068","34349","719","2.1","1995","9"
"1990/01","Scott County","33352","31312","2040","6.1","1990","1"
"1991/08","Washington County","86231","83135","3096","3.6","1991","8"
"2000/04","Carver County","40838","39926","912","2.2","2000","4"
"1990/05","Anoka County","144396","138616","5780","4","1990","5"
"2011/01","Anoka County","185448","170607","14841","8","2011","1"
"2002/07","7 County Metro","1595139","1525354","69785","4.1","2002","7"
"1996/05","Scott County","42352","41246","1106","2.6","1996","5"
"1997/02","Scott County","44489","43061","1428","3.2","1997","2"
"2000/09","Ramsey County","288195","278674","9521","3.3","2000","9"
"1995/04","Hennepin County","635786","617966","17820","2.8","1995","4"
"2001/12","Anoka County","182432","175193","7239","4","2001","12"
"1996/09","Anoka County","170658","165116","5542","3.2","1996","9"
"1996/03","Dakota County","198985","193188","5797","2.9","1996","3"
"1994/12","Scott County","39947","38565","1382","3.5","1994","12"
"1993/08","7 County Metro","1422807","1366743","56064","3.6","1993","8"
"1999/09","Carver County","41106","40201","905","2.2","1999","9"
"1996/05","Anoka County","169292","164021","5271","3.1","1996","5"
"1993/01","Carver County","31125","29750","1375","4.4","1993","1"
"1992/06","Washington County","89124","85630","3494","3.9","1992","6"
"1993/04","Washington County","93532","89691","3841","4.1","1993","4"
"1993/02","Carver County","31317","29941","1376","4.4","1993","2"
"2003/07","7 County Metro","1607113","1529786","77327","4.6","2003","7"
"2001/02","Scott County","57825","55890","1935","3.3","2001","2"
"1995/01","Ramsey County","272273","263368","8905","3.3","1995","1"
"1991/12","Hennepin County","614887","593023","21864","3.6","1991","12"
"1997/09","Ramsey County","281360","273063","8297","2.9","1997","9"
"1993/03","Anoka County","155518","146848","8670","5.6","1993","3"
"2004/07","Ramsey County","279439","265620","13819","4.9","2004","7"
"2002/06","Dakota County","222378","213069","9309","4.2","2002","6"
"2000/11","Ramsey County","289656","281859","7797","2.7","2000","11"
"2002/09","Dakota County","220437","212426","8011","3.6","2002","9"
"1998/10","Ramsey County","284475","278958","5517","1.9","1998","10"
"1991/05","Scott County","34225","32720","1505","4.4","1991","5"
"1995/08","Washington County","104761","102409","2352","2.2","1995","8"
"1991/10","Washington County","86275","82535","3740","4.3","1991","10"
"1999/12","Washington County","119866","117853","2013","1.7","1999","12"
"2003/04","Dakota County","222305","213112","9193","4.1","2003","4"
"2003/06","7 County Metro","1594707","1513198","81509","4.9","2003","6"
"2010/09","Dakota County","229206","213615","15591","6.8","2010","9"
"2000/08","Washington County","118993","116168","2825","2.4","2000","8"
"1993/10","7 County Metro","1413921","1361269","52652","3.4","1993","10"
"1996/07","Anoka County","173410","167786","5624","3.2","1996","7"
"1998/08","Washington County","115858","114133","1725","1.5","1998","8"
"1998/02","Ramsey County","276516","269995","6521","2.4","1998","2"
"2010/08","Anoka County","189238","174481","14757","7.8","2010","8"
"1996/09","Hennepin County","647823","626622","21201","3.3","1996","9"
"1990/06","Ramsey County","274285","263137","11148","4.1","1990","6"
"2010/08","Hennepin County","659700","612885","46815","7.1","2010","8"
"1994/08","Dakota County","189353","184089","5264","2.8","1994","8"
"1996/05","Hennepin County","641471","622466","19005","3","1996","5"
"2003/11","Anoka County","186565","178267","8298","4.4","2003","11"
"1995/04","Anoka County","164992","159556","5436","3.3","1995","4"
"2004/02","Hennepin County","647848","618764","29084","4.5","2004","2"
"2002/12","Hennepin County","657929","631941","25988","3.9","2002","12"
"2010/07","Dakota County","230272","214162","16110","7","2010","7"
"2000/01","Washington County","116328","113059","3269","2.8","2000","1"
"2010/07","Ramsey County","274211","253099","21112","7.7","2010","7"
"2002/12","Ramsey County","280740","269598","11142","4","2002","12"
"1992/02","Ramsey County","268184","255530","12654","4.7","1992","2"
"1991/12","7 County Metro","1356026","1304099","51927","4.1","1991","12"
"1992/01","Carver County","29722","28412","1310","4.4","1992","1"
"2002/03","Scott County","61165","58084","3081","5","2002","3"
"2001/07","Scott County","58258","56549","1709","2.9","2001","7"
"1999/09","Dakota County","219152","214819","4333","2","1999","9"
"2006/08","7 County Metro","1592843","1537751","55092","3.3","2006","8"
"1995/03","Scott County","40966","39345","1621","4","1995","3"
"2000/06","Ramsey County","288763","279839","8924","3.1","2000","6"
"1999/09","Hennepin County","666915","649792","17123","2.6","1999","9"
"2001/12","7 County Metro","1578700","1517577","61123","3.9","2001","12"
"1992/06","7 County Metro","1385990","1318583","67407","4.5","1992","6"
"1991/07","Scott County","34819","33393","1426","4.1","1991","7"
"1997/01","Dakota County","202858","197546","5312","2.6","1997","1"
"1990/05","Scott County","33190","32049","1141","3.4","1990","5"
"2000/04","7 County Metro","1553197","1515724","37473","2.4","2000","4"
"2014/02","7 County Metro","1625182","1548800","76382","4.7","2014","2"
"1995/04","Scott County","40878","39451","1427","3.5","1995","4"
"1999/12","Anoka County","184595","180577","4018","2.2","1999","12"
"1992/04","7 County Metro","1365721","1309403","56318","4.2","1992","4"
"2010/04","Carver County","51483","47981","3502","6.8","2010","4"
"2004/02","Ramsey County","271922","258785","13137","4.8","2004","2"
"1991/02","Scott County","34575","32298","2277","6.6","1991","2"
"2010/04","Ramsey County","267391","247860","19531","7.3","2010","4"
"2010/04","Scott County","73598","68521","5077","6.9","2010","4"
"1993/02","7 County Metro","1379939","1317394","62545","4.8","1993","2"
"2004/12","Scott County","67385","64875","2510","3.7","2004","12"
"2002/02","Carver County","43570","41509","2061","4.7","2002","2"
"2001/05","Washington County","118994","116010","2984","2.5","2001","5"
"1990/01","Washington County","81753","78148","3605","4.4","1990","1"
"2006/02","7 County Metro","1573129","1508983","64146","4.2","2006","2"
"1990/04","Scott County","33464","31959","1505","4.5","1990","4"
"1996/01","Hennepin County","632148","612951","19197","3","1996","1"
"2010/03","Washington County","130900","120951","9949","7.6","2010","3"
"1992/08","7 County Metro","1401457","1339736","61721","4.1","1992","8"
"1993/02","Scott County","37294","35084","2210","5.9","1993","2"
"1996/08","Scott County","43026","41959","1067","2.5","1996","8"
"1998/05","Dakota County","210776","207661","3115","1.5","1998","5"
"1993/06","Hennepin County","631736","600183","31553","5","1993","6"
"2000/03","Anoka County","177672","172145","5527","3.1","2000","3"
"1991/08","Anoka County","150032","143071","6961","4.6","1991","8"
"2004/10","Hennepin County","662329","635614","26715","4","2004","10"
"1995/02","Anoka County","164995","158702","6293","3.8","1995","2"
"2012/03","7 County Metro","1598735","1504928","93807","5.8","2012","3"
"1995/06","Anoka County","166399","161095","5304","3.2","1995","6"
"1992/05","Dakota County","175927","169370","6557","3.7","1992","5"
"1997/09","Hennepin County","651832","633873","17959","2.8","1997","9"
"1999/04","Ramsey County","280799","275316","5483","2","1999","4"
"2000/06","7 County Metro","1573297","1529261","44036","2.6","2000","6"
"1994/09","Scott County","38930","37841","1089","2.8","1994","9"
"2003/02","Ramsey County","275893","263312","12581","4.6","2003","2"
"2014/04","7 County Metro","1627784","1565490","62294","3.8","2014","4"
"1991/06","Anoka County","149985","141944","8041","5.4","1991","6"
"2009/12","Dakota County","227791","211616","16175","7.1","2009","12"
"1996/03","7 County Metro","1465624","1418778","46846","3.4","1996","3"
"1993/05","Hennepin County","623535","596863","26672","4.3","1993","5"
"2016/07","7 County Metro","1683617","1624225","59392","3.5","2016","7"
"2000/06","Anoka County","180199","175316","4883","2.7","2000","6"
"2000/09","Carver County","41083","40115","968","2.4","2000","9"
"1991/09","Scott County","34359","32787","1572","4.6","1991","9"
"2003/01","7 County Metro","1561034","1486114","74920","4.8","2003","1"
"1998/07","Washington County","115851","114073","1778","1.5","1998","7"
"1994/07","Anoka County","163808","158763","5045","3.1","1994","7"
"1991/01","Dakota County","168051","160884","7167","4.3","1991","1"
"2009/11","Scott County","74765","69681","5084","6.8","2009","11"
"1996/06","Dakota County","202047","196669","5378","2.7","1996","6"
"1992/07","Dakota County","180654","173274","7380","4.1","1992","7"
"2009/10","Anoka County","190121","175107","15014","7.9","2009","10"
"2016/05","7 County Metro","1655856","1606257","49599","3","2016","5"
"2000/10","Washington County","118867","116048","2819","2.4","2000","10"
"2004/10","Anoka County","189159","181812","7347","3.9","2004","10"
"1992/04","Ramsey County","269847","258559","11288","4.2","1992","4"
"1996/03","Carver County","36606","35411","1195","3.3","1996","3"
"1997/03","7 County Metro","1488274","1448262","40012","2.8","1997","3"
"2016/06","7 County Metro","1667631","1606172","61459","3.6","2016","6"
"2001/10","Washington County","120142","116505","3637","3","2001","10"
"1998/12","7 County Metro","1541029","1515415","25614","1.7","1998","12"
"2009/09","Carver County","50761","47057","3704","7.3","2009","9"
"2001/06","Hennepin County","669158","644299","24859","3.7","2001","6"
"2009/09","Hennepin County","656818","606239","50579","7.7","2009","9"
"1996/10","Hennepin County","651571","633177","18394","2.8","1996","10"
"2004/07","7 County Metro","1604590","1531697","72893","4.3","2004","7"
"1996/11","7 County Metro","1500522","1462727","37795","2.4","1996","11"
"2001/01","Anoka County","181048","174979","6069","3.4","2001","1"
"2013/06","7 County Metro","1632337","1550592","81745","4.9","2013","6"
"1992/04","Anoka County","151682","144475","7207","4.8","1992","4"
"1999/11","Carver County","41377","40638","739","1.8","1999","11"
"2009/08","Hennepin County","662079","610416","51663","7.8","2009","8"
"2001/06","Scott County","57890","56005","1885","3.3","2001","6"
"2003/03","7 County Metro","1565053","1492144","72909","4.7","2003","3"
"2011/07","7 County Metro","1625819","1509995","115824","7","2011","7"
"2003/05","Anoka County","185010","176664","8346","4.5","2003","5"
"2009/07","Anoka County","193700","176854","16846","8.7","2009","7"
"2003/08","Hennepin County","668505","636117","32388","4.8","2003","8"
"1990/05","7 County Metro","1339821","1291923","47898","3.4","1990","5"
"1999/03","Carver County","40411","39492","919","2.3","1999","3"
"1996/01","7 County Metro","1456836","1408992","47844","3.4","1996","1"
"2009/07","Scott County","75870","70257","5613","7.4","2009","7"
"2001/06","Washington County","120400","116458","3942","3.3","2001","6"
"1992/11","7 County Metro","1391865","1337665","54200","3.8","1992","11"
"1997/09","Anoka County","174417","169674","4743","2.7","1997","9"
"2002/08","Scott County","61378","59184","2194","3.6","2002","8"
"2011/03","7 County Metro","1585703","1479529","106174","6.7","2011","3"
"1996/10","Dakota County","203329","198187","5142","2.5","1996","10"
"2007/09","7 County Metro","1600963","1529858","71105","4.3","2007","9"
"2002/07","Hennepin County","671250","640147","31103","4.6","2002","7"
"2003/10","7 County Metro","1588288","1517906","70382","4.2","2003","10"
"1993/10","Dakota County","184286","178451","5835","3.2","1993","10"
"2001/02","Hennepin County","662417","642977","19440","2.9","2001","2"
"1998/04","Dakota County","210325","207110","3215","1.5","1998","4"
"1994/10","Washington County","99632","97404","2228","2.2","1994","10"
"1998/01","Carver County","38657","37664","993","2.6","1998","1"
"2000/03","Carver County","40750","39555","1195","2.9","2000","3"
"2012/11","7 County Metro","1623813","1548861","74952","4.5","2012","11"
"1995/07","Dakota County","197138","192286","4852","2.5","1995","7"
"2000/05","Hennepin County","663496","646438","17058","2.6","2000","5"
"1997/01","Scott County","44561","42905","1656","3.7","1997","1"
"1999/02","Washington County","116772","114586","2186","1.9","1999","2"
"2003/02","Washington County","121678","116573","5105","4.2","2003","2"
"1999/07","7 County Metro","1590839","1551236","39603","2.4","1999","7"
"1993/04","7 County Metro","1388916","1331502","57414","4.2","1993","4"
"2005/05","7 County Metro","1581173","1526388","54785","3.3","2005","5"
"1997/02","Washington County","109805","106992","2813","2.6","1997","2"
"1995/08","Hennepin County","651707","633389","18318","2.8","1995","8"
"1994/08","Scott County","39475","38423","1052","2.7","1994","8"
"2002/10","Ramsey County","281520","270669","10851","3.9","2002","10"
"1990/02","Ramsey County","267129","257052","10077","3.8","1990","2"
"1998/11","Scott County","47660","46780","880","1.8","1998","11"
"2000/06","Hennepin County","671288","651916","19372","2.9","2000","6"
"1995/07","Scott County","41610","40542","1068","2.6","1995","7"
"1992/11","Dakota County","179129","172567","6562","3.7","1992","11"
"1995/03","Anoka County","164921","159128","5793","3.5","1995","3"
"2009/02","Anoka County","190780","174372","16408","8.6","2009","2"
"1999/12","Hennepin County","664890","652087","12803","1.9","1999","12"
"1990/01","Ramsey County","266269","255196","11073","4.2","1990","1"
"1999/01","Dakota County","213189","209040","4149","1.9","1999","1"
"2009/02","Ramsey County","269394","249181","20213","7.5","2009","2"
"1994/01","Washington County","98078","94049","4029","4.1","1994","1"
"1996/11","Ramsey County","281416","273747","7669","2.7","1996","11"
"2003/05","Dakota County","222575","213616","8959","4","2003","5"
"1993/02","Ramsey County","268071","256048","12023","4.5","1993","2"
"2004/11","Anoka County","188923","181814","7109","3.8","2004","11"
"1995/04","Carver County","34960","34007","953","2.7","1995","4"
"1995/10","Ramsey County","280355","272377","7978","2.8","1995","10"
"2000/01","Carver County","40602","39345","1257","3.1","2000","1"
"1990/02","Anoka County","142942","136411","6531","4.6","1990","2"
"1991/06","Scott County","34637","32972","1665","4.8","1991","6"
"1991/04","Anoka County","148329","140641","7688","5.2","1991","4"
"1992/01","Dakota County","173917","166038","7879","4.5","1992","1"
"1998/10","Washington County","116029","114306","1723","1.5","1998","10"
"1997/06","Carver County","37978","37209","769","2","1997","6"
"1995/09","Anoka County","166142","161166","4976","3","1995","9"
"1992/06","Ramsey County","273720","260371","13349","4.9","1992","6"
"1990/03","Hennepin County","608543","586279","22264","3.7","1990","3"
"2003/07","Carver County","45915","43893","2022","4.4","2003","7"
"2013/08","7 County Metro","1626818","1552215","74603","4.5","2013","8"
"2008/11","Anoka County","190981","179909","11072","5.8","2008","11"
"2008/11","Carver County","50729","48140","2589","5.1","2008","11"
"2008/11","Dakota County","231672","219846","11826","5.1","2008","11"
"1993/10","Hennepin County","633379","608188","25191","4","1993","10"
"2008/11","Ramsey County","273441","258128","15313","5.6","2008","11"
"1991/01","Carver County","28844","27465","1379","4.8","1991","1"
"2010/02","7 County Metro","1566709","1445941","120768","7.8","2010","2"
"2003/02","7 County Metro","1563453","1493380","70073","4.6","2003","2"
"1991/09","Hennepin County","619583","588985","30598","4.9","1991","9"
"1997/02","Anoka County","171254","166014","5240","3.1","1997","2"
"1997/06","Scott County","45084","44000","1084","2.4","1997","6"
"2000/05","Carver County","40783","39945","838","2.1","2000","5"
"1997/11","Scott County","45372","44572","800","1.8","1997","11"
"2008/10","Washington County","129792","123298","6494","5","2008","10"
"1996/11","Scott County","43189","42164","1025","2.4","1996","11"
"2001/12","Ramsey County","285701","274826","10875","3.8","2001","12"
"2004/07","Hennepin County","666555","635105","31450","4.7","2004","7"
"1998/04","7 County Metro","1513561","1486252","27309","1.8","1998","4"
"2012/05","7 County Metro","1598842","1516007","82835","5.1","2012","5"
"2008/09","Ramsey County","273429","257841","15588","5.7","2008","9"
"2000/07","Carver County","41402","40497","905","2.2","2000","7"
"2006/06","7 County Metro","1592894","1534834","58060","3.5","2006","6"
"2011/04","7 County Metro","1592907","1494703","98204","6.1","2011","4"
"1998/01","Hennepin County","640464","626201","14263","2.2","1998","1"
"1994/04","Hennepin County","630653","610916","19737","3.1","1994","4"
"2001/11","Anoka County","183256","176405","6851","3.7","2001","11"
"1999/10","Anoka County","184965","181644","3321","1.8","1999","10"
"1995/07","7 County Metro","1486099","1443053","43046","2.7","1995","7"
"2012/01","7 County Metro","1593440","1499405","94035","5.9","2012","1"
"1997/11","Washington County","112550","110748","1802","1.6","1997","11"
"1991/10","Carver County","29096","28143","953","3.3","1991","10"
"2004/03","Ramsey County","273689","259424","14265","5.2","2004","3"
"2003/01","Carver County","44784","42641","2143","4.8","2003","1"
"2002/10","Dakota County","220350","213061","7289","3.3","2002","10"
"2004/03","Scott County","66959","63621","3338","5","2004","3"
"2015/11","7 County Metro","1632925","1586957","45968","2.8","2015","11"
"1990/12","Hennepin County","615983","593553","22430","3.6","1990","12"
"1995/04","Washington County","102978","99914","3064","3","1995","4"
"2000/05","7 County Metro","1555199","1516409","38790","2.4","2000","5"
"1994/02","Scott County","38910","37185","1725","4.4","1994","2"
"1998/12","Carver County","39801","39012","789","2","1998","12"
"1997/10","Scott County","45119","44303","816","1.8","1997","10"
"2004/10","Scott County","67393","65192","2201","3.3","2004","10"
"2000/02","Carver County","40526","39356","1170","2.9","2000","2"
"2003/11","Washington County","123544","118639","4905","4","2003","11"
"2001/02","Anoka County","181187","175334","5853","3.2","2001","2"
"2015/03","7 County Metro","1623976","1562128","61848","3.8","2015","3"
"1999/06","Dakota County","218043","213179","4864","2.2","1999","6"
"2000/07","Washington County","119231","116368","2863","2.4","2000","7"
"1992/07","7 County Metro","1405356","1343153","62203","4.2","1992","7"
"1993/06","Anoka County","157560","149179","8381","5.3","1993","6"
"1991/11","Washington County","86527","83010","3517","4.1","1991","11"
"2004/09","7 County Metro","1588568","1519777","68791","4.1","2004","9"
"2000/07","7 County Metro","1579295","1537384","41911","2.5","2000","7"
"1992/09","Ramsey County","273607","261026","12581","4.6","1992","9"
"1992/04","Carver County","30075","28905","1170","3.9","1992","4"
"1993/03","Hennepin County","617180","590811","26369","4.3","1993","3"
"2001/09","Washington County","119361","115807","3554","3","2001","9"
"1993/12","7 County Metro","1412221","1366882","45339","3.4","1993","12"
"2003/12","Anoka County","185633","177249","8384","4.5","2003","12"
"1993/11","Scott County","37624","36438","1186","3.2","1993","11"
"1998/07","7 County Metro","1540567","1511309","29258","1.7","1998","7"
"2007/12","7 County Metro","1598356","1530666","67690","4.3","2007","12"
"1997/01","Hennepin County","634945","617957","16988","2.7","1997","1"
"1999/02","Scott County","48803","47479","1324","2.7","1999","2"
"2002/12","7 County Metro","1567045","1505802","61243","3.9","2002","12"
