"name","age","war_or_conflict","war_start_date","war_end_date","location","link"
"Richard Koenig",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Rudolph Walter Koepke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Norman F. Koester",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Bernard C. Kopelke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Eugene J. Koppy",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Anthony Kostecky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John G. Koster",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Sylvester Simon Kostolnik",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth E. Krasky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur A. Kreitz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Stephen H. Kresko",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James A. Kreuger",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William E. Krovchuck",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Eugene R. Kubat",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Elden L. Kuehn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Charles M. Kuhlman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Stephen C. Kuzaroff",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Romer J. Lach",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Ernest E. Lafrenniere",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth E. Lair",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Leo Vernon Lais",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Walter S. Lamson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas F. Lang",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Chales R. Lange",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Clifford J. Lantto",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Nelson J. Laporte",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas J. Laqua",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George G. Larsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Rafael W. Larsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Birger O. Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edwin L.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harold W.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harvey G.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Hilmer W.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Roger W.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William A.  Larson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Anthony J. Lascotte",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Wilfred Eugene Laurence",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Stanley M. Lausen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harold P. Lebens",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert E. Lee",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Carl L. Lehmann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Otto Joseph Leitner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Curtis G. Lemke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Erwin E. Lemke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Henry G. Lemke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward A. Leslie",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Sidney J. Lesneau",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Russel G. Letson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Albert Lettengarver",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Darrell B. Lewis",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Rodney John Lewis",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Sam Liebfeld",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Sig Liebfeld",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Herbert James Lind",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Sumner G. Lind",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Howard J. Lindeman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Gordon G. Lindholm",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert Harold Lindner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lawrence M. Lindstrom",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert C. Link",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Morris Lipfield",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harold O. Lloyd",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John Harrison Lodwig",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lionel B. Lord",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Joseph H. Lothenbach",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Leslie R. Love",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Geoge S. Loveridge",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Raymond H. Lueck",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert D. Lundberg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Chester T. Lundgren",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John F. Lundgren",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward E. Lundholm",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert James Lych",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Charles F. Leyde",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lawrence J. Lynam",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Raymond E. Lynch",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Frank Machacek",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Charles P. Magnuson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Francis T. Mahoney",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Philip M. Majesky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"David Makiesky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"August J. Malinofski",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Arthur H. Manders",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Marvin A. Manfield",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward D. Manos",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Leo B. Mansfield",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lawrence E. Maranda",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Elmer T. Marcotte",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Mario J. Mariani",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John Marodi",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Charles H. Martin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William E. Martin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Bernard P. Martinson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John T. Marvin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Farrell Duane Mason",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Quintin Mason",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Karl R. Massey",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Kenneth B. Mathewson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Stanley E. Matteson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William George Mattews",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert G. Mattlin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Carl Henning Mattson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert F. Maushammer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lester B. Le May",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Peter John May",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Douglas E. Mayer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lawrence Jacob Mayer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Philip A. McAdam",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John T. McCarthy",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harrison L. McColgan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald H. McDonnell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John T. McErlane",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald Crane McGeary",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John Richard McGee",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Charles A. McGinley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Francis J. McGlogan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Arthur H. McGuire",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Frank A. McKenny",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Partick McKliget",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Larry E. McLean",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lawrence Thomas McLean",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John Leanord McLellan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John R. McNamara",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert J. McPartlin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Hugh H. McPherson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Pedro Matrinez Medellin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Michael Paul Meko",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald E. Menier",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert G. Menier",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John J. Messmer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Thomas Philip Metz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William James Meyer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"James G. Mickelsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William Alfred Mikkelson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Kenneth J. Miller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Max L. Miller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Norman Alfred Miller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Sam Miller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William H. Miller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Lloyd Thomas Milligan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Joseph Mindelsohn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Raymond Frederick Mix",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edwin M. Mize",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Gilbert Moen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Irving A. Moldver",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Stanley J. Monroe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Albert E. Moore",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Frank Moralez",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William Anthony Moran",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Roland M. Mosier",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William Herman Mottaz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Francis Alfred Mroszak",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Bill M. Mulligan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Orrin D. Munger",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"James L. Mydland",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Nicholas F. Mydra",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Floyd C. Myers",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Arnold G. Myking",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John J. Myler",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Richard A. Nagan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald D. Nagel",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Kenneth A. Nasby",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Marlin Nasby",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Jesse Navarro",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Arnold B. Nelson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Gordon Lloyd Nelson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Ingwald Nels Nelson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Albert Neumann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Frank J. Neumann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Richard E. Neumann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Carlton F. Neumeister",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward A. Newlin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John H. Newstrom",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Anthony Nicolao",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Allen L. Niederkorn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Jake Henry Nilva",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William A. Nordstrom",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Glenn A. Noren",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John E. Norquist",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Richard K. Notebaart",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward R. Novak",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert Joseph Novak",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Emory M. Nowell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Arden Nystrom",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Warren G. Oaks",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harold J. O'Brien",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William J. O'Brien",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Emmett J. O'Connell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Vincent L. O'Conner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"William Thomas Ogle",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert j. O'Keefe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Eugene C. Okeson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Stuart K. Oliver",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Leroy L. Olsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Abner J. Olson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Carl Milford Olson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Theodore H. Olson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Wayne C. Olson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Richard W. Oman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Herman Omansky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Chan K. On",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"George A. Oney",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Owen M. Opsal",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John A. Orlando",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Manuel Ortiz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Roland L. Orton",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"George A. Osterberg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Gerald M. Osterloh",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward P. Paddock",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Thomas M. Palmer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Thomas F. Palon",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Allen A. Parke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"John Mathew Pate",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert T. Patoile",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Wendell A. Paulson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald E. Payne",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Stephen R. E. Pease",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald Edward Pederson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Richard F. Pelletier",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Ronald J. Perron",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Vladimir J. Pesek",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Howard C. Peters",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Rudolph H. Peters",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Edward L. Petersen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Donald E. Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harry L.  Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Henry G. Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Harold A.  Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"James S. Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Milton Peterson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Howard K. Peteschel",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
