"id","registrationdate","mailcity","mailstate","mailzip","mailcountry","gender","birthyear","keyassigned","keyactivated","active"
,"2015-04-29T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1982","2015-08-10T09:33:00.000","2015-08-10T09:33:00.000",
,"2012-07-30T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1964","2012-08-30T10:48:00.000","2012-08-31T11:49:00.000",
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37412","United States","1","1978","2015-08-03T14:52:00.000","2015-08-07T17:41:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37401","United States","1","1963","2015-07-31T11:18:00.000","2015-08-07T10:01:00.000",
,"2015-07-24T00:00:00.000","Loma Linda","California","92354","United States","2","1991","2015-07-24T12:33:00.000",,
,"2015-07-25T00:00:00.000","Ooltewah","Tennessee","37363","United States","2","1994","2015-07-27T10:27:00.000",,
,"2015-03-15T00:00:00.000","chattanooga","Tennessee","37405","United States","1","1981","2015-03-16T11:40:00.000","2015-06-01T19:01:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37411","United States","2","1963","2015-07-27T10:48:00.000","2015-08-11T19:56:00.000",
,"2012-09-12T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1968","2012-09-12T14:42:00.000","2012-09-21T12:14:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37409","United States","2","1987","2015-07-27T10:23:00.000","2015-07-30T23:15:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37407","United States","1","1950","2015-07-28T10:40:00.000","2015-08-02T11:23:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1987","2015-07-28T10:29:00.000","2015-08-02T14:04:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37403","United States","2","1986","2015-07-31T12:39:00.000","2015-08-06T18:09:00.000",
,"2013-10-26T00:00:00.000","Chattanooga","Tennessee","37408","United States","2","1986","2013-10-28T14:55:00.000","2013-11-03T11:17:00.000",
,"2012-09-27T00:00:00.000","Ooltewah","Tennessee","37363","United States","1","1952","2012-09-28T08:20:00.000","2012-09-30T13:37:00.000",
,"2015-07-27T00:00:00.000","Chattanooga","Tennessee","37409","United States","1","1981","2015-07-29T11:11:00.000","2015-07-30T18:56:00.000",
,"2013-08-22T00:00:00.000","Cleveland","Tennessee","37312","United States","2","1995","2013-08-23T10:13:00.000","2013-08-26T13:02:00.000",
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1980","2015-08-03T14:53:00.000","2015-08-08T21:29:00.000",
,"2012-08-09T00:00:00.000","Houston","Texas","77019","United States","2","1977","2012-08-09T12:59:00.000","2012-08-22T16:26:00.000",
,"2012-08-03T00:00:00.000","chattanooga","Tennessee","37408","United States","2","1982","2012-08-03T10:41:00.000","2012-08-30T10:20:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1969","2015-07-27T10:49:00.000","2015-08-05T12:36:00.000",
,"2012-08-19T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1992","2012-08-20T08:56:00.000",,
,"2012-08-19T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1992","2012-08-20T08:56:00.000",,
,"2013-02-07T00:00:00.000","chattanooga","Tennessee","37403","United States","1","1989","2013-02-07T12:44:00.000","2013-02-12T17:22:00.000",
,"2014-11-07T00:00:00.000","Chattanooga","Tennessee","37416","United States","2","1960","2014-11-10T13:18:00.000",,
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37404","United States","2","1973","2015-07-28T09:46:00.000","2015-08-14T18:48:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37411","United States","1","1986","2015-07-28T10:31:00.000","2015-09-13T17:37:00.000",
,"2015-07-27T00:00:00.000","Hixson","Tennessee","37343","United States","1","1964","2015-07-27T08:28:00.000","2015-08-03T16:20:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1982","2015-07-30T12:27:00.000","2015-09-13T16:04:00.000",
,"2012-08-29T00:00:00.000","Washington","District of Columbia","20011","United States","1","1973","2012-09-22T17:13:00.000","2012-09-22T17:16:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37343","United States","2","1974","2015-07-31T11:17:00.000","2015-09-12T09:44:00.000",
,"2015-10-19T00:00:00.000","Flintstone","Georgia","30725","United States","2","1968","2015-10-21T11:38:00.000","2015-10-25T07:50:00.000",
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1992","2015-08-03T14:41:00.000","2015-08-28T18:12:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37419","United States","1","1951","2015-08-04T10:07:00.000",,
,"2013-07-25T00:00:00.000","Chattanooga","Tennessee","37412","United States","1","1966","2013-09-20T09:07:00.000",,
,"2014-08-16T00:00:00.000","Nolensville","Tennessee","37135","United States","1","1996","2014-08-18T10:00:00.000","2014-08-25T16:50:00.000",
,"2015-04-13T00:00:00.000","Chattanooga","Tennessee","37408","United States","1","1986","2015-04-13T11:50:00.000","2015-04-15T00:05:00.000",
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37416","United States","2","1975","2015-08-03T14:55:00.000",,
,"2014-05-21T00:00:00.000","Rancho Cucamonga","California","91737","United States","1","1995","2014-05-22T09:13:00.000","2014-05-22T17:10:00.000",
,"2012-07-24T00:00:00.000","Rossville","Georgia","30741","United States","2","1960","2012-07-24T15:10:00.000",,
,"2015-07-30T00:00:00.000","Ooltewah","Tennessee","37363","United States","2","1980","2015-07-30T12:31:00.000","2015-09-16T10:08:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1987","2015-07-30T12:06:00.000","2015-08-01T13:29:00.000",
,"2013-07-22T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1980","2013-07-29T14:19:00.000","2013-08-05T14:06:00.000",
,"2013-07-22T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1980","2013-07-29T14:19:00.000","2013-08-05T14:06:00.000",
,"2015-03-25T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1973","2015-03-26T09:16:00.000","2015-03-29T11:28:00.000",
,"2015-07-27T00:00:00.000","Chattanooga","Tennessee","37403","United States","2","1984","2015-07-27T09:02:00.000","2015-07-31T21:47:00.000",
,"2013-05-30T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1987","2013-05-31T14:53:00.000","2013-06-12T10:52:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37404","United States","1","1984","2015-07-27T14:35:00.000","2015-12-15T21:15:00.000",
,"2015-07-29T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1985","2015-07-29T14:24:00.000","2015-08-02T21:06:00.000",
,"2013-02-13T00:00:00.000","Chattanooga","Tennessee","37403","United States","2","1991","2013-02-13T16:12:00.000","2013-11-11T10:30:00.000",
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1955","2015-08-03T14:40:00.000","2015-08-22T13:27:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1998","2015-07-28T15:36:00.000","2015-07-31T12:25:00.000",
,"2013-02-07T00:00:00.000","Chattanooga","Tennessee","37416","United States","2","1989","2013-02-07T16:32:00.000","2013-11-11T10:32:00.000",
,"2012-08-12T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1980","2012-08-13T09:55:00.000","2012-08-19T13:59:00.000",
,"2015-07-23T00:00:00.000","Chattanooga","Tennessee","37404","United States","1","1986","2015-07-27T13:49:00.000",,
,"2013-07-20T00:00:00.000","Camden","Tennessee","38320","United States","2","1994","2013-07-22T14:10:00.000",,
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37408","United States","2","1990","2015-07-28T15:34:00.000","2015-07-31T16:56:00.000",
,"2015-06-08T00:00:00.000","chattanooga","Tennessee","37405","United States","1","1992","2015-06-09T09:28:00.000","2015-09-02T23:34:00.000",
,"2015-05-08T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1999","2015-05-08T12:23:00.000","2015-05-08T12:29:00.000",
,"2015-05-08T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1999","2015-05-08T12:23:00.000","2015-05-08T12:29:00.000",
,"2015-05-08T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1999","2015-05-08T12:23:00.000","2015-05-08T12:29:00.000",
,"2013-08-14T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1975","2013-08-15T12:24:00.000","2013-08-17T14:13:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1978","2015-07-28T12:05:00.000","2015-08-06T21:00:00.000",
,"2013-12-18T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1963","2013-12-19T11:32:00.000","2013-12-20T17:27:00.000",
,"2013-02-09T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1991","2013-02-11T09:17:00.000","2013-02-12T17:38:00.000",
,"2015-08-16T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1984","2015-08-17T11:06:00.000","2015-08-25T08:20:00.000",
,"2015-07-31T00:00:00.000","Chattanooga","Tennessee","37409","United States","1","1986","2015-08-03T15:01:00.000","2015-08-08T08:26:00.000",
,"2015-07-28T00:00:00.000","ChattANOOGA","Tennessee","37403","United States","2","1972","2015-07-29T12:14:00.000",,
,"2015-07-25T00:00:00.000","chattanooga","Tennessee","37409","United States","2","1958","2015-07-29T10:52:00.000","2015-08-03T20:25:00.000",
,"2015-05-08T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1990","2015-05-08T12:27:00.000","2015-05-08T12:34:00.000",
,"2015-06-27T00:00:00.000","Chattanooga","Tennessee","37401","United States","2","1995","2015-06-29T10:20:00.000","2015-08-20T16:45:00.000",
,"2013-08-05T00:00:00.000","CHATTANOOGA","Tennessee","37405","United States","1","1980","2013-08-05T13:17:00.000","2013-08-05T14:07:00.000",
,"2015-09-01T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1994","2015-09-02T10:52:00.000","2015-09-02T12:13:00.000",
,"2013-07-21T00:00:00.000","Chattanooga","Tennessee","37408","United States","1","1978","2013-07-22T14:18:00.000",,
,"2014-08-17T00:00:00.000","clarksville","Tennessee","37040","United States","1","1986","2014-08-18T10:01:00.000",,
,"2015-07-25T00:00:00.000","chattanooga","Tennessee","37415","United States","1","1989","2015-07-29T10:51:00.000","2015-07-30T18:21:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1958","2015-08-03T15:59:00.000","2015-08-07T19:48:00.000",
,"2015-07-27T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1984","2015-07-29T11:15:00.000","2015-08-08T11:55:00.000",
,"2015-07-24T00:00:00.000","Ooltewah","Tennessee","37363","United States","2","1982","2015-07-28T10:29:00.000","2015-08-08T18:43:00.000",
,"2014-03-09T00:00:00.000","Signal Mtn","Tennessee","37377","United States","2","1967","2014-03-21T09:35:00.000",,
,"2015-07-24T00:00:00.000","Hixson","Tennessee","37343","United States","1","1981","2015-07-28T11:55:00.000","2015-07-29T23:08:00.000",
,"2012-07-24T00:00:00.000","Chattanooga","Tennessee","37408","United States","2","1978","2012-07-24T10:36:00.000","2012-07-25T14:43:00.000",
,"2012-07-30T00:00:00.000","chattanooga","Tennessee","37343","United States","2","1984","2012-07-30T10:16:00.000",,
,"2015-07-29T00:00:00.000","Hixson","Tennessee","37343","United States","2","1971","2015-07-29T14:03:00.000",,
,"2014-05-26T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1968","2014-05-27T09:51:00.000","2014-06-03T08:32:00.000",
,"2014-09-17T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1980","2014-09-17T14:26:00.000","2014-09-20T12:09:00.000",
,"2015-08-24T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1983","2015-08-25T14:41:00.000","2015-08-28T15:24:00.000",
,"2016-04-07T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1963","2016-04-08T13:35:00.000",,
,"2015-08-02T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1985","2015-08-03T14:32:00.000","2015-08-07T17:56:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1982","2015-07-31T11:38:00.000","2015-08-08T11:46:00.000",
,"2013-02-07T00:00:00.000","Red Bank","Tennessee","37415","United States","1","1984","2013-02-07T10:36:00.000","2013-02-11T22:46:00.000",
,"2013-06-25T00:00:00.000","Harrison","Tennessee","37341","United States","2","1972","2013-06-26T09:31:00.000","2013-06-27T21:28:00.000",
,"2012-08-11T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1986","2012-08-12T09:22:00.000","2012-08-30T11:56:00.000",
,"2013-02-26T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1985","2013-02-26T10:18:00.000","2013-11-11T10:25:00.000",
,"2013-08-15T00:00:00.000","signal mtn","Tennessee","37377","United States","1","1990","2013-08-15T12:34:00.000","2013-08-17T10:32:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1954","2015-07-24T12:30:00.000",,
,"2013-04-30T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1957","2013-04-30T14:42:00.000","2013-05-04T11:27:00.000",
,"2015-12-26T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1996","2015-12-28T10:45:00.000","2015-12-30T15:17:00.000",
,"2015-07-29T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1976","2015-07-29T14:22:00.000","2015-08-02T13:29:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1985","2015-07-31T11:16:00.000",,
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1991","2015-07-27T10:24:00.000",,
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37403","United States","2","1961","2015-08-03T15:29:00.000","2015-08-07T19:43:00.000",
,"2016-03-02T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1980","2016-03-03T08:58:00.000","2016-03-04T15:51:00.000",
,"2013-03-01T00:00:00.000","chattanooga","Tennessee","37408","United States","1","1954","2013-03-01T09:47:00.000","2013-03-04T13:28:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1979","2015-07-29T09:31:00.000","2015-07-31T16:34:00.000",
,"2012-08-17T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1963","2012-08-20T08:42:00.000","2012-09-09T16:34:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37411","United States","1","1953","2015-07-24T14:47:00.000","2015-08-11T13:14:00.000",
,"2016-03-16T00:00:00.000","Chattanooga","Tennessee","37402","United States","2","1993","2016-03-16T12:31:00.000","2016-03-21T20:22:00.000",
,"2013-01-26T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1937","2013-01-28T11:55:00.000","2013-01-30T14:20:00.000",
,"2013-09-16T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1958","2013-09-16T13:16:00.000","2015-05-23T18:59:00.000",
,"2015-07-24T00:00:00.000","Trenton","Georgia","30752","United States","1","1961","2015-07-28T11:18:00.000",,
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1985","2015-07-24T15:04:00.000","2015-08-08T07:49:00.000",
,"2014-12-31T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1974","2014-12-31T11:05:00.000","2015-01-06T10:57:00.000",
,"2015-06-24T00:00:00.000","Nashville","Tennessee","37207","United States","2","1994","2015-06-25T10:32:00.000",,
,"2015-08-01T00:00:00.000","Chattanooga","Tennessee","37404","United States","2","1959","2015-08-03T14:42:00.000","2015-08-08T14:42:00.000",
,"2015-05-15T00:00:00.000","Chattanooga","Tennessee","37408","United States","2","1978","2015-05-18T14:01:00.000","2015-06-17T17:47:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37421","United States","1","1986","2015-07-28T09:47:00.000","2015-07-31T17:33:00.000",
,"2013-06-27T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1947","2013-06-28T09:45:00.000","2013-06-30T18:11:00.000",
,"2013-08-06T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1990","2013-08-08T12:20:00.000","2013-08-10T02:00:00.000",
,"2013-01-10T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1989","2013-01-10T15:28:00.000","2013-01-11T16:32:00.000",
,"2015-08-03T00:00:00.000","Harrison","Tennessee","37341","United States","1","1964","2015-08-04T10:05:00.000","2015-08-08T18:01:00.000",
,"2013-08-05T00:00:00.000","CHATTANOOGA","Tennessee","37405","United States","1","1980","2013-08-05T13:20:00.000","2013-08-05T14:08:00.000",
,"2013-08-05T00:00:00.000","CHATTANOOGA","Tennessee","37405","United States","1","1980","2013-08-05T13:20:00.000","2013-08-05T14:08:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1979","2015-08-03T15:57:00.000","2015-08-25T17:02:00.000",
,"2012-07-30T00:00:00.000","Chattanooga","Tennessee","37416","United States","2","1960","2012-07-31T09:20:00.000",,
,"2015-07-29T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1970","2015-07-29T14:49:00.000","2015-08-02T20:50:00.000",
,"2012-09-26T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1992","2012-09-28T08:19:00.000","2012-10-02T17:07:00.000",
,"2015-09-24T00:00:00.000","Chattanooga","Tennessee","37404","United States","1","1976","2015-09-28T10:43:00.000",,
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1990","2015-07-24T12:00:00.000","2015-08-02T12:33:00.000",
,"2012-07-25T00:00:00.000","Altamonte Springs","Florida","32714","United States","1","1986","2012-07-25T09:50:00.000","2012-11-03T10:40:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1945","2015-08-03T13:12:00.000","2016-02-29T11:20:00.000",
,"2012-12-02T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1983","2012-12-04T13:33:00.000","2012-12-06T17:22:00.000",
,"2015-07-23T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1979","2015-07-27T13:50:00.000",,
,"2015-07-30T00:00:00.000","chattanooga","Tennessee","37405","United States","1","1987","2015-07-30T12:03:00.000","2015-08-12T09:41:00.000",
,"2015-08-02T00:00:00.000","Chattanooga","Tennessee","37421","United States","2","1958","2015-08-03T14:26:00.000","2015-09-19T11:37:00.000",
,"2012-08-30T00:00:00.000","Chattanooga","Tennessee","37408","United States","2","1987","2012-08-30T16:25:00.000","2012-09-26T14:36:00.000",
,"2013-02-11T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1966","2013-02-11T12:21:00.000","2013-02-14T11:04:00.000",
,"2012-07-30T00:00:00.000","Hixson","Tennessee","37343","United States","1","1950","2012-07-31T09:21:00.000","2012-08-07T13:23:00.000",
,"2012-10-05T00:00:00.000","Chattanoooga","Tennessee","37405","United States","2","1987","2012-10-05T08:27:00.000","2012-10-08T00:37:00.000",
,"2015-08-03T00:00:00.000","Signal Mtn","Tennessee","37377","United States","2","1953","2015-08-03T13:17:00.000",,
,"2015-09-17T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1988","2015-09-17T10:39:00.000","2015-09-21T11:56:00.000",
,"2014-01-15T00:00:00.000","Chattanooga","Tennessee","37409","United States","2","1982","2014-01-16T09:14:00.000",,
,"2015-10-14T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1977","2015-10-14T12:43:00.000","2015-10-22T10:18:00.000",
,"2016-03-24T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1966","2016-03-25T10:04:00.000","2016-03-28T12:46:00.000",
,"2015-07-31T00:00:00.000","CHATTANOOGA","Tennessee","37416","United States","2","1971","2015-07-31T15:07:00.000","2016-04-05T17:54:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1948","2015-08-04T10:15:00.000","2015-08-09T10:08:00.000",
,"2015-07-28T00:00:00.000","Chattanooga","Tennessee","37404","United States","2","1981","2015-07-29T11:52:00.000","2015-08-02T09:30:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1962","2015-08-03T15:29:00.000",,
,"2015-08-03T00:00:00.000","Ooltewah","Tennessee","37363","United States","1","1985","2015-08-03T15:33:00.000",,
,"2014-08-05T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1994","2014-08-06T16:09:00.000","2014-08-17T22:59:00.000",
,"2015-07-31T00:00:00.000","Chattanooga","Tennessee","37404","United States","1","1974","2015-07-31T10:40:00.000",,
,"2015-07-24T00:00:00.000","chattanooga","Tennessee","37416","United States","1","1970","2015-07-28T09:49:00.000",,
,"2012-10-25T00:00:00.000","Hixson","Tennessee","37343","United States","1","1993","2012-10-25T12:28:00.000","2012-11-06T19:15:00.000",
,"2012-07-23T00:00:00.000","Hixson","Tennessee","37343","United States","2","1984","2012-07-23T13:44:00.000","2013-01-23T10:48:00.000",
,"2012-07-24T00:00:00.000","Chattanooga","Tennessee","37415","United States","1","1984","2012-07-24T10:04:00.000","2012-08-02T15:57:00.000",
,"2015-07-29T00:00:00.000","HARRISON","Tennessee","37341","United States","2","1957","2015-07-30T12:48:00.000",,
,"2015-08-26T00:00:00.000","Dunlap","Tennessee","37327","United States","1","1993","2015-08-27T10:47:00.000",,
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1983","2015-08-03T15:28:00.000","2015-08-10T16:55:00.000",
,"2014-09-01T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1992","2014-09-02T11:49:00.000",,
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1982","2015-08-03T13:12:00.000","2015-08-12T13:33:00.000",
,"2015-08-03T00:00:00.000","Chattanooga","Tennessee","37403","United States","2","1953","2015-08-04T10:00:00.000","2015-08-27T11:55:00.000",
,"2014-07-16T00:00:00.000","Chattanooga","Tennessee","37421","United States","1","1965","2014-07-16T10:21:00.000",,
,"2012-07-24T00:00:00.000","Chattanooga","Tennessee","37402","United States","2","1957","2012-07-24T15:38:00.000","2012-07-25T19:18:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1990","2015-07-28T10:28:00.000","2015-07-30T19:32:00.000",
,"2015-07-25T00:00:00.000","Chattanooga","Tennessee","37404","United States","2","1973","2015-07-27T10:25:00.000",,
,"2016-04-07T00:00:00.000","Hixson","Tennessee","37343","United States","2","1984","2016-04-08T13:36:00.000","2016-04-10T17:29:00.000",
,"2012-10-01T00:00:00.000","Chattanooga","Tennessee","37415","United States","2","1991","2012-10-01T16:34:00.000","2012-10-05T16:01:00.000",
,"2012-07-24T00:00:00.000","Chattanooga","Tennessee","37405","United States","2","1987","2012-07-25T09:01:00.000",,
,"2013-09-23T00:00:00.000","East Ridge","Tennessee","37412","United States","1","1979","2013-09-23T12:34:00.000","2013-10-08T10:22:00.000",
,"2012-07-24T00:00:00.000","Chattanooga","Tennessee","37402","United States","1","1974","2012-07-24T15:08:00.000","2012-07-26T11:47:00.000",
,"2015-08-01T00:00:00.000","Hixson","Tennessee","37343","United States","1","1995","2015-08-03T14:43:00.000","2015-08-13T22:35:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37409","United States","1","1982","2015-07-30T12:29:00.000",,
,"2015-07-31T00:00:00.000","Apison","Tennessee","37302","United States","1","1954","2015-07-31T10:46:00.000",,
,"2014-09-13T00:00:00.000","Chattanooga","Tennessee","37403","United States","1","1948","2014-09-15T09:33:00.000",,
,"2013-10-12T00:00:00.000","red bank","Tennessee","37415","United States","1","1969","2013-10-14T15:05:00.000","2013-11-02T14:50:00.000",
,"2015-07-24T00:00:00.000","Chattanooga","Tennessee","37405","United States","1","1987","2015-07-27T15:24:00.000","2015-08-07T01:19:00.000",
,"2015-07-30T00:00:00.000","Chattanooga","Tennessee","37408","United States","1","1960","2015-07-30T12:28:00.000","2015-08-07T09:52:00.000",
,"2014-05-13T00:00:00.000","Dayton","Tennessee","37321","United States","1","1956","2014-05-14T13:49:00.000",,
