"the_geom","dirprefix","dirsuffix","fullname","functclass","leftfrom","leftto","maxaddress","minaddress","name","objectid","oddside","ownership","rightfrom","rightto","streetid","streetstat","typeprefix","typesuffix"
"MULTILINESTRING ((-85.3093449356944 35.043921897164196, -85.30934398665863 35.04390801721407, -85.30934474576758 35.043877855416504, -85.30934555934738 35.04384533217834, -85.30934679938545 35.04378264450895, -85.30934763749437 35.043719955210385, -85.30934810898371 35.04365723565147, -85.3093482125223 35.043594541386874, -85.30934791584474 35.04353184550306, -85.30934728396134 35.04346914626743, -85.30934625162213 35.0434064735441, -85.30934485180643 35.043343771258634, -85.30934308490563 35.04328109356919, -85.30933926958474 35.04321964043184, -85.309332346492 35.04315838939705, -85.3093223465688 35.043097422932476, -85.30930926973556 35.043036850755165, -85.30929311616025 35.042976753747105, -85.3092739836095 35.04291729986521, -85.30925183936473 35.04285851564437, -85.30922674787159 35.042800565331014, -85.30919874285834 35.04274350538486, -85.30916788923452 35.04268744589896, -85.30887891374842 35.04212151556882, -85.30882149508972 35.04200414500829, -85.30878311182803 35.041926419447236))",,,"Market St","Urban Minor Arterial","1100","1198.0","1199.0","1100","Market","5521.0","R","State","1101.0","1199.0","2905.0",,,"St"
"MULTILINESTRING ((-85.30859873102001 35.032535013747705, -85.30861793458321 35.0324467740414, -85.3086736497988 35.03219076157019, -85.30869469313825 35.03209407861571, -85.30882551093372 35.03148086326765))",,,"Market St","Urban Minor Arterial","1900","1998.0","1999.0","1900","Market","7061.0","R","State","1901.0","1999.0","2905.0",,,"St"
"MULTILINESTRING ((-85.30134949344607 35.033860816927, -85.30123347498765 35.03381617869315, -85.30110057964518 35.03376495587875))","E",,"E Main St","Urban Minor Arterial","501.0","509.0","509.0","500.0","Main","657.0","L","State","500.0","508.0","4978.0",,,"St"
"MULTILINESTRING ((-85.3073521034369 35.03670848532769, -85.30734907804077 35.03662143159714, -85.30734655947391 35.03655309059378, -85.30734387394186 35.036484775345, -85.30734105415564 35.036416460721604, -85.30733806826613 35.03634817115446, -85.30733498171915 35.03627985357204, -85.30733176068907 35.03621156333987, -85.30732837378676 35.03614327143898))",,,"Market St","Urban Minor Arterial","1460.0","1498.0","1499.0","1460.0","Market","10495.0","R","State","1461.0","1499.0","2905.0",,,"St"
"MULTILINESTRING ((-85.30535364553623 35.035382694542655, -85.30488465427634 35.03521088330716, -85.30466173172901 35.03512509983533, -85.30455020401094 35.03508224869797, -85.3044157043135 35.03503066364433))","E",,"E Main St","Urban Minor Arterial","201.0","299.0","299.0","200.0","Main","7301.0","L","State","200.0","298.0","4978.0",,,"St"
"MULTILINESTRING ((-85.31340482044787 35.042475969332195, -85.31351439845217 35.04229475406729, -85.3135573370063 35.04220951858783, -85.31357694545808 35.04217391137372, -85.31400218500362 35.04140171053581, -85.31405165071298 35.04131188325166))",,,"Carter St","Urban Collector","1200","1298.0","1299.0","1200","Carter","9449.0","R","Chattanooga","1201.0","1299.0","2933.0",,,"St"
"MULTILINESTRING ((-85.31958459268233 35.0421411774562, -85.31956400744453 35.0420786947947, -85.31955390725435 35.042044570240094, -85.31954481069297 35.04201028543977, -85.31953681414825 35.04197617291301, -85.31953036327378 35.04194110708029, -85.31952485124509 35.04190555218075, -85.31952040991366 35.04186989438892, -85.31951700338033 35.04183413138964, -85.3195146668458 35.04179834778301, -85.31951336634712 35.04176251453858, -85.31951310163919 35.04172666049123, -85.31951393920076 35.04169081204406, -85.31951577874234 35.0416549967564, -85.31951857320134 35.04162083621924, -85.31952068865246 35.04160771518806, -85.3195226039955 35.04159863992633))",,,"Riverfront Pkwy","Urban Principal Arterial","1300","1398.0","1399.0","1300","Riverfront","8337.0","R","Chattanooga","1301.0","1399.0","2956.0",,,"Pkwy"
"MULTILINESTRING ((-85.30964647300432 35.056620380999554, -85.30958459795053 35.056617934619744, -85.30954955066309 35.05661654972482, -85.30920342889621 35.056594732195535, -85.30897010348436 35.05658483374506, -85.30879943099839 35.05657395184854, -85.30863723472818 35.05656039989754, -85.30845887333562 35.05654230246846, -85.30837574881066 35.05652648911855, -85.30830366340525 35.05650508022574, -85.30821415329419 35.05646645393797, -85.30813716011974 35.056436885298645, -85.30805001067698 35.056403354822606, -85.3078546221876 35.05631540893406, -85.307849783508 35.05631323143913, -85.30780397981007 35.0562876784801, -85.30769138599162 35.05622486388981, -85.30769097820199 35.05622454220902, -85.30767793142265 35.056214257581225, -85.30764735728717 35.056190154080966, -85.30759126906499 35.056145936907356, -85.307536061041 35.05610241478823, -85.30749293912426 35.05607386638522, -85.30736925960888 35.05597979108592, -85.30728875466309 35.05590030911865, -85.30715801577888 35.055750902166565, -85.30714758003754 35.05573897565061, -85.30713417560504 35.055723656603426, -85.30712375406897 35.05570918695152, -85.30700348904324 35.05554748130528, -85.30685284969933 35.055336706428584, -85.30666590403123 35.05507537950577))",,,"Riverside Dr","Urban Principal Arterial","100.0","198.0","199.0","100.0","Riverside","1190.0","R","Chattanooga","101.0","199.0","4187.0",,,"Dr"
"MULTILINESTRING ((-85.29621518090313 35.04132179809103, -85.29601995354929 35.0412462999301, -85.29571330851535 35.04113033257224, -85.29540175652117 35.04101397877993, -85.29509941679086 35.040898557189955, -85.2948720392114 35.04080605303964))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","801.0","899.0","899.0","800.0","Martin Luther King","10651.0","L","Chattanooga","800.0","898.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.31259430918446 35.03298393459444, -85.31277912879798 35.033063150399535, -85.31294498830403 35.03313423856725, -85.31307862672855 35.03316356151445, -85.31312734102734 35.033174249795294, -85.31317633527611 35.033185000157765, -85.31330969318783 35.033240810430186, -85.3135860413773 35.03335201205455))","W",,"W 20th St","Urban Principal Arterial","300.0","398.0","399.0","300.0","20th","9613.0","R","State","301.0","399.0","2952.0",,,"St"
"MULTILINESTRING ((-85.30662800099554 35.062389729083876, -85.30632927713499 35.06232436026285, -85.30624522934487 35.06230257799686, -85.30619062775595 35.062287424531405))",,,"Frazier Ave","Urban Minor Arterial","201.0","299.0","299.0","200.0","Frazier","2715.0","L","Chattanooga","200.0","298.0","4887.0",,,"Ave"
"MULTILINESTRING ((-85.31033233270452 35.04393204697236, -85.31071870818346 35.04391642754778, -85.31146622627716 35.04390196369131, -85.31152385989095 35.04390103468363))","W",,"W 11th St","Urban Collector","100.0","148.0","149.0","100.0","11th","696.0","R","Chattanooga","101.0","149.0","2936.0",,,"St"
"MULTILINESTRING ((-85.2927745120051 35.0306441610033, -85.29272210515077 35.03062533310686, -85.29159901034934 35.03021520175486))","E",,"E Main St","Urban Minor Arterial","1039.0","1123.0","1123.0","1038.0","Main","3226.0","L","State","1038.0","1122.0","4978.0",,,"St"
"MULTILINESTRING ((-85.30260586994416 35.052795207898036, -85.30116595678786 35.0522536740987, -85.30115620928974 35.05225000810933, -85.30100358800797 35.052585195556055))",,,"Riverside Dr","Urban Principal Arterial","600.0","698.0","699.0","600.0","Riverside","5787.0","R","Chattanooga","601.0","699.0","4187.0",,,"Dr"
"MULTILINESTRING ((-85.31057477642977 35.03223791939742, -85.31070348250486 35.032290171459934, -85.31085707892245 35.03235252869561, -85.31103691780349 35.03240299611882, -85.31136226239957 35.03250373284738, -85.31146540084355 35.03254689899101, -85.31160176672428 35.032603970660716))","W",,"W 20th St","Urban Principal Arterial","100.0","198.0","199.0","100.0","20th","10667.0","R","State","101.0","199.0","2952.0",,,"St"
"MULTILINESTRING ((-85.30555571208885 35.04474682667012, -85.30549024553243 35.044722514761546, -85.30534711738756 35.04466991972482, -85.30520375389885 35.044617761311, -85.30506018520752 35.044566015079035, -85.30491634695618 35.0445147059718, -85.30481096918787 35.04447367748727))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","301.0","319.0","319.0","300.0","Martin Luther King","67.0","L","Chattanooga","300.0","318.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.30616316136394 35.05442247428601, -85.3059960688102 35.05425510715187, -85.30595709123637 35.054222625457825, -85.3058402281791 35.05413279277113, -85.30576793244279 35.0540817578351, -85.30571894750527 35.05404774563184, -85.30569384587088 35.05403031713988, -85.30563450554735 35.05399009322545, -85.30558976612924 35.053965336151265, -85.30548840836303 35.05390924759671, -85.30544138219207 35.053890805623574, -85.305383835094 35.05385649433635, -85.3053634444186 35.05384433795002, -85.30520735900029 35.05377594087193, -85.30461246055324 35.05354853534798, -85.3043085071412 35.05343305693987, -85.30410727948653 35.05335660592258, -85.30408590058425 35.05334848412936, -85.30401388941958 35.053321125049685, -85.30392684987885 35.05329070227, -85.30392457738199 35.053289908290076, -85.30390434534637 35.0532823938098, -85.30370460168876 35.05320819790544, -85.3032701361327 35.053046810386775, -85.3029821567136 35.05293081722988, -85.30297646236613 35.05292852410223, -85.30297116762144 35.052926703837954, -85.30287549975182 35.0528938243855, -85.30279529918968 35.05286626045652, -85.30262002330008 35.05280053762514, -85.30260586994416 35.052795207898036))",,,"Riverside Dr","Urban Principal Arterial","290.0","598.0","599.0","290.0","Riverside","65.0","R","Chattanooga","291.0","599.0","4187.0",,,"Dr"
"MULTILINESTRING ((-85.304231477386 35.044248689210875, -85.30413356917693 35.04421325160578, -85.3040373933515 35.04417834732361, -85.30401071965761 35.04416865848464))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","337.0","399.0","399.0","336.0","Martin Luther King","4673.0","L","Chattanooga","336.0","398.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.30937734388979 35.03170508511759, -85.30968550067185 35.0318302944206, -85.30975442139467 35.0318610440112, -85.30994204792623 35.03194475647094, -85.30998024462662 35.0319627220995, -85.31035244174242 35.03213777832308, -85.31049504330494 35.0322020071376, -85.31057477642977 35.03223791939742))","W",,"W 20th St","Urban Principal Arterial","16.0","98.0","99.0","16.0","20th","10160.0","R","State","17.0","99.0","2952.0",,,"St"
"MULTILINESTRING ((-85.3075724488867 35.05355874062212, -85.3066962546054 35.05357984827755, -85.306670050873 35.05358093277222, -85.30664381668909 35.053581878529094, -85.3066175823522 35.0535827426938, -85.30659134835327 35.053583468300005, -85.306565115912 35.05358411232406, -85.30652922691294 35.053584783067805))","E",,"E 3rd St","Urban Principal Arterial","201.0","299.0","299.0","200.0","3rd","9119.0","L","Chattanooga","200.0","298.0","4899.0",,,"St"
"MULTILINESTRING ((-85.31280522680257 35.039463058996205, -85.312851161719 35.0393842546918, -85.31294923064397 35.03920105136459, -85.31304725730301 35.03902655554745, -85.31315051024968 35.03884252956585, -85.31324138393455 35.03867631823515, -85.3133194269825 35.038537444066975, -85.31334493823876 35.03849204626478, -85.31339179864872 35.0384065711723, -85.31339505478178 35.03840068346306))",,,"Chestnut St","Urban Collector","1400","1498.0","1499.0","1400","Chestnut","9384.0","R","Chattanooga","1401.0","1499.0","4904.0",,,"St"
"MULTILINESTRING ((-85.29633018125945 35.03195419188182, -85.29621655394047 35.031911704488444, -85.29603731950196 35.031843444519396, -85.295857880838 35.031775594513924, -85.29567820483425 35.03170812754886, -85.29549829295878 35.03164107106143, -85.2953181766113 35.03157445196276, -85.29513782290536 35.03150821730788, -85.29495726605832 35.031442365188624, -85.29493492552365 35.0314342922923))","E",,"E Main St","Urban Minor Arterial","901.0","921.0","921.0","900.0","Main","4008.0","L","State","900.0","920.0","4978.0",,,"St"
"MULTILINESTRING ((-85.30652922691294 35.053584783067805, -85.30651265434338 35.05358501565643, -85.30648639162484 35.05358530219857, -85.30646016320662 35.05358547921644, -85.3064339023788 35.05358554632123, -85.30600654004816 35.05359478577307, -85.30596817177367 35.05359632034103, -85.30592974735995 35.053596727845616, -85.3058913317959 35.05359601007246, -85.30585295845637 35.05359416510613, -85.30581469636992 35.05359122218567, -85.3057766116356 35.053587153563754, -85.30573870168307 35.053581959928884, -85.30570103555911 35.053575668410325, -85.3056636805937 35.053568306830684, -85.30562666890005 35.053559821221754, -85.30555847666727 35.053540604523775, -85.3054903886217 35.05352111269189, -85.30547825761224 35.05351758084689))","E",,"E 3rd St","Urban Principal Arterial","301.0","399.0","399.0","300.0","3rd","8761.0","L","Chattanooga","300.0","398.0","4899.0",,,"St"
"MULTILINESTRING ((-85.28638448264988 35.037529976473486, -85.28614156661361 35.03740937149677, -85.28593440207985 35.03730837752773, -85.28581513000667 35.03725023324744, -85.28546263035916 35.037074923620416))",,,"Bailey Ave","Urban Principal Arterial","1101.0","1199.0","1199.0","1100","Bailey","721.0","L","Chattanooga","1100","1198.0","3029.0",,,"Ave"
"MULTILINESTRING ((-85.31470754272877 35.04017586850884, -85.31476341858385 35.040074922472165, -85.3148769781066 35.03987669589787, -85.31499523715705 35.0396559400369, -85.31510706355434 35.03945704356282, -85.31522830843343 35.03924251359585, -85.31530575048743 35.039104485696576))",,,"Carter St","Urban Collector","1400","1498.0","1499.0","1400","Carter","1546.0","R","Chattanooga","1401.0","1499.0","2933.0",,,"St"
"MULTILINESTRING ((-85.3157347934603 35.034160019180064, -85.31585603814516 35.03421793370168, -85.31591434027465 35.034245782152794, -85.31592335307428 35.03424979296745, -85.31617070814848 35.03435984213741, -85.31631629533834 35.03442461351003, -85.31650430734568 35.0345245462219, -85.31677726247693 35.03473087961208, -85.31717748498485 35.03511446384493, -85.31722425015225 35.035179027052116, -85.31737264747427 35.035383896624026, -85.31747410128305 35.03556806103229))","W",,"W 20th St","Urban Principal Arterial","500.0","598.0","599.0","500.0","20th","8501.0","R","Chattanooga","501.0","599.0","2952.0",,,"St"
"MULTILINESTRING ((-85.30775322411344 35.035277926699365, -85.30779164918106 35.03520900594778, -85.30814198513968 35.03458064753825, -85.30816608300272 35.03453742504015, -85.30823013165842 35.03441601018975, -85.30823502042105 35.03439131262384))",,,"Market St","Urban Minor Arterial","1600","1698.0","1699.0","1600","Market","6698.0","R","State","1601.0","1699.0","2905.0",,,"St"
"MULTILINESTRING ((-85.30148833646 35.06096036590924, -85.30145452759885 35.06100599395492, -85.30141554009397 35.061055382511505, -85.30136456372463 35.06110780445317, -85.3013126576455 35.06115961746437, -85.3012598877292 35.06121082052389, -85.30123249935049 35.0612366229314, -85.30120622255978 35.06126138671985, -85.30115169122446 35.06131131551851, -85.30109629884888 35.06136060765212, -85.30104007646314 35.06140923587199, -85.30099352542052 35.0614483591774, -85.30095172457858 35.061483115293385, -85.30090932584254 35.06151737274337, -85.30086636341376 35.06155113313425, -85.30080897790201 35.061602857479656, -85.30073738085979 35.061651835523655, -85.30052652190545 35.06180019001384, -85.30009849652625 35.062091889006425, -85.30009012813137 35.06209858959672))",,,"Barton Ave","Urban Principal Arterial","151.0","199.0","199.0","150.0","Barton","5166.0","L","Chattanooga","150.0","198.0","4373.0",,,"Ave"
"MULTILINESTRING ((-85.30156773276751 35.04323958662803, -85.30137963358789 35.04316158326823, -85.30127451833921 35.04312549753595, -85.30116953944501 35.04308908335595, -85.30115302040046 35.043083299276354, -85.30105027594888 35.04304731026011, -85.30094766823504 35.04301104695882, -85.30084522890012 35.04297450955866, -85.30074292715967 35.042937697879154, -85.30064076043708 35.042900613312156, -85.30053873070007 35.042863226330006, -85.30043686910086 35.042825593382126, -85.30028213859099 35.04276363663485, -85.30027106368941 35.042758945055, -85.30018460572529 35.042722318191714, -85.30008814908123 35.042681456828234, -85.30008267299155 35.042679136709936, -85.3000408027494 35.04266138964798, -85.30002875656758 35.04265598900945, -85.30001654234346 35.042650834247475, -85.30000419170487 35.04264592695478, -85.2999917044316 35.04264129244962, -85.29997904910348 35.04263690522752, -85.29996629072944 35.042632763560924, -85.29995339546343 35.04262892421968, -85.2999375277405 35.042625066686824, -85.29990770973532 35.04261969792748, -85.29954582516929 35.042547099583565, -85.29952825236929 35.04254342466978, -85.29951071340476 35.04253969439005, -85.2994932082636 35.04253591015103, -85.29947570384635 35.042532042921565, -85.29945819990827 35.04252812083313, -85.29944076399913 35.04252414498679, -85.29942332795889 35.04252008614497, -85.29940589239793 35.042515972444214, -85.29938852511705 35.04251177615088, -85.29937115830322 35.04250752640515, -85.2989389706382 35.04234475489439, -85.29880695215388 35.0422949913075))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","601.0","731.0","731.0","600.0","Martin Luther King","5675.0","L","Chattanooga","600.0","730.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.31125245006088 35.03759865730713, -85.31148937377347 35.03768923500304, -85.31161644317064 35.037736370457694, -85.31193583325 35.03785484543532, -85.31215827029193 35.03793817961085, -85.31229475041768 35.037989310856894, -85.31241371208318 35.038033877890896, -85.3129114615424 35.038217583497556, -85.31339505478178 35.03840068346306))","W",,"W Main St","Urban Minor Arterial","400.0","498.0","499.0","400.0","Main","9426.0","R","Chattanooga","401.0","499.0","2944.0",,,"St"
"MULTILINESTRING ((-85.29869310639545 35.03284828485754, -85.29863705424219 35.03282581035671, -85.29857015831439 35.032801927151006, -85.29848837792278 35.03277276281829, -85.2984665564492 35.03276499678084, -85.29835463271232 35.03272516316356, -85.29829794674731 35.03270498814549, -85.29807239550667 35.03262964008799, -85.29800041495146 35.032602695947574, -85.29795731102841 35.03258655990193, -85.29791381079004 35.032570277320886, -85.2978969575377 35.03256396823908, -85.29785440849074 35.03254804080037, -85.29781605842595 35.03253352156226, -85.29775837995209 35.032511684104094, -85.2977181447277 35.03249645038545, -85.29758065719574 35.03243225678734, -85.2975182065903 35.032407098787054, -85.29734249436419 35.03233631626596))","E",,"E Main St","Urban Minor Arterial","701.0","799.0","799.0","700.0","Main","5160.0","L","State","700.0","798.0","4978.0",,,"St"
"MULTILINESTRING ((-85.30658666865176 35.04583906056951, -85.30690489581202 35.04525539760182))",,,"Lindsay St","Urban Collector","816.0","898.0","899.0","816.0","Lindsay","5051.0","R","Chattanooga","817.0","899.0","4915.0",,,"St"
"MULTILINESTRING ((-85.29000311300535 35.02963473452575, -85.28992409498306 35.02960747621514, -85.28922901852042 35.02935982782307, -85.28855594404304 35.02911738982936, -85.28849303495025 35.02909334190463, -85.28814677439902 35.02896098086189))","E",,"E Main St","Urban Minor Arterial","1201.0","1299.0","1299.0","1200","Main","6846.0","L","State","1200","1298.0","4978.0",,,"St"
"MULTILINESTRING ((-85.3119170381991 35.0561330435357, -85.31183146898996 35.056180435243675, -85.31175590300647 35.056202691709046, -85.31151933088326 35.05627146302987, -85.31132843738581 35.05632401512481, -85.31103102785552 35.056423423962194, -85.31076597630484 35.05650527109492, -85.3106104726859 35.05654115778038, -85.31043457065671 35.05657488855433, -85.31018794181308 35.056611635757186, -85.3099884182486 35.05662466028146, -85.30977044885903 35.05662528200502, -85.30973468162328 35.05662386837313, -85.30970093571204 35.0566225339731, -85.30964647300432 35.056620380999554))",,,"Riverside Dr","Urban Principal Arterial","2.0","98.0","99.0","1.0","Riverside","4306.0","R","Chattanooga","1.0","99.0","4187.0",,,"Dr"
"MULTILINESTRING ((-85.2948720392114 35.04080605303964, -85.29474674374393 35.040755720608175, -85.29436958158963 35.04061339677233, -85.2940390824183 35.04049069067044, -85.29381362409063 35.040407975580116))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","901.0","989.0","989.0","900.0","Martin Luther King","8905.0","L","Chattanooga","900.0","988.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.3093449356944 35.043921897164196, -85.30940906647243 35.04393081331388, -85.30944130499633 35.04393437986423, -85.30947361735974 35.043937314547435, -85.30950603472606 35.04393967310676, -85.30953845642767 35.043941426825036, -85.3095709510994 35.04394255007769, -85.3096034843112 35.043943068687675, -85.30963598912494 35.04394300969632, -85.30966849935551 35.043942319144, -85.31016527581005 35.04393517270699, -85.31018953198227 35.0439348456072, -85.31033233270452 35.04393204697236))","W",,"W 11th St","Urban Collector","2.0","98.0","99.0","1.0","11th","7979.0","R","Chattanooga","1.0","99.0","2936.0",,,"St"
"MULTILINESTRING ((-85.3044157043135 35.03503066364433, -85.30421558452183 35.034954023597706, -85.30410398806279 35.03491136434821, -85.30399235813769 35.03486873222731, -85.30384427345253 35.03481228728026))","E",,"E Main St","Urban Minor Arterial","301.0","309.0","309.0","300.0","Main","6081.0","L","State","300.0","308.0","4978.0",,,"St"
"MULTILINESTRING ((-85.2989475697703 35.032949080901275, -85.29891885532282 35.032937887835956, -85.29880584561573 35.03289329167701, -85.29869310639545 35.03284828485754))","E",,"E Main St","Urban Minor Arterial","699.0","699.0","699.0","698.0","Main","2258.0","L","State","698.0","698.0","4978.0",,,"St"
"MULTILINESTRING ((-85.29891583131584 35.06299567767581, -85.29885969012959 35.06302930416768, -85.29880321426043 35.06306255801008, -85.29874640803438 35.06309543360137, -85.29868927747013 35.06312792746003, -85.29863182602618 35.06316003538593, -85.29857406057661 35.06319175390252, -85.29851597767579 35.06322308580229, -85.29845758760707 35.06325402903545, -85.29833944514728 35.06332410181373, -85.2983038856205 35.063348280649784, -85.29824630569696 35.063387434237534))",,,"Barton Ave","Urban Principal Arterial","301.0","399.0","399.0","300.0","Barton","457.0","L","Chattanooga","300.0","398.0","4373.0",,,"Ave"
"MULTILINESTRING ((-85.30619062775595 35.062287424531405, -85.30616172741142 35.06227939853619, -85.30607883915972 35.06225479344098, -85.3059965649698 35.06222881827732, -85.30591497094359 35.06220144600234, -85.30583409106191 35.062172704245235, -85.30575392338693 35.0621426197224, -85.3056745365741 35.062111166812784, -85.30559592930994 35.06207839896291, -85.30551816940041 35.06204428984361, -85.30543774015275 35.062009753652305, -85.30535727799746 35.061975272073575, -85.30527678037447 35.061940844389, -85.30519621647304 35.061906472528655, -85.30511565132349 35.06187215405877, -85.3050350532537 35.06183789160766, -85.30495442057713 35.06180368235223, -85.30483004288158 35.06175103101574))",,,"Frazier Ave","Urban Minor Arterial","301.0","399.0","399.0","300.0","Frazier","5321.0","L","Chattanooga","300.0","398.0","4887.0",,,"Ave"
"MULTILINESTRING ((-85.28649567577507 35.03229131336418, -85.28651016976029 35.03226289670801, -85.28653002601045 35.032223759099324, -85.28684002771801 35.031663099181806, -85.2868623009865 35.03161690972283, -85.28688428772737 35.03157062992397, -85.28690599222861 35.031524258404495, -85.2869274059466 35.03147779440999, -85.28693948582932 35.03145120664639))","S",,"S Holtzclaw Ave","Urban Principal Arterial","1100","1198.0","1199.0","1100","Holtzclaw","6607.0","R","Chattanooga","1101.0","1199.0","3031.0",,,"Ave"
"MULTILINESTRING ((-85.30690489581202 35.04525539760182, -85.30685754073089 35.04523806128633, -85.30674507836476 35.04519721128795, -85.30635219123998 35.04504997898559, -85.30634405626515 35.045046929786004, -85.30620235405239 35.04499178822042, -85.3060604136864 35.04493711280606, -85.3059182016804 35.044882819651285, -85.30577578682191 35.04482896471893, -85.30563313513304 35.04477552108374, -85.30555571208885 35.04474682667012))","E",,"E Martin Luther King Blvd","Urban Principal Arterial","201.0","299.0","299.0","200.0","Martin Luther King","3803.0","L","Chattanooga","200.0","298.0","2931.0",,,"Blvd"
"MULTILINESTRING ((-85.31023826913938 35.03722260452563, -85.31034708590511 35.03726288012559, -85.31092433352269 35.03748090219836, -85.31125245006088 35.03759865730713))","W",,"W Main St","Urban Minor Arterial","300.0","398.0","399.0","300.0","Main","9949.0","R","State","301.0","399.0","2944.0",,,"St"
"MULTILINESTRING ((-85.31312497110262 35.040962404406564, -85.31316303012181 35.04097674468654, -85.31405165071298 35.04131188325166))","W",,"W 13th St","Local Street","250.0","298.0","299.0","250.0","13th","3846.0","R","Chattanooga","251.0","299.0","2942.0",,,"St"
"MULTILINESTRING ((-85.31530575048743 35.039104485696576, -85.31535658905047 35.039005935466655, -85.3155395196077 35.03867488910715, -85.31561349190204 35.03854151533798, -85.31567555401072 35.038429617888305, -85.31568098158878 35.038419758287276, -85.31592048824629 35.03798339990235, -85.31612341947832 35.03762120221372, -85.31620558471079 35.03747653201202, -85.3163785292339 35.037171938063665, -85.31664815585611 35.03668855212468))",,,"Reggie White Blvd","Local Street","1600","1898.0","1899.0","1600","Reggie White","10545.0","R","Chattanooga","1601.0","1899.0","9572.0",,,"Blvd"
"MULTILINESTRING ((-85.297605253547 35.04691324448721, -85.29728485220177 35.04679620909474, -85.29641551729858 35.04646861496404, -85.2962447706798 35.04640428865609, -85.29624419530333 35.046404071443156, -85.29622569191842 35.04639710109862, -85.29621037658086 35.04639133048532, -85.29620737181598 35.04639019865088, -85.29544319976188 35.04610229943073, -85.29468328900288 35.045812705831466))",,,"Vine St","Local Street","701.0","799.0","799.0","700.0","Vine","2285.0","L","Chattanooga","700.0","798.0","4747.0",,,"St"
"MULTILINESTRING ((-85.29328253226336 35.03082710361602, -85.29322437039319 35.030805576165534, -85.2927745120051 35.0306441610033))","E",,"E Main St","Urban Minor Arterial","1031.0","1037.0","1037.0","1030.0","Main","8919.0","L","State","1030.0","1036.0","4978.0",,,"St"
"MULTILINESTRING ((-85.32073065261939 35.05095795085688, -85.3207614545524 35.05089428469442, -85.3209221119955 35.05056220799533, -85.32100202820436 35.05042503437302, -85.32105490082317 35.05033428041474, -85.32108244985473 35.05028164621516, -85.32121284828632 35.05003251092118, -85.32126533436126 35.04991816665137, -85.32135449442566 35.04972392099736, -85.3214203104761 35.04958833428062, -85.32151166155968 35.04940355366014, -85.32152888519902 35.04937021381113))",,,"Riverfront Pkwy","Urban Principal Arterial","800.0","948.0","949.0","800.0","Riverfront","897.0","R","Chattanooga","801.0","949.0","2956.0",,,"Pkwy"
"MULTILINESTRING ((-85.30758607570799 35.03962159413308, -85.30753231433673 35.03939046004527, -85.3075281663481 35.03937262848875, -85.30750100818155 35.03886933125104, -85.30748498198899 35.038572338922336, -85.30748252887946 35.038526882993736, -85.30748100366799 35.03849861392516))",,,"Market St","Urban Minor Arterial","1300","1348.0","1349.0","1300","Market","2532.0","R","State","1301.0","1349.0","2905.0",,,"St"
"MULTILINESTRING ((-85.29965784795348 35.03321634290417, -85.29960220845744 35.033196207023046, -85.29948770500197 35.03315426831408, -85.29937343916185 35.03311186318415, -85.29925944489538 35.03306901996683, -85.29914565441719 35.0330257656932, -85.29903213575425 35.03298204590539, -85.2989475697703 35.032949080901275))","E",,"E Main St","Urban Minor Arterial","613.0","697.0","697.0","612.0","Main","1668.0","L","State","612.0","696.0","4978.0",,,"St"
"MULTILINESTRING ((-85.30592560998846 35.03560587534635, -85.30561829802951 35.03548679843948, -85.30535364553623 35.035382694542655))","E",,"E Main St","Urban Minor Arterial","51.0","199.0","199.0","51.0","Main","8163.0","L","State","52.0","198.0","4978.0",,,"St"
"MULTILINESTRING ((-85.3013040652027 35.051993751092716, -85.30123304284108 35.05196613519255, -85.30113224717117 35.05192760255951, -85.30107640140899 35.05190664120864, -85.30098448950568 35.051872364384984, -85.30089230508567 35.051838552192436, -85.30079988406153 35.05180520554472, -85.30070722557058 35.05177232513949, -85.30061432876848 35.051739909564645, -85.30052119279256 35.051707959517884, -85.3004172497142 35.05167028763481, -85.30031351083178 35.05163225816608, -85.30020997489454 35.05159381835561, -85.3001066764913 35.051555023266644, -85.29998873066938 35.05151023401745, -85.29988287728811 35.0514695275453, -85.29977726022304 35.051428410221405, -85.29967184735453 35.05138693671662, -85.29956667165976 35.051345052366415, -85.2994530450424 35.05129924427213))","E",,"E 3rd St","Urban Minor Arterial","701.0","799.0","799.0","700.0","3rd","6118.0","L","Chattanooga","700.0","798.0","4899.0",,,"St"
"MULTILINESTRING ((-85.30037446923214 35.03349043203643, -85.30033765076534 35.033476285535436, -85.30021101538965 35.03342727039202, -85.30009127520039 35.03338065813331))","E",,"E Main St","Urban Minor Arterial","601.0","603.0","603.0","600.0","Main","248.0","L","State","600.0","602.0","4978.0",,,"St"
