"year","month","maize_yl","maize_wt","millet","sorghum","rice_imp","rice_local"
"2006","DEC","35.44","34.96","34.43","45.73","110.59","68.34"
"2007","JAN","36.30","35.41","35.08","46.65","103.97","64.07"
"2007","FEB","36.35","35.87","35.73","39.64","104.88","62.13"
"2007","MAR","36.40","36.32","36.38","40.15","112.23","63.16"
"2007","APR","37.46","36.78","37.03","41.62","114.78","63.56"
"2007","MAY","38.52","37.23","38.56","43.08","117.34","63.96"
"2007","JUN","39.59","38.37","40.09","44.54","119.90","64.36"
"2007","JUL","40.65","39.51","41.63","46.00","122.46","64.76"
"2007","AUG","41.71","40.65","43.16","47.46","125.02","65.16"
"2007","SEP","42.78","41.79","44.69","45.70","127.58","65.61"
"2007","OCT","43.84","42.92","46.22","43.78","116.13","66.89"
"2007","NOV","36.70","34.16","35.87","44.30","116.40","65.31"
"2007","DEC","36.90","34.40","36.23","44.81","117.83","65.68"
"2008","JAN","37.11","34.64","36.58","35.13","116.93","67.66"
"2008","FEB","37.32","35.41","36.94","35.91","117.83","69.64"
"2008","MAR","37.52","36.18","37.29","36.69","118.73","71.62"
"2008","APR","37.73","36.95","37.65","38.06","119.63","73.60"
"2008","MAY","37.94","37.72","38.00","39.43","120.53","75.58"
"2008","JUN","38.15","38.49","38.36","40.80","121.43","77.56"
"2008","JUL","38.36","39.26","38.71","42.17","122.33","79.54"
"2008","AUG","38.58","40.03","39.07","43.54","123.23","81.52"
"2008","SEP","36.60","34.17","33.69","44.91","124.13","83.50"
"2008","OCT","36.40","32.38","34.50","42.16","119.33","80.62"
"2008","NOV","36.19","33.36","35.31","42.95","119.60","81.07"
"2008","DEC","35.99","34.34","36.13","43.73","119.86","81.52"
"2009","JAN","38.22","35.32","36.94","35.02","120.97","65.51"
"2009","FEB","40.04","34.23","37.75","35.67","122.08","66.08"
"2009","MAR","40.29","35.07","38.56","36.32","123.18","68.64"
"2009","APR","40.55","35.91","39.37","36.97","124.29","71.20"
"2009","MAY","40.80","36.75","40.19","38.57","125.39","73.77"
"2009","JUN","41.05","37.59","41.00","40.17","126.50","76.33"
"2009","JUL","41.31","38.43","41.81","41.78","127.61","78.89"
"2009","AUG","41.56","39.27","42.62","43.38","128.71","83.24"
"2009","SEP","39.64","38.38","35.92","44.99","129.82","70.02"
"2009","OCT","38.42","38.45","37.55","45.68","130.92","70.38"
"2009","NOV","37.21","36.24","39.18","46.37","122.80","70.74"
"2009","DEC","35.99","35.26","40.80","42.16","123.06","71.10"
"2010","JAN","38.22","36.78","42.43","37.35","123.33","71.46"
"2010","FEB","40.45","38.30","44.06","37.71","123.60","71.72"
"2010","MAR","41.41","39.81","45.69","38.06","123.86","73.09"
"2010","APR","42.37","40.72","47.32","38.41","124.13","74.46"
"2010","MAY","43.33","41.63","48.95","38.77","125.96","75.84"
"2010","JUN","42.64","41.84","50.58","39.59","127.79","77.21"
"2010","JUL","42.78","41.99","52.21","40.41","129.61","78.58"
"2010","AUG","43.08","42.14","53.83","42.05","131.44","79.96"
"2010","SEP","42.22","41.69","55.46","43.69","133.27","81.33"
"2010","OCT","41.36","40.77","57.09","45.33","125.73","82.71"
"2010","NOV","40.50","41.10","45.12","46.97","126.00","75.30"
"2010","DEC","39.64","41.43","45.86","48.61","126.26","75.82"
"2011","JAN","42.52","42.49","46.60","41.64","126.53","76.91"
"2011","FEB","45.41","43.56","47.34","42.47","126.80","78.01"
"2011","MAR","46.57","44.62","48.08","43.30","127.06","79.11"
"2011","APR","47.74","45.69","48.82","44.13","127.33","80.20"
"2011","MAY","48.90","46.75","49.56","44.97","127.60","81.30"
"2011","JUN","50.07","49.13","50.30","45.80","127.86","82.40"
"2011","JUL","51.23","51.51","51.04","46.63","128.13","83.49"
"2011","AUG","52.39","53.89","51.78","47.46","128.40","84.59"
"2011","SEP","48.90","56.26","52.53","48.29","128.66","85.69"
"2011","OCT","49.61","58.64","47.66","49.13","111.50","79.25"
"2011","NOV","50.32","53.14","49.66","49.96","114.35","79.51"
"2011","DEC","51.03","54.21","51.66","50.79","117.19","79.76"
"2012","JAN","52.65","54.64","53.66","48.01","120.04","80.02"
"2012","FEB","54.27","55.06","55.66","45.68","122.88","80.28"
"2012","MAR","55.89","55.49","57.66","47.20","125.72","81.15"
"2012","APR","58.72","60.71","59.66","44.15","128.57","82.02"
"2012","MAY","61.56","65.92","61.66","45.68","131.04","82.89"
"2012","JUN","64.39","71.14","63.66","47.20","133.51","85.08"
"2012","JUL","67.23","76.36","65.66","48.72","135.97","87.28"
"2012","AUG","70.06","81.58","67.66","50.24","138.44","89.47"
"2012","SEP","72.90","86.80","78.46","51.77","140.91","91.66"
"2012","OCT","75.73","79.96","75.01","53.29","143.38","93.86"
"2012","NOV","61.74","80.45","75.70","54.81","133.24","96.05"
"2012","DEC","63.78","81.95","76.39","56.33","133.80","98.25"
"2013","JAN","65.83","83.46","77.08","57.86","134.36","99.43"
"2013","FEB","67.87","84.97","77.77","56.74","137.64","100.62"
"2013","MAR","71.88","86.47","78.46","58.87","140.92","101.81"
"2013","APR","75.89","87.98","79.15","60.84","144.20","103.00"
"2013","MAY","79.90","89.49","79.84","63.95","147.48","104.19"
"2013","JUN","83.91","90.99","82.40","64.97","150.76","105.38"
"2013","JUL","87.92","92.50","84.96","66.00","154.05","106.57"
"2013","AUG","91.93","94.01","87.52","67.02","157.33","107.76"
"2013","SEP","82.19","102.76","90.07","68.05","160.61","108.95"
"2013","OCT","80.99","89.34","92.63","69.07","163.89","100.88"
"2013","NOV","82.67","90.86","81.42","75.11","139.64","101.44"
"2013","DEC","84.34","92.37","85.09","83.25","140.30","102.01"
"2014","JAN","86.01","93.89","96.85","72.15","193.00","151.36"
"2014","FEB","87.68","95.41","101.80","74.10","196.39","177.05"
"2014","MAR","89.35","96.93","103.81","76.05","197.52","134.69"
"2014","APR","91.02","97.01","100.77","77.99","197.52","134.69"
"2014","MAY","92.69","97.90","97.74","79.94","211.62","136.68"
"2014","JUN","94.36","98.79","98.43","81.89","197.52","133.34"
"2014","JUL","96.03","99.68","99.12","83.84","201.55","134.03"
"2014","AUG","97.70","100.57","99.81","85.79","205.58","134.73"
"2014","SEP","88.30","95.70","100.50","87.74","230.53","144.01"
"2014","OCT","89.74","96.56","74.63","89.69","198.81","148.64"
"2014","NOV","91.17","97.43","77.24","91.64","214.45","179.73"
"2014","DEC","92.61","98.29","79.94","93.59","206.55","176.36"
"2015","JAN","94.04","99.15","82.74","84.45","282.98","178.70"
"2015","FEB","95.48","100.01","85.63","85.48","286.45","181.04"
"2015","MAR","96.91","100.87","88.63","87.87","289.93","183.38"
"2015","APR","98.35","101.73","91.73","91.77","293.41","185.72"
"2015","MAY","99.78","102.59","94.94","95.85","296.88","188.06"
"2015","JUN","101.22","103.46","98.27","100.10","300.36","190.39"
"2015","JUL","102.65","107.08","101.71","104.55","303.83","192.73"
"2015","AUG","104.08","110.82","105.27","109.19","307.31","195.07"
"2015","SEP","105.52","100.25","101.50","114.04","310.06","197.41"
"2015","OCT","92.21","101.19","105.91","119.10","329.57","199.75"
"2015","NOV","97.40","102.14","110.52","124.39","306.77","202.08"
"2015","DEC","102.26","103.08","115.33","109.98","314.32","204.42"
"2016","JAN","117.29","111.30","120.14","110.97","317.14","206.76"
"2016","FEB","119.54","119.51","124.94","111.97","320.00","209.10"
"2016","MAR","121.83","127.72","129.75","112.97","322.88","211.44"
"2016","APR","124.16","135.94","134.56","113.99","325.78","213.77"
"2016","MAY","126.54","136.79","142.69","115.02","328.72","253.86"
"2016","JUN","128.97","137.65","148.90","116.05","331.67","271.98"
"2016","JUL","131.44","138.50","155.38","117.10","348.38","281.14"
"2016","AUG","133.96","139.36","162.14","118.15","351.51","293.63"
"2016","SEP","133.76","123.04","140.29","119.21","366.75","300.80"
"2016","OCT","122.20","128.50","141.06","120.29","373.58","308.15"
"2016","NOV","135.39","131.67","141.82","144.94","351.50","315.68"
"2016","DEC","138.65","133.55","142.58","145.23","365.69","321.56"
