"sex","province","district","product","n_startdate","n_plantdate","n_harvestdate","area","t_production_kg","t_prodcosts","num_participants"
"F","Midlands","Gweru","Cabbage","2011-11-01T00:00:00.000","2011-07-01T00:00:00.000","12/2011","0.2","1040","337","1"
"F","Midlands","Gweru","Cabbage","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","01/2012","0.1","1000","584","1"
"F","Midlands","Gweru","Covo","2011-12-01T00:00:00.000","2012-03-01T00:00:00.000","NA","0.1","1500","24","1"
"F","Midlands","Gweru","Covo","2011-12-01T00:00:00.000","2011-07-01T00:00:00.000","08/2012","0.2","306","535","1"
"F","Midlands","Gweru","Garlic","2012-02-01T00:00:00.000","2012-07-01T00:00:00.000","10/2012","0.05","150","423","1"
"F","Midlands","Gweru","Groundnuts","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.1","110","438","1"
"F","Midlands","Gweru","Groundnuts","2012-05-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.4","200","548","1"
"F","Midlands","Gweru","Groundnuts","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","01/2012","0.4","370","269","1"
"F","Midlands","Gweru","Groundnuts","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.1","200","90","1"
"F","Midlands","Gweru","Groundnuts","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.05","80","551","1"
"F","Midlands","Gweru","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.65","680","612","3"
"F","Midlands","Gweru","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.2","325","269","1"
"F","Midlands","Gweru","Maize","2012-02-01T00:00:00.000","2011-09-01T00:00:00.000","03/2012","0.2","622.8","48","1"
"F","Midlands","Gweru","Maize","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.5","500","294","1"
"F","Midlands","Gweru","Maize","2012-05-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","2","800","381","1"
"F","Midlands","Gweru","Maize","2011-07-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","0.04","600","501","1"
"F","Midlands","Gweru","Maize","2011-11-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.1","547.2","583","1"
"F","Midlands","Gweru","Maize","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","0.5","680","96","1"
"F","Midlands","Gweru","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","4.5","4143.2","814","3"
"F","Midlands","Gweru","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","1116","63","1"
"F","Midlands","Gweru","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","4.7","3930","1813","5"
"F","Midlands","Gweru","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","NA","0.8","500","269","1"
"F","Midlands","Gweru","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","1866.5","907","3"
"F","Midlands","Gweru","Okra","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","02/2012","0.1","700","122","1"
"F","Midlands","Gweru","Onion","2011-07-01T00:00:00.000","2011-07-01T00:00:00.000","11/2011","0.05","310","474","1"
"F","Midlands","Gweru","Peas","2012-02-01T00:00:00.000","2012-07-01T00:00:00.000","10/2012","0.05","400","236","1"
"F","Midlands","Gweru","Roundnuts","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","NA","0.1","150","90","1"
"F","Midlands","Gweru","Roundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","NA","0.2","180","464","1"
"F","Midlands","Gweru","Sugar beans (dryland)","2011-07-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.1","20","374","1"
"F","Midlands","Gweru","Sugar beans (dryland)","2011-12-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.1","20","364","1"
"F","Midlands","Gweru","Sugar beans (irrigated)","2012-02-01T00:00:00.000","2012-03-01T00:00:00.000","06/2012","0.05","75","486","1"
"F","Midlands","Gweru","Sugar beans (irrigated)","2012-02-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.1","150","364","1"
"F","Midlands","Gweru","Sugar beans (irrigated)","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","06/2012","0.1","100","514","1"
"F","Midlands","Gweru","Sugar beans (irrigated)","2011-12-01T00:00:00.000","2012-02-01T00:00:00.000","NA","0.1","70","364","1"
"F","Midlands","Gweru","Sweet potato","2012-05-01T00:00:00.000","2013-01-01T00:00:00.000","04/2013","0.1","200","106","1"
"F","Midlands","Gweru","Sweet potato","2011-11-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.1","60","438","1"
"F","Midlands","Gweru","Sweet potato","2011-12-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.01","100","290","1"
"F","Midlands","Gweru","Sweet potato","2011-12-01T00:00:00.000","2012-02-01T00:00:00.000","05/2012","0.1","70","106","1"
"F","Midlands","Gweru","Tomato","2011-07-01T00:00:00.000","2011-06-01T00:00:00.000","11/2011","0.2","1880","168","1"
"F","Midlands","Gweru","Tomato","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.25","60","479","1"
"M","Manicaland","Buhera","Groundnuts","2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.2","10","569","1"
"M","Manicaland","Buhera","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.2","550","569","1"
"M","Manicaland","Buhera","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1.5","850","675","2"
"M","Manicaland","Buhera","Groundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.3","300","321","1"
"M","Manicaland","Buhera","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.3","40","148","1"
"M","Manicaland","Buhera","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.6","350","560","1"
"M","Manicaland","Buhera","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","2.3","2500","522","2"
"M","Manicaland","Buhera","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","1500","136","1"
"M","Manicaland","Buhera","Millet","2011-12-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","2","600","119","1"
"M","Manicaland","Buhera","Roundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.2","200","290","1"
"M","Manicaland","Buhera","Roundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","50","482","1"
"M","Manicaland","Buhera","Sorghum","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","150","382","1"
"M","Manicaland","Buhera","Sorghum","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.5","500","507","1"
"M","Manicaland","Buhera","Sweet potato","2011-12-01T00:00:00.000","2012-04-01T00:00:00.000","07/2012","0.1","150","293","1"
"M","Manicaland","Chimanimani","Maize","2011-08-01T00:00:00.000","2011-10-01T00:00:00.000","01/2012","0.4","1500","31","1"
"M","Manicaland","Chimanimani","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.6","1000","558","1"
"M","Manicaland","Chimanimani","Paprika","2011-08-01T00:00:00.000","2011-09-01T00:00:00.000","04/2012","0.25","500","338","1"
"M","Manicaland","Chimanimani","Paprika","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.25","400","128","1"
"M","Manicaland","Chimanimani","Sugar beans (irrigated)","2011-08-01T00:00:00.000","2012-03-01T00:00:00.000","08/2012","0.2","600","282","1"
"M","Manicaland","Chimanimani","Sugar beans (irrigated)","2011-08-01T00:00:00.000","2012-04-01T00:00:00.000","07/2012","0.2","300","452","1"
"M","Manicaland","Chimanimani","Sugar beans (irrigated)","2011-08-01T00:00:00.000","2012-04-01T00:00:00.000","09/2012","0.8","900","173","1"
"M","Manicaland","Chimanimani","Tomato","2011-08-01T00:00:00.000","2012-03-01T00:00:00.000","08/2012","0.25","4000","110","1"
"M","Manicaland","Chipinge","Groundnuts","2011-09-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","0.4","400","194","1"
"M","Manicaland","Chipinge","Groundnuts","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","01/2012","0.2","0","438","1"
"M","Manicaland","Chipinge","Maize","2011-06-01T00:00:00.000","2012-02-01T00:00:00.000","05/2012","0.5","200","114","1"
"M","Manicaland","Chipinge","Maize","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1.35","0","625","2"
"M","Manicaland","Chipinge","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","07/2012","0.4","600","75","1"
"M","Manicaland","Chipinge","Maize","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","50","40","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2012-01-01T00:00:00.000","2012-04-01T00:00:00.000","09/2012","1.3","0","419","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2012-02-01T00:00:00.000","2012-04-01T00:00:00.000","NA","0.4","0","223","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2012-03-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.6","900","178","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2012-03-01T00:00:00.000","2012-04-01T00:00:00.000","NA","0.8","0","418","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-06-01T00:00:00.000","2012-02-01T00:00:00.000","NA","0.8","0","418","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-06-01T00:00:00.000","2012-04-01T00:00:00.000","08/2012","1.55","2325","944","2"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-06-01T00:00:00.000","2012-04-01T00:00:00.000","09/2012","1.2","0","512","2"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-06-01T00:00:00.000","2012-04-01T00:00:00.000","NA","5.5","1200","2017","6"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-06-01T00:00:00.000","2012-05-01T00:00:00.000","09/2012","1.2","1080","371","2"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-07-01T00:00:00.000","2012-04-01T00:00:00.000","08/2012","1.2","600","516","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-07-01T00:00:00.000","2012-04-01T00:00:00.000","09/2012","1.2","0","644","2"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-07-01T00:00:00.000","2012-04-01T00:00:00.000","NA","0.5","0","274","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-08-01T00:00:00.000","2012-04-01T00:00:00.000","09/2012","1","1125","459","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-08-01T00:00:00.000","2012-04-01T00:00:00.000","NA","1.2","1800","540","1"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-09-01T00:00:00.000","2012-04-01T00:00:00.000","NA","1.6","0","583","2"
"M","Manicaland","Chipinge","Sugar beans (irrigated)","2011-09-01T00:00:00.000","2012-05-01T00:00:00.000","07/2012","0.45","120","74","1"
"M","Manicaland","Chipinge","Tomato","2011-06-01T00:00:00.000","2012-05-01T00:00:00.000","09/2012","0.35","5250","487","1"
"M","Manicaland","Chipinge","Tomato","2011-09-01T00:00:00.000","2012-02-01T00:00:00.000","06/2012","0.4","15000","303","1"
"M","Manicaland","Chipinge","Wheat","2012-03-01T00:00:00.000","2012-06-01T00:00:00.000","10/2012","0.2","160","524","1"
"M","Manicaland","Chipinge","Wheat","2011-06-01T00:00:00.000","2012-05-01T00:00:00.000","NA","0.2","150","423","1"
"M","Manicaland","Chipinge","Wheat","2011-08-01T00:00:00.000","2012-05-01T00:00:00.000","10/2012","0.2","0","388","1"
"M","Manicaland","Chipinge","Wheat","2011-09-01T00:00:00.000","2012-04-01T00:00:00.000","NA","0.4","0","582","1"
"M","Manicaland","Makoni","Maize","2012-03-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","1","1100","175","1"
"M","Manicaland","Makoni","Maize","2012-04-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","1","450","79","1"
"M","Manicaland","Makoni","Maize","2012-04-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.5","150","95","1"
"M","Manicaland","Makoni","Maize","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","1.4","200","344","1"
"M","Manicaland","Makoni","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.6","3500","260","1"
"M","Manicaland","Makoni","Paprika","2012-04-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.12","277.4","84","1"
"M","Manicaland","Makoni","Paprika","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.5","400","246","1"
"M","Manicaland","Makoni","Table potato","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","NA","0.2","2250","435","1"
"M","Manicaland","Mutare","Banana","2012-01-01T00:00:00.000","1999-01-01T00:00:00.000","01/2000","1.05","2562.5","155","1"
"M","Manicaland","Mutare","Chili","2011-08-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.1","191","438","1"
"M","Manicaland","Mutare","Chili","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.2","40","304","1"
"M","Manicaland","Mutare","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.2","150","432","1"
"M","Manicaland","Mutare","Maize","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.4","952","574","1"
"M","Manicaland","Mutare","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.6","400","74","1"
"M","Manicaland","Mutare","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.25","70","238","1"
"M","Manicaland","Mutare","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.4","50","177","1"
"M","Manicaland","Mutare","Roundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.1","60","106","1"
"M","Manicaland","Mutare","Sesame","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.56","205","643","2"
"M","Manicaland","Mutare","Sorghum","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.1","20","291","1"
"M","Manicaland","Mutare","Sugar beans (irrigated)","2012-01-01T00:00:00.000","2012-02-01T00:00:00.000","05/2012","0.04","34","292","1"
"M","Manicaland","Mutasa","Banana","2012-01-01T00:00:00.000","1966-11-01T00:00:00.000","10/1967","1.2","3955","324","1"
"M","Manicaland","Mutasa","Banana","2012-01-01T00:00:00.000","2000-11-01T00:00:00.000","11/2001","0.5","1661","409","1"
"M","Manicaland","Mutasa","Banana","2012-02-01T00:00:00.000","2007-11-01T00:00:00.000","11/2008","0.18","233","229","1"
"M","Manicaland","Mutasa","Banana","2011-07-01T00:00:00.000","2008-10-01T00:00:00.000","10/2009","0.65","6513","481","1"
"M","Manicaland","Mutasa","Banana","2011-07-01T00:00:00.000","2010-10-01T00:00:00.000","10/2011","0.11","625","392","1"
"M","Manicaland","Mutasa","Banana","2011-09-01T00:00:00.000","1997-10-01T00:00:00.000","10/1998","0.36","1500","526","1"
"M","Manicaland","Mutasa","Banana","2011-09-01T00:00:00.000","2010-10-01T00:00:00.000","10/2011","0.18","248","364","1"
"M","Manicaland","Mutasa","Banana","2011-09-01T00:00:00.000","1984-11-01T00:00:00.000","11/1985","0.66","4125","588","1"
"M","Manicaland","Mutasa","Banana","2011-09-01T00:00:00.000","1999-11-01T00:00:00.000","11/2000","2.3","34370","179","1"
"M","Manicaland","Mutasa","Coffee","2011-07-01T00:00:00.000","2009-11-01T00:00:00.000","NA","0.1","0","68","1"
"M","Manicaland","Mutasa","Coffee","2011-09-01T00:00:00.000","2010-12-01T00:00:00.000","03/2014","0.1","0","543","1"
"M","Manicaland","Mutasa","Ginger","2011-07-01T00:00:00.000","2011-10-01T00:00:00.000","06/2012","0.05","0","387","1"
"M","Manicaland","Mutasa","Ginger","2011-09-01T00:00:00.000","2011-07-01T00:00:00.000","04/2012","1","2543","13","1"
"M","Manicaland","Mutasa","Maize","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","0.6","990","24","1"
"M","Manicaland","Mutasa","Maize","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.6","200","405","1"
"M","Manicaland","Mutasa","Maize","2012-02-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","0.5","540","575","1"
"M","Manicaland","Mutasa","Maize","2012-03-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1.4","150","314","1"
"M","Manicaland","Mutasa","Maize","2012-04-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.4","200","554","1"
"M","Manicaland","Mutasa","Maize","2011-07-01T00:00:00.000","2011-09-01T00:00:00.000","01/2012","1","1750","201","1"
"M","Manicaland","Mutasa","Maize","2011-07-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","0.81","251","36","2"
"M","Manicaland","Mutasa","Maize","2011-09-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","0.6","1400","234","1"
"M","Manicaland","Mutasa","Maize","2011-09-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.88","1080","552","2"
"M","Manicaland","Mutasa","Maize","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.5","400","56","1"
"M","Manicaland","Mutasa","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1.5","1500","171","1"
"M","Manicaland","Mutasa","Paprika","2012-04-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","0.25","55.4","86","1"
"M","Manicaland","Mutasa","Paprika","2011-12-01T00:00:00.000","2011-10-01T00:00:00.000","07/2012","0.25","0","444","1"
"M","Manicaland","Mutasa","Sugar beans (dryland)","2011-12-01T00:00:00.000","2012-05-01T00:00:00.000","06/2012","0.2","605","257","1"
"M","Manicaland","Mutasa","Sugar beans (irrigated)","2012-01-01T00:00:00.000","2012-02-01T00:00:00.000","05/2012","0.3","102","107","1"
"M","Manicaland","Mutasa","Sugar beans (irrigated)","2011-07-01T00:00:00.000","2012-02-01T00:00:00.000","NA","0.5","200","265","1"
"M","Manicaland","Mutasa","Sweet potato","2011-07-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.1","360","520","1"
"M","Manicaland","Mutasa","Table potato","2011-12-01T00:00:00.000","2012-01-01T00:00:00.000","06/2012","0.05","150","257","1"
"M","Manicaland","Mutasa","Tea","2012-01-01T00:00:00.000","1988-08-01T00:00:00.000","08/1993","1","1550","416","1"
"M","Manicaland","Mutasa","Tea","2012-01-01T00:00:00.000","1995-08-01T00:00:00.000","08/1998","0.5","1028","243","1"
"M","Manicaland","Mutasa","Tobacco","2012-04-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","0.25","270","172","1"
"M","Manicaland","Mutasa","Yam","2012-01-01T00:00:00.000","2012-07-01T00:00:00.000","NA","0.1","0","92","1"
"M","Manicaland","Mutasa","Yam","2011-09-01T00:00:00.000","2011-08-01T00:00:00.000","04/2012","0.45","750","339","1"
"M","Manicaland","Mutasa","Yam","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.06","875","171","1"
"M","Mashonaland Central","Guruve","Cotton","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.4","220","294","1"
"M","Mashonaland Central","Guruve","Cotton","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.4","422","531","1"
"M","Mashonaland Central","Guruve","Cotton","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","1","500","506","1"
"M","Mashonaland Central","Guruve","Covo","2011-09-01T00:00:00.000","2011-08-01T00:00:00.000","10/2011","0.3","205","355","1"
"M","Mashonaland Central","Guruve","Cow peas","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.4","20","15","1"
"M","Mashonaland Central","Guruve","Groundnuts","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.6","50","148","1"
"M","Mashonaland Central","Guruve","Maize","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","1","1650","554","1"
"M","Mashonaland Central","Guruve","Maize","2011-05-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.6","750","34","1"
"M","Mashonaland Central","Guruve","Maize","2011-08-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","3","1850","345","1"
"M","Mashonaland Central","Guruve","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.6","250","491","1"
"M","Mashonaland Central","Guruve","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1","1750","35","1"
"M","Mashonaland Central","Guruve","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.8","1500","203","1"
"M","Mashonaland Central","Guruve","Maize","2012-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","2","1000","332","1"
"M","Mashonaland Central","Guruve","Maize","2011-09-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","2","1350","389","1"
"M","Mashonaland Central","Guruve","Maize","2011-09-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","2.3","5250","393","2"
"M","Mashonaland Central","Guruve","Soya beans","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","250","382","1"
"M","Mashonaland Central","Guruve","Soya beans","2012-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","250","352","1"
"M","Mashonaland Central","Guruve","Sugar beans (dryland)","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","910","563","1"
"M","Mashonaland Central","Guruve","Sugar beans (dryland)","2011-08-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.3","480","121","1"
"M","Mashonaland Central","Guruve","Sugar beans (dryland)","2011-08-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.1","400","218","1"
"M","Mashonaland Central","Guruve","Sugar beans (dryland)","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.6","160","558","1"
"M","Mashonaland Central","Guruve","Tobacco","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","810","306","1"
"M","Mashonaland Central","Guruve","Tobacco","2012-08-01T00:00:00.000","2011-12-01T00:00:00.000","02/2012","0.25","2200","367","1"
"M","Mashonaland Central","Guruve","Tomato","2012-01-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.05","400","364","1"
"M","Mashonaland Central","Guruve","Tomato","2011-09-01T00:00:00.000","2012-05-01T00:00:00.000","09/2012","0.1","300","294","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.6","1825","191","2"
"M","Mashonaland Central","Mazowe","Groundnuts","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.5","250.5","250","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.2","200","184","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.3","450","521","1"
"M","Mashonaland Central","Mazowe","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","5.5","12000","317","2"
"M","Mashonaland Central","Mazowe","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","08/2012","0.5","500","59","1"
"M","Mashonaland Central","Mazowe","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","3.3","2750","567","1"
"M","Mashonaland Central","Mazowe","Maize","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","1","700","222","1"
"M","Mashonaland Central","Mazowe","Maize","2011-07-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1.5","1200","402","1"
"M","Mashonaland Central","Mazowe","Maize","2011-08-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","1","1000","547","1"
"M","Mashonaland Central","Mazowe","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","400","116","1"
"M","Mashonaland Central","Mazowe","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","2","2000","463","1"
"M","Mashonaland Central","Mazowe","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","07/2012","1","1000","456","1"
"M","Mashonaland Central","Mazowe","Maize","2011-12-01T00:00:00.000","2012-01-01T00:00:00.000","06/2012","0.5","500","258","1"
"M","Mashonaland Central","Mazowe","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1.5","4537","526","2"
"M","Mashonaland Central","Mazowe","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.5","500","212","1"
"M","Mashonaland Central","Mazowe","Soya beans","2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","2","1450","496","1"
"M","Mashonaland Central","Mazowe","Soya beans","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","500","113","1"
"M","Mashonaland Central","Mazowe","Soya beans","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","700","310","1"
"M","Mashonaland Central","Mazowe","Soya beans","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.5","119","40","1"
"M","Mashonaland Central","Mazowe","Soya beans","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.5","450","165","1"
"M","Mashonaland Central","Mount Darwin","Butternut","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","02/2012","0.1","300","438","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","3","2800","542","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","2.8","1690","188","2"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","916","142","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","2","2880","198","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.5","470","196","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","07/2012","1","285","214","1"
"M","Mashonaland Central","Mount Darwin","Cotton","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.4","835","214","1"
"M","Mashonaland Central","Mount Darwin","Cow peas","2012-02-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.4","150","90","1"
"M","Mashonaland Central","Mount Darwin","Cow peas","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.3","1178","574","1"
"M","Mashonaland Central","Mount Darwin","Cow peas","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.25","250","33","1"
"M","Mashonaland Central","Mount Darwin","Groundnuts","2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.6","100","438","1"
"M","Mashonaland Central","Mount Darwin","Groundnuts","2011-10-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","1500","148","1"
