"sex","province","district","product","n_startdate","plantedarea_ha","actual_production_kg","productioncost_usd","volume_of_sales_kg","value_of_sales_usd","num_participants"
"M","Manicaland","Makoni","Maize","2013-11-01T00:00:00.000","1.5","3600","431","3500","36","1"
"M","Manicaland","Makoni","Maize","2011-12-01T00:00:00.000","5.3","23300","2066","10050","1612","5"
"M","Manicaland","Makoni","Paprika","2012-01-01T00:00:00.000","1.45","2518","1294","2518","345","2"
"M","Manicaland","Makoni","Paprika","2011-04-01T00:00:00.000","0.4","1200","687","1200","174","1"
"M","Manicaland","Makoni","Paprika","2013-04-01T00:00:00.000","0.4","450","452","450","531","1"
"M","Manicaland","Makoni","Paprika","2014-09-01T00:00:00.000","0.4","100","70","100","152","1"
"M","Manicaland","Makoni","Paprika","2012-10-01T00:00:00.000","0.5","1275","506","1275","190","1"
"M","Manicaland","Makoni","Paprika","2013-11-01T00:00:00.000","0.6","600","329","600","18","1"
"M","Manicaland","Makoni","Paprika","2011-12-01T00:00:00.000","2","4410","2751","3710","1362","5"
"M","Manicaland","Makoni","Sunflower","2012-10-01T00:00:00.000","0.5","150","314","0","1","1"
"M","Manicaland","Makoni","Sunflower","2013-11-01T00:00:00.000","0.1","300","1","0","1","1"
"M","Manicaland","Makoni","Sweet Potatoes","2011-12-01T00:00:00.000","0.3","2050","908","1500","504","1"
"M","Manicaland","Makoni","Tobacco","2012-01-01T00:00:00.000","0.5","1696","577","1696","404","1"
"M","Manicaland","Makoni","Tobacco","2011-04-01T00:00:00.000","1","500","889","500","82","1"
"M","Manicaland","Makoni","Tobacco","2014-09-01T00:00:00.000","0.5","500","688","500","91","1"
"M","Manicaland","Makoni","Tobacco","2013-11-01T00:00:00.000","0.5","900","459","900","267","1"
"M","Manicaland","Makoni","Tobacco","2011-12-01T00:00:00.000","1.9","5061","3222","5061","1131","5"
"M","Manicaland","Mutasa","Avocados","2011-07-01T00:00:00.000","0.05","4380","488","3280","349","3"
"M","Manicaland","Mutasa","Banana","2012-01-01T00:00:00.000","2.4","53679","1611","50668","674","2"
"M","Manicaland","Mutasa","Banana","2012-02-01T00:00:00.000","0.6","8000","886","8000","192","1"
"M","Manicaland","Mutasa","Banana","2013-02-01T00:00:00.000","1.5","12346","1263","11476","202","2"
"M","Manicaland","Mutasa","Banana","2012-03-01T00:00:00.000","0.81","8036","81","7886","179","1"
"M","Manicaland","Mutasa","Banana","2012-05-01T00:00:00.000","0.1","1000","896","1000","257","1"
"M","Manicaland","Mutasa","Banana","2013-05-01T00:00:00.000","0.3","3748","324","3748","4","1"
"M","Manicaland","Mutasa","Banana","2012-06-01T00:00:00.000","1.9","32979","871","31549","579","3"
"M","Manicaland","Mutasa","Banana","2011-07-01T00:00:00.000","17.37","239915","8713","231577.4","4780","17"
"M","Manicaland","Mutasa","Banana","2012-08-01T00:00:00.000","0.7","2959","1379","2959","580","2"
"M","Manicaland","Mutasa","Banana","2012-10-01T00:00:00.000","0.5","8456","976","7906","169","1"
"M","Manicaland","Mutasa","Coffee","2011-07-01T00:00:00.000","0.66","400","1026","0","2","2"
"M","Manicaland","Mutasa","Ginger","2012-03-01T00:00:00.000","0.01","0","286","0","1","1"
"M","Manicaland","Mutasa","Litchie","2012-01-01T00:00:00.000","0.01","672","1","55","250","1"
"M","Manicaland","Mutasa","Maize","2012-01-01T00:00:00.000","0.7","1680","371","170","436","2"
"M","Manicaland","Mutasa","Maize","2013-02-01T00:00:00.000","0.4","650","193","0","1","1"
"M","Manicaland","Mutasa","Maize","2012-05-01T00:00:00.000","1","1250","569","0","1","1"
"M","Manicaland","Mutasa","Maize","2012-06-01T00:00:00.000","2.5","2230","732","0","3","3"
"M","Manicaland","Mutasa","Maize","2011-07-01T00:00:00.000","5.2","11310","2622","221","482","10"
"M","Manicaland","Mutasa","Maize","2012-08-01T00:00:00.000","0.5","1000","879","0","1","1"
"M","Manicaland","Mutasa","Maize","2012-10-01T00:00:00.000","0.4","250","816","0","1","1"
"M","Manicaland","Mutasa","Sugar Beans","2012-01-01T00:00:00.000","0.05","144","987","144","131","1"
"M","Manicaland","Mutasa","Sugar Beans","2013-02-01T00:00:00.000","0.12","108","883","0","1","1"
"M","Manicaland","Mutasa","Sugar Beans","2011-07-01T00:00:00.000","1.62","641","2362","25","239","5"
"M","Manicaland","Mutasa","Sugar Beans","2012-08-01T00:00:00.000","0.5","260","1567","160","604","2"
"M","Manicaland","Mutasa","Sugar Cane","2013-02-01T00:00:00.000","0.01","60","1","0","1","1"
"M","Manicaland","Mutasa","Tabasco Chilli","2012-01-01T00:00:00.000","0.1","145","359","145","503","1"
"M","Manicaland","Mutasa","Tabasco Chilli","2012-05-01T00:00:00.000","0.2","728","182","728","326","1"
"M","Manicaland","Mutasa","Tabasco Chilli","2013-05-01T00:00:00.000","0.25","1195","177","1195","465","1"
"M","Manicaland","Mutasa","Tabasco Chilli","2011-07-01T00:00:00.000","0.45","1079","1205","1079","503","2"
"M","Manicaland","Mutasa","Tabasco Chilli","2012-08-01T00:00:00.000","0.4","1427","608","1427","643","2"
"M","Manicaland","Mutasa","Tomatoes","2011-07-01T00:00:00.000","0.25","450","793","450","134","1"
"M","Manicaland","Mutasa","Yam","2013-02-01T00:00:00.000","0.08","480","161","460","128","1"
"M","Manicaland","Mutasa","Yam","2012-06-01T00:00:00.000","0.03","1450","984","930","298","1"
"M","Manicaland","Mutasa","Yam","2011-07-01T00:00:00.000","1.53","6740","2696","5750","1671","5"
"M","Manicaland","Nyanga","Butternuts","2013-01-01T00:00:00.000","0.05","100","743","0","1","1"
"M","Manicaland","Nyanga","Maize","2013-01-01T00:00:00.000","1.9","6100","985","1750","306","2"
"M","Manicaland","Nyanga","Maize","2012-05-01T00:00:00.000","0.8","3000","1239","700","131","2"
"M","Manicaland","Nyanga","Maize","2012-06-01T00:00:00.000","4","11170","2011","1500","428","6"
"M","Manicaland","Nyanga","Maize","2012-09-01T00:00:00.000","1.5","6300","1101","0","2","2"
"M","Manicaland","Nyanga","Maize","2011-12-01T00:00:00.000","0.4","2000","552","0","1","1"
"M","Manicaland","Nyanga","Paprika","2012-05-01T00:00:00.000","0.8","2116","1042","2050","338","2"
"M","Manicaland","Nyanga","Paprika","2012-06-01T00:00:00.000","1.3","2234","2041","1440","652","3"
"M","Manicaland","Nyanga","Paprika","2012-09-01T00:00:00.000","0.4","1700","554","1000","163","1"
"M","Manicaland","Nyanga","Paprika","2011-12-01T00:00:00.000","0.4","670","687","100","213","1"
"M","Manicaland","Nyanga","Sugar Beans","2013-01-01T00:00:00.000","1","1500","739","850","673","2"
"M","Manicaland","Nyanga","Sugar Beans","2012-05-01T00:00:00.000","0.3","740","887","690","659","2"
"M","Manicaland","Nyanga","Sugar Beans","2012-06-01T00:00:00.000","0.7","1780","2007","1300","792","3"
"M","Manicaland","Nyanga","Sugar Beans","2012-09-01T00:00:00.000","0.2","50","282","0","1","1"
"M","Manicaland","Nyanga","Sugar Beans","2011-12-01T00:00:00.000","0.3","650","170","0","1","1"
"M","Manicaland","Nyanga","Tabasco Chilli","2013-01-01T00:00:00.000","0.4","4200","707","4393","570","2"
"M","Manicaland","Nyanga","Tabasco Chilli","2012-05-01T00:00:00.000","0.2","2253","497","2253","24","1"
"M","Manicaland","Nyanga","Tabasco Chilli","2012-06-01T00:00:00.000","0.4","3502","615","3502","212","2"
"M","Manicaland","Nyanga","Tabasco Chilli","2012-09-01T00:00:00.000","0.2","2850","756","2850","65","1"
"M","Manicaland","Nyanga","Tobacco","2012-06-01T00:00:00.000","1","1000","988","900","589","2"
"M","Manicaland","Nyanga","Tobacco","2011-12-01T00:00:00.000","0.8","1700","888","1700","273","1"
"M","Manicaland","Nyanga","Tomatoes","2013-01-01T00:00:00.000","0.6","11000","392","1540","52","1"
"M","Mashonaland Central","Guruve","Cowpeas","2012-01-01T00:00:00.000","0.6","500","486","0","1","1"
"M","Mashonaland Central","Guruve","Cowpeas","2011-08-01T00:00:00.000","0.01","70","859","0","1","1"
"M","Mashonaland Central","Guruve","Groundnuts","2013-03-01T00:00:00.000","0.3","441","72","0","1","1"
"M","Mashonaland Central","Guruve","Groundnuts","2013-04-01T00:00:00.000","0.1","320","611","148","130","1"
"M","Mashonaland Central","Guruve","Groundnuts","2011-08-01T00:00:00.000","0.2","300","786","0","2","2"
"M","Mashonaland Central","Guruve","Groundnuts","2013-11-01T00:00:00.000","0.4","370","869","64","382","2"
"M","Mashonaland Central","Guruve","Leafy vegetables","2014-01-01T00:00:00.000","0.01","0","67","0","1","1"
"M","Mashonaland Central","Guruve","Leafy vegetables","2013-11-01T00:00:00.000","0.01","70","906","0","1","1"
"M","Mashonaland Central","Guruve","Maize","2012-01-01T00:00:00.000","2.3","5510","537","600","119","3"
"M","Mashonaland Central","Guruve","Maize","2014-01-01T00:00:00.000","0.5","2100","226","750","258","1"
"M","Mashonaland Central","Guruve","Maize","2013-03-01T00:00:00.000","0.5","2400","603","0","1","1"
"M","Mashonaland Central","Guruve","Maize","2013-04-01T00:00:00.000","2","1500","455","0","1","1"
"M","Mashonaland Central","Guruve","Maize","2011-08-01T00:00:00.000","2.1","6770","1408","2000","660","2"
"M","Mashonaland Central","Guruve","Maize","2013-11-01T00:00:00.000","5","11250","1627","3050","799","3"
"M","Mashonaland Central","Guruve","Maize","2013-12-01T00:00:00.000","2.3","4500","1019","240","433","3"
"M","Mashonaland Central","Guruve","Soya Beans","2014-01-01T00:00:00.000","0.6","1450","364","1250","440","1"
"M","Mashonaland Central","Guruve","Soya Beans","2011-08-01T00:00:00.000","0.5","300","989","150","492","1"
"M","Mashonaland Central","Guruve","Soya Beans","2013-11-01T00:00:00.000","5.8","5240","1225","4400","401","3"
"M","Mashonaland Central","Guruve","Sugar Beans","2012-01-01T00:00:00.000","1.3","940","984","440","309","2"
"M","Mashonaland Central","Guruve","Sugar Beans","2014-01-01T00:00:00.000","0.36","200","2","0","1","1"
"M","Mashonaland Central","Guruve","Sugar Beans","2011-08-01T00:00:00.000","0.65","595","284","120","136","2"
"M","Mashonaland Central","Guruve","Sugar Beans","2013-11-01T00:00:00.000","0.6","375","951","370","306","1"
"M","Mashonaland Central","Guruve","Sugar Beans","2013-12-01T00:00:00.000","1","400","436","0","1","1"
"M","Mashonaland Central","Guruve","Sunflower","2014-01-01T00:00:00.000","0.1","450","155","0","1","1"
"M","Mashonaland Central","Guruve","Tobacco","2013-03-01T00:00:00.000","1","1400","62","1400","406","1"
"M","Mashonaland Central","Guruve","Tobacco","2013-04-01T00:00:00.000","0.6","605","552","605","209","1"
"M","Mashonaland Central","Guruve","Tobacco","2013-11-01T00:00:00.000","1","450","548","450","78","1"
"M","Mashonaland Central","Mazowe","Citrus","2012-11-01T00:00:00.000","0.26","4960","1","4960","480","1"
"M","Mashonaland Central","Mazowe","Cowpeas","2013-04-01T00:00:00.000","0.25","160","825","160","152","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2013-04-01T00:00:00.000","0.1","100","263","0","1","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2012-07-01T00:00:00.000","0.2","159","314","74.375","421","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2012-11-01T00:00:00.000","0.5","616","749","531.25","808","2"
"M","Mashonaland Central","Mazowe","Groundnuts","2013-11-01T00:00:00.000","0.25","200","769","0","1","1"
"M","Mashonaland Central","Mazowe","Groundnuts","2011-12-01T00:00:00.000","0.01","128","98","0","1","1"
"M","Mashonaland Central","Mazowe","Gumtrees","2012-11-01T00:00:00.000","1.7","36154","790","36154","337","1"
"M","Mashonaland Central","Mazowe","Maize","2013-03-01T00:00:00.000","1","5200","1406","0","2","2"
"M","Mashonaland Central","Mazowe","Maize","2013-04-01T00:00:00.000","6.5","22900","4043","2000","516","8"
"M","Mashonaland Central","Mazowe","Maize","2012-05-01T00:00:00.000","1.2","3000","776","0","2","2"
"M","Mashonaland Central","Mazowe","Maize","2013-05-01T00:00:00.000","1.2","4000","689","500","124","2"
"M","Mashonaland Central","Mazowe","Maize","2011-06-01T00:00:00.000","0.5","2500","402","0","1","1"
"M","Mashonaland Central","Mazowe","Maize","2013-06-01T00:00:00.000","0.8","1500","459","0","1","1"
"M","Mashonaland Central","Mazowe","Maize","2012-07-01T00:00:00.000","0.4","600","250","0","1","1"
"M","Mashonaland Central","Mazowe","Maize","2012-11-01T00:00:00.000","3.7","7700","2187","500","163","5"
"M","Mashonaland Central","Mazowe","Maize","2013-11-01T00:00:00.000","2.5","10700","1754","1000","233","4"
"M","Mashonaland Central","Mazowe","Maize","2011-12-01T00:00:00.000","2.5","11000","1575","0","4","4"
"M","Mashonaland Central","Mazowe","Maize","2012-12-01T00:00:00.000","1","4500","886","0","2","2"
"M","Mashonaland Central","Mazowe","Roundnuts","2012-11-01T00:00:00.000","0.3","300","908","270","158","1"
"M","Mashonaland Central","Mazowe","Soya Beans","2013-04-01T00:00:00.000","0.5","1000","846","0","1","1"
"M","Mashonaland Central","Mazowe","Soya Beans","2012-11-01T00:00:00.000","1.2","1080","108","1033","442","1"
"M","Mashonaland Central","Mazowe","Soya Beans","2012-12-01T00:00:00.000","0.5","800","978","0","1","1"
"M","Mashonaland East","Mutoko","Maize","2013-01-01T00:00:00.000","2","1400","833","800","158","1"
"M","Mashonaland Central","Mazowe","Sugar Beans","2012-11-01T00:00:00.000","0.35","135","1213","0","2","2"
"M","Mashonaland Central","Mazowe","Sweet Potatoes","2012-05-01T00:00:00.000","0.5","700","96","500","115","1"
"M","Mashonaland Central","Mazowe","Tobacco","2013-04-01T00:00:00.000","1","900","1260","500","53","2"
"M","Mashonaland Central","Mazowe","Tobacco","2013-05-01T00:00:00.000","0.5","644","595","644","168","1"
"M","Mashonaland Central","Mazowe","Tobacco","2013-11-01T00:00:00.000","1.5","1260","29","1260","344","1"
"M","Mashonaland Central","Mazowe","Tobacco","2012-12-01T00:00:00.000","0.5","200","386","200","458","1"
"M","Mashonaland Central","Mazowe","Tomatoes","2012-11-01T00:00:00.000","0.01","611","580","516.5","149","1"
"M","Mashonaland East","Murehwa","Cowpeas","2011-07-01T00:00:00.000","0.1","250","802","200","152","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-06-01T00:00:00.000","0.3","600","1","0","1","1"
"M","Mashonaland East","Murehwa","Groundnuts","2012-06-01T00:00:00.000","0.1","510","195","127.5","381","1"
"M","Mashonaland East","Murehwa","Leafy vegetables","2012-06-01T00:00:00.000","0.1","550","224","550","524","1"
"M","Mashonaland East","Murehwa","Maize","2011-06-01T00:00:00.000","0.5","2000","622","1000","233","1"
"M","Mashonaland East","Murehwa","Maize","2012-06-01T00:00:00.000","0.6","1500","379","500","133","1"
"M","Mashonaland East","Murehwa","Maize","2011-07-01T00:00:00.000","3","3250","840","2000","436","1"
"M","Mashonaland East","Murehwa","Millet","2011-07-01T00:00:00.000","0.25","80","850","0","1","1"
"M","Mashonaland East","Murehwa","Onion","2011-06-01T00:00:00.000","0.1","700","920","700","493","1"
"M","Mashonaland East","Murehwa","Onion","2011-07-01T00:00:00.000","0.2","1400","1448","1400","603","2"
"M","Mashonaland East","Murehwa","Sugar Beans","2011-07-01T00:00:00.000","0.01","100","422","50","457","1"
"M","Mashonaland East","Murehwa","Sweet Potatoes","2012-06-01T00:00:00.000","0.25","800","738","800","314","1"
"M","Mashonaland East","Murehwa","Sweet Potatoes","2011-07-01T00:00:00.000","0.25","1500","874","120","131","1"
"M","Mashonaland East","Murehwa","Tomatoes","2012-06-01T00:00:00.000","0.05","1720","731","1505","11","1"
"M","Mashonaland East","Mutoko","Butternuts","2011-06-01T00:00:00.000","0.13","950","144","950","253","1"
"M","Mashonaland East","Mutoko","Butternuts","2011-08-01T00:00:00.000","1.4","8045","1384","7770","784","2"
"M","Mashonaland East","Mutoko","Carrots","2012-01-01T00:00:00.000","1.79","38860","2746","37980","1509","6"
"M","Mashonaland East","Mutoko","Carrots","2012-02-01T00:00:00.000","0.89","18400","1945","17700","495","4"
"M","Mashonaland East","Mutoko","Carrots","2012-05-01T00:00:00.000","0.13","900","273","900","428","1"
"M","Mashonaland East","Mutoko","Carrots","2013-05-01T00:00:00.000","0.25","6000","904","5900","189","1"
"M","Mashonaland East","Mutoko","Carrots","2011-06-01T00:00:00.000","0.38","10900","1109","10800","813","3"
"M","Mashonaland East","Mutoko","Carrots","2012-06-01T00:00:00.000","0.25","8600","865","8500","272","1"
"M","Mashonaland East","Mutoko","Carrots","2011-08-01T00:00:00.000","1.96","45380","4885","43560","1669","7"
"M","Mashonaland East","Mutoko","Carrots","2011-11-01T00:00:00.000","0.06","908","280","900","288","1"
"M","Mashonaland East","Mutoko","Carrots","2011-12-01T00:00:00.000","1.31","32320","3086","31320","1743","6"
"M","Mashonaland East","Mutoko","Coloured Pepper","2011-06-01T00:00:00.000","0.38","6200","826","5975","205","2"
"M","Mashonaland East","Mutoko","Cowpeas","2012-02-01T00:00:00.000","0.3","2300","805","2100","6","1"
"M","Mashonaland East","Mutoko","Cowpeas","2011-08-01T00:00:00.000","0.2","80","718","0","1","1"
"M","Mashonaland East","Mutoko","Cucumber","2012-02-01T00:00:00.000","0.26","10000","1155","9600","45","2"
"M","Mashonaland East","Mutoko","Cucumber","2011-08-01T00:00:00.000","0.4","2535","533","2535","290","1"
"M","Mashonaland East","Mutoko","Cucumber","2011-12-01T00:00:00.000","0.13","4500","628","4500","30","1"
"M","Mashonaland East","Mutoko","Fine Beans","2012-01-01T00:00:00.000","0.13","360","338","350","291","1"
"M","Mashonaland East","Mutoko","Fine Beans","2012-02-01T00:00:00.000","0.3","2900","917","2680","104","1"
"M","Mashonaland East","Mutoko","Fine Beans","2011-06-01T00:00:00.000","0.26","604","646","594","605","2"
"M","Mashonaland East","Mutoko","Fine Beans","2011-08-01T00:00:00.000","0.26","1700","829","1596","562","2"
"M","Mashonaland East","Mutoko","Fine Beans","2011-12-01T00:00:00.000","0.13","1120","432","1120","518","1"
"M","Mashonaland East","Mutoko","Green maize","2011-06-01T00:00:00.000","0.1","540","753","540","227","1"
"M","Mashonaland East","Mutoko","Green maize","2011-08-01T00:00:00.000","0.13","1000","112","240","133","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-01-01T00:00:00.000","0.6","3076","930","1200","233","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-06-01T00:00:00.000","2.65","1615","716","0","4","4"
"M","Mashonaland East","Mutoko","Groundnuts","2011-08-01T00:00:00.000","1.03","1953","1895","564","1167","3"
"M","Mashonaland East","Mutoko","Groundnuts","2011-12-01T00:00:00.000","1.75","1190","1483","510","290","3"
"M","Mashonaland East","Mutoko","Leafy vegetables","2012-01-01T00:00:00.000","0.13","350","761","350","474","1"
"M","Mashonaland East","Mutoko","Leafy vegetables","2013-01-01T00:00:00.000","0.2","4800","954","4650","186","1"
"M","Mashonaland East","Mutoko","Leafy vegetables","2012-02-01T00:00:00.000","0.13","2400","661","2350","21","1"
"M","Mashonaland East","Mutoko","Leafy vegetables","2011-06-01T00:00:00.000","0.26","2282","1125","1708","656","2"
"M","Mashonaland East","Mutoko","Leafy vegetables","2011-08-01T00:00:00.000","0.64","5012","1772","2198","846","4"
"M","Mashonaland East","Mutoko","Leafy vegetables","2011-11-01T00:00:00.000","0.08","642","760","355","302","1"
"M","Mashonaland East","Mutoko","Leafy vegetables","2011-12-01T00:00:00.000","0.79","3157","2318","2652","1041","4"
"M","Mashonaland East","Mutoko","Maize","2012-01-01T00:00:00.000","22.05","45500","3669","36200","655","7"
"M","Mashonaland East","Mutoko","Maize","2012-02-01T00:00:00.000","9.5","25900","2187","15200","191","5"
"M","Mashonaland East","Mutoko","Maize","2012-05-01T00:00:00.000","1","2000","804","1000","252","1"
"M","Mashonaland East","Mutoko","Maize","2013-05-01T00:00:00.000","3","6500","690","4800","23","1"
"M","Mashonaland East","Mutoko","Maize","2011-06-01T00:00:00.000","8.8","20700","4616","8604","2313","8"
"M","Mashonaland East","Mutoko","Maize","2012-06-01T00:00:00.000","2","3200","320","2400","443","1"
"M","Mashonaland East","Mutoko","Maize","2011-08-01T00:00:00.000","6.62","25550","4577","11750","716","8"
"M","Mashonaland East","Mutoko","Maize","2011-11-01T00:00:00.000","0.8","1000","592","1000","224","1"
"M","Mashonaland East","Mutoko","Maize","2011-12-01T00:00:00.000","5.65","14200","2019","3850","818","5"
"M","Mashonaland East","Mutoko","Onion","2012-01-01T00:00:00.000","0.2","3600","324","3550","35","1"
"M","Mashonaland East","Mutoko","Onion","2011-06-01T00:00:00.000","0.13","500","576","500","414","1"
"M","Mashonaland East","Mutoko","Onion","2011-12-01T00:00:00.000","0.13","360","119","300","288","1"
"M","Mashonaland East","Mutoko","Peas","2012-01-01T00:00:00.000","1.24","8220","2666","6910","2226","7"
"M","Mashonaland East","Mutoko","Peas","2013-01-01T00:00:00.000","0.3","4000","877","3800","99","1"
"M","Mashonaland East","Mutoko","Peas","2012-02-01T00:00:00.000","0.82","8900","1314","8585","890","5"
"M","Mashonaland East","Mutoko","Peas","2012-05-01T00:00:00.000","0.13","700","181","700","366","1"
"M","Mashonaland East","Mutoko","Peas","2013-05-01T00:00:00.000","0.25","1980","607","1900","533","1"
"M","Mashonaland East","Mutoko","Peas","2011-06-01T00:00:00.000","1.52","12760","4701","11135","2303","8"
"M","Mashonaland East","Mutoko","Peas","2011-08-01T00:00:00.000","0.73","6660","1453","6360","1365","4"
"M","Mashonaland East","Mutoko","Peas","2011-12-01T00:00:00.000","0.49","8040","2135","5160","1002","4"
"M","Mashonaland East","Mutoko","Squash","2011-12-01T00:00:00.000","0.13","1150","136","1150","416","1"
"M","Mashonaland East","Mutoko","Sugar Beans","2011-06-01T00:00:00.000","0.2","250","486","180","227","1"
"M","Mashonaland East","Mutoko","Sugar Beans","2011-08-01T00:00:00.000","0.2","160","630","0","1","1"
"M","Mashonaland East","Mutoko","Sugar Beans","2011-12-01T00:00:00.000","0.51","560","2563","400","448","3"
"M","Mashonaland East","Mutoko","Sweet potato","2012-01-01T00:00:00.000","1","9000","401","8500","81","1"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2012-01-01T00:00:00.000","2.4","16000","1478","11000","178","2"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2012-02-01T00:00:00.000","2.7","19800","1360","18500","581","3"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2012-05-01T00:00:00.000","1","4000","173","3960","560","1"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2011-06-01T00:00:00.000","1.46","6500","2482","3892","1334","4"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2011-08-01T00:00:00.000","5.5","25010","4000","23060","2145","7"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2011-11-01T00:00:00.000","0.05","850","700","288","233","1"
"M","Mashonaland East","Mutoko","Sweet Potatoes","2011-12-01T00:00:00.000","0.13","700","915","660","161","1"
"M","Mashonaland West","Hurungwe","Cowpeas","2013-02-01T00:00:00.000","0.01","75","68","0","1","1"
"M","Mashonaland West","Hurungwe","Cowpeas","2011-08-01T00:00:00.000","0.4","90","611","0","1","1"
"M","Mashonaland West","Hurungwe","Cowpeas","2011-11-01T00:00:00.000","0.2","30","566","0","1","1"
"M","Mashonaland West","Hurungwe","Cowpeas","2012-12-01T00:00:00.000","0.03","105","66","0","1","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2013-02-01T00:00:00.000","0.3","60","716","0","1","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2012-03-01T00:00:00.000","0.1","150","1","0","1","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2013-05-01T00:00:00.000","0.6","595","941","35","132","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2011-08-01T00:00:00.000","0.08","105","313","0","1","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2011-11-01T00:00:00.000","0.5","260","586","0","2","2"
"M","Mashonaland West","Hurungwe","Leafy vegetables","2013-01-01T00:00:00.000","0.01","25","311","0","1","1"
"M","Mashonaland West","Hurungwe","Leafy vegetables","2013-02-01T00:00:00.000","0.02","145","1025","100","661","2"
"M","Mashonaland West","Hurungwe","Leafy vegetables","2013-05-01T00:00:00.000","0.02","390","1029","140","321","2"
"M","Mashonaland West","Hurungwe","Leafy vegetables","2011-08-01T00:00:00.000","0.02","41","923","22","773","2"
"M","Mashonaland West","Hurungwe","Maize","2012-01-01T00:00:00.000","2","15000","2039","7000","470","3"
"M","Mashonaland West","Hurungwe","Maize","2013-01-01T00:00:00.000","3.3","7500","2576","3000","843","6"
"M","Mashonaland West","Hurungwe","Maize","2012-02-01T00:00:00.000","3","7500","1167","1000","331","2"
"M","Mashonaland West","Hurungwe","Maize","2013-02-01T00:00:00.000","8.03","10615","4774","1900","1225","14"
"M","Mashonaland West","Hurungwe","Maize","2012-03-01T00:00:00.000","5.4","18250","2852","9000","463","5"
"M","Mashonaland West","Hurungwe","Maize","2012-04-01T00:00:00.000","2","4100","883","1020","333","2"
"M","Mashonaland West","Hurungwe","Maize","2011-08-01T00:00:00.000","1.9","8400","1097","250","460","4"
"M","Mashonaland West","Hurungwe","Maize","2012-08-01T00:00:00.000","1","1800","564","1000","330","1"
"M","Mashonaland West","Hurungwe","Maize","2013-08-01T00:00:00.000","1.5","2000","748","0","1","1"
"M","Mashonaland West","Hurungwe","Maize","2012-09-01T00:00:00.000","5.55","8000","2396","4000","359","5"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","9.4","20850","1775","9750","358","5"
"M","Mashonaland West","Hurungwe","Maize","2012-11-01T00:00:00.000","5.4","17850","3725","9040","946","7"
"M","Mashonaland West","Hurungwe","Maize","2013-11-01T00:00:00.000","2","6000","829","6000","188","1"
"M","Mashonaland West","Hurungwe","Maize","2011-12-01T00:00:00.000","2.5","6500","1335","3000","839","2"
"M","Mashonaland West","Hurungwe","Maize","2012-12-01T00:00:00.000","2","3800","1418","2400","555","3"
"M","Mashonaland West","Hurungwe","Millet","2013-05-01T00:00:00.000","0.4","165","485","0","1","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-01-01T00:00:00.000","0.3","120","322","120","220","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-02-01T00:00:00.000","0.1","43","566","43","470","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-03-01T00:00:00.000","0.1","380","965","380","467","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-09-01T00:00:00.000","0.1","50","724","50","502","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2.25","4050","1275","4050","1073","3"
"M","Mashonaland West","Hurungwe","Paprika","2012-11-01T00:00:00.000","1.5","1650","445","1650","126","2"
"M","Mashonaland West","Hurungwe","Paprika","2013-11-01T00:00:00.000","0.5","250","589","150","247","1"
"M","Mashonaland West","Hurungwe","Roundnuts","2012-04-01T00:00:00.000","0.1","50","716","0","1","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2013-01-01T00:00:00.000","0.4","350","486","300","542","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2013-02-01T00:00:00.000","0.61","800","1","450","227","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2012-03-01T00:00:00.000","1","350","959","300","542","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2012-04-01T00:00:00.000","0.5","136","717","100","414","2"
"M","Mashonaland West","Hurungwe","Soya Beans","2013-05-01T00:00:00.000","0.25","200","956","0","1","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2011-08-01T00:00:00.000","1.1","435","1280","300","134","2"
"M","Mashonaland West","Hurungwe","Soya Beans","2012-09-01T00:00:00.000","0.4","0","453","0","1","1"
"M","Mashonaland West","Hurungwe","Soya Beans","2011-11-01T00:00:00.000","1.5","948","618","794","768","2"
