"pd_id","brand_name","model_number","additional_model_information","upc","type","annual_energy_use_kwh_year","us_federal_standard_kwh_year","better_than_us_federal_standard_kwh_year","energy_factor_ef","water_use_gallons_cycle","us_federal_standard_gallons_cycle","better_than_us_federal_standard_gallons_cycle","connected_functionality","connects_using","communication_standard_application_layer","direct_on_premises_open_standard_based_interconnection","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2338248","Bosch","SHXM88Z7#*",",SHXM88Z7#*,1st # - Color Code, 2nd * - Country Code","825225957614","Standard","269","307","12",,"3.5","5","30","No","","","","2019-05-30T00:00:00.000","2019-05-15T00:00:00.000","United States, Canada","ES_31649_SHXM88Z7#*_05142019163524_9684991","No"
"2286747","Bosch","SHXM98W7#*","","825225923916","Standard","269","307","12",,"2.9","5","42","No","","","No","2016-11-16T00:00:00.000","2016-12-21T00:00:00.000","United States, Canada","ES_31649_SHXM98W7#*_12052016214025_733198","No"
"2366477","Bosch","SPE53B5*UC","","825225961642;825225961659;825225961666","Standard","269","307","12",,"3.5","5","30","Yes","Wi-Fi","","","2020-10-23T00:00:00.000","2020-09-29T00:00:00.000","United States, Canada","ES_31649_SPE53B5*UC_09282020105624_1853867","No"
"2248782","Bosch","SPE53U5***","","825225911630;825225911647;825225911739","Standard","259","307","16",,"2.9","5","42","No","","","","2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","United States, Canada","ES_31649_SPE53U5***_01142015125958_8086817","No"
"2366476","Bosch","SPE68B5*UC","","825225961673","Standard","269","307","12",,"3.5","5","30","Yes","Wi-Fi","","","2020-10-23T00:00:00.000","2020-09-29T00:00:00.000","United States, Canada","ES_31649_SPE68B5&UC_09282020105624_3108621","No"
"2248783","Bosch","SPE68U5***","","825225911746","Standard","259","307","16",,"2.9","5","42","No","","","","2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","United States, Canada","ES_31649_SPE68U5***_01142015125958_8371835","No"
"2366475","Bosch","SPV68B5*UC","","825225961222","Standard","269","307","12",,"3.5","5","30","Yes","Wi-Fi","","","2020-10-23T00:00:00.000","2020-09-29T00:00:00.000","United States, Canada","ES_31649_SPV68B5*UC_09282020105624_5182459","No"
"2248784","Bosch","SPV68U5***","","825225911753","Standard","259","307","16",,"2.9","5","42","No","","","","2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","United States, Canada","ES_31649_SPV68U5***_01142015125958_9015885","No"
"2366474","Bosch","SPX68B5*UC","","825225961635","Standard","269","307","12",,"3.5","5","30","Yes","Wi-Fi","","","2020-10-23T00:00:00.000","2020-09-29T00:00:00.000","United States, Canada","ES_31649_SPX68B5*UC_09282020105624_2555200","No"
"2248781","Bosch","SPX68U5***","","825225911760","Standard","259","307","16",,"2.9","5","42","No","","","","2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","United States, Canada","ES_31649_SPX68U5***_01142015125958_9035455","No"
"2381712","BREDA","LUDWA30150","","","Standard","269","307","12",,"3.5","5","30","No","","","","2021-08-01T00:00:00.000","2021-07-07T00:00:00.000","United States, Canada","ES_1123023_LUDWA30150_07072021073435_80090923","No"
"2381713","BREDA","LUDWA30155","","","Standard","269","307","12",,"3.5","5","30","No","","","","2021-08-01T00:00:00.000","2021-07-07T00:00:00.000","United States, Canada","ES_1123023_LUDWA30155_07072021073435_80090923","No"
"2381714","BREDA","LUDWT30150","","","Standard","269","307","12",,"3.5","5","30","No","","","","2021-08-01T00:00:00.000","2021-07-07T00:00:00.000","United States, Canada","ES_1123023_LUDWT30150_07072021073435_80090923","No"
"2381715","BREDA","LUDWT30155","","","Standard","269","307","12",,"3.5","5","30","No","","","","2021-08-01T00:00:00.000","2021-07-07T00:00:00.000","United States, Canada","ES_1123023_LUDWT30155_07072021073435_80090923","No"
"2381716","BREDA","LUDWT30250","","","Standard","269","307","12",,"3.5","5","30","No","","","","2021-08-01T00:00:00.000","2021-07-07T00:00:00.000","United States, Canada","ES_1123023_LUDWT30250_07072021073435_80090923","No"
"2391684","Cafe","CDD42***T***","","084691897293;084691897309;084691897316","Standard","270","307","12",,"3.5","5","30","No","","","","2022-01-31T00:00:00.000","2022-01-25T00:00:00.000","United States","ES_1123206_CDD42***T***_01262022100451_80114799","No"
"2337910","Cafe","CDT800**N***","","084691848462","Standard","270","307","12",,"3.5","5","30","No","","","","2019-06-01T00:00:00.000","2019-05-03T00:00:00.000","United States, Canada","ES_1123206_CDT800**N***_05082019110848_80002668","No"
"2337913","Cafe","CDT805**N***","","084691843382;084691843436","Standard","270","307","12",,"3.5","5","30","No","","","","2019-06-01T00:00:00.000","2019-05-03T00:00:00.000","United States, Canada","ES_1123206_CDT805**N***_05082019110848_80002668","No"
"2337916","Cafe","CDT84***N***","","084691843412;084691843429;084691845096;084691845102","Standard","270","307","12",,"3.5","5","30","No","","","","2019-06-01T00:00:00.000","2019-05-03T00:00:00.000","United States, Canada","ES_1123206_CDT84***N***_05082019110848_80002668","No"
"2341162","Cafe","CDT87***N***","","084691843443;084691843450;084691843467;084691843498","Standard","270","307","12",,"3.5","5","30","No","","","","2019-08-01T00:00:00.000","2019-07-12T00:00:00.000","United States, Canada","ES_1123206_CDT87***N***_07152019103919_80010505","No"
"2391868","CLASSIC","3719-074","","687636004468","Standard","249","307","19",,"3.5","5","30","No","","","","2022-01-15T00:00:00.000","2022-01-28T00:00:00.000","Canada","ES_1136068_3719-074_01262022000772_2743600","No"
"2391867","CLASSIC","3719-075","","687636004475","Standard","249","307","19",,"3.5","5","30","No","","","","2022-01-15T00:00:00.000","2022-01-28T00:00:00.000","Canada","ES_1136068_3719-075_012620220007876_3937377","No"
"2394243","Comfee","CDC22P1***","","840296500484;840296500491","Compact","203",,,,"3.1",,,"No","","","","2022-03-15T00:00:00.000","2021-08-20T00:00:00.000","United States","ES_1030337_CDC22P1***_03302022125349_80122192","No"
"2375852","Comfee","CDC22P1A**","","810040944444;810040944451","Compact","203",,,,"3.1",,,"No","","","","2021-03-30T00:00:00.000","2021-03-30T00:00:00.000","United States, Canada","ES_1030337_CDC22P1A**_04052021123535_80077398","No"
"2383593","Comfee","CDC22P2A**","","810040946578","Compact","203",,,,"3.1",,,"No","","","","2021-06-10T00:00:00.000","2021-06-11T00:00:00.000","United States, Canada","ES_1030337_CDC22P2A**_08202021012958_80086338","No"
"2360848","Comfee","CS14EFSBK1RCM","","687636002310","Standard","249","307","19",,"3.5","5","30","No","","","","2020-06-01T00:00:00.000","2020-05-27T00:00:00.000","United States, Canada","ES_1030337_CS14EFSBK1RCM_05272020190852_6532321","No"
"2394264","Comfee","CW14EFSBK1RCM","","687636004796","Standard","249","307","19",,"3.5","5","30","No","","","","2022-04-01T00:00:00.000","2022-03-31T00:00:00.000","Canada","ES_1030337_CW14EFSBK1RCM_032820222106720_1139268","No"
"2369587","Cove","DW24##","","5910007","Standard","228","307","26",,"2.98","5","40","Yes","","","","2020-10-15T00:00:00.000","2020-11-16T00:00:00.000","United States, Canada","ES_31863_DW24##_11132020130740_7067224","Yes"
"2392949","Criterion","CDW2FCM*","","810040943157","Standard","249","307","19",,"3.5","5","30","No","","","","2021-02-01T00:00:00.000","2021-02-08T00:00:00.000","United States","ES_1062598_CDW2FCM*_02112022023016_5822206","No"
"2392948","Criterion","CDW5TCM*","","810040943164","Standard","249","307","19",,"3.5","5","30","No","","","","2021-02-01T00:00:00.000","2021-02-08T00:00:00.000","United States","ES_1062598_CDW5TCM*_021120220230713_1025118","No"
"2254110","Crosley","CDB900***B","","012505113680","Standard","230","307","25",,"3.03","5","39","No","","","","2016-01-29T00:00:00.000","2015-12-02T00:00:00.000","United States","ES_92264_CDB900***B_12022015162859_3739558","No"
"2270697","Crosley","CDBEH600***A","","012505115011; 012505115035; 012505115028","Standard","261","307","15",,"3.31","5","34","No","","","","2016-08-04T00:00:00.000","2016-06-24T00:00:00.000","United States","ES_92264_CDBEH600***A_06242016175610_0970450","No"
"2306342","Crosley","CDBEH960***A","","012505115561; 012505115578","Standard","256","307","17",,"3.07","5","39","No","","","","2017-10-31T00:00:00.000","2017-10-17T00:00:00.000","United States, Canada","ES_92264_CDBEH960***A_11132017134803_0883835","No"
"2373994","Crosley","XDF35***R***","","084691877325;084691877332;084691877349","Standard","270","307","12",,"3.5","5","30","No","","","","2021-04-01T00:00:00.000","2021-02-10T00:00:00.000","United States, Canada","ES_1119301_XDF35***R***_02102021073454_80060599","No"
"2378494","Almison","ASDW12F**A5A","","","Standard","270","307","12",,"3.5","5","30","No","","","","2021-04-20T00:00:00.000","2021-05-27T00:00:00.000","United States, Canada","ES_1108549_ASDW12F**A5A_052720210252802_6552874","No"
"2378495","Almison","ASDW12T**A5A","","","Standard","270","307","12",,"3.5","5","30","No","","","","2021-04-20T00:00:00.000","2021-05-27T00:00:00.000","United States, Canada","ES_1108549_ASDW12T**A5A_052720210252478_3501887","No"
"2256625","Amana","ADB1100AW**",""," 883049275130;883049275093; 883049275086","Standard","270","307","12",,"3.14","5","37","No","","","","2013-04-08T00:00:00.000","2016-01-13T00:00:00.000","United States, Canada","ES_22856_ADB1100AW**_01132016172200_5720275","No"
"2257043","Amana","ADB1300AF**",""," 883049399669;883049399676; 883049399683","Standard","270","307","12",,"3.5","5","30","No","","","","2016-01-26T00:00:00.000","2016-01-20T00:00:00.000","United States, Canada","ES_22856_ADB1300AF**_01202016211350_4430782","No"
"2286983","Amana","ADB1400AG**","","883049440354;
883049440347;
883049440361","Standard","270","307","12",,"3.5","5","30","No","","","","2017-02-01T00:00:00.000","2016-12-26T00:00:00.000","United States, Canada","ES_22856_ADB1400AG**_12262016213851_8331473","No"
"2396159","Amana","ADB1400AM**","","883049621715;883049621722;883049621739","Standard","270","307","12",,"3.5","5","30","No","","","","2022-07-18T00:00:00.000","2022-05-17T00:00:00.000","United States, Canada","ES_22856_ADB1400AM**_051320221342573_8247572","No"
"2256626","Amana","ADB1500AD**","","
883049354187;
883049355009;883049354194","Standard","270","307","12",,"2.95","5","41","No","","","","2015-01-26T00:00:00.000","2016-01-13T00:00:00.000","United States, Canada","ES_22856_ADB1500AD**_01132016173022_6222221","No"
"2256627","Amana","ADB1700AD**","","883049355023;
883049355016;
883049355030","Standard","270","307","12",,"2.95","5","41","No","","","","2015-01-26T00:00:00.000","2016-01-13T00:00:00.000","United States, Canada","ES_22856_ADB1700AD**_01132016173655_6615173","No"
"2300535","Asko","DBI652*","","","Standard","235","307","23",,"3.5","5","30","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DBI652*_07252017033545_70137149","No"
"2300537","Asko","DBI663*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DBI663*_07252017033545_70137149","Yes"
"2300539","Asko","DBI664*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DBI664*_07252017033545_70137149","Yes"
"2300541","Asko","DBI675*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DBI675*_07252017033545_70137149","Yes"
"2300536","Asko","DFI652*","","","Standard","235","307","23",,"3.5","5","30","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DFI652*_07252017033545_70137149","No"
"2300538","Asko","DFI663*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DFI663*_07252017033545_70137149","Yes"
"2300540","Asko","DFI664*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DFI664*_07252017033545_70137149","Yes"
"2300542","Asko","DFI675*","","","Standard","235","307","23",,"3.2","5","36","No","","","","2017-08-01T00:00:00.000","2017-07-19T00:00:00.000","United States, Canada","ES_0031672_DFI675*_07252017033545_70137149","Yes"
"2309487","Asko","DOD651*","","","Standard","235","307","23",,"3.5","5","30","No","","","","2018-04-01T00:00:00.000","2018-01-23T00:00:00.000","United States, Canada","ES_1123023_DOD651*_01242018024337_70171748","No"
"2303596","Avanti","DW1831D0WE","","79841418305","Standard","234","307","24",,"3.1","5","38","No","","","","2017-09-12T00:00:00.000","2017-09-14T00:00:00.000","United States, Canada","ES_92257_DW1831D0WE_09142017192034_6834230","No"
"2303597","Avanti","DW1832D1BE","","79841418312","Standard","234","307","24",,"3.1","5","38","No","","","","2017-09-12T00:00:00.000","2017-09-14T00:00:00.000","United States, Canada","ES_92257_DW1832D1BE_09142017192045_6845741","No"
"2303598","Avanti","DW1833D3SE","","79841418336","Standard","234","307","24",,"3.1","5","38","No","","","","2017-09-12T00:00:00.000","2017-09-14T00:00:00.000","United States, Canada","ES_92257_DW1833D3SE_09142017192058_6858374","No"
"2375117","Avanti","DWF18V**","DWF18V0W,DWF18V0W,White; DWF18V1B,DWF18V1B,Black; DWF18V3S,DWF18V3S,Stainless","079841211807","Standard","250","307","19",,"3.2","5","36","No","","","","2021-03-01T00:00:00.000","2021-03-02T00:00:00.000","United States","ES_92257_DWF18V**_031120210847185_5475058","No"
"2375118","Avanti","DWF24V**","DWF24V0W,DW24V0W,White; DWF24V1B,DWF24V1B,Black; DWF24V3S,DWF24V3S,Stainless","079841212408","Standard","260","307","15",,"3.4","5","32","No","","","","2021-03-01T00:00:00.000","2021-03-02T00:00:00.000","United States","ES_92257_DWF24V**_031120210847477_9708400","No"
"2367398","Avanti","DWT18V3S","","079841211838","Standard","250","307","19",,"3.2","5","36","No","","","","2020-11-01T00:00:00.000","2020-10-14T00:00:00.000","United States, Canada","ES_92257_DWT18V3S_10142020151617_8577104","No"
"2308313","Beko","DDN25401*","","8690842165207","Standard","234","307","24",,"2.66","5","47","No","","","","2017-11-15T00:00:00.000","2017-12-20T00:00:00.000","United States, Canada","ES_1036108_DDN25401*_12222017220545_0345335","Yes"
"2383590","Beko","DDN25402*","DDN25402W,DDN25402W,; DDN25402X,DDN25402X,","8690842458613;8690842461897","Standard","234","307","24",,"2.66","5","47","No","","","","2021-09-01T00:00:00.000","2021-08-20T00:00:00.000","United States, Canada","ES_1036108_DDN25402*_071320211246447_4593679","Yes"
"2339574","Beko","DDS25842***","","8690842266751","Standard","220","307","28",,"2.4","5","52","No","","","","2019-07-30T00:00:00.000","2019-06-11T00:00:00.000","United States, Canada","ES_1036108_DDS25842***_06112019181450_6890212","Yes"
"2308316","Beko","DDT25401**","","8690842164262; 8690842164033; 8690842164255","Standard","234","307","24",,"2.66","5","47","No","","","","2017-11-15T00:00:00.000","2017-12-20T00:00:00.000","United States, Canada","ES_1036108_DDT25401**_12222017220631_0391109","Yes"
"2320376","Beko","DDT36430***","","8690842207389; 8690842207396","Standard","225","307","27",,"2.36","5","53","No","","","","2018-08-01T00:00:00.000","2018-05-23T00:00:00.000","United States, Canada","ES_1036108_DDT36430***_05232018170639_5199291","Yes"
"2308285","Beko","DDT38530***","","8690842175879","Standard","225","307","27",,"2.36","5","53","No","","","","2017-12-29T00:00:00.000","2017-12-20T00:00:00.000","United States, Canada","ES_1036108_DDT38530**_12222017203213_4733013","Yes"
"2308254","Beko","DDT38530** WS","","8690842175817","Standard","256","307","17",,"3","5","40","No","","","","2017-12-29T00:00:00.000","2017-12-20T00:00:00.000","United States, Canada","ES_1036108_DDT38530** WS_12222017173816_4296949","No"
"2383597","Beko","DDT38532***","DDT38532X,DDT38532X,; DDT38532XIH,DDT38532XIH,","8690842440380;8690842440397","Standard","230","307","25",,"2.37","5","53","No","","","","2021-09-01T00:00:00.000","2021-08-20T00:00:00.000","United States, Canada","ES_1036108_DDT38532***_07132021124669_8751273","Yes"
"2392566","Beko","DDT38532*****",",DDT38532XHW,Pro handle - fpp inox color; ,DDT38532XIHHW,Integrated handle - fpp inox color","8690842519758;8690842519765","Standard","230","307","25",,"2.37","5","53","No","","","","2022-04-01T00:00:00.000","2022-01-31T00:00:00.000","United States, Canada","ES_1036108_DDT38532*****_013020221937915_1787066","Yes"
"2399021","Beko","DDT38532*** WS","","8690842512162","Standard","256","307","17",,"3.02","5","40","No","","","","2022-08-15T00:00:00.000","2022-07-20T00:00:00.000","United States, Canada","ES_1036108_DDT38532*** WS_071920220325891_9883567","No"
"2310612","Beko","DDT39432***","","8690842176517; 8690842181641; 8690842189265","Standard","225","307","27",,"2.37","5","53","No","","","","2018-03-26T00:00:00.000","2018-02-13T00:00:00.000","United States, Canada","ES_1036108_DDT39432***_02132018200117_2077101","Yes"
