"the_geom","objectid","company","status","shape_length"
"MULTILINESTRING ((-122.420061951153 47.246754636989, -122.420687679745 47.247051791525, -122.421132470627 47.247246540013, -122.421330476854 47.247347063473, -122.421496674235 47.247467267824, -122.421647391174 47.247589848744, -122.421796434103 47.247752738754, -122.421930607321 47.247934954755, -122.422040416809 47.248132414489, -122.422101124585 47.248262848396, -122.422300323463 47.249130873622, -122.422499453023 47.249996782287, -122.422588926888 47.250408703232, -122.422646453972 47.250623989669, -122.422674644125 47.250759202891, -122.422679423635 47.250892684802, -122.422684280162 47.250941365377, -122.422741886138 47.250984930396, -122.423015717586 47.251154226876, -122.423308448117 47.251329568689, -122.423477849766 47.251451837018, -122.423618943918 47.251566095525, -122.424298386904 47.25254062166, -122.424502940116 47.252948509113, -122.42480905529 47.253583669351, -122.424998946469 47.25401189091, -122.425157840939 47.254366522975, -122.425180462102 47.254476388916, -122.425200199456 47.254592662576, -122.425211665012 47.254738752757, -122.425231174625 47.254848670395, -122.425265715673 47.25494349866, -122.425328183205 47.255035740043, -122.425400978262 47.255155371568, -122.425858006516 47.255656581756))","57",,"Active","3690.79522384696"
"MULTILINESTRING ((-122.427964974095 47.244399242721, -122.424194039855 47.244775254074, -122.422247058817 47.244903599569, -122.419861433311 47.245008864083, -122.419639309556 47.245022652305, -122.419282075153 47.244993200878, -122.418976934864 47.244967939526, -122.418530596721 47.244911860093))","53",,"Active","2360.11093946803"
"MULTILINESTRING ((-122.40509441459 47.250878117603, -122.404902619778 47.250699551372, -122.404831023467 47.250554904095, -122.404747110207 47.250375265348, -122.404695749448 47.250280570935, -122.404622160497 47.250183727206, -122.404530119806 47.250087186855, -122.404430964465 47.249998307929, -122.404313535677 47.249914756309, -122.404155159847 47.249821821189, -122.403956460891 47.249737090514, -122.403773053768 47.249667194416, -122.403631310898 47.249626783025, -122.403326755576 47.249576475786, -122.403022824234 47.249543758607, -122.402889974299 47.249545941426, -122.401268993648 47.249544908064, -122.40096227846 47.249539883401, -122.400607662715 47.249535646749, -122.400085278745 47.249483878577, -122.39817560532 47.249047554755, -122.395304323011 47.248667169574, -122.39176460795 47.24817694992, -122.389143410474 47.247832129277))","78",,"Active","4279.2803091644"
"MULTILINESTRING ((-122.523998729997 47.10734934502, -122.524041701524 47.107333644271))","14",,"Active","12.1365083858685"
"MULTILINESTRING ((-122.25869506236 46.804973062617, -122.258682073345 46.805114769465))","148","CMStPPRC","Active","51.7816188738644"
"MULTILINESTRING ((-122.527305325588 47.106213805639, -122.527498491585 47.106071661376, -122.527778186473 47.105870614707, -122.528052078513 47.105515561906, -122.528222913906 47.105148308391))","7",,"Active","458.754789452772"
"MULTILINESTRING ((-122.564286890242 46.966643141034, -122.563591493 46.967173934984, -122.562850896844 46.967879499575, -122.561828994246 46.968824408044, -122.561319585492 46.969337658346, -122.560659017368 46.969967219106, -122.560103306942 46.970626852146, -122.558342992503 46.973514718831, -122.553722513757 46.981417371697, -122.553019008209 46.982639474989, -122.552581951158 46.983463822673, -122.552187128098 46.984414829044, -122.55117463144 46.987071036188, -122.550495053693 46.988847587519, -122.549553375728 46.991374336152, -122.549311175567 46.991964425804, -122.54871423452 46.993597482751, -122.548386442436 46.994390145574, -122.547726526174 46.996146328829, -122.547147550128 46.997434685544, -122.54603492096 46.999566806007, -122.54467298966 47.001969602035, -122.543854753132 47.003521343942, -122.542901061115 47.005334641593, -122.541396637605 47.008178651081, -122.540397875524 47.01003193717, -122.539403449243 47.011932446222, -122.538509993136 47.014248758464, -122.534490488425 47.025219942987, -122.519696607664 47.065018542124, -122.519019468978 47.066296505785, -122.518175156536 47.067412310805, -122.517173377591 47.06857985697, -122.516176195758 47.069756619025, -122.515402350584 47.070818720423, -122.514403100862 47.071842766803, -122.513706731713 47.072885304892, -122.512783550285 47.073913030204, -122.511864637721 47.075641704122, -122.510882826049 47.077753516878, -122.510009702984 47.079678986732, -122.507687213561 47.084633380078, -122.50604384834 47.088153103689, -122.504866689904 47.090729337152, -122.504544692779 47.091406809724, -122.504123980607 47.092539535442, -122.503800959061 47.094691988041, -122.503217201199 47.098500405348, -122.501771783774 47.109291715003, -122.501539975517 47.110977105009))","21","NPRC & GNRC","Active","55282.3402766934"
"MULTILINESTRING ((-122.260491616541 46.874629837847, -122.260544326943 46.87494392065, -122.260747471293 46.875335746375, -122.261602062108 46.877561672843, -122.261857425176 46.87814213318, -122.26214662676 46.878853811093, -122.262235289518 46.879048535882, -122.26238022014 46.879319128509, -122.262477854687 46.879530618176, -122.262549331796 46.879722509049))","171","CMStPPRC","Active","1929.62518643191"
"MULTILINESTRING ((-122.266333097588 46.860871101459, -122.263796240777 46.863093320928, -122.262825124902 46.863943215871, -122.262432381245 46.864295453696, -122.262108745549 46.864622956169, -122.261871625466 46.864889481405, -122.261618973744 46.865234407746, -122.261502130269 46.865427878345, -122.261437750618 46.865596900466, -122.261325769523 46.865940842131, -122.261249149981 46.866290574851, -122.261082721755 46.868005966052, -122.260682819045 46.871153748098, -122.260633448878 46.872662397259, -122.260491616541 46.874629837847))","143","CMStPPRC","Active","5429.4330085281"
"MULTILINESTRING ((-122.430203162113 47.250567230413, -122.4298311291 47.250436994333, -122.429481349802 47.250306389089, -122.428544809765 47.249955633441, -122.425795137846 47.248917488363, -122.422668282205 47.247699050578))","59",,"Active","2144.05035337857"
"MULTILINESTRING ((-122.524041701524 47.107333644271, -122.524605955947 47.107127473408))","12",,"Active","159.364459312971"
"MULTILINESTRING ((-122.527305325588 47.106213805639, -122.527501589083 47.106151145516, -122.527984290791 47.105991632899, -122.528358429184 47.105860897871))","1",,"Active","292.15673858337"
"MULTILINESTRING ((-122.437352960958 47.247255159423, -122.437343447823 47.247274019608))","42",,"Active","7.27356323230438"
"MULTILINESTRING ((-122.039404609655 46.759849886054, -122.038200621735 46.759832839164, -122.036804299129 46.759769263083, -122.036323749369 46.759723508549, -122.035836698317 46.759661517876, -122.035274732329 46.759564135984, -122.034762352822 46.75942823777, -122.033936388718 46.759221974737, -122.031438999085 46.758326022681))","164","CMStPPRC","Active","2107.47247351524"
"MULTILINESTRING ((-122.409632839959 47.261731556236, -122.408996829819 47.260974388118, -122.40749574194 47.25929608272))","95",,"Active","1034.83804534982"
"MULTILINESTRING ((-122.18782603737 47.085765522009, -122.187574634629 47.086198960142, -122.187335935683 47.086477677839, -122.187001896101 47.086646732633, -122.186469089078 47.086789715819, -122.186262906798 47.086848006578))","135","NPRC","Non-Active","589.567335027352"
"MULTILINESTRING ((-122.406999205211 47.278621657269, -122.406513214906 47.278301853823, -122.404364141435 47.276955181685, -122.402351610594 47.275687076058, -122.399568776054 47.273943949236, -122.3971392668 47.272424884446, -122.394223627382 47.27059032587, -122.39089595027 47.268503097219, -122.390265260313 47.268108726916, -122.390162693141 47.268059377393, -122.390008730643 47.26800883133, -122.389836662143 47.267971214777, -122.389683766866 47.267950968434, -122.389553647715 47.267948354477, -122.389397856706 47.267948051306, -122.389231452511 47.267965925034, -122.389102416524 47.267990769298, -122.38890034005 47.26804964758, -122.388779698078 47.268102143649, -122.388574580987 47.268202648865))","90",,"Active","6109.59718176723"
