"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"SNOHOMISH COUNTY","61","2020","Week 42","10/18/20 - 10/24/20","1558","-167","-0.0968115942028985","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-10-18T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 24","06/14/20 - 06/20/20","3702","120","0.033500837520938","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-06-14T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 40","10/04/20 - 10/10/20","1375","521","0.610070257611241","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-10-04T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 27","07/05/20 - 07/11/20","304","116","0.617021276595745","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-07-05T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 31","08/02/20 - 08/08/20","1005","-63","-0.0589887640449438","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-08-02T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 17","04/26/20 - 05/02/20","416","-234","-0.36","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-04-26T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 50","12/13/20 - 12/19/20","1366","-125","-0.0838363514419852","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-12-13T00:00:00.000"
"KING COUNTY","33","2020","Week 44","11/01/20 - 11/07/20","6506","3124","0.923713778829095","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-11-01T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 12","03/22/20 - 03/28/20","2096","638","0.43758573388203","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-03-22T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 40","10/04/20 - 10/10/20","210","52","0.329113924050633","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-10-04T00:00:00.000"
"MASON COUNTY","45","2020","Week 46","11/15/20 - 11/21/20","228","103","0.824","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-11-15T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 14","04/05/20 - 04/11/20","12","-20","-0.625","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-04-05T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 09","03/01/20 - 03/07/20","2","-2","-0.5","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-03-01T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 30","07/26/20 - 08/01/20","3127","-626","-0.166799893418598","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-07-26T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 18","05/03/20 - 05/09/20","955","-235","-0.197478991596639","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-05-03T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 23","06/07/20 - 06/13/20","37","15","0.681818181818182","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-06-07T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 26","06/28/20 - 07/04/20","188","-13","-0.0646766169154229","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-06-28T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 25","06/21/20 - 06/27/20","53","16","0.432432432432432","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-06-21T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 01","01/05/20 - 01/11/20","2","1","1","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-01-05T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 40","10/04/20 - 10/10/20","265","97","0.577380952380952","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-10-04T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 18","05/03/20 - 05/09/20","659","153","0.302371541501976","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-05-03T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 49","12/06/20 - 12/12/20","293","-68","-0.188365650969529","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-12-06T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 02","01/12/20 - 01/18/20","83","21","0.338709677419355","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-01-12T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 03","01/19/20 - 01/25/20","622","-37","-0.0561456752655539","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-01-19T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 47","11/22/20 - 11/28/20","2276","-745","-0.246607083747104","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-11-22T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 10","03/08/20 - 03/14/20","6","-2","-0.25","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-03-08T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 44","11/01/20 - 11/07/20","48","17","0.548387096774194","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-11-01T00:00:00.000"
"CLARK COUNTY","11","2020","Week 19","05/10/20 - 05/16/20","5945","1040","0.212028542303772","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-05-10T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 29","07/19/20 - 07/25/20","891","21","0.0241379310344827","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-07-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 51","12/20/20 - 12/26/20","1160","187","0.192189105858171","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-12-20T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 38","09/20/20 - 09/26/20","85","-19","-0.182692307692308","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-09-20T00:00:00.000"
"GRANT COUNTY","25","2020","Week 33","08/16/20 - 08/22/20","240","-24","-0.0909090909090909","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-08-16T00:00:00.000"
"GRANT COUNTY","25","2020","Week 22","05/31/20 - 06/06/20","271","-29","-0.0966666666666667","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-05-31T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 08","02/23/20 - 02/29/20","44","-3","-0.0638297872340425","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-02-23T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 48","11/29/20 - 12/05/20","87","23","0.359375","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-11-29T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 15","04/12/20 - 04/18/20","370","-280","-0.430769230769231","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-04-12T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 39","09/27/20 - 10/03/20","1662","-219","-0.116427432216906","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-09-27T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 35","08/30/20 - 09/05/20","9","3","0.5","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-08-30T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 29","07/19/20 - 07/25/20","204","-40","-0.163934426229508","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-07-19T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 35","08/30/20 - 09/05/20","61","-12","-0.164383561643836","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-08-30T00:00:00.000"
"MASON COUNTY","45","2020","Week 25","06/21/20 - 06/27/20","185","21","0.128048780487805","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-06-21T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 40","10/04/20 - 10/10/20","112","23","0.258426966292135","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-10-04T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 16","04/19/20 - 04/25/20","1305","550","0.728476821192053","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-04-19T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 36","09/06/20 - 09/12/20","64","-2","-0.0303030303030303","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-09-06T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 16","04/19/20 - 04/25/20","996","323","0.479940564635958","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-04-19T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 39","09/27/20 - 10/03/20","21","4","0.235294117647059","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-09-27T00:00:00.000"
"FERRY COUNTY","19","2020","Week 05","02/02/20 - 02/08/20","15","2","0.153846153846154","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-02-02T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 36","09/06/20 - 09/12/20","253","40","0.187793427230047","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-09-06T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 12","03/22/20 - 03/28/20","449","237","1.11792452830189","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-03-22T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 09","03/01/20 - 03/07/20","90","46","1.04545454545455","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-03-01T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 40","10/04/20 - 10/10/20","19","12","1.71428571428571","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-10-04T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 03","01/19/20 - 01/25/20","1130","-134","-0.106012658227848","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-01-19T00:00:00.000"
"KING COUNTY","33","2020","Week 06","02/09/20 - 02/15/20","1490","-154","-0.0936739659367397","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-02-09T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 07","02/16/20 - 02/22/20","185","-56","-0.232365145228216","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-02-16T00:00:00.000"
"CLARK COUNTY","11","2020","Week 21","05/24/20 - 05/30/20","1385","-797","-0.365261228230981","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-05-24T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 15","04/12/20 - 04/18/20","740","-416","-0.359861591695502","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-04-12T00:00:00.000"
"BENTON COUNTY","5","2020","Week 26","06/28/20 - 07/04/20","683","-131","-0.160933660933661","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-06-28T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 22","05/31/20 - 06/06/20","93","-20","-0.176991150442478","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-05-31T00:00:00.000"
"CLARK COUNTY","11","2020","Week 37","09/13/20 - 09/19/20","1168","277","0.310886644219978","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-09-13T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 04","01/26/20 - 02/01/20","170","-41","-0.194312796208531","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-01-26T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 10","03/08/20 - 03/14/20","2","0","0","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-03-08T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 11","03/15/20 - 03/21/20","1053","931","7.63114754098361","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-03-15T00:00:00.000"
"KING COUNTY","33","2020","Week 35","08/30/20 - 09/05/20","5461","698","0.146546294352299","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-08-30T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 26","06/28/20 - 07/04/20","54","-8","-0.129032258064516","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-06-28T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 28","07/12/20 - 07/18/20","9","-1","-0.1","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-07-12T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 23","06/07/20 - 06/13/20","54","-3","-0.0526315789473685","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-06-07T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 38","09/20/20 - 09/26/20","15","0","0","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-09-20T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 08","02/23/20 - 02/29/20","112","-18","-0.138461538461538","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-02-23T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 47","11/22/20 - 11/28/20","635","-233","-0.268433179723502","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-11-22T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 34","08/23/20 - 08/29/20","126","-47","-0.271676300578035","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-08-23T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 50","12/13/20 - 12/19/20","138","14","0.112903225806452","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-12-13T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 16","04/19/20 - 04/25/20","746","449","1.51178451178451","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-04-19T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 37","09/13/20 - 09/19/20","73","13","0.216666666666667","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-09-13T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 31","08/02/20 - 08/08/20","122","-32","-0.207792207792208","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-08-02T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 06","02/09/20 - 02/15/20","491","-84","-0.146086956521739","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-02-09T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 19","05/10/20 - 05/16/20","797","342","0.751648351648352","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-05-10T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 42","10/18/20 - 10/24/20","157","-72","-0.314410480349345","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-10-18T00:00:00.000"
"MASON COUNTY","45","2020","Week 24","06/14/20 - 06/20/20","164","-29","-0.150259067357513","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-06-14T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 36","09/06/20 - 09/12/20","72","11","0.180327868852459","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-09-06T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 07","02/16/20 - 02/22/20","6","-1","-0.142857142857143","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-02-16T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 20","05/17/20 - 05/23/20","183","-229","1.25136612021858","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-05-17T00:00:00.000"
"MASON COUNTY","45","2020","Week 27","07/05/20 - 07/11/20","317","129","0.686170212765957","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-07-05T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 12","03/22/20 - 03/28/20","3425","1459","0.742115971515768","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-03-22T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 24","06/14/20 - 06/20/20","330","20","0.064516129032258","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-06-14T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 27","07/05/20 - 07/11/20","448","79","0.214092140921409","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-07-05T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 35","08/30/20 - 09/05/20","606","-31","-0.0486656200941915","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-08-30T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 39","09/27/20 - 10/03/20","89","4","0.0470588235294118","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-09-27T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 23","06/07/20 - 06/13/20","52","7","0.155555555555555","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-06-07T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 15","04/12/20 - 04/18/20","366","-144","-0.282352941176471","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-04-12T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 20","05/17/20 - 05/23/20","66","-89","1.34848484848485","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-05-17T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 19","05/10/20 - 05/16/20","1060","142","0.154684095860566","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-05-10T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 15","04/12/20 - 04/18/20","334","-237","-0.415061295971979","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-04-12T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 34","08/23/20 - 08/29/20","532","-30","-0.0533807829181495","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-08-23T00:00:00.000"
"FERRY COUNTY","19","2020","Week 13","03/29/20 - 04/04/20","54","-1","-0.0181818181818182","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-03-29T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 13","03/29/20 - 04/04/20","1065","-28","-0.0256175663311985","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-03-29T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 15","04/12/20 - 04/18/20","785","-385","-0.329059829059829","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-04-12T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 17","04/26/20 - 05/02/20","2864","-1402","-0.328645100796999","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-04-26T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 20","05/17/20 - 05/23/20","233","-663","2.84549356223176","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-05-17T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 06","02/09/20 - 02/15/20","11","0","0","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-02-09T00:00:00.000"
"MASON COUNTY","45","2020","Week 21","05/24/20 - 05/30/20","216","-110","-0.337423312883436","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-05-24T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 23","06/07/20 - 06/13/20","104","53","1.03921568627451","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-06-07T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 36","09/06/20 - 09/12/20","2056","-335","-0.140108741112505","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-09-06T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 10","03/08/20 - 03/14/20","1386","653","0.890859481582537","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-03-08T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 02","01/12/20 - 01/18/20","20","2","0.111111111111111","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-01-12T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 13","03/29/20 - 04/04/20","11347","-755","-0.0623863824161296","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-03-29T00:00:00.000"
"MASON COUNTY","45","2020","Week 22","05/31/20 - 06/06/20","240","24","0.111111111111111","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-05-31T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 03","01/19/20 - 01/25/20","5","-10","-0.666666666666667","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-01-19T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 25","06/21/20 - 06/27/20","417","87","0.263636363636364","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-06-21T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 26","06/28/20 - 07/04/20","982","-109","-0.0999083409715857","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-06-28T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 41","10/11/20 - 10/17/20","303","-50","-0.141643059490085","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-10-11T00:00:00.000"
"FERRY COUNTY","19","2020","Week 27","07/05/20 - 07/11/20","13","-6","-0.315789473684211","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-07-05T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 48","11/29/20 - 12/05/20","602","-33","-0.0519685039370079","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-11-29T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 29","07/19/20 - 07/25/20","204","3","0.0149253731343284","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-07-19T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 01","01/05/20 - 01/11/20","249","61","0.324468085106383","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-01-05T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 34","08/23/20 - 08/29/20","41","8","0.242424242424242","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-08-23T00:00:00.000"
"CLARK COUNTY","11","2020","Week 06","02/09/20 - 02/15/20","322","-30","-0.0852272727272727","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-02-09T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 52","12/27/20 - 01/02/21","349","128","0.579185520361991","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-12-27T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 03","01/19/20 - 01/25/20","366","-108","-0.227848101265823","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-01-19T00:00:00.000"
"GRANT COUNTY","25","2020","Week 49","12/06/20 - 12/12/20","365","-62","-0.14519906323185","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-12-06T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 02","01/12/20 - 01/18/20","1","-1","-0.5","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-01-12T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 27","07/05/20 - 07/11/20","75","32","0.744186046511628","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-07-05T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 05","02/02/20 - 02/08/20","26","8","0.444444444444444","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-02-02T00:00:00.000"
"BENTON COUNTY","5","2020","Week 04","01/26/20 - 02/01/20","202","-60","-0.229007633587786","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-01-26T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 38","09/20/20 - 09/26/20","54","-21","-0.28","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-09-20T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 16","04/19/20 - 04/25/20","190","96","1.02127659574468","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-04-19T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 11","03/15/20 - 03/21/20","154","136","7.55555555555556","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-03-15T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 21","05/24/20 - 05/30/20","113","-81","-0.417525773195876","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-05-24T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 09","03/01/20 - 03/07/20","339","-14","-0.0396600566572238","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-03-01T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 08","02/23/20 - 02/29/20","57","0","0","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-02-23T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 02","01/12/20 - 01/18/20","15","-1","-0.0625","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-01-12T00:00:00.000"
"BENTON COUNTY","5","2020","Week 51","12/20/20 - 12/26/20","551","22","0.0415879017013232","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-12-20T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 33","08/16/20 - 08/22/20","673","-292","-0.30259067357513","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-08-16T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 43","10/25/20 - 10/31/40","150","-5","-0.032258064516129","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-10-25T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 40","10/04/20 - 10/10/20","78","-2","-0.025","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-10-04T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 37","09/13/20 - 09/19/20","232","-1","-0.00429184549356221","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-09-13T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 07","02/16/20 - 02/22/20","57","-3","-0.05","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-02-16T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 17","04/26/20 - 05/02/20","1609","-555","-0.256469500924214","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-04-26T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 11","03/15/20 - 03/21/20","1966","1803","11.0613496932515","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-03-15T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 13","03/29/20 - 04/04/20","1553","-274","-0.149972632731253","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-03-29T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 49","12/06/20 - 12/12/20","499","-103","-0.17109634551495","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-12-06T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 18","05/03/20 - 05/09/20","1262","132","0.116814159292035","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-05-03T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 16","04/19/20 - 04/25/20","15122","4164","0.37999634969885","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-04-19T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 51","12/20/20 - 12/26/20","9","1","0.125","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-12-20T00:00:00.000"
