"year","gender","advanced_degree","bachelor_s_degree","some_college_associate_degree","high_school","less_than_high_school"
"2018-09-30T00:00:00.000","Males","0.129","0.218","0.252","0.894","0.106"
"2018-09-30T00:00:00.000","Females","0.132","0.221","0.275","0.902","0.098"
