"status","last_modified","category","type","id","origin","latitude","ancestor","dept","longitude","created_on"
"Closed","2015-07-01T08:36:00.000","service_requests","465","400012","Call Center","42.3888716","278","Parking","-71.1168681","2015-07-01T08:36:00.000"
"Closed","2016-01-19T11:00:00.000","service_requests","311","452080","Call Center","0.0","277","DPW Highway","0.0","2016-01-18T13:49:00.000"
"Closed","2018-11-01T09:49:00.000",,"368","452095","Call Center","0.0","280","DPW Sanitation","0.0","2016-01-18T20:28:00.000"
"Closed","2016-01-19T09:24:00.000","service_requests","435","452097","Call Center","0.0","282","Water","0.0","2016-01-19T07:29:00.000"
"Closed","2016-01-19T07:52:00.000","service_requests","305","452100","Call Center","0.0","276","DPW Highway","0.0","2016-01-19T07:52:00.000"
"Closed","2016-01-19T11:01:00.000","service_requests","311","452101","Call Center","42.3887787","277","DPW Highway","-71.0915977","2016-01-19T08:02:00.000"
"Closed","2016-01-19T10:58:00.000","service_requests","311","452102","Call Center","42.379423","277","DPW Highway","-71.10495400000002","2016-01-19T08:16:00.000"
"Closed","2016-01-28T10:16:00.000","service_requests","461","452103","Call Center","42.4114004","278","Parking","-71.13011619999997","2016-01-19T08:32:00.000"
"Closed","2016-01-21T08:11:00.000","service_requests","484","452112","Call Center","42.399676","467","DPW Lights and Lines","-71.111491","2016-01-19T08:44:00.000"
"Closed","2016-01-19T23:22:00.000","service_requests","507","452115","Call Center","42.3896283","274","ISD Health","-71.10833379999997","2016-01-19T08:48:00.000"
"Closed","2016-01-19T11:57:00.000","service_requests","594","452121","Call Center","42.3858146","277","DPW Highway","-71.10931069999998","2016-01-19T09:02:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","507","452122","Call Center","42.394373","274","ISD Health","-71.122931","2016-01-19T09:03:00.000"
"Closed","2016-01-28T08:14:00.000","service_requests","471","452123","Call Center","42.399037","274","ISD Health","-71.095685","2016-01-19T09:06:00.000"
"Closed","2016-01-28T11:24:00.000","service_requests","421","452125","Call Center","42.39762229999999","272","DPW Buildings and Grounds","-71.09525300000001","2016-01-19T09:09:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","507","452126","Call Center","42.4034127","274","ISD Health","-71.12804829999999","2016-01-19T09:11:00.000"
"Closed","2016-01-19T14:15:00.000","service_requests","304","452129","Control Panel","42.3816656","276","Sewer","-71.0863673","2016-01-19T09:15:00.000"
"Closed","2016-01-28T11:22:00.000","service_requests","421","452133","Call Center","42.3860302","272","DPW Buildings and Grounds","-71.0870489","2016-01-19T09:18:00.000"
"Closed","2016-01-26T14:27:00.000","service_requests","421","452137","Call Center","42.3860302","272","DPW Buildings and Grounds","-71.0870489","2016-01-19T09:22:00.000"
"Closed","2016-01-19T09:22:00.000","service_requests","302","452138","Call Center","0.0","282","Sewer","0.0","2016-01-19T09:22:00.000"
"Closed","2016-02-02T13:57:00.000","service_requests","421","452141","Call Center","42.397354","272","DPW Buildings and Grounds","-71.114113","2016-01-19T09:24:00.000"
"Closed","2016-01-19T11:56:00.000","service_requests","311","452143","Call Center","42.3849316","277","DPW Highway","-71.11350649999997","2016-01-19T09:26:00.000"
"Closed","2016-02-01T09:57:00.000","service_requests","441","452151","Call Center","42.3822035","278","Parking","-71.10070080000003","2016-01-19T09:39:00.000"
"Closed","2016-02-17T09:25:00.000","service_requests","421","452160","Control Panel","42.3871702","272","DPW Buildings and Grounds","-71.09690810000001","2016-01-19T09:43:00.000"
"Closed","2016-05-12T09:17:00.000","service_requests","289","452162","Call Center","42.3903398","281","OSPCD Urban Forrestry","-71.1055516","2016-01-19T09:45:00.000"
"Closed","2016-01-19T12:37:00.000","service_requests","421","452163","Call Center","42.3875792","272","DPW Buildings and Grounds","-71.08732379999998","2016-01-19T09:45:00.000"
"Closed","2016-01-20T08:21:00.000","service_requests","369","452166","Call Center","42.385002","280","DPW Sanitation","-71.1082124","2016-01-19T09:49:00.000"
"Closed","2016-01-29T09:57:00.000","service_requests","421","452167","Call Center","42.3867617","272","DPW Buildings and Grounds","-71.09741350000002","2016-01-19T09:51:00.000"
"Closed","2016-01-19T11:52:00.000","service_requests","449","452169","Call Center","42.39022","278","Parking","-71.104527","2016-01-19T09:54:00.000"
"Closed","2016-01-20T09:02:00.000",,"368","452171","Website","42.403259","280","DPW Sanitation","-71.12497300000001","2016-01-19T09:57:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","507","452179","Call Center","42.387109","274","ISD Health","-71.07979899999998","2016-01-19T10:04:00.000"
"Closed","2017-08-09T09:42:00.000","service_requests","500","452180","Call Center","42.3790133","274","ISD Health","-71.10538220000001","2016-01-19T10:07:00.000"
"Closed","2016-02-22T07:46:00.000","service_requests","421","452181","Control Panel","42.3854176","272","DPW Buildings and Grounds","-71.09898420000002","2016-01-19T10:07:00.000"
"Closed","2016-02-08T16:50:00.000","service_requests","483","452183","Call Center","42.390576","467","DPW Lights and Lines","-71.097044","2016-01-19T10:11:00.000"
"Closed","2016-01-19T11:57:00.000","service_requests","594","452184","Call Center","42.39227899999999","277","DPW Highway","-71.11402900000002","2016-01-19T10:13:00.000"
"Closed","2016-01-28T09:54:00.000","service_requests","348","452188","Website","42.379255","280","DPW Sanitation","-71.10391600000003","2016-01-19T10:23:00.000"
"Closed","2016-01-19T10:26:00.000",,"368","452190","Control Panel","42.3899711","280","DPW Sanitation","-71.08322179999999","2016-01-19T10:26:00.000"
"Closed","2016-01-19T11:57:00.000","service_requests","311","452191","Call Center","42.395437","277","DPW Highway","-71.10202959999998","2016-01-19T10:27:00.000"
"Closed","2016-04-07T13:39:00.000",,"368","452193","Control Panel","42.38492","280","DPW Sanitation","-71.07905499999998","2016-01-19T10:27:00.000"
"Closed","2016-01-19T10:33:00.000","service_requests","365","452198","Control Panel","42.383684","280","DPW Sanitation","-71.08358399999997","2016-01-19T10:33:00.000"
"Closed","2016-01-19T10:34:00.000","service_requests","365","452199","Control Panel","42.3899711","280","DPW Sanitation","-71.08322179999999","2016-01-19T10:34:00.000"
"Closed","2016-01-19T10:34:00.000",,"368","452200","Control Panel","42.3842039","280","DPW Sanitation","-71.08832000000001","2016-01-19T10:34:00.000"
"Closed","2016-12-12T10:27:00.000","service_requests","361","452202","Control Panel","42.39675769999999","280","DPW Sanitation","-71.12300519999997","2016-01-19T10:35:00.000"
"Closed","2016-01-19T10:36:00.000","service_requests","361","452203","Control Panel","42.3973333","280","DPW Sanitation","-71.1229932","2016-01-19T10:36:00.000"
"Closed","2016-01-21T10:01:00.000",,"368","452206","Call Center","42.3870688","280","DPW Sanitation","-71.08354889999998","2016-01-19T10:39:00.000"
"Closed","2016-02-22T11:03:00.000","service_requests","418","452208","Control Panel","42.3793814","272","DPW Buildings and Grounds","-71.09433179999996","2016-01-19T10:42:00.000"
"Closed","2016-01-22T10:25:00.000","service_requests","421","452209","Call Center","42.3973541","272","DPW Buildings and Grounds","-71.11411420000002","2016-01-19T10:44:00.000"
"Closed","2020-09-08T09:08:00.000","service_requests","293","923205","Call Center","42.4058176","281","DPW Highway","-71.1313375","2020-09-08T09:08:00.000"
"Closed","2015-07-01T08:39:00.000","service_requests","290","400013","Call Center","42.4030856","281","DPW Highway","-71.1235103","2015-07-01T08:39:00.000"
"Closed","2021-04-13T13:47:00.000","service_requests","451","1000579","Call Center","42.3749045","278","Parking","-71.08903839999999","2021-04-13T12:10:00.000"
"Closed","2015-10-07T08:30:00.000","service_requests","418","400016","Call Center","42.3857598","272","DPW Buildings and Grounds","-71.0943813","2015-07-01T08:51:00.000"
"Closed","2015-09-03T13:19:00.000","service_requests","418","400022","Control Panel","42.386813","272","DPW Buildings and Grounds","-71.0986037","2015-07-01T09:02:00.000"
"Closed","2015-07-02T07:58:00.000","service_requests","365","400023","Call Center","42.3950983","280","DPW Sanitation","-71.1177818","2015-07-01T09:02:00.000"
"Closed","2015-08-19T09:12:00.000","service_requests","421","400364","Call Center","0.0","272","DPW Buildings and Grounds","0.0","2015-07-01T17:14:00.000"
"Closed","2016-01-19T15:29:00.000","service_requests","459","452210","Call Center","0.0","278","Parking","0.0","2016-01-19T10:47:00.000"
"Closed","2016-01-19T12:32:00.000","service_requests","459","452212","Call Center","42.3777414","278","Parking","-71.09672030000002","2016-01-19T10:49:00.000"
"Closed","2016-01-20T08:41:00.000","service_requests","302","452214","Call Center","42.3943194","282","Sewer","-71.11900939999998","2016-01-19T10:55:00.000"
"Closed","2016-01-25T14:22:00.000",,"368","452217","Call Center","42.379744","280","DPW Sanitation","-71.09738800000002","2016-01-19T10:56:00.000"
"Closed","2016-01-25T10:35:00.000","service_requests","352","452220","Call Center","42.379744","280","DPW Sanitation","-71.09738800000002","2016-01-19T10:58:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","500","452229","Call Center","42.382317","274","ISD Health","-71.08121800000004","2016-01-19T11:04:00.000"
"Closed","2016-01-19T13:15:00.000","service_requests","594","452239","Website","42.4035991","277","DPW Highway","-71.1271003","2016-01-19T11:27:00.000"
"Closed","2016-01-21T10:24:00.000","service_requests","418","452241","Call Center","42.385793","272","DPW Buildings and Grounds","-71.09439550000002","2016-01-19T11:31:00.000"
"Closed","2017-03-24T12:53:00.000","service_requests","421","452244","Call Center","42.3860302","272","DPW Buildings and Grounds","-71.08704890000001","2016-01-19T11:37:00.000"
"Closed","2016-01-19T14:08:00.000","service_requests","550","452245","Call Center","42.3941256","282","Constituent Services","-71.1018664","2016-01-19T11:38:00.000"
"Closed","2016-01-20T15:42:00.000","service_requests","421","452248","Call Center","42.3897329","272","DPW Buildings and Grounds","-71.11609420000002","2016-01-19T11:42:00.000"
"Closed","2018-12-19T11:03:00.000","service_requests","418","452254","Call Center","42.39179","272","DPW Buildings and Grounds","-71.09724399999999","2016-01-19T11:50:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","507","452255","Call Center","42.398113","274","ISD Health","-71.123264","2016-01-19T11:50:00.000"
"Closed","2016-01-25T16:37:00.000","service_requests","465","452311","Call Center","42.3882818","278","Parking","-71.11365030000002","2016-01-19T13:26:00.000"
"Closed","2016-01-28T11:26:00.000","service_requests","421","452316","Call Center","42.39762229999999","272","DPW Buildings and Grounds","-71.09525300000001","2016-01-19T13:35:00.000"
"Closed","2016-02-01T13:20:00.000","service_requests","421","452320","Call Center","42.3867617","272","DPW Buildings and Grounds","-71.09741350000002","2016-01-19T13:43:00.000"
"Closed","2016-01-19T14:15:00.000","service_requests","311","452322","Control Panel","42.39663849999999","277","DPW Highway","-71.11622210000002","2016-01-19T13:44:00.000"
"Closed","2016-01-29T10:38:00.000","service_requests","437","452323","Call Center","42.3961948","278","Parking","-71.1127846","2016-01-19T13:44:00.000"
"Closed","2016-01-21T08:23:00.000","service_requests","369","452328","Call Center","42.39356","280","DPW Sanitation","-71.08875799999998","2016-01-19T13:52:00.000"
"Closed","2016-02-23T10:43:00.000","service_requests","418","452332","Call Center","42.3789618","272","DPW Buildings and Grounds","-71.09239179999997","2016-01-19T13:58:00.000"
"Closed","2016-01-20T23:22:00.000","service_requests","507","452334","Call Center","42.3930142","274","ISD Health","-71.0925858","2016-01-19T14:02:00.000"
"Closed","2016-01-19T15:32:00.000","service_requests","442","452335","Call Center","42.4069631","278","Parking","-71.1336606","2016-01-19T14:03:00.000"
"Closed","2016-02-22T11:43:00.000","service_requests","402663","452338","Call Center","42.3823831","280","DPW Sanitation","-71.1001984","2016-01-19T14:09:00.000"
