"inctype","inctypecode","date","longitude","latitude","id"
"TRAFCOMP","667","2017-10-30T22:22:58.000","-71.1135465","42.3920485","17066486"
"PARKVIOL","660","2018-07-30T22:49:58.000","-71.1169224","42.3882612","18045350"
"PARKVIOL","660","2019-01-04T15:09:55.000","-71.1169224","42.3882612","19000581"
"SNOWBIRD","661","2019-03-04T14:26:15.000","-71.0995474","42.3956576","19011861"
"SNOEMTOW","671","2019-03-04T09:30:14.000","-71.0995474","42.3956576","19011801"
"SNOEMTOW","671","2018-01-04T12:04:03.000","-71.0995474","42.3956576","18000735"
"PARKVIOL","660","2016-08-26T16:34:01.000","-71.0989407","42.3773079","16053183"
"MV STOP","1","2017-07-18T20:49:36.000","-71.1071395","42.3913877","17043659"
"SNOEMTOW","671","2018-03-13T06:34:47.000","-71.1071395","42.3913877","18014881"
"SNOEMTOW","671","2017-02-09T21:59:24.000","-71.1071395","42.3913877","17008398"
"SNOEMTOW","671","2017-02-09T22:08:30.000","-71.1071395","42.3913877","17008404"
"SNOEMTOW","671","2017-02-13T07:29:20.000","-71.1071395","42.3913877","17009233"
"SNOEMTOW","671","2017-02-09T22:02:18.000","-71.1071395","42.3913877","17008399"
"SNOEMTOW","671","2017-02-09T22:11:17.000","-71.1071395","42.3913877","17008405"
"MV STOP","1","2017-08-10T22:04:51.000","-71.0914447","42.3854065","17048925"
"TRESPTOW","668","2022-09-09T10:47:00.000","-71.133102","42.406607","22050940"
"MV STOP","1","2017-12-18T17:39:34.000","-71.1343051","42.4044075","17076094"
"MV STOP","1","2017-02-08T03:07:27.000","-71.1343051","42.4044075","17007929"
"MV STOP","1","2019-02-08T06:31:40.000","-71.1343051","42.4044075","19007032"
"TRAFCOMP","667","2018-06-15T21:42:46.000","-71.1343051","42.4044075","18035764"
"TRAFCOMP","667","2019-01-26T06:06:01.000","-71.1343051","42.4044075","19004667"
"TRESPTOW","668","2022-09-09T12:52:58.000","-71.092646","42.378235","22050963"
"TRESPTOW","668","2022-09-09T15:19:44.000","-71.090248","42.37765","22050997"
"PARKVIOL","660","2022-09-09T11:59:34.000","-71.125195","42.408254","22050953"
"TRAFCOMP","667","2022-09-09T23:37:08.000","-71.121827","42.395115","22051083"
"PARKVIOL","660","2022-09-09T16:13:21.000",,,"22051003"
"TRESPTOW","668","2022-09-10T00:12:20.000","-71.118584","42.39495","22051089"
"TRESPTOW","668","2022-09-09T09:51:53.000","-71.096672","42.380352","22050937"
"TRESPTOW","668","2022-09-09T10:17:06.000","-71.093624","42.398837","22050939"
"PARKVIOL","660","2022-09-09T12:17:16.000","-71.102082","42.39366","22050955"
"TRAFCOMP","667","2022-09-10T00:36:37.000","-71.116137","42.402723","22051093"
"TRESPTOW","668","2022-09-09T12:32:05.000",,,"22050958"
"PARKVIOL","660","2021-03-10T13:48:04.000","-71.1082782","42.3924723","21012344"
"SNOEMTOW","671","2022-02-25T16:21:19.000","-71.1071395","42.3913877","22009817"
"MV STOP","1","2021-08-04T22:14:29.000","-71.1343051","42.4044075","21040369"
"TRAFCOMP","667","2022-01-02T20:26:22.000","-71.1343051","42.4044075","22000194"
"TRAFCOMP","667","2021-08-09T21:18:14.000","-71.0931158","42.3786491","21041337"
"TRAFCOMP","667","2017-04-29T17:04:02.000","-71.1343051","42.4044075","17025025"
"MV STOP","1","2017-01-29T06:40:28.000","-71.1343051","42.4044075","17005965"
"MV STOP","1","2019-08-08T09:35:05.000","-71.1343051","42.4044075","19045108"
"MV STOP","1","2017-09-28T22:37:46.000","-71.1343051","42.4044075","17060324"
"TRAFCOMP","667","2017-07-01T06:58:57.000","-71.1343051","42.4044075","17039648"
"MV STOP","1","2016-05-07T06:07:51.000","-71.1343051","42.4044075","16025671"
"TRAFCOMP","667","2017-04-29T18:05:33.000","-71.1343051","42.4044075","17025037"
"MV STOP","1","2016-07-20T11:51:07.000","-71.1343051","42.4044075","16044248"
"TRAFCOMP","667","2017-03-18T14:50:46.000","-71.1343051","42.4044075","17016431"
"MV STOP","1","2016-09-29T09:32:00.000","-71.1343051","42.4044075","16061744"
"MV STOP","1","2016-07-20T04:16:19.000","-71.1343051","42.4044075","16044187"
"MV STOP","1","2017-04-16T23:31:32.000","-71.1343051","42.4044075","17022420"
"MV STOP","1","2017-02-19T00:10:46.000","-71.1343051","42.4044075","17010645"
"MV STOP","1","2017-04-16T21:09:23.000","-71.1343051","42.4044075","17022392"
"PARKVIOL","660","2017-06-24T07:54:59.000","-71.1073318","42.3821892","17037980"
"SNOEMTOW","671","2018-03-13T10:25:25.000","-71.0931158","42.3786491","18014937"
"MV STOP","1","2017-02-07T00:45:10.000","-71.0931158","42.3786491","17007714"
"SNOEMTOW","671","2018-03-13T10:37:43.000","-71.0931158","42.3786491","18014943"
"PARKVIOL","660","2016-05-21T18:10:46.000","-71.1086139","42.3929232","16029144"
"SNOEMTOW","671","2016-03-21T08:32:09.000","-71.1086139","42.3929232","16015846"
"MV STOP","1","2017-05-23T10:39:03.000","-71.0889992","42.3812442","17030313"
"PARKVIOL","660","2016-07-31T04:39:42.000","-71.0889992","42.3812442","16046837"
"MV STOP","1","2019-06-22T16:31:00.000","-71.0889992","42.3812442","19035161"
"MV STOP","1","2017-09-12T22:42:13.000","-71.0889992","42.3812442","17056525"
"SNOEMTOW","671","2018-01-04T15:40:56.000","-71.1022027","42.3923579","18000819"
"SNOEMTOW","671","2018-01-05T02:08:57.000","-71.1162221","42.3966385","18000957"
"PARKVIOL","660","2018-03-19T17:26:57.000","-71.1162221","42.3966385","18016312"
"TRESPTOW","668","2016-05-10T18:28:37.000","-71.0793023","42.3951406","16026401"
"TRESPTOW","668","2016-12-01T15:47:22.000","-71.0793023","42.3951406","16075655"
"TRESPTOW","668","2017-01-11T18:30:14.000","-71.0793023","42.3951406","17002105"
"TRESPTOW","668","2017-09-03T23:29:34.000","-71.0793023","42.3951406","17054554"
"TRESPTOW","668","2017-02-14T19:49:04.000","-71.0793023","42.3951406","17009609"
"TRESPTOW","668","2016-12-02T17:08:07.000","-71.0793023","42.3951406","16075886"
"TRESPTOW","668","2017-01-17T16:43:15.000","-71.0793023","42.3951406","17003349"
"PARKVIOL","660","2019-02-10T05:33:24.000","-71.0793023","42.3951406","19007375"
"TRESPTOW","668","2016-02-25T19:24:19.000","-71.0793023","42.3951406","16010726"
"TRESPTOW","668","2017-05-30T16:02:36.000","-71.0793023","42.3951406","17032027"
"TRESPTOW","668","2016-02-27T21:35:06.000","-71.0793023","42.3951406","16011152"
"MV STOP","1","2016-08-17T17:53:12.000","-71.0793023","42.3951406","16050839"
"TRESPTOW","668","2016-02-03T20:07:06.000","-71.0793023","42.3951406","16006260"
"MV STOP","1","2019-06-06T21:00:28.000","-71.1145884","42.3902878","19031636"
"TRESPTOW","668","2016-07-13T11:15:32.000","-71.0790672","42.3938793","16042460"
"TRESPTOW","668","2017-06-26T11:25:33.000","-71.0790672","42.3938793","17038397"
"TRESPTOW","668","2016-05-23T18:01:40.000","-71.0790672","42.3938793","16029658"
"TRESPTOW","668","2016-03-17T15:35:06.000","-71.0790672","42.3938793","16015081"
"TRESPTOW","668","2016-03-01T19:51:24.000","-71.0790672","42.3938793","16011744"
"TRESPTOW","668","2017-08-29T11:00:44.000","-71.0790672","42.3938793","17053172"
"TRESPTOW","668","2016-06-24T11:32:56.000","-71.0790672","42.3938793","16037904"
"TRESPTOW","668","2017-10-25T18:17:32.000","-71.0790672","42.3938793","17065361"
"TRESPTOW","668","2016-07-08T11:09:22.000","-71.0790672","42.3938793","16041304"
"TRESPTOW","668","2016-04-21T11:03:52.000","-71.0790672","42.3938793","16022365"
"TRESPTOW","668","2016-07-07T11:04:36.000","-71.0790672","42.3938793","16041037"
"TRESPTOW","668","2016-05-29T06:23:48.000","-71.0790672","42.3938793","16031163"
"TRESPTOW","668","2017-07-11T10:23:00.000","-71.0790672","42.3938793","17041847"
"TRESPTOW","668","2016-05-17T13:57:45.000","-71.0790672","42.3938793","16028065"
"TRESPTOW","668","2016-02-29T21:21:29.000","-71.0790672","42.3938793","16011571"
"TRESPTOW","668","2016-04-15T11:08:36.000","-71.0790672","42.3938793","16021132"
"TRESPTOW","668","2016-07-06T05:54:08.000","-71.0790672","42.3938793","16040779"
"TRESPTOW","668","2017-03-24T10:32:14.000","-71.0790672","42.3938793","17017641"
"TRESPTOW","668","2017-02-16T11:59:08.000","-71.0790672","42.3938793","17009971"
"TRESPTOW","668","2017-05-11T14:34:25.000","-71.0790672","42.3938793","17027582"
"TRESPTOW","668","2017-07-11T10:28:22.000","-71.0790672","42.3938793","17041849"
"TRESPTOW","668","2016-06-08T11:09:43.000","-71.0790672","42.3938793","16033613"
"TRESPTOW","668","2016-02-03T16:48:02.000","-71.0790672","42.3938793","16006224"
"TRESPTOW","668","2016-06-14T11:03:45.000","-71.0790672","42.3938793","16035220"
"TRESPTOW","668","2016-02-12T19:17:23.000","-71.0790672","42.3938793","16008141"
"MV STOP","1","2016-05-27T19:04:44.000","-71.0790672","42.3938793","16030710"
"TRESPTOW","668","2017-06-02T10:53:26.000","-71.0790672","42.3938793","17032700"
"TRESPTOW","668","2016-06-23T11:13:25.000","-71.0790672","42.3938793","16037593"
"TRESPTOW","668","2016-06-21T11:07:05.000","-71.0790672","42.3938793","16037072"
"TRESPTOW","668","2016-06-07T11:14:37.000","-71.0790672","42.3938793","16033360"
"TRESPTOW","668","2016-08-05T22:08:48.000","-71.0790672","42.3938793","16048117"
"TRESPTOW","668","2016-05-19T11:04:02.000","-71.0790672","42.3938793","16028593"
"TRESPTOW","668","2016-03-08T15:42:21.000","-71.0790672","42.3938793","16013153"
"TRESPTOW","668","2016-04-13T13:52:14.000","-71.0790672","42.3938793","16020670"
"TRESPTOW","668","2016-05-02T11:23:24.000","-71.0790672","42.3938793","16024633"
"TRESPTOW","668","2016-04-14T14:03:20.000","-71.0790672","42.3938793","16020902"
"TRESPTOW","668","2017-06-20T11:04:41.000","-71.0790672","42.3938793","17036926"
"TRESPTOW","668","2017-02-24T12:24:48.000","-71.0790672","42.3938793","17011785"
"TRESPTOW","668","2017-02-07T20:05:03.000","-71.0790672","42.3938793","17007866"
"TRESPTOW","668","2016-04-20T11:16:24.000","-71.0790672","42.3938793","16022148"
"TRESPTOW","668","2017-08-18T10:59:10.000","-71.0790672","42.3938793","17050518"
"TRESPTOW","668","2017-02-14T15:29:29.000","-71.0790672","42.3938793","17009557"
"TRESPTOW","668","2017-08-18T11:24:51.000","-71.0790672","42.3938793","17050522"
"TRESPTOW","668","2016-08-04T15:42:17.000","-71.0790672","42.3938793","16047834"
"TRESPTOW","668","2016-05-24T11:28:10.000","-71.0790672","42.3938793","16029828"
"TRESPTOW","668","2016-03-09T17:11:26.000","-71.0790672","42.3938793","16013352"
"TRESPTOW","668","2017-08-18T17:39:24.000","-71.0790672","42.3938793","17050595"
"SNOEMTOW","671","2016-02-08T22:40:29.000","-71.0804311","42.3876916","16007373"
"SNOEMTOW","671","2016-02-08T20:39:51.000","-71.0804311","42.3876916","16007346"
"PARKVIOL","660","2018-12-30T19:50:36.000","-71.0874189","42.3885031","18076461"
"TRAFCOMP","667","2018-11-11T14:35:35.000","-71.1021565","42.3856972","18067010"
"SNOEMTOW","671","2022-01-29T05:32:27.000","-71.1162221","42.3966385","22004507"
"SNOEMTOW","671","2022-02-25T17:12:54.000","-71.0821199","42.3860112","22009832"
"PARKVIOL","660","2016-12-07T12:47:20.000","-71.1021565","42.3856972","16076898"
"TRAFCOMP","667","2021-08-31T23:24:18.000","-71.0793023","42.3951406","21045514"
"TRESPTOW","668","2021-09-17T14:41:12.000","-71.0790672","42.3938793","21048819"
"SNOEMTOW","671","2017-01-07T21:57:32.000","-71.086198","42.3943903","17001249"
"SNOEMTOW","671","2018-03-13T06:13:13.000","-71.086198","42.3943903","18014868"
"SNOEMTOW","671","2018-03-13T06:16:30.000","-71.086198","42.3943903","18014869"
"SNOEMTOW","671","2017-01-07T21:05:24.000","-71.086198","42.3943903","17001229"
"SNOEMTOW","671","2018-01-04T16:25:41.000","-71.1279353","42.4094866","18000827"
"SNOEMTOW","671","2018-03-13T06:32:44.000","-71.1175413","42.3916642","18014878"
"TRAFCOMP","667","2019-04-26T15:16:51.000","-71.1175413","42.3916642","19022895"
"SNOEMTOW","671","2017-01-08T07:50:17.000","-71.1175413","42.3916642","17001420"
"SNOEMTOW","671","2018-01-04T14:29:56.000","-71.1018664","42.3941256","18000799"
"SNOWBIRD","661","2017-03-14T14:19:35.000","-71.1018664","42.3941256","17015527"
"SNOEMTOW","671","2018-01-04T12:38:46.000","-71.1018664","42.3941256","18000758"
"SNOEMTOW","671","2019-03-04T11:47:13.000","-71.1018664","42.3941256","19011820"
"SNOEMTOW","671","2018-01-04T12:39:50.000","-71.1018664","42.3941256","18000759"
"SNOEMTOW","671","2018-01-04T11:28:43.000","-71.1300026","42.4065746","18000716"
"SNOEMTOW","671","2018-01-04T11:26:23.000","-71.1300026","42.4065746","18000715"
"BOOTLIST","650","2017-10-04T18:09:33.000","-71.1300026","42.4065746","17061534"
"SNOEMTOW","671","2018-01-04T11:30:51.000","-71.1150171","42.3996265","18000717"
"SNOEMTOW","671","2018-01-04T11:32:06.000","-71.1150171","42.3996265","18000718"
"SNOEMTOW","671","2016-02-06T00:31:02.000","-71.1150171","42.3996265","16006803"
"SNOEMTOW","671","2018-01-04T10:44:12.000","-71.1150171","42.3996265","18000703"
"SNOEMTOW","671","2018-01-04T10:50:26.000","-71.1150171","42.3996265","18000707"
"SNOWBIRD","661","2017-03-14T14:01:47.000","-71.1150171","42.3996265","17015519"
"SNOEMTOW","671","2017-01-07T21:28:26.000","-71.1047918","42.3778034","17001240"
"SNOEMTOW","671","2017-01-07T22:48:09.000","-71.1047918","42.3778034","17001261"
