"inctype","inctypecode","loctype","date","longitude","latitude","id"
"NOISE/FW","248","S","2017-09-22T03:19:13.000","-71.1093024","42.3869797","17058729"
"ANIMALS","550","S","2017-05-13T13:41:03.000","-71.1341689","42.4071726","17028053"
"HYPO-FND","4","S","2019-06-23T22:59:21.000","-71.1341689","42.4071726","19035406"
"ANIMALS","550","S","2022-09-04T18:31:36.000","-71.0994968","42.3875968","22050010"
"ANIMALS","550","S","2022-09-04T15:57:31.000","-71.0994968","42.3875968","22049984"
"NOISE","243","S","2022-09-05T03:46:23.000",,,"22050067"
"UNWANTED","703","B","2022-09-04T11:34:38.000","-71.122108","42.396662","22049945"
"ANIMALS","550","B","2022-09-04T19:10:54.000","-71.108493","42.397655","22050014"
"NOISE","243","S","2022-09-05T03:16:58.000",,,"22050064"
"ANIMALS","550","B","2022-09-06T15:32:55.000","-71.093473","42.386764","22050360"
"NOISE","243","B","2022-09-04T17:51:49.000","-71.083322","42.387698","22050004"
"ROAD RAGE","617","B","2022-09-06T23:41:45.000","-71.082965","42.374031","22050426"
"HYPO-FND","4","B","2022-09-06T17:53:48.000","-71.083792","42.39559","22050381"
"NOISE","243","B","2022-04-19T02:14:53.000","-71.092254","42.396141","22020917"
"GROUPS","242","S","2022-04-17T00:48:11.000","-71.092254","42.396141","22020547"
"DRUGS","2","S","2022-03-22T20:46:20.000","-71.092254","42.396141","22015218"
"DRUNK","23","S","2017-07-31T21:15:20.000","-71.0938011","42.3800989","17046689"
"ROAD RAGE","617","S","2018-05-11T16:13:57.000","-71.0913588","42.3390059","18027897"
"GROUPS","242","S","2017-08-21T18:55:12.000","-71.0987357","42.3815762","17051256"
"ANIMALS","550","B","2016-12-23T20:22:22.000","-71.0987357","42.3815762","16080362"
"NOISE","243","S","2019-06-05T04:38:41.000","-71.0987357","42.3815762","19031261"
"UNWANTED","703","S","2016-08-07T16:54:08.000","-71.1219044","42.3944372","16048448"
"UNWANTED","703","S","2016-10-09T01:47:24.000","-71.1219044","42.3944372","16064117"
"DRUNK","23","S","2016-05-22T03:42:24.000","-71.0814683","42.3865861","16029258"
"ANIMALS","550","S","2022-08-21T17:01:39.000","-71.1204966","42.3957061","22046735"
"ANIMALS","550","S","2022-09-03T16:17:50.000","-71.0994968","42.3875968","22049774"
"NOISE/FW","248","B","2022-08-22T00:05:21.000","-71.0939847","42.3795851","22046804"
"ANIMALS","550","B","2021-06-16T16:06:24.000","-71.093473","42.386764","21030372"
"ANIMALS","550","B","2021-08-20T15:26:49.000","-71.093473","42.386764","21043368"
"HYPO-FND","4","B","2022-01-28T21:14:29.000","-71.093473","42.386764","22004432"
"NOISE","243","S","2022-08-31T14:18:03.000","-71.127065","42.409459","22049067"
"NOISE","243","S","2022-09-04T02:07:25.000","-71.096951","42.380777","22049877"
"UNWANTED","703","S","2022-08-29T18:19:48.000","-71.100177","42.387255","22048623"
"UNWANTED","703","B","2022-08-31T21:31:53.000","-71.098369","42.392592","22049144"
"UNWANTED","703","B","2022-09-02T04:28:33.000","-71.084001","42.38793","22049444"
"UNWANTED","703","B","2021-03-10T00:50:36.000","-71.084001","42.38793","21012250"
"UNWANTED","703","B","2022-08-18T09:58:35.000","-71.084001","42.38793","22046055"
"UNWANTED","703","B","2022-06-22T04:55:19.000","-71.084001","42.38793","22034886"
"UNWANTED","703","B","2022-06-17T04:08:16.000","-71.096704","42.380281","22033982"
"UNWANTED","703","S","2021-01-31T12:45:29.000","-71.096704","42.380281","21005793"
"UNWANTED","703","B","2022-06-30T05:34:44.000","-71.096704","42.380281","22036392"
"UNWANTED","703","B","2021-03-31T18:29:56.000","-71.110296","42.39428","21016234"
"UNWANTED","703","B","2022-08-12T17:50:50.000","-71.083617","42.394965","22044899"
"UNWANTED","703","B","2021-08-22T02:42:55.000","-71.083617","42.394965","21043673"
"ANIMALS","550","B","2021-05-27T01:03:01.000","-71.083617","42.394965","21026536"
"UNWANTED","703","B","2022-07-23T18:33:43.000","-71.083617","42.394965","22040952"
"UNWANTED","703","B","2022-06-16T19:47:08.000","-71.083617","42.394965","22033905"
"UNWANTED","703","B","2021-11-12T02:49:54.000","-71.083617","42.394965","21059416"
"UNWANTED","703","S","2021-01-17T16:32:01.000","-71.083617","42.394965","21002832"
"UNWANTED","703","B","2021-06-18T22:27:41.000","-71.083617","42.394965","21030812"
"NOISE","243","B","2019-08-15T03:19:15.000","-71.1075914","42.3983788","19046533"
"MV VANDL","139","S","2016-12-19T00:45:27.000","-71.1075914","42.3983788","16079420"
"ROAD RAGE","617","B","2017-10-23T21:34:34.000","-71.1075914","42.3983788","17065039"
"ROAD RAGE","617","S","2018-11-12T16:46:43.000","-71.1075914","42.3983788","18067211"
"HYPO-FND","4","B","2018-11-29T14:55:07.000","-71.1075914","42.3983788","18070534"
"NOISE","243","B","2017-05-28T20:58:32.000","-71.1075914","42.3983788","17031601"
"HYPO-FND","4","S","2017-08-03T11:38:52.000","-71.1075914","42.3983788","17047274"
"NOISE","243","S","2019-10-06T04:17:05.000","-71.1160728","42.4016615","19057388"
"NOISE","243","S","2017-10-07T17:01:30.000","-71.1160728","42.4016615","17062219"
"NOISE","243","S","2019-09-17T11:56:02.000","-71.0857792","42.3871456","19053448"
"NOISE","243","S","2016-09-25T18:24:27.000","-71.1245128","42.3977504","16060824"
"DRUGS","2","S","2019-08-11T22:29:12.000","-71.1245128","42.3977504","19045878"
"GROUPS","242","S","2016-07-20T20:41:46.000","-71.1245128","42.3977504","16044321"
"UNWANTED","703","S","2017-07-17T04:35:56.000","-71.1245128","42.3977504","17043258"
"NOISE","243","S","2017-09-18T21:14:12.000","-71.1245128","42.3977504","17057929"
"HYPO-FND","4","S","2018-08-18T13:23:20.000","-71.1245128","42.3977504","18049223"
"NOISE","243","S","2018-08-18T15:15:40.000","-71.1245128","42.3977504","18049243"
"NOISE","243","S","2016-09-25T19:43:15.000","-71.1245128","42.3977504","16060835"
"UNWANTED","703","S","2019-07-10T19:50:05.000","-71.1245128","42.3977504","19039097"
"DRUNK","23","S","2017-07-31T20:43:32.000","-71.1245128","42.3977504","17046680"
"UNWANTED","703","S","2017-05-30T12:48:42.000","-71.1245128","42.3977504","17031967"
"GROUPS","242","S","2016-09-16T17:27:57.000","-71.1245128","42.3977504","16058641"
"NOISE","243","S","2017-09-27T17:43:44.000","-71.1245128","42.3977504","17060023"
"DRUGS","2","S","2016-08-01T19:54:53.000","-71.1245128","42.3977504","16047172"
"DRUGS","2","S","2018-06-25T17:37:50.000","-71.1245128","42.3977504","18037936"
"NOISE","243","S","2019-05-26T02:27:14.000","-71.1211378","42.402217","19029087"
"NOISE","243","S","2018-07-08T04:36:43.000","-71.117233","42.3908623","18040531"
"ANIMALS","550","S","2022-08-18T23:37:44.000","-71.1219044","42.3944372","22046191"
"ANIMALS","550","S","2022-08-23T00:52:32.000","-71.0994968","42.3875968","22047061"
"NOISE","243","S","2022-08-20T07:23:29.000","-71.0994968","42.3875968","22046476"
"ANIMALS","550","S","2021-06-09T11:07:25.000","-71.0994968","42.3875968","21028990"
"ANIMALS","550","S","2022-06-24T14:31:59.000","-71.0994968","42.3875968","22035337"
"ANIMALS","550","S","2022-07-22T00:27:27.000","-71.0994968","42.3875968","22040614"
"ANIMALS","550","S","2021-06-10T13:14:03.000","-71.0994968","42.3875968","21029236"
"DRUNK","23","B","2022-08-17T01:52:31.000",,,"22045775"
"NOISE","243","S","2022-08-25T17:13:23.000","-71.131132","42.414746","22047711"
"NOISE","243","B","2022-08-18T02:24:03.000","-71.131132","42.414746","22046025"
"GROUPS","242","B","2022-08-19T21:57:59.000","-71.093473","42.386764","22046391"
"ANIMALS","550","B","2022-03-11T15:55:04.000","-71.093473","42.386764","22012817"
"ANIMALS","550","B","2022-03-16T15:44:02.000","-71.093473","42.386764","22013898"
"ANIMALS","550","B","2022-05-04T15:32:47.000","-71.093473","42.386764","22024311"
"NOISE","243","S","2021-12-25T05:21:21.000","-71.091346","42.392825","21065968"
"ANIMALS","550","S","2021-05-27T18:35:56.000","-71.091346","42.392825","21026651"
"UNWANTED","703","S","2021-05-30T09:43:13.000","-71.091346","42.392825","21027136"
"NOISE","243","S","2022-07-25T01:48:17.000","-71.091346","42.392825","22041142"
"NOISE","243","S","2017-08-20T02:27:56.000","-71.1048922","42.3779449","17050874"
"ANIMALS","550","S","2019-03-11T13:14:44.000","-71.1275446","42.3998315","19013331"
"NOISE/FW","248","S","2018-07-17T01:21:58.000","-71.0939578","42.3967414","18042311"
"MV VANDL","139","S","2019-05-16T19:12:45.000","-71.079673","42.3941311","19026918"
"ANIMALS","550","S","2017-06-14T10:16:29.000","-71.13017","42.4146356","17035552"
"ANIMALS","550","S","2016-03-20T15:20:15.000","-71.1116152","42.3932815","16015697"
"GROUPS","242","S","2017-02-03T21:11:01.000","-71.1116152","42.3932815","17007136"
"NOISE","243","S","2018-03-28T04:12:22.000","-71.1116152","42.3932815","18018185"
"UNWANTED","703","B","2021-03-06T12:31:33.000","-71.122303","42.396531","21011534"
"UNWANTED","703","B","2021-07-26T20:08:26.000","-71.122303","42.396531","21038587"
"ANIMALS","550","B","2021-10-22T15:04:09.000","-71.093473","42.386764","21055623"
"DRUNK","23","S","2021-01-28T01:49:25.000","-71.088272","42.393348","21005287"
"UNWANTED","703","B","2021-11-01T06:04:54.000","-71.084001","42.38793","21057470"
"NOISE","243","S","2022-08-28T06:21:50.000","-71.086167","42.386842","22048303"
"NOISE","243","S","2022-07-19T03:29:11.000","-71.119402","42.398853","22040039"
"UNWANTED","703","S","2022-06-11T02:00:36.000","-71.092966","42.38475","22032701"
"UNWANTED","703","B","2022-09-02T00:49:41.000","-71.082965","42.374031","22049415"
"UNWANTED","703","B","2022-08-31T20:15:46.000","-71.082965","42.374031","22049130"
"HYPO-FND","4","S","2022-09-03T14:45:12.000","-71.103785","42.387711","22049755"
"UNWANTED","703","B","2022-09-03T12:00:18.000","-71.085161","42.389262","22049728"
"NOISE","243","S","2022-02-06T04:53:54.000","-71.124877","42.407619","22005832"
"NOISE","243","S","2021-07-11T03:22:34.000","-71.124877","42.407619","21035357"
"GROUPS","242","S","2021-05-14T02:35:45.000","-71.091842","42.39583","21023999"
"GROUPS","242","S","2022-03-25T23:20:56.000","-71.091842","42.39583","22015913"
"NOISE/FW","248","B","2021-08-08T00:36:35.000",,,"21040981"
"NOISE","243","B","2021-03-22T20:12:53.000","-71.087572","42.382769","21014588"
"DRUGS","2","B","2021-08-01T01:26:50.000","-71.087572","42.382769","21039636"
"ANIMALS","550","B","2021-08-02T12:03:48.000","-71.087572","42.382769","21039888"
"UNWANTED","703","B","2022-01-16T16:02:55.000","-71.087572","42.382769","22002322"
"DRUGS","2","B","2021-08-04T16:13:50.000","-71.087572","42.382769","21040316"
"UNWANTED","703","S","2022-07-17T07:31:29.000","-71.100348","42.392698","22039762"
"GROUPS","242","B","2022-09-03T20:01:38.000","-71.088085","42.378632","22049808"
"UNWANTED","703","B","2022-09-03T23:07:51.000","-71.103485","42.388377","22049839"
"GROUPS","242","B","2022-09-03T19:42:14.000","-71.088661","42.38054","22049805"
"ANIMALS","550","S","2019-05-18T16:09:16.000","-71.1028442","42.3892476","19027327"
"ANIMALS","550","S","2019-10-04T14:09:15.000","-71.0966521","42.3972897","19057031"
"NOISE","243","S","2016-04-24T01:19:22.000","-71.1215495","42.3992075","16022970"
"MV VANDL","139","S","2016-04-27T23:51:42.000","-71.1064629","42.3967239","16023721"
"NOISE","243","S","2021-12-27T07:41:30.000","-71.091015","42.378238","21066195"
"NOISE","243","S","2021-11-14T05:13:29.000","-71.122988","42.40646","21059746"
"GROUPS","242","S","2017-05-13T18:55:51.000","-71.1162753","42.3927083","17028096"
"NOISE","243","S","2022-09-01T04:12:35.000","-71.116797","42.40181","22049205"
"MV VANDL","139","S","2021-03-23T13:50:43.000","-71.116797","42.40181","21014725"
"NOISE","243","B","2022-05-18T14:55:03.000","-71.105762","42.389164","22027584"
"ANIMALS","550","S","2021-09-21T17:23:29.000","-71.105762","42.389164","21049691"
"NOISE","243","S","2022-07-17T06:48:52.000","-71.105762","42.389164","22039750"
"NOISE","243","S","2022-09-03T14:50:19.000","-71.125604","42.3995","22049758"
"UNWANTED","703","S","2021-08-18T02:21:28.000","-71.081153","42.380937","21042853"
"UNWANTED","703","B","2022-07-08T00:14:24.000","-71.081153","42.380937","22037861"
"HYPO-FND","4","S","2021-02-01T19:40:09.000","-71.086976","42.389909","21005970"
"HYPO-FND","4","S","2021-02-01T20:03:30.000","-71.086976","42.389909","21005984"
"UNWANTED","703","B","2021-06-29T23:35:34.000","-71.083092","42.374091","21032938"
"GROUPS","242","B","2022-04-05T22:46:42.000","-71.092127","42.395888","22018154"
"NOISE/FW","248","S","2021-07-11T07:42:06.000","-71.092127","42.395888","21035407"
"GROUPS","242","S","2022-08-12T04:06:31.000","-71.093085","42.397195","22044788"
"NOISE","243","S","2018-08-20T10:32:33.000","-71.1150191","42.3913688","18049520"
"GROUPS","242","S","2016-05-21T20:48:21.000","-71.1229795","42.3945862","16029180"
"DRUGS","2","S","2018-06-27T01:53:48.000","-71.0863493","42.3778637","18038235"
"NOISE/FW","248","S","2016-07-25T03:33:43.000","-71.1254221","42.4083939","16045373"
"GROUPS","242","S","2019-02-04T05:48:48.000","-71.1254221","42.4083939","19006240"
"NOISE","243","S","2016-07-03T00:21:23.000","-71.1000413","42.3822421","16040151"
"NOISE","243","S","2017-08-12T23:16:14.000","-71.1000413","42.3822421","17049326"
"NOISE/FW","248","S","2018-11-08T01:48:20.000","-71.1296047","42.4018392","18066244"
"NOISE","243","S","2016-07-19T05:49:06.000","-71.1296047","42.4018392","16043946"
"ANIMALS","550","S","2021-03-11T14:45:11.000","-71.0806023","42.3849497","21012540"
"ANIMALS","550","S","2021-11-30T21:54:34.000","-71.1119965","42.3886792","21062249"
"NOISE","243","S","2021-10-17T07:27:28.000","-71.1246937","42.4049572","21054664"
"NOISE","243","S","2021-08-08T20:32:52.000","-71.0997413","42.3836825","21041143"
"UNWANTED","703","B","2022-08-15T17:52:36.000","-71.122303","42.396531","22045436"
"DRUNK","23","B","2022-07-18T12:06:16.000","-71.122303","42.396531","22039911"
"UNWANTED","703","B","2022-06-06T11:30:59.000","-71.122303","42.396531","22031581"
"UNWANTED","703","B","2022-04-21T04:26:47.000","-71.122303","42.396531","22021421"
"DRUNK","23","B","2022-04-02T21:06:01.000","-71.116763","42.394293","22017536"
"NOISE/FW","248","B","2021-07-05T05:20:47.000","-71.116763","42.394293","21034008"
"GROUPS","242","S","2022-05-14T01:43:59.000","-71.0967","42.395814","22026559"
"ANIMALS","550","B","2021-04-27T21:03:49.000","-71.099246","42.387075","21020901"
"UNWANTED","703","S","2022-05-31T14:42:18.000",,,"22030284"
"UNWANTED","703","B","2022-05-31T11:56:21.000",,,"22030248"
"ANIMALS","550","S","2022-05-07T20:40:41.000","-71.116733","42.394096","22025104"
"ANIMALS","550","S","2021-12-01T09:32:50.000","-71.108099","42.388837","21062346"
"NOISE","243","S","2021-10-15T04:10:08.000","-71.12384","42.409097","21054226"
"UNWANTED","703","S","2021-10-17T18:20:24.000","-71.096704","42.380281","21054713"
"UNWANTED","703","B","2021-11-24T01:57:40.000","-71.096704","42.380281","21061290"
"UNWANTED","703","B","2021-10-24T16:31:06.000","-71.096704","42.380281","21055984"
"UNWANTED","703","S","2021-12-03T23:23:31.000","-71.096704","42.380281","21062722"
"UNWANTED","703","S","2022-07-19T23:27:41.000","-71.096704","42.380281","22040221"
"ANIMALS","550","B","2022-03-31T01:47:51.000","-71.096704","42.380281","22016949"
"NOISE","243","S","2021-02-05T20:10:11.000","-71.096704","42.380281","21006687"
"ANIMALS","550","S","2021-04-15T00:23:36.000",,,"21018743"
"DRUNK","23","S","2017-01-15T05:11:42.000","-71.1067869","42.3850232","17002904"
"NOISE","243","S","2018-04-14T00:32:17.000","-71.1089863","42.3946977","18021938"
"MV VANDL","139","S","2016-11-11T22:54:49.000","-71.0842594","42.3799217","16071666"
"ANIMALS","550","S","2019-01-26T05:31:31.000","-71.0842594","42.3799217","19004654"
"DRUNK","23","S","2016-02-06T04:13:46.000","-71.1177211","42.4002331","16006832"
"ROAD RAGE","617","B","2019-05-05T18:06:53.000","-71.1177211","42.4002331","19024701"
"UNWANTED","703","B","2019-07-30T12:14:20.000","-71.1177211","42.4002331","19043228"
"NOISE","243","S","2018-04-28T15:21:34.000","-71.1177211","42.4002331","18024988"
"ROAD RAGE","617","S","2017-06-23T21:53:06.000","-71.1177211","42.4002331","17037888"
"NOISE/FW","248","S","2021-10-24T02:03:29.000","-71.1030739","42.3830195","21055881"
"DRUNK","23","S","2022-04-05T00:08:01.000","-71.0926928","42.3825269","22017948"
"ANIMALS","550","S","2021-05-31T17:20:52.000","-71.110958","42.3963525","21027347"
"NOISE","243","S","2021-10-30T05:45:47.000","-71.0956385","42.3769126","21057031"
"ROAD RAGE","617","S","2022-05-13T19:59:32.000","-71.087256","42.3969082","22026503"
"ANIMALS","550","S","2021-09-08T11:43:47.000","-71.0884673","42.3855683","21046959"
"GROUPS","242","S","2021-05-13T22:13:40.000","-71.0930497","42.3975392","21023955"
"ROAD RAGE","617","S","2021-02-05T18:56:33.000",,,"21006680"
"UNWANTED","703","B","2021-05-24T17:46:40.000","-71.122303","42.396531","21026021"
"UNWANTED","703","B","2022-01-01T15:08:15.000","-71.122303","42.396531","22000078"
"UNWANTED","703","B","2021-11-16T23:34:34.000","-71.122303","42.396531","21060183"
"UNWANTED","703","B","2022-06-15T20:54:50.000","-71.122303","42.396531","22033703"
"UNWANTED","703","B","2022-07-23T23:55:18.000","-71.122303","42.396531","22040985"
"DRUNK","23","B","2022-06-15T00:40:10.000","-71.122303","42.396531","22033533"
"ANIMALS","550","B","2021-09-02T16:07:13.000","-71.122303","42.396531","21045893"
"UNWANTED","703","B","2021-09-02T21:32:11.000","-71.122303","42.396531","21045950"
"UNWANTED","703","S","2022-05-26T00:21:13.000","-71.122303","42.396531","22029290"
"NOISE","243","S","2022-08-13T03:05:46.000",,,"22044982"
"ANIMALS","550","S","2017-01-22T14:50:00.000","-71.0938645","42.3747269","17004466"
"UNWANTED","703","S","2016-12-09T15:54:23.000","-71.1272063","42.4076914","16077403"
"ANIMALS","550","S","2017-06-02T12:34:48.000","-71.1272063","42.4076914","17032718"
"UNWANTED","703","B","2021-08-22T12:57:55.000","-71.122303","42.396531","21043751"
"UNWANTED","703","B","2021-03-12T17:17:28.000","-71.122303","42.396531","21012803"
"UNWANTED","703","S","2022-05-18T11:54:33.000","-71.122303","42.396531","22027543"
"UNWANTED","703","B","2021-02-24T22:35:49.000","-71.083477","42.387509","21009662"
"UNWANTED","703","B","2021-06-12T01:47:06.000","-71.083477","42.387509","21029538"
"DRUNK","23","B","2021-05-15T18:49:16.000","-71.083477","42.387509","21024288"
"UNWANTED","703","S","2022-01-11T01:17:28.000","-71.096704","42.380281","22001427"
"UNWANTED","703","S","2021-11-22T03:36:26.000","-71.096704","42.380281","21061005"
"NOISE","243","S","2021-10-05T03:57:02.000","-71.11723","42.400639","21052362"
"NOISE","243","S","2021-10-11T03:39:42.000","-71.11723","42.400639","21053462"
"NOISE","243","S","2021-03-02T04:18:23.000","-71.11723","42.400639","21010595"
"NOISE","243","S","2021-03-02T04:47:52.000","-71.11723","42.400639","21010600"
"ANIMALS","550","S","2022-02-05T23:12:40.000","-71.115516","42.392866","22005782"
"UNWANTED","703","S","2021-02-07T00:24:29.000","-71.104112","42.388585","21006879"
"ANIMALS","550","B","2021-05-24T21:55:39.000","-71.088661","42.38054","21026066"
"MV VANDL","139","B","2022-05-27T16:58:45.000","-71.088661","42.38054","22029647"
"GRAFITI","141","B","2021-07-07T11:39:22.000","-71.088661","42.38054","21034493"
"ANIMALS","550","S","2022-01-16T20:43:31.000","-71.0853","42.388508","22002348"
"NOISE","243","S","2021-02-16T03:53:30.000","-71.108285","42.389612","21008219"
"UNWANTED","703","B","2021-03-14T19:32:37.000","-71.090326","42.380137","21013186"
"UNWANTED","703","B","2021-02-21T21:07:47.000","-71.090326","42.380137","21009121"
"UNWANTED","703","B","2021-06-27T19:56:40.000","-71.090326","42.380137","21032477"
"NOISE","243","S","2021-05-01T02:32:36.000","-71.106031","42.386304","21021545"
"NOISE","243","S","2022-03-20T01:35:33.000","-71.106031","42.386304","22014594"
"NOISE","243","S","2017-08-20T07:53:26.000","-71.1117747","42.3868189","17050923"
"GROUPS","242","B","2022-08-20T22:02:44.000","-71.122303","42.396531","22046588"
"ANIMALS","550","B","2022-05-13T21:29:07.000","-71.108493","42.397655","22026519"
"ANIMALS","550","B","2021-05-23T14:01:07.000","-71.108493","42.397655","21025811"
"ANIMALS","550","B","2022-03-31T13:09:00.000","-71.108493","42.397655","22017028"
"NOISE","243","B","2022-03-12T04:54:16.000","-71.083477","42.387509","22012956"
"NOISE","243","S","2021-09-03T22:23:34.000","-71.116384","42.403275","21046171"
"NOISE","243","S","2021-09-12T17:01:06.000","-71.125058","42.406765","21047798"
"NOISE","243","S","2021-05-24T02:34:45.000","-71.125058","42.406765","21025901"
"NOISE","243","S","2021-01-16T04:46:42.000","-71.11723","42.400639","21002414"
"NOISE","243","S","2021-01-24T04:36:27.000","-71.11723","42.400639","21004614"
"NOISE","243","S","2021-09-15T03:54:12.000","-71.11723","42.400639","21048275"
"NOISE","243","S","2021-11-16T04:51:53.000","-71.11723","42.400639","21060053"
"NOISE","243","S","2021-02-20T04:09:52.000","-71.11723","42.400639","21008896"
"NOISE","243","S","2021-09-18T05:09:37.000","-71.11723","42.400639","21048973"
"NOISE","243","S","2021-05-27T03:21:14.000","-71.11723","42.400639","21026551"
"NOISE","243","S","2021-11-28T04:16:39.000","-71.11723","42.400639","21061811"
"NOISE","243","S","2021-10-31T03:31:19.000","-71.116879","42.402391","21057229"
"NOISE","243","S","2022-04-16T04:49:36.000","-71.106457","42.386558","22020414"
"NOISE","243","S","2021-10-03T03:30:38.000","-71.106457","42.386558","21052016"
"NOISE/FW","248","S","2022-07-12T01:26:43.000","-71.091454","42.389929","22038639"
"UNWANTED","703","B","2021-05-20T21:48:42.000","-71.090386","42.380112","21025291"
"UNWANTED","703","S","2022-08-16T20:38:41.000","-71.08587","42.388775","22045697"
"DRUNK","23","S","2022-06-12T18:48:31.000","-71.08587","42.388775","22033026"
"NOISE","243","S","2022-05-16T01:36:08.000","-71.116889","42.402489","22026990"
"NOISE","243","S","2021-04-24T03:39:00.000","-71.116889","42.402489","21020221"
"NOISE","243","S","2021-02-12T04:02:53.000","-71.116889","42.402489","21007688"
"NOISE","243","S","2021-04-24T04:09:44.000","-71.116889","42.402489","21020225"
"ROAD RAGE","617","B","2021-05-11T20:45:19.000","-71.083871","42.395874","21023504"
"ANIMALS","550","B","2022-06-08T16:38:32.000","-71.083871","42.395874","22032151"
"UNWANTED","703","B","2022-06-01T22:06:39.000","-71.111286","42.399347","22030611"
"ANIMALS","550","S","2021-04-20T13:38:09.000","-71.118324","42.396661","21019582"
"ANIMALS","550","S","2021-03-02T21:03:18.000","-71.091463","42.390115","21010803"
"DRUNK","23","S","2017-05-02T21:20:11.000","-71.1103606","42.3894639","17025646"
"ROAD RAGE","617","S","2017-11-26T22:58:43.000","-71.0880317","42.3854096","17071935"
"NOISE","243","B","2022-03-11T02:47:55.000","-71.0829","42.381864","22012721"
"NOISE","243","S","2017-09-03T03:10:20.000","-71.1259609","42.4079345","17054392"
"NOISE","243","S","2017-09-04T04:53:00.000","-71.1251549","42.4064804","17054608"
"MV VANDL","139","S","2017-10-09T13:50:52.000","-71.1251549","42.4064804","17062526"
"NOISE","243","S","2016-05-30T05:05:19.000","-71.0839102","42.3866111","16031365"
"MV VANDL","139","S","2016-04-23T21:47:20.000","-71.1036388","42.3803012","16022942"
"UNWANTED","703","S","2016-09-04T19:48:31.000","-71.1043636","42.3808559","16055737"
"GROUPS","242","S","2019-06-26T23:19:20.000","-71.1043636","42.3808559","19036077"
"GROUPS","242","S","2016-06-26T22:06:49.000","-71.1043636","42.3808559","16038586"
"NOISE","243","S","2018-06-10T07:01:21.000","-71.1043636","42.3808559","18034456"
"NOISE","243","S","2019-08-25T23:39:39.000","-71.0965187","42.3917521","19048762"
"NOISE","243","S","2021-12-21T01:12:04.000","-71.091542","42.379568","21065373"
"NOISE","243","B","2021-07-24T02:15:42.000","-71.090679","42.377926","21038048"
"ROAD RAGE","617","S","2018-11-05T18:45:31.000","-71.1223151","42.3967172","18065816"
"DRUNK","23","S","2016-06-17T05:06:16.000","-71.1223151","42.3967172","16036041"
"NOISE","243","S","2016-03-06T21:30:24.000","-71.1223151","42.3967172","16012787"
"DRUNK","23","S","2018-04-29T04:30:08.000","-71.1223151","42.3967172","18025115"
