"year","country","sub_index","component","score","rank"
"2014-01-01T00:00:00.000","United Kingdom Of Great Britain And Northern Ireland","Empowerment",,"100","1"
"2014-01-01T00:00:00.000","United States Of America","Empowerment",,"99.80857733","2"
"2014-01-01T00:00:00.000","Sweden","Empowerment",,"94.7331032","3"
"2014-01-01T00:00:00.000","Denmark","Empowerment",,"93.60515257","4"
"2014-01-01T00:00:00.000","Finland","Empowerment",,"92.96952506","5"
"2014-01-01T00:00:00.000","Norway","Empowerment",,"86.5464699","6"
"2014-01-01T00:00:00.000","France","Empowerment",,"85.59022597","7"
"2014-01-01T00:00:00.000","Netherlands","Empowerment",,"83.57382155","8"
"2014-01-01T00:00:00.000","Switzerland","Empowerment",,"83.1023521","9"
"2014-01-01T00:00:00.000","Austria","Empowerment",,"82.32350077","10"
"2014-01-01T00:00:00.000","Republic Of Korea","Empowerment",,"82.14370329","11"
"2014-01-01T00:00:00.000","Estonia","Empowerment",,"79.91031119","12"
"2014-01-01T00:00:00.000","Germany","Empowerment",,"78.42804414","13"
"2014-01-01T00:00:00.000","New Zealand","Empowerment",,"77.451649","14"
"2014-01-01T00:00:00.000","Canada","Empowerment",,"76.80988418","15"
"2014-01-01T00:00:00.000","Iceland","Empowerment",,"75.74936747","16"
"2014-01-01T00:00:00.000","Belgium","Empowerment",,"75.72145321","17"
"2014-01-01T00:00:00.000","Singapore","Empowerment",,"75.17347281","18"
"2014-01-01T00:00:00.000","Australia","Empowerment",,"74.240305","19"
"2014-01-01T00:00:00.000","Israel","Empowerment",,"72.65013368","20"
"2014-01-01T00:00:00.000","Japan","Empowerment",,"66.32611103","21"
"2014-01-01T00:00:00.000","Spain","Empowerment",,"62.32411838","22"
"2014-01-01T00:00:00.000","Ireland","Empowerment",,"57.83848119","23"
"2014-01-01T00:00:00.000","China","Empowerment",,"56.41883743","24"
"2014-01-01T00:00:00.000","Portugal","Empowerment",,"55.72162512","25"
"2014-01-01T00:00:00.000","Italy","Empowerment",,"54.13962306","26"
"2014-01-01T00:00:00.000","Chile","Empowerment",,"52.56659317","27"
"2014-01-01T00:00:00.000","Hungary","Empowerment",,"51.84150286","28"
"2014-01-01T00:00:00.000","Turkey","Empowerment",,"50.72359027","29"
"2014-01-01T00:00:00.000","Uruguay","Empowerment",,"50.4894979","30"
"2014-01-01T00:00:00.000","Russian Federation","Empowerment",,"49.29332454","31"
"2014-01-01T00:00:00.000","Czech Republic","Empowerment",,"49.12305299","32"
"2014-01-01T00:00:00.000","Brazil","Empowerment",,"48.29381127","33"
"2014-01-01T00:00:00.000","Colombia","Empowerment",,"47.60795461","34"
"2014-01-01T00:00:00.000","Argentina","Empowerment",,"45.53739162","35"
"2014-01-01T00:00:00.000","Costa Rica","Empowerment",,"45.01123506","36"
"2014-01-01T00:00:00.000","Mexico","Empowerment",,"44.86223327","37"
"2014-01-01T00:00:00.000","Poland","Empowerment",,"43.32317353","38"
"2014-01-01T00:00:00.000","Philippines","Empowerment",,"40.6550763","39"
"2014-01-01T00:00:00.000","India","Empowerment",,"40.40736006","40"
"2014-01-01T00:00:00.000","Kenya","Empowerment",,"40.32294118","41"
"2014-01-01T00:00:00.000","Malaysia","Empowerment",,"38.32286929","42"
"2014-01-01T00:00:00.000","Morocco","Empowerment",,"36.81791416","43"
"2014-01-01T00:00:00.000","Greece","Empowerment",,"36.14526553","44"
"2014-01-01T00:00:00.000","Tunisia","Empowerment",,"36.01432967","45"
"2014-01-01T00:00:00.000","Peru","Empowerment",,"34.54912066","46"
"2014-01-01T00:00:00.000","United Arab Emirates","Empowerment",,"34.21450098","47"
"2014-01-01T00:00:00.000","Mauritius","Empowerment",,"34.18933539","48"
"2014-01-01T00:00:00.000","South Africa","Empowerment",,"31.88906299","49"
"2014-01-01T00:00:00.000","Thailand","Empowerment",,"30.99250545","50"
"2014-01-01T00:00:00.000","Ecuador","Empowerment",,"30.17832579","51"
"2014-01-01T00:00:00.000","Ukraine","Empowerment",,"29.75541409","52"
"2014-01-01T00:00:00.000","Bahrain","Empowerment",,"28.10834265","53"
"2014-01-01T00:00:00.000","Jamaica","Empowerment",,"27.39816957","54"
"2014-01-01T00:00:00.000","Indonesia","Empowerment",,"26.74357856","55"
"2014-01-01T00:00:00.000","Venezuela (Bolivarian Republic Of)","Empowerment",,"26.64126676","56"
"2014-01-01T00:00:00.000","Egypt","Empowerment",,"25.59340653","57"
"2014-01-01T00:00:00.000","Uganda","Empowerment",,"22.35031594","58"
"2014-01-01T00:00:00.000","Rwanda","Empowerment",,"22.28671472","59"
"2014-01-01T00:00:00.000","Kazakhstan","Empowerment",,"21.31188883","60"
"2014-01-01T00:00:00.000","Jordan","Empowerment",,"19.9739202","61"
"2014-01-01T00:00:00.000","Nigeria","Empowerment",,"19.71318016","62"
"2014-01-01T00:00:00.000","Qatar","Empowerment",,"19.15569038","63"
"2014-01-01T00:00:00.000","Saudi Arabia","Empowerment",,"17.52520657","64"
"2014-01-01T00:00:00.000","Bangladesh","Empowerment",,"16.84945934","65"
"2014-01-01T00:00:00.000","Viet Nam","Empowerment",,"16.72744177","66"
"2014-01-01T00:00:00.000","Zambia","Empowerment",,"16.4315583","67"
"2014-01-01T00:00:00.000","United Republic Of Tanzania","Empowerment",,"15.34569503","68"
"2014-01-01T00:00:00.000","Nepal","Empowerment",,"14.79450942","69"
"2014-01-01T00:00:00.000","Zimbabwe","Empowerment",,"13.04815921","70"
"2014-01-01T00:00:00.000","Botswana","Empowerment",,"12.81431346","71"
"2014-01-01T00:00:00.000","Pakistan","Empowerment",,"11.90263629","72"
"2014-01-01T00:00:00.000","Senegal","Empowerment",,"11.75657394","73"
"2014-01-01T00:00:00.000","Ghana","Empowerment",,"10.50574214","74"
"2014-01-01T00:00:00.000","Mozambique","Empowerment",,"8.225843443","75"
"2014-01-01T00:00:00.000","Cameroon","Empowerment",,"7.830988265","76"
"2014-01-01T00:00:00.000","Mali","Empowerment",,"5.662521564","77"
"2014-01-01T00:00:00.000","Yemen","Empowerment",,"5.421438348","78"
"2014-01-01T00:00:00.000","Burkina Faso","Empowerment",,"4.370412554","79"
"2014-01-01T00:00:00.000","Myanmar","Empowerment",,"4.023659754","80"
"2014-01-01T00:00:00.000","Namibia","Empowerment",,"3.865164815","81"
