"year","country","sub_index","component","score","rank"
"2014-01-01T00:00:00.000","Republic Of Korea","Universal Access","Communications Infrastructure","100","1"
"2014-01-01T00:00:00.000","Denmark","Universal Access","Communications Infrastructure","89.34004197","2"
"2014-01-01T00:00:00.000","Ireland","Universal Access","Communications Infrastructure","88.62061267","3"
"2014-01-01T00:00:00.000","Iceland","Universal Access","Communications Infrastructure","84.4961049","4"
"2014-01-01T00:00:00.000","Netherlands","Universal Access","Communications Infrastructure","77.78032805","5"
"2014-01-01T00:00:00.000","Belgium","Universal Access","Communications Infrastructure","76.94397668","6"
"2014-01-01T00:00:00.000","New Zealand","Universal Access","Communications Infrastructure","75.28993331","7"
"2014-01-01T00:00:00.000","Switzerland","Universal Access","Communications Infrastructure","74.48877231","8"
"2014-01-01T00:00:00.000","Singapore","Universal Access","Communications Infrastructure","72.82819521","9"
"2014-01-01T00:00:00.000","United Kingdom Of Great Britain And Northern Ireland","Universal Access","Communications Infrastructure","72.23111841","10"
"2014-01-01T00:00:00.000","Finland","Universal Access","Communications Infrastructure","71.58736252","11"
"2014-01-01T00:00:00.000","Germany","Universal Access","Communications Infrastructure","70.93744116","12"
"2014-01-01T00:00:00.000","Sweden","Universal Access","Communications Infrastructure","70.84870731","13"
"2014-01-01T00:00:00.000","Norway","Universal Access","Communications Infrastructure","70.36247687","14"
"2014-01-01T00:00:00.000","Australia","Universal Access","Communications Infrastructure","67.62706074","15"
"2014-01-01T00:00:00.000","Austria","Universal Access","Communications Infrastructure","66.13300243","16"
"2014-01-01T00:00:00.000","Japan","Universal Access","Communications Infrastructure","65.96377331","17"
"2014-01-01T00:00:00.000","United States Of America","Universal Access","Communications Infrastructure","64.17630536","18"
"2014-01-01T00:00:00.000","Canada","Universal Access","Communications Infrastructure","63.92339376","19"
"2014-01-01T00:00:00.000","Estonia","Universal Access","Communications Infrastructure","61.83732218","20"
"2014-01-01T00:00:00.000","Portugal","Universal Access","Communications Infrastructure","61.13327095","21"
"2014-01-01T00:00:00.000","France","Universal Access","Communications Infrastructure","61.00807355","22"
"2014-01-01T00:00:00.000","Thailand","Universal Access","Communications Infrastructure","60.40463072","23"
"2014-01-01T00:00:00.000","Hungary","Universal Access","Communications Infrastructure","60.18272994","24"
"2014-01-01T00:00:00.000","Czech Republic","Universal Access","Communications Infrastructure","58.33238218","25"
"2014-01-01T00:00:00.000","Italy","Universal Access","Communications Infrastructure","57.95434813","26"
"2014-01-01T00:00:00.000","Israel","Universal Access","Communications Infrastructure","57.31518633","27"
"2014-01-01T00:00:00.000","Greece","Universal Access","Communications Infrastructure","55.89939762","28"
"2014-01-01T00:00:00.000","Ukraine","Universal Access","Communications Infrastructure","55.56088432","29"
"2014-01-01T00:00:00.000","Spain","Universal Access","Communications Infrastructure","55.1786694","30"
"2014-01-01T00:00:00.000","Poland","Universal Access","Communications Infrastructure","55.11721253","31"
"2014-01-01T00:00:00.000","United Arab Emirates","Universal Access","Communications Infrastructure","54.31173437","32"
"2014-01-01T00:00:00.000","Bahrain","Universal Access","Communications Infrastructure","54.15840181","33"
"2014-01-01T00:00:00.000","Philippines","Universal Access","Communications Infrastructure","53.82974765","34"
"2014-01-01T00:00:00.000","Chile","Universal Access","Communications Infrastructure","53.61094032","35"
"2014-01-01T00:00:00.000","Saudi Arabia","Universal Access","Communications Infrastructure","53.61084481","36"
"2014-01-01T00:00:00.000","South Africa","Universal Access","Communications Infrastructure","53.5964259","37"
"2014-01-01T00:00:00.000","Russian Federation","Universal Access","Communications Infrastructure","53.51089357","38"
"2014-01-01T00:00:00.000","Brazil","Universal Access","Communications Infrastructure","53.42508022","39"
"2014-01-01T00:00:00.000","Turkey","Universal Access","Communications Infrastructure","53.36840121","40"
"2014-01-01T00:00:00.000","Tunisia","Universal Access","Communications Infrastructure","53.29730379","41"
"2014-01-01T00:00:00.000","Colombia","Universal Access","Communications Infrastructure","53.22198226","42"
"2014-01-01T00:00:00.000","Mauritius","Universal Access","Communications Infrastructure","53.18940143","43"
"2014-01-01T00:00:00.000","China","Universal Access","Communications Infrastructure","52.75457301","44"
"2014-01-01T00:00:00.000","Namibia","Universal Access","Communications Infrastructure","52.71226581","45"
"2014-01-01T00:00:00.000","Uganda","Universal Access","Communications Infrastructure","52.64531669","46"
"2014-01-01T00:00:00.000","Indonesia","Universal Access","Communications Infrastructure","52.59030895","47"
"2014-01-01T00:00:00.000","Egypt","Universal Access","Communications Infrastructure","52.4332135","48"
"2014-01-01T00:00:00.000","Benin","Universal Access","Communications Infrastructure","52.25134899","49"
"2014-01-01T00:00:00.000","Argentina","Universal Access","Communications Infrastructure","52.21052282","50"
"2014-01-01T00:00:00.000","Ecuador","Universal Access","Communications Infrastructure","52.2019962","51"
"2014-01-01T00:00:00.000","Bangladesh","Universal Access","Communications Infrastructure","52.09026042","52"
"2014-01-01T00:00:00.000","Malaysia","Universal Access","Communications Infrastructure","51.95747378","53"
"2014-01-01T00:00:00.000","Peru","Universal Access","Communications Infrastructure","51.93001726","54"
"2014-01-01T00:00:00.000","Rwanda","Universal Access","Communications Infrastructure","51.88203983","55"
"2014-01-01T00:00:00.000","Nigeria","Universal Access","Communications Infrastructure","51.40725562","56"
"2014-01-01T00:00:00.000","Botswana","Universal Access","Communications Infrastructure","51.15639285","57"
"2014-01-01T00:00:00.000","Viet Nam","Universal Access","Communications Infrastructure","50.98374711","58"
"2014-01-01T00:00:00.000","United Republic Of Tanzania","Universal Access","Communications Infrastructure","50.68408648","59"
"2014-01-01T00:00:00.000","Pakistan","Universal Access","Communications Infrastructure","49.80904437","60"
"2014-01-01T00:00:00.000","Ghana","Universal Access","Communications Infrastructure","49.69036521","61"
"2014-01-01T00:00:00.000","Mozambique","Universal Access","Communications Infrastructure","49.29048748","62"
"2014-01-01T00:00:00.000","Haiti","Universal Access","Communications Infrastructure","49.073149","63"
"2014-01-01T00:00:00.000","Kenya","Universal Access","Communications Infrastructure","48.24399361","64"
"2014-01-01T00:00:00.000","India","Universal Access","Communications Infrastructure","46.91480844","65"
"2014-01-01T00:00:00.000","Malawi","Universal Access","Communications Infrastructure","46.61191871","66"
"2014-01-01T00:00:00.000","Zimbabwe","Universal Access","Communications Infrastructure","45.06412094","67"
"2014-01-01T00:00:00.000","Zambia","Universal Access","Communications Infrastructure","43.88489944","68"
"2014-01-01T00:00:00.000","Costa Rica","Universal Access","Communications Infrastructure","41.35950161","69"
"2014-01-01T00:00:00.000","Morocco","Universal Access","Communications Infrastructure","40.07433763","70"
"2014-01-01T00:00:00.000","Qatar","Universal Access","Communications Infrastructure","40.00416815","71"
"2014-01-01T00:00:00.000","Uruguay","Universal Access","Communications Infrastructure","38.87705901","72"
"2014-01-01T00:00:00.000","Mexico","Universal Access","Communications Infrastructure","38.79523165","73"
"2014-01-01T00:00:00.000","Jordan","Universal Access","Communications Infrastructure","38.44678134","74"
"2014-01-01T00:00:00.000","Jamaica","Universal Access","Communications Infrastructure","37.03172348","75"
"2014-01-01T00:00:00.000","Kazakhstan","Universal Access","Communications Infrastructure","36.72782281","76"
"2014-01-01T00:00:00.000","Senegal","Universal Access","Communications Infrastructure","35.13746985","77"
"2014-01-01T00:00:00.000","Venezuela (Bolivarian Republic Of)","Universal Access","Communications Infrastructure","34.78325372","78"
"2014-01-01T00:00:00.000","Yemen","Universal Access","Communications Infrastructure","31.89100584","79"
"2014-01-01T00:00:00.000","Mali","Universal Access","Communications Infrastructure","31.39295556","80"
"2014-01-01T00:00:00.000","Sierra Leone","Universal Access","Communications Infrastructure","30.07681837","81"
"2014-01-01T00:00:00.000","Cameroon","Universal Access","Communications Infrastructure","29.98365379","82"
"2014-01-01T00:00:00.000","Burkina Faso","Universal Access","Communications Infrastructure","29.97609509","83"
"2014-01-01T00:00:00.000","Ethiopia","Universal Access","Communications Infrastructure","27.72899616","84"
"2014-01-01T00:00:00.000","Nepal","Universal Access","Communications Infrastructure","27.22984154","85"
"2014-01-01T00:00:00.000","Myanmar","Universal Access","Communications Infrastructure","0","86"
