Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,Suburb 2,Zip Codes
1500,-35.418312,149.11557,BEATTIE CR AFTER GOLDSTEIN CR,CHISHOLM,"(-35.418312, 149.11557)",1,
1521,-35.396854,149.104095,LONGMORE CR AFTER HARKER PL,WANNIASSA,"(-35.396854, 149.104095)",104,
1522,-35.397308,149.104156,LONGMORE CR 4TH AFTER GAUNSON ST,WANNIASSA,"(-35.397308, 149.104156)",104,
1519,-35.398785,149.102921,LONGMORE CR AFTER PETIT PL,WANNIASSA,"(-35.398785, 149.102921)",104,
1520,-35.398918,149.102814,LONGMORE CR BEFORE PETTIT PL,WANNIASSA,"(-35.398918, 149.102814)",104,
1493,-35.426308,149.112473,CLIFT CR AFTER HEAGNEY CR,RICHARDSON,"(-35.426308, 149.112473)",69,
1494,-35.425385,149.114075,HEAGNEY CR AFTER CLIFT CR,RICHARDSON,"(-35.425385, 149.114075)",69,
1491,-35.427624,149.109787,CLIFT CR AFTER ROHAN ST,RICHARDSON,"(-35.427624, 149.109787)",69,
1492,-35.426281,149.112289,CLIFT CR BEFORE HEAGNEY CR,RICHARDSON,"(-35.426281, 149.112289)",69,
1475,-35.397537,149.090164,KIRKTON ST AFTER BALFOUR CR,WANNIASSA,"(-35.397537, 149.090164)",104,
1476,-35.39727,149.094788,KIRKTON ST AFTER HOLDEN CR,WANNIASSA,"(-35.39727, 149.094788)",104,
1473,-35.394653,149.086594,WHEELER CR AFTER GARRATT ST,WANNIASSA,"(-35.394653, 149.086594)",104,
1474,-35.397469,149.089951,KIRKTON ST AFTER WHEELER CR,WANNIASSA,"(-35.397469, 149.089951)",104,
1485,-35.388493,149.098297,LONGMORE CR NORTH OF GAUNSON CR,WANNIASSA,"(-35.388493, 149.098297)",104,
1486,-35.42474,149.104019,CLIFT CR AFTER ASHLEY DR,RICHARDSON,"(-35.42474, 149.104019)",69,
1477,-35.397308,149.094193,KIRKTON ST AFTER EMBLING ST,WANNIASSA,"(-35.397308, 149.094193)",104,
1484,-35.388088,149.097977,LONGMORE CR AFTER SAINSBURY ST,WANNIASSA,"(-35.388088, 149.097977)",104,
1505,-35.414013,149.10939,CASTLETON CR OPP GOWRIE SHOPS,GOWRIE,"(-35.414013, 149.10939)",98,
1506,-35.412067,149.105804,CASTLETON CR AFTER 2ND WHEATLEY ST,GOWRIE,"(-35.412067, 149.105804)",98,
1503,-35.41452,149.112869,BUGDEN AV AFTER CASTLETON CR,GOWRIE,"(-35.41452, 149.112869)",98,
1504,-35.413868,149.109329,CASTLETON CR GOWRIE SHOPS,GOWRIE,"(-35.413868, 149.109329)",98,
1046,-35.426731,149.074173,BARR SMITH AV AFTER SALAS ST,BONYTHON,"(-35.426731, 149.074173)",66,
1047,-35.426899,149.074188,BARR SMITH AV AFTER DON DUNSTAN DR,BONYTHON,"(-35.426899, 149.074188)",66,
1044,-35.434803,149.086151,HURTLE AV AFTER NOARLUNGA CR,BONYTHON,"(-35.434803, 149.086151)",66,
1045,-35.434727,149.085968,HURTLE AV 2ND AFTER BARDOLPH ST,BONYTHON,"(-35.434727, 149.085968)",66,
1029,-35.441601,149.100906,DUGGAN ST AFTER THARWA DR,CALWELL,"(-35.441601, 149.100906)",84,
1030,-35.441601,149.10112,DUGGAN ST AFTER ANDREW CR,CALWELL,"(-35.441601, 149.10112)",84,
1027,-35.439865,149.098618,DUGGAN ST AFTER DOWNARD ST,CALWELL,"(-35.439865, 149.098618)",84,
1028,-35.439835,149.09848,DUGGAN ST AFTER BECKETT ST,CALWELL,"(-35.439835, 149.09848)",84,
