"id","title","location","calendar","from_date","to_date","from_time","to_time","related_program","category_arts","category_brainfood","category_built_environment","category_design","category_family","category_free","category_history_and_heritage","category_indigenous","category_natural_environment","category_science_and_discovery","category_special_events","category_sport"
"1253","Canberra 100 Community Tapestry: Introduction and Continuing Tapestry Short Course","ANU School of Art, Childers Street, Australian Capital Territory, Australia","Program Events","2013-03-17T00:00:00.000","2013-03-17T00:00:00.000","1:00:00 PM","4:00:00 PM","Centenary Community Tapestry",,,,,,,,,,,,
"618","International at the street","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-18T00:00:00.000","2013-03-24T00:00:00.000",,,"The Street Theatre - The Best in the Street","Yes",,,,,,,,,,,
"1439","Ethical Reflections of an Epidemiologist: Whither Humanity?","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-03-19T00:00:00.000","2013-03-19T00:00:00.000","5:30:00 PM","6:30:00 PM","University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"483","The John Mulvaney Public Lecture","Manning Clarke Centre, Acton, Australian Capital Territory, Australia","Program Events","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000","7:30:00 PM","8:30:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"513","Australian Achievement in Architecture Awards",,"Program Events","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000",,,"100+100 Shining the Light",,,"Yes","Yes",,,,,"Yes",,,
"1453","Global Threats to Security: Assessment and Governance Through Risk Balance Strategies","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-03-21T00:00:00.000","2013-03-21T00:00:00.000",,,"University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"688","Ichijo Senior High School Band","Llewellyn Hall, William Herbert Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-22T00:00:00.000","2013-03-22T00:00:00.000","7:30:00 PM","10:00:00 PM",,"Yes",,,,,,,,,,"Yes",
"1440","UC National Security Lectures - Mr Mike Rothery, FAS, Attorney-Generalâs Department","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-03-22T00:00:00.000","2013-03-22T00:00:00.000","12:30:00 PM","2:00:00 PM","University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"715","Open Gardens Australia: Plant Fair at Lanyon","Tharwa Drive, Tharwa, Australian Capital Territory, Australia","Program Events","2013-03-23T00:00:00.000","2013-03-24T00:00:00.000",,,"Life on the Limestone Plains",,,,,"Yes",,,,"Yes",,,
"673","Manning Clark House National Cultural Awards","National Press Club of Australia, National Circuit, Barton, Australian Capital Territory, Australia","Program Events","2013-03-24T00:00:00.000","2013-03-24T00:00:00.000",,,"Big Issues/Big Talk",,"Yes",,,,,,,,,,
"602","UC Peoplescape","University of Canberra, Bruce, Australian Capital Territory, Australia","Program Events","2013-03-25T00:00:00.000","2013-04-26T00:00:00.000",,,"UCentenary",,,"Yes","Yes",,,,,"Yes",,,
"635","Venture into Physics Series: the journey continues","CSIRO Discovery Centre, North-Science Road, Acton, Australian Capital Territory, Australia","Program Events","2013-03-25T00:00:00.000","2013-04-11T00:00:00.000",,,"Innovation and Discovery",,"Yes",,,,,,,,,,
"839","Planning Institute of Australia Public Lecture - Canberra: An International Perspective","National Convention Centre, Australia","Program Events","2013-03-25T00:00:00.000","2013-03-25T00:00:00.000","5:30:00 PM","7:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,"Yes",,,,"Yes",
"551","Secret Geometries","Llewellyn Hall, William Herbert Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-27T00:00:00.000","2013-03-27T00:00:00.000",,,"Canberra Symphony Orchestra 2013 Season","Yes",,,,,,"Yes",,,,,
"643","LS13.1: Bolero","Llewellyn Hall, William Herbert Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-27T00:00:00.000","2013-03-28T00:00:00.000",,,"Canberra Symphony Orchestra 2013 Season","Yes",,,,,,,,,,,
"1422","Meanjin: The Canberra Edition.","Paperchain Bookstore, Griffith, Australian Capital Territory, Australia","Program Events","2013-03-27T00:00:00.000","2013-03-27T00:00:00.000","5:30:00 PM",,"Big Issues/Big Talk",,"Yes",,,,,,,,,,
"773","Centenary of Canberra: a legacy of good design","Craft ACT Craft & Design Centre, London Circuit, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-28T00:00:00.000","2013-07-06T00:00:00.000",,,"A Legacy of Good Design","Yes",,,"Yes",,,"Yes",,,,"Yes",
"527","2013 Access Class Asia Pacific and Australian Championships Regatta","Canberra Yacht Club, Mariner Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-29T00:00:00.000","2013-04-01T00:00:00.000",,,"Sport",,,,,"Yes",,,,"Yes",,,"Yes"
"523","Intensity of purpose: 21 years of ANCA","Canberra Museum and Gallery, Australian Capital Territory, Australia","Program Events","2013-03-30T00:00:00.000","2013-06-02T00:00:00.000",,,"ACT Museums and Galleries","Yes",,,"Yes",,,,,,,"Yes",
"570","2013 CORC Easter Solo Only 24 Hour Mountain Bike Race","Stromlo Forest Park, Stromlo, Australian Capital Territory, Australia","Program Events","2013-03-30T00:00:00.000","2013-03-31T00:00:00.000",,,"Sport",,,,,"Yes",,,,,,,"Yes"
"445","SPORTENARY: The Great Lanyon Easter Egg Hunt","Lanyon Homestead, Tharwa, Australian Capital Territory, Australia","Program Events","2013-03-31T00:00:00.000","2013-03-31T00:00:00.000","9:30:00 AM","10:30:00 AM","ACT Museums and Galleries , Sportenary",,,,,"Yes",,,,,,"Yes",
"652","C%: 100 percent books","Watson Arts Centre, Aspinall Street, Watson, Australian Capital Territory, Australia","Program Events","2013-04-01T00:00:00.000","2013-04-30T00:00:00.000",,,"Canberra Potters' Society and Watson Arts Centre","Yes","Yes",,,,,"Yes",,,,,
"1074","Australian Science: Global Impact - Weird mammal genomes, sex and the future of men","Shine Dome, Gordon Street, Australian Capital Territory, Australia","Program Events","2013-04-02T00:00:00.000","2013-04-02T00:00:00.000","5:30:00 PM","7:00:00 PM","Innovation and Discovery",,"Yes",,,,,,,,"Yes",,
"614","Solo at the Street - Stephane Georges","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-03T00:00:00.000","2013-04-07T00:00:00.000",,,,"Yes",,,,,,,,,,,
"1005","The Man From Snowy River Bush Festival","Corryong, Victoria, Australia","Program Events","2013-04-04T00:00:00.000","2013-04-07T00:00:00.000",,,,,,,,,,"Yes",,,,,
"1452","Health Activism & the Knowledge Society: Engaging Consumer/Citizens in Shaping Health","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-04-04T00:00:00.000","2013-04-05T00:00:00.000",,,"University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"275","Vive la France in Canberra","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Celebration Events","2013-04-06T00:00:00.000","2013-04-06T00:00:00.000","10:00:00 AM","10:00:00 PM",,"Yes",,,,"Yes",,"Yes",,,,"Yes",
"622","2013 Canberra District Wine Harvest Festival","canberra wine region","Program Events","2013-04-06T00:00:00.000","2013-04-07T00:00:00.000",,,,,,,,"Yes",,"Yes",,,,"Yes",
"675","The Griffyn Ensemble - Elements of Canberra: Water","Belconnen Arts Centre, Emu Bank, Belconnen, Australian Capital Territory, Australia","Program Events","2013-04-06T00:00:00.000","2013-04-13T00:00:00.000",,,"The Griffyn Ensemble","Yes","Yes",,,,,,,,,,
"1336","Ronald McDonald House ACT Gala Ball","National Convention Centre, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-06T00:00:00.000","2013-04-06T00:00:00.000",,,,,,,,,,,,,,"Yes",
"685","Great Performances in the Albert Hall - the first 25 years","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-04-07T00:00:00.000","2013-04-07T00:00:00.000","3:00:00 PM","4:50:00 PM","Canberra Choral Society","Yes",,,,"Yes",,"Yes",,,,"Yes",
"1266","U3A Canberra Conversations: The bush capital - the environment and its impact","Wisdom Street, Hughes, Australian Capital Territory, Australia","Program Events","2013-04-08T00:00:00.000","2013-04-08T00:00:00.000","2:00:00 PM","4:30:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,"Yes",
"1292","Reviewing The Canberra Model","The Australian National University","Program Events","2013-04-09T00:00:00.000","2013-04-09T00:00:00.000","9:00:00 AM","12:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"1520","History of U3A in Canberra","National Archives of Australia, Queen Victoria Terrace, Parkes, Australian Capital Territory, Australia","Program Events","2013-04-09T00:00:00.000","2013-04-09T00:00:00.000","5:00:00 PM","7:00:00 PM","Big Issues/Big Talk",,,,,,,,,,,,
"493","Gardens' Centenary Exhibition 'Anthology'","Australian National Botanic Gardens, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-10T00:00:00.000","2013-06-10T00:00:00.000",,,"Australian National Botanic Gardens","Yes","Yes",,,,,,,"Yes",,,
"252","Huts, Heritage and Homesteads in the ACT","Manuka Arts Centre, Griffith","Celebration Events","2013-04-11T00:00:00.000","2013-04-28T00:00:00.000","6:00:00 PM","12:00:00 PM",,,,,,"Yes",,"Yes",,,,"Yes",
"960","Canberra Senators Old Timers Ice Hockey Tournament","Irving Street, Phillip","Celebration Events","2013-04-12T00:00:00.000","2013-04-14T00:00:00.000",,,,,,,,"Yes",,,,,,"Yes","Yes"
"866","CCAS: Growing up Planned","Canberra Contemporary Art Space, Braddon, Australian Capital Territory, Australia","Program Events","2013-04-12T00:00:00.000","2013-05-18T00:00:00.000",,,"Canberra Contemporary Art Space Centenary Program","Yes","Yes",,,,,,,,,,
"1314","One River Local Project: Murray Bridge","Murray Bridge, South Australia, Australia","Program Events","2013-04-12T00:00:00.000","2013-04-14T00:00:00.000",,,"One River",,,,,,,"Yes",,,,"Yes",
"442","Australia revealed: Decorative art objects from the Australiana Fund Collection","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-13T00:00:00.000","2013-06-30T00:00:00.000",,,"ACT Museums and Galleries","Yes",,,"Yes",,,,,,,,
"516","35 Degrees 17 South - A Multi-Reality Location-Based Game","The sculpt","Program Events","2013-04-13T00:00:00.000","2013-04-20T00:00:00.000",,,,"Yes",,"Yes",,,,,,"Yes","Yes",,
"568","Australian Running Festival","Telopea Park, Barton, Australian Capital Territory, Australia","Program Events","2013-04-13T00:00:00.000","2013-04-14T00:00:00.000",,,"Sport",,,,,"Yes",,,,,,,"Yes"
"617","Canberra and Region Heritage Festival",,"Program Events","2013-04-13T00:00:00.000","2013-04-28T00:00:00.000",,,,,,,,"Yes",,"Yes",,,,,
"620","Canberra Craft Beer Festival","Olims Canberra Hotel, Braddon, Australia","Program Events","2013-04-13T00:00:00.000","2013-04-13T00:00:00.000","11:00:00 AM","6:00:00 PM",,,,,,,,"Yes",,,,"Yes",
"681","From Canberra to the Stars - The Big Dish @ 40","Canberra Deep Space Communication Complex, Australian Capital Territory, Australia","Program Events","2013-04-13T00:00:00.000","2013-04-13T00:00:00.000",,,"Innovation and Discovery",,,,,"Yes",,,,,"Yes","Yes",
"824","National Theatre for Young and Emerging Artists",,"Program Events","2013-04-13T00:00:00.000","2013-04-13T00:00:00.000",,,,"Yes","Yes",,,,,,,,,"Yes",
"1521","Open Day - Canberra's Early Years as a Capital and Since","Strangways Street, Curtin, Australian Capital Territory, Australia","Program Events","2013-04-13T00:00:00.000","2013-04-13T00:00:00.000","9:00:00 AM","1:00:00 PM","Big Issues/Big Talk",,,,,,,,,,,,
"405","100 Year Un-Masqued","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-04-14T00:00:00.000","2013-04-14T00:00:00.000","7:00:00 PM",,,"Yes",,,,,,,,,,"Yes",
"1315","One River Local Project: Albury Wodonga","544 Bonegilla Road, Ebden, Victoria, Australia","Program Events","2013-04-14T00:00:00.000","2013-04-14T00:00:00.000","5:00:00 PM","7:30:00 PM","One River",,,,,,,"Yes",,,,"Yes",
"600","Collect, Connect, Capitalise Surveying and Spatial Sciences Institute Conference","National Convention Centre, Constitution Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-15T00:00:00.000","2013-04-19T00:00:00.000",,,"Innovation and Discovery, Big Issues/Big Talk",,"Yes",,"Yes",,,,,,"Yes",,
"655","Collect, Connect, Capitalise - how diverse spatial applications help me to build my community","National Convention Centre, Constitution Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-17T00:00:00.000","2013-04-17T00:00:00.000","10:30:00 AM","12:30:00 PM","Big Issues/Big Talk",,"Yes","Yes","Yes",,,,,,"Yes",,
"742","Glass in your World","Canberra Glassworks, Wentworth Avenue, Kingston, Australian Capital Territory, Australia","Program Events","2013-04-17T00:00:00.000","2013-04-26T00:00:00.000",,,"100 Days of Glass","Yes","Yes",,,"Yes",,,,,,,
"1529","Evolutionary Biology: Answering Old Questions with the New Genomics","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-04-17T00:00:00.000","2013-04-17T00:00:00.000","4:30:00 PM",,"University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"1316","One River Local Project: Tipping Point Narrandera and Birrego","Old Brewery Road, Narrandera, New South Wales, Australia","Program Events","2013-04-20T00:00:00.000","2013-04-20T00:00:00.000","5:30:00 PM",,"One River","Yes","Yes",,,,,"Yes",,,,,
"1565","Harmonies of Texture: Walter Burley Griffins Ideal Canberra and Picturesque Leeton.","Leeton, New South Wales, Australia","Program Events","2013-04-20T00:00:00.000","2013-04-20T00:00:00.000","2:00:00 PM",,"One River",,,,,,,"Yes",,,,"Yes",
"470","The Mt Stromlo Centenary Summit Cycle","Mount Stromlo, Stromlo, Australian Capital Territory, Australia","Program Events","2013-04-21T00:00:00.000","2013-04-21T00:00:00.000","9:00:00 AM","1:00:00 PM",,,,,,"Yes",,,,,,,"Yes"
"443","Curator Floor Talk - Australia Revealed","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-23T00:00:00.000","2013-04-23T00:00:00.000","1:00:00 PM","2:00:00 PM","ACT Museums and Galleries","Yes",,,"Yes",,,,,,,,
"530","ANCA: Flipside","1 Rosevear Place, Dickson, ACT, 2602, Australia","Program Events","2013-04-24T00:00:00.000","2013-05-05T00:00:00.000",,,"Australian National Capital Artists","Yes",,,"Yes",,,,,,,,
"522","ANZAC Day in Canberra","Australian War Memorial, Campbell, Australian Capital Territory, Australia","Program Events","2013-04-25T00:00:00.000","2013-04-25T00:00:00.000",,,,,,,,"Yes",,"Yes",,,,"Yes",
"1441","UC National Security Lectures - Ms Michelle Grattan, Political Editor of the Age","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-04-26T00:00:00.000","2013-04-26T00:00:00.000","12:30:00 PM","2:00:00 PM","Big Issues/Big Talk, University of Canberra Public Lectures and Seminars",,,,,,,,,,,,
"536","Kick Up Your Heels: Swing into the Second World War","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-04-27T00:00:00.000","2013-04-27T00:00:00.000","7:00:00 PM","11:30:00 PM","Kick Up Your Heels-100 years of social dancing , Sportenary","Yes",,,,,,,,,,"Yes",
"691","Woven Words - The Invisible Thread","New Acton, Edinburgh Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-27T00:00:00.000","2013-04-27T00:00:00.000","7:30:00 PM","7:30:00 PM","The Invisible Thread: One Hundred Years of Words","Yes",,,,,,"Yes",,,,,
"1545","Canberra Foundation Day re-enactment and 1913 luncheon","Gold Creek Village, Nicholls, Australian Capital Territory, Australia","Program Events","2013-04-27T00:00:00.000","2013-04-27T00:00:00.000","11:00:00 AM","3:00:00 PM","Big Issues/Big Talk",,,,,"Yes",,"Yes",,,,"Yes",
"575","2013 ASICS Australian Little Athletics Championships","Athletics Field, Bruce, Australian Capital Territory, Australia","Program Events","2013-04-28T00:00:00.000","2013-04-28T00:00:00.000","8:30:00 AM","5:30:00 PM","Sport",,,,,"Yes",,,,,,,"Yes"
"709","Music Under the Stars","Mount Stromlo Observatory, Stromlo, Australian Capital Territory, Australia","Program Events","2013-04-28T00:00:00.000","2013-04-28T00:00:00.000","5:00:00 PM",,"Innovation and Discovery","Yes",,,,"Yes",,,,,"Yes",,
"807","Groovin the Moo Festival and the University of Canberra","University of Canberra, Bruce, Australia","Program Events","2013-04-28T00:00:00.000","2013-04-28T00:00:00.000",,,,"Yes",,,,,,,,,,"Yes",
"1530","The Art of Sport Forum","Australian Institute of Sport, Leverrier Crescent, Bruce, Australian Capital Territory, Australia","Program Events","2013-04-28T00:00:00.000","2013-04-28T00:00:00.000","12:00:00 PM","1:00:00 PM",,,,,,,,,,,,,
"460","The 14th Frank and Bobbie Fenner Conference/Festival of Ideas","The John Curtin School of Medical Research, Garran Road, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-29T00:00:00.000","2013-05-03T00:00:00.000",,,"Innovation and Discovery",,"Yes",,,,,,,,,,
"1432","Immunity against Infections, Nobel Laureate Professor Rolf Zinkernagel","The John Curtin School of Medical Research, Garran Road, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-29T00:00:00.000","2013-04-29T00:00:00.000","5:30:00 PM","6:15:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"1433","Science in the Public Space: distinguishing truth from falsehood, Professor Peter Doherty","The John Curtin School of Medical Research, Garran Road, Canberra, Australian Capital Territory, Australia","Program Events","2013-04-30T00:00:00.000","2013-04-30T00:00:00.000","5:30:00 PM","6:15:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"564","Spatial Resonance","University of Canberra, Bruce, Australian Capital Territory, Australia","Program Events","2013-05-01T00:00:00.000","2013-05-01T00:00:00.000",,,"UCentenary","Yes","Yes","Yes","Yes",,,,,"Yes",,,
"654","Exhibition of ceramics","Watson Arts Centre, Aspinall Street, Watson, Australian Capital Territory, Australia","Program Events","2013-05-01T00:00:00.000","2013-05-31T00:00:00.000",,,"Canberra Potters' Society and Watson Arts Centre","Yes",,,,,,,,,,,
"1353","FilmSci Canberra","The Australian National University","Program Events","2013-05-01T00:00:00.000","2013-08-30T00:00:00.000",,,"Innovation and Discovery",,,,,"Yes",,,,,"Yes",,
"1431","CURF Centenary Seminar Series","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-05-01T00:00:00.000","2013-11-01T00:00:00.000",,,"University of Canberra Public Lectures and Seminars",,"Yes",,,,,,,,,,
"499","Centenary Chats - The First Fleet: The Art of George Raper and John Hunter","Australian National Botanic Gardens, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-02T00:00:00.000","2013-05-02T00:00:00.000","12:30:00 PM","1:30:00 PM","Australian National Botanic Gardens",,"Yes",,,,,,,"Yes",,,
"1278","100+100 Shining the Light Exhibition 2: Canberra Architecture in the Making",,"Program Events","2013-05-03T00:00:00.000","2013-06-03T00:00:00.000",,,"100+100 Shining the Light, Walt & Mazz: a Centenary Pop-Up",,,,,,,,,,,,
"683","Genesis - The Rite of Spring and Corroboree","ANU School of Music, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-04T00:00:00.000","2013-05-04T00:00:00.000",,,"Indigenous Focus","Yes",,,,,,,,,,,
"637","Collector Village Pumpkin Festival","Collector, New South Wales, Australia","Program Events","2013-05-05T00:00:00.000","2013-05-05T00:00:00.000","10:00:00 AM","4:00:00 PM",,,"Yes",,,"Yes",,"Yes",,,,,
"634","The Coming Famine, an exhibition by Rosina Wainwright and Dianne Budd","CSIRO Discovery Centre, North-Science Road, Acton, Australian Capital Territory, Australia","Program Events","2013-05-07T00:00:00.000","2013-05-31T00:00:00.000",,,"Innovation and Discovery",,"Yes",,,,,"Yes",,,"Yes",,
"820","Afterimage",,"Program Events","2013-05-08T00:00:00.000","2013-05-19T00:00:00.000",,,,"Yes",,,"Yes",,,,,,,,
"873","Arthur Boyd: An active witness","Museum of Australian Democracy - Old Parliament House, King George Terrace, Parkes, Australian Capital Territory, Australia","Program Events","2013-05-08T00:00:00.000","2013-09-29T00:00:00.000",,,"Museum of Australian Democracy at Old Parliament House","Yes","Yes",,"Yes",,,,,,,,
"1612","Centenary Loop Route 100",,"Program Events","2013-05-08T00:00:00.000","2013-12-31T00:00:00.000",,,,,,"Yes",,"Yes",,"Yes",,"Yes",,"Yes",
"601","Terrain: Mapping Strathnairn","Strathnairn Homestead Gallery, Stockdill Drive, Holt, Australian Capital Territory, Australia","Program Events","2013-05-10T00:00:00.000","2013-05-26T00:00:00.000",,,,"Yes",,"Yes","Yes",,,,,,,,
"1050","Sculpture: Space and Place Symposium - Challenges and Controversies in Public Art","National Gallery of Australia, Parkes Place, Parkes, Australian Capital Territory, Australia","Program Events","2013-05-10T00:00:00.000","2013-05-10T00:00:00.000","6:00:00 PM","7:00:00 PM","Big Issues/Big Talk","Yes","Yes",,,,,,,,,,
"1547","Sculpture: Space and Place Symposium - Keynote Address","National Gallery of Australia, Parkes Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-10T00:00:00.000","2013-05-10T00:00:00.000","6:00:00 PM",,"Big Issues/Big Talk",,,,,,,,,,,,
"672","Canberra International Music Festival Kingston Foreshore 2013","Kingston, ACT, Australia","Program Events","2013-05-11T00:00:00.000","2013-05-11T00:00:00.000",,,"Canberra International Music Festival","Yes",,,,,,,,,,"Yes",
"819","Picturing the Past - Seeing Canberra's Stories","National Archives of Australia, Parkes, Australian Capital Territory, Australia","Program Events","2013-05-14T00:00:00.000","2013-05-14T00:00:00.000","7:00:00 PM","9:00:00 PM",,,,,,,,"Yes",,,,,
"1522","ACT Street and Place Names - How and Why","National Archives of Australia, Queen Victoria Terrace, Parkes, Australian Capital Territory, Australia","Program Events","2013-05-14T00:00:00.000","2013-05-14T00:00:00.000","5:00:00 PM","7:00:00 PM","Big Issues/Big Talk",,,,,,,,,,,,
"1358","Big Picture Seminar Series: Dr Alex Zelinsky, Chief Defence Scientist and Head of DSTO","7 London Circuit, Canberra, ACT, Australia","Program Events","2013-05-17T00:00:00.000","2013-05-17T00:00:00.000","11:30:00 AM","1:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,"Yes",,
"1298","SYLVIA CURLEY ORATION: Music in early Canberra","129 Narrabundah Lane, Symonston, ACT, Australia","Program Events","2013-05-19T00:00:00.000","2013-05-19T00:00:00.000","2:00:00 PM","4:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,"Yes",,,,,
"864","Digest Exhibition Opening","Canberra Glassworks, Wentworth Avenue, Kingston, Australian Capital Territory, Australia","Program Events","2013-05-22T00:00:00.000","2013-05-22T00:00:00.000",,,"100 Days of Glass","Yes","Yes",,,,,,,,,,
"1077","ANCA: PIN3","1 Rosevear Place, Dickson, ACT, Australia","Program Events","2013-05-22T00:00:00.000","2013-06-02T00:00:00.000",,,"Designing a Capital: Crafting a Nation","Yes",,,"Yes",,,,,,,,
"690","Designing a Capital: Crafting a nation - Inhabitat","Craft ACT Craft & Design Centre, London Circuit, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-23T00:00:00.000","2013-06-06T00:00:00.000",,,,"Yes",,,"Yes",,,,,,,,
"1632","A Centenary of Canberra Engineering: Official Book Launch","Mount Stromlo Observatory, Stromlo, Australian Capital Territory, Australia","Program Events","2013-05-23T00:00:00.000","2013-05-23T00:00:00.000","11:00:00 AM","1:30:00 PM",,,,"Yes",,,,,,"Yes","Yes","Yes",
"867","CCAS: Triangle exhibition, curated by Alexander Boynes","Canberra Contemporary Art Space, Braddon, Australian Capital Territory, Australia","Program Events","2013-05-24T00:00:00.000","2013-06-29T00:00:00.000",,,"Canberra Contemporary Art Space Centenary Program","Yes","Yes",,,,,,,,,,
"540","Kick Up Your Heels: Bobby Soxers v Rockabillys - The Big Band Bash","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-05-25T00:00:00.000","2013-05-25T00:00:00.000",,,"Kick Up Your Heels-100 years of social dancing , Sportenary",,,,,"Yes",,,,,,"Yes",
"705","Modern","New Acton, Edinburgh Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-25T00:00:00.000","2013-05-25T00:00:00.000",,,"Designing a Capital: Crafting a Nation","Yes",,,,,,,,,,,
"1097","Re-forestation: how to make a tree from a chair","Canberra Museum and Gallery, Australian Capital Territory, Australia","Program Events","2013-05-25T00:00:00.000","2013-06-23T00:00:00.000",,,"ACT Museums and Galleries , Designing a Capital: Crafting a Nation","Yes",,,"Yes",,,,,,,,
"1599","FIRST SEEN: How We Create Various Artists","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-26T00:00:00.000","2013-05-26T00:00:00.000","3:00:00 PM",,"FIRST SEEN: a public season of works-in-progress","Yes",,,,"Yes",,,,,,"Yes",
"1247","Fear No Art - APACA Performing Arts Conference","Canberra Theatre Centre, London Circuit, Australian Capital Territory, Australia","Program Events","2013-05-27T00:00:00.000","2013-05-29T00:00:00.000",,,"Fear No Art - APACA Performing Arts Conference","Yes",,,,,,,,,,,
"1600","FIRST SEEN: Drama Queen","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-27T00:00:00.000","2013-05-27T00:00:00.000","8:00:00 PM",,"FIRST SEEN: a public season of works-in-progress","Yes",,,,"Yes",,,,,,"Yes",
"563","The Major Minor Party","Canberra Theatre Centre, London Circuit, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-29T00:00:00.000","2013-06-01T00:00:00.000",,,"Collected Works: Australia 2013","Yes","Yes",,,,,"Yes",,,,,
"1246","Australian Theatre Forum 2013","Canberra Theatre Centre, London Circuit, Australian Capital Territory, Australia","Program Events","2013-05-29T00:00:00.000","2013-05-31T00:00:00.000",,,,,,,,,,,,,,,
"1601","FIRST SEEN: In Loco Parentis By Helen Machalias","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-29T00:00:00.000","2013-05-29T00:00:00.000","7:30:00 PM",,"FIRST SEEN: a public season of works-in-progress","Yes",,,,"Yes",,,,,,"Yes",
"1011","Political","21 Blaxland Crescent, Griffith ACT","Program Events","2013-05-30T00:00:00.000","2013-06-16T00:00:00.000",,,"M16 Artspace 2013 Exhibition Program","Yes",,,"Yes",,,,,,,,
"1045","Fred Ward: A Life in Design","Gallery of Australian Design, Parkes Place, Parkes, Australian Capital Territory, Australia","Program Events","2013-05-30T00:00:00.000","2013-07-27T00:00:00.000",,,,,,,,,,,,,,,
"1317","One River Local Project: Mitchell","Mitchell","Program Events","2013-05-30T00:00:00.000","2013-05-30T00:00:00.000",,,"One River",,,,,,,"Yes",,,,"Yes",
"1075","Science at the Shine Dome - Power to the People, the science behind the debate","Shine Dome, Gordon Street, Australian Capital Territory, Australia","Program Events","2013-05-31T00:00:00.000","2013-05-31T00:00:00.000","8:30:00 AM","5:00:00 PM","Innovation and Discovery",,"Yes",,,,,,,,"Yes",,
"1442","UC National Security Lectures - His Excellency Nadjib Riphat Kesoema, the Ambassador to Australia from the Republic of Indonesia","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-05-31T00:00:00.000","2013-05-31T00:00:00.000","12:30:00 PM","2:00:00 PM",,,,,,,,,,,,,
"1602","FIRST SEEN: A Shameless and Scandalous Boy by David Atfield","The Street Theatre, Childers Street, Canberra, Australian Capital Territory, Australia","Program Events","2013-05-31T00:00:00.000","2013-05-31T00:00:00.000","7:30:00 PM",,"FIRST SEEN: a public season of works-in-progress","Yes",,,,"Yes",,,,,,"Yes",
