"timestamp","value","asset_uid","user_segment","access_type","asset_name","asset_type"
"2021-10-15T17:00:00.000","2","whzd-dgis","anonymous","story view","City of Mesa Performance Dashboard","story"
"2020-02-26T22:00:00.000","5","qgjs-smpu","anonymous","API read","resource_links","dataset"
"2021-10-15T17:00:00.000","46","vdg8-dx96","community_user","API read","City Expenditures","dataset"
"2021-10-15T17:00:00.000","9","2gkz-7z4f","anonymous","API read","Building Permits","dataset"
"2021-10-15T17:00:00.000","2","ex94-c5ad","anonymous","API read","Police Computer Aided Dispatch Events","dataset"
"2021-02-13T06:00:00.000","1","5k3q-bdsx","anonymous","API read","data_links","dataset"
"2021-02-13T06:00:00.000","1","ft7x-3xmw","anonymous","API read","featured_links","dataset"
"2021-10-15T17:00:00.000","2","39rt-2rfj","anonymous","primer page view","Police Incidents","dataset"
"2021-10-15T17:00:00.000","1","hgf6-yenu","anonymous","primer page view","Code Enforcement","dataset"
"2021-10-15T17:00:00.000","1","5r2f-y2xv","anonymous","story view","Mesa COVID-19 Data Tracking","story"
"2021-10-15T17:00:00.000","2","xciu-kyaq","anonymous","API read","Daily Summarized COVID-19 Totals","filter"
"2021-10-15T17:00:00.000","4","wfmq-6c7c","anonymous","primer page view","Police Employee Demographics & Community Profile Summary","dataset"
"2021-10-15T17:00:00.000","1","qufy-tzv6","anonymous","primer page view","Fire and Medical Opioid Overdose Incidents","dataset"
"2021-10-15T17:00:00.000","1","rzri-yivn","anonymous","story view","MesaCares","story"
"2021-10-15T17:00:00.000","1","qufy-tzv6","anonymous","download","Fire and Medical Opioid Overdose Incidents","dataset"
"2021-10-15T17:00:00.000","1","39rt-2rfj","anonymous","download","Police Incidents","dataset"
"2021-10-15T17:00:00.000","1","i42a-xdid","anonymous","story view","Mesa CARES - Feeding Mesa","story"
"2021-10-15T17:00:00.000","1","skjs-4trn","anonymous","measure page view","Transit - Fixed Route Total Ridership","measure"
"2021-10-15T17:00:00.000","1","nmjv-498y","anonymous","primer page view","Bus Ridership","dataset"
"2021-10-15T17:00:00.000","1","dzpk-hxfb","anonymous","primer page view","Building Permits","dataset"
"2021-10-15T17:00:00.000","1","bcxg-q9nz","community_user","API read","Daily COVID-19 Cases by Zip Code","dataset"
"2021-10-15T18:00:00.000","2","2gkz-7z4f","anonymous","API read","Building Permits","dataset"
"2021-10-15T18:00:00.000","5","39rt-2rfj","anonymous","primer page view","Police Incidents","dataset"
"2020-07-11T22:00:00.000","1","2gkz-7z4f","anonymous","grid view","Building Permits","dataset"
"2021-02-13T06:00:00.000","1","j3jr-9tih","anonymous","API read","cityscape_config","dataset"
"2021-02-13T06:00:00.000","1","r9mg-ty7m","anonymous","API read","top_description","dataset"
"2021-02-13T06:00:00.000","1","qgjs-smpu","anonymous","API read","resource_links","dataset"
"2020-02-26T22:00:00.000","5","r9mg-ty7m","anonymous","API read","top_description","dataset"
"2020-02-26T22:00:00.000","5","7fk8-skhg","anonymous","API read","quick_links","dataset"
"2021-10-15T18:00:00.000","1","xciu-kyaq","anonymous","API read","Daily Summarized COVID-19 Totals","filter"
"2020-08-30T12:00:00.000","1","uztb-6xgf","anonymous","primer page view","Energy Resources Gas Emergency Response (PUBLIC)","filter"
"2020-05-05T22:00:00.000","1","7fk8-skhg","anonymous","API read","quick_links","dataset"
"2020-05-05T22:00:00.000","1","qgjs-smpu","anonymous","API read","resource_links","dataset"
"2020-05-04T12:00:00.000","1","ft7x-3xmw","anonymous","API read","featured_links","dataset"
"2020-02-26T22:00:00.000","5","5k3q-bdsx","anonymous","API read","data_links","dataset"
"2021-02-13T06:00:00.000","1","7fk8-skhg","anonymous","API read","quick_links","dataset"
"2020-02-05T00:00:00.000","1","ears-rpf9","anonymous","API read","Code Violations","dataset"
"2020-02-03T17:00:00.000","2","ft7x-3xmw","anonymous","API read","featured_links","dataset"
"2020-02-02T12:00:00.000","0","qj9w-7k2i","anonymous","API read","Debt Service",
"2020-02-02T07:00:00.000","2","ft7x-3xmw","anonymous","API read","featured_links","dataset"
"2020-02-02T02:00:00.000","0","nmjv-498y","anonymous","API read","Bus Ridership","dataset"
"2020-02-01T14:00:00.000","0","8tqq-spw7","anonymous","API read","Bicycle Facilities","dataset"
"2020-02-01T14:00:00.000","2","j3jr-9tih","anonymous","API read","cityscape_config","dataset"
"2020-02-01T14:00:00.000","2","7fk8-skhg","anonymous","API read","quick_links","dataset"
"2021-10-15T18:00:00.000","1","5r2f-y2xv","anonymous","story view","Mesa COVID-19 Data Tracking","story"
"2021-02-13T06:00:00.000","1","39rt-2rfj","anonymous","primer page view","Police Incidents","dataset"
"2021-02-13T06:00:00.000","0","29q3-4ewh","anonymous","primer page view","Open Budget Expenses","dataset"
"2021-02-13T06:00:00.000","0","vsp3-2eiw","anonymous","grid view","DowntownMesa","map"
"2021-03-10T15:00:00.000","2","39rt-2rfj","anonymous","grid view","Police Incidents","dataset"
"2021-03-10T15:00:00.000","2","39rt-2rfj","anonymous","primer page view","Police Incidents","dataset"
"2021-03-10T15:00:00.000","0","3dgj-hfag","anonymous","story view","City Council Strategic Priorities","story"
"2021-02-13T06:00:00.000","2","ex94-c5ad","anonymous","primer page view","Police Computer Aided Dispatch Events","dataset"
"2021-02-13T06:00:00.000","1","7mp9-pett","anonymous","visualization canvas view","Police Dispatched (CAD) Events by Month","chart"
"2020-12-12T19:00:00.000","0","bcxg-q9nz","anonymous","primer page view","Daily COVID-19 Cases by Zip Code","dataset"
"2020-12-12T19:00:00.000","0","itsd-jdwy","anonymous","visualization canvas view","Fatal Accidents","map"
