"end_of_period","country","borrower_s_obligation"
"2011-06-30T00:00:00.000","Eritrea","488876961.90"
"2011-06-30T00:00:00.000","Ethiopia","2105072082.35"
"2011-06-30T00:00:00.000","Kenya","3447375992.31"
"2011-06-30T00:00:00.000","Somalia","454588269.34"
"2011-06-30T00:00:00.000","Sudan","1324363086.83"
