"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name_","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2015-07-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2021-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","0","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2013-05-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2013-01-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2013-03-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2013-06-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2011-08-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2017-05-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2018-05-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2012-04-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2014-06-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2019-05-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2020-03-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2012-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2020-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2014-12-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2015-03-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2018-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2017-08-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","2021-02-08T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2017-01-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2017-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2015-10-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2020-04-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NPL","Fully Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2014-11-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2012-07-31T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Repaid","5",,"P037421","KANSAI POWER","21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2018-06-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid","5",,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
"2017-11-30T00:00:00.000","IBRD00890","EAST ASIA AND PACIFIC","JP","Japan",,,,"NON POOL","Fully Repaid",,,"P037421",,"21500000","922428.77","0","20577571.23","7819798.23","0","0","0","12757773","12757773","0","0","1957-01-01T00:00:00.000","1973-07-01T00:00:00.000","1953-10-15T00:00:00.000","1953-10-15T00:00:00.000","1953-12-29T00:00:00.000","1958-04-30T00:00:00.000",
