"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IBRD81240","LATIN AMERICA AND CARIBBEAN","BR","Brazil","State of Ceará","BR","Brazil","FSL","Repaying","0.00",,"P121167","BR Ceara Rural Sustainb&Competitiveness","100000000.00","0.00","0.00","100000000.00","25975612.31","74024387.69","0.00","74024387.69","0.00","0.00","0.00","74024387.69","2017-06-15T00:00:00.000","2036-12-15T00:00:00.000","2012-10-03T00:00:00.000","2012-04-05T00:00:00.000","2012-12-06T00:00:00.000","2019-04-30T00:00:00.000","2019-10-30T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81370","MIDDLE EAST AND NORTH AFRICA","LB","Lebanon","MINISTRY OF FINANCE","LB","Lebanon","FSL","Fully Disbursed","0.00",,"P050529","LB - Cultural Heritage and Urban Dev.","27000000.00","375235.98","0.00","26624764.02","0.00","26624764.02","0.00","26624764.02","0.00","0.00","0.00","26624764.02","2023-07-15T00:00:00.000","2023-07-15T00:00:00.000","2012-08-09T00:00:00.000","2012-04-12T00:00:00.000","2014-08-04T00:00:00.000","2016-12-31T00:00:00.000","2017-06-21T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81410","EUROPE AND CENTRAL ASIA","AL","Albania","Ministry of Finance and Economy","AL","Albania","FSL","Repaying","0.00",,"P122233","Social Assistance Modernization Project","50000000.00","1021330.24","0.00","43889205.73","6104474.34","37784731.39","-5101129.42","32683601.97","0.00","0.00","0.00","37784731.39","2019-09-15T00:00:00.000","2040-03-15T00:00:00.000","2012-06-06T00:00:00.000","2012-04-03T00:00:00.000","2012-10-31T00:00:00.000","2018-12-31T00:00:00.000","2019-05-06T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81520","EAST ASIA AND PACIFIC","CN","China","MINISTRY OF FINANCE","CN","China","FSL","Repaying","0.00",,"P119071","CN-Hubei Xiangyang Urban Transport","100000000.00","213798.43","0.00","99786201.57","17393840.59","82392360.98","0.00","82392360.98","0.00","0.00","0.00","82392360.98","2017-10-15T00:00:00.000","2037-04-15T00:00:00.000","2012-08-07T00:00:00.000","2012-04-26T00:00:00.000","2012-11-27T00:00:00.000","2019-07-31T00:00:00.000","2020-01-21T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81530","EAST ASIA AND PACIFIC","CN","China","MINISTRY OF FINANCE","CN","China","FSL","Repaying","0.00",,"P114138","CN - Water Conservation  II","80000000.00","3272702.02","0.00","76727297.98","15335194.30","61392103.68","0.00","61392103.68","0.00","0.00","0.00","61392103.68","2017-10-15T00:00:00.000","2042-04-15T00:00:00.000","2012-08-13T00:00:00.000","2012-05-10T00:00:00.000","2012-10-17T00:00:00.000","2017-06-30T00:00:00.000","2017-11-15T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81540","SOUTH ASIA","PK","Pakistan","MINISTRY OF ECONOMIC AFFAIRS","PK","Pakistan","FSL","Repaying","0.00",,"P120589","PK: Natural Gas Efficiency Project","100000000.00","99750000.00","0.00","250000.00","39125.00","210875.00","0.00","210875.00","0.00","0.00","0.00","210875.00","2020-07-15T00:00:00.000","2036-01-15T00:00:00.000","2012-06-05T00:00:00.000","2012-04-26T00:00:00.000","2012-10-31T00:00:00.000","2016-05-31T00:00:00.000","2012-10-31T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81550","LATIN AMERICA AND CARIBBEAN","BR","Brazil","State of Rio Grande Do Sul","BR","Brazil","FSL","Repaying","0.00",,"P120830","BR Rio Grande do Sul SWAp (SIL)","480000000.00","4392700.51","0.00","475607299.49","5421415.94","470185883.55","0.00","470185883.55","0.00","0.00","0.00","470185883.55","2016-05-15T00:00:00.000","2041-11-15T00:00:00.000","2012-09-11T00:00:00.000","2012-05-01T00:00:00.000","2012-10-01T00:00:00.000","2019-05-31T00:00:00.000","2020-01-29T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81560","EUROPE AND CENTRAL ASIA","KZ","Kazakhstan","Ministry of Finance","KZ","Kazakhstan","FSL","Disbursing&Repaying","0.00",,"P128050","EAST-WEST ROADS","1068000000.00","0.00","307079195.01","760920804.99","226877131.22","534043673.77","0.00","534043673.77","0.00","0.00","0.00","841122868.78","2017-08-15T00:00:00.000","2031-02-15T00:00:00.000","2012-10-10T00:00:00.000","2012-05-01T00:00:00.000","2013-06-14T00:00:00.000","2023-12-31T00:00:00.000","2022-07-20T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81570","EAST ASIA AND PACIFIC","CN","China","MINISTRY OF FINANCE","CN","China","FSL","Repaying","0.00",,"P118597","CN - Integrated Eco. Dev of Small Towns","50000000.00","1165883.86","0.00","48834116.14","11819316.53","37014799.61","0.00","37014799.61","0.00","0.00","0.00","37014799.61","2017-06-15T00:00:00.000","2036-12-15T00:00:00.000","2012-08-07T00:00:00.000","2012-05-24T00:00:00.000","2012-11-05T00:00:00.000","2018-12-31T00:00:00.000","2019-06-21T00:00:00.000"
"2022-07-31T00:00:00.000","IBRD81580","EUROPE AND CENTRAL ASIA","MK","North Macedonia","Ministry of Finance - North Macedonia","MK","North Macedonia","FSL","Repaying","0.00",,"P096481","MUNICIPAL DEVELOPMENT","50000000.00","1624731.18","0.00","41974623.05","14412036.33","27562586.72","-3452812.43","24109774.29","0.00","0.00","0.00","27562586.72","2017-08-15T00:00:00.000","2030-02-15T00:00:00.000","2012-06-07T00:00:00.000","2012-05-10T00:00:00.000","2012-07-10T00:00:00.000","2020-09-30T00:00:00.000","2020-11-27T00:00:00.000"
