"project_id","project_name","region","country_code","country_name","approval_fy","sector_board","agreement_type","lending_project_cost","net_commitment","exit_fy","lending_instrument_type","lending_instrument","product_line_code","product_line","ieg_evalfy","ieg_evaltype","err_at_appraisal","err_at_completion","ieg_outcome","ieg_rdo","disc_ieg_idimpact","ieg_bankqualityatentry","ieg_bankqualityofsupervision","ieg_overallbankperf","disc_ieg_borrprep","ieg_borrimplementation","ieg_borrcompliance","ieg_overallborrperf","ieg_icrquality","disc_ieg_sustainability","ieg_mequality","ieg_sourcedocumenturl"
"P002735","FORESTRY II","AFR","TZ","Tanzania","1982","Agriculture and Rural Development","IDA",,"12000000.00","1991","IPF","SIL","PE","IBRD/IDA","1992","PCR","30","33","Satisfactory",,"SUBSTANTIAL","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1992/03/31/000009265_3960925100419/Rendered/PDF/multi_page.pdf"
"P002736","TELEC.I","AFR","TZ","Tanzania","1982","Global Information/Communications Technology","IDA",,"27000000.00","1987","IPF","SIM","PE","IBRD/IDA","1990","PCR",,,"Satisfactory",,"SUBSTANTIAL","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/05/17/000009265_3960925060839/Rendered/PDF/multi_page.pdf"
"P002737","PETROL II","AFR","TZ","Tanzania","1982","Energy and Mining","IDA",,"20000000.00","1984","IPF","SIL","PE","IBRD/IDA","1991","PCR",,,"Satisfactory",,"MODEST","NOT RATED","UNSATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","SATISFACTORY","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1999/07/27/000009265_3960925042456/Rendered/PDF/multi_page.pdf"
"P002737","PETROL II","AFR","TZ","Tanzania","1982","Energy and Mining","IDA",,"20000000.00","1984","IPF","SIL","PE","IBRD/IDA","1996","PAR",,,"Moderately Satisfactory",,"NEGLIGIBLE","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,
"P002739","TECH.ASST.III","AFR","TZ","Tanzania","1982","Agriculture and Rural Development","IDA",,"12000000.00","1987","IPF","TAL","PE","IBRD/IDA","1990","PCR",,,"Satisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/01/12/000009265_3960925125947/Rendered/PDF/multi_page.pdf"
"P002740","COAL ENG.CREDIT","AFR","TZ","Tanzania","1983","Energy and Mining","IDA",,"6300000.00","1990","IPF","TAL","PE","IBRD/IDA","1992","PCR",,,"Satisfactory",,"SUBSTANTIAL","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","HIGHLY UNSATISFACTORY","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1991/12/06/000009265_3960925173855/Rendered/PDF/multi_page.pdf"
"P002740","COAL ENG.CREDIT","AFR","TZ","Tanzania","1983","Energy and Mining","IDA",,"6300000.00","1990","IPF","TAL","PE","IBRD/IDA","1996","PAR",,,"Unsatisfactory",,"MODEST","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNLIKELY",,
"P002741","MUFINDI PULP&PAPER","AFR","TZ","Tanzania","1983","Energy and Mining","IDA",,"18000000.00","1992","IPF","SIL","PE","IBRD/IDA","1993","PAR","5","-5","Unsatisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,
"P002742","DAR SEWERAGE","AFR","TZ","Tanzania","1983","Water","IDA",,"22500000.00","1989","IPF","SIL","PE","IBRD/IDA","1991","PCR","6.2","-5","Unsatisfactory",,"NOT RATED","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1991/06/28/000009265_3960925105237/Rendered/PDF/multi_page.pdf"
"P002743","POWER IV","AFR","TZ","Tanzania","1984","Energy and Mining","IDA",,"35000000.00","1992","IPF","SIL","PE","IBRD/IDA","1994","PCR","10.1","12.4","Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","NOT RATED","SATISFACTORY","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1993/11/29/000009265_3960925143754/Rendered/PDF/multi_page.pdf"
"P002743","POWER IV","AFR","TZ","Tanzania","1984","Energy and Mining","IDA",,"35000000.00","1992","IPF","SIL","PE","IBRD/IDA","1995","PAR","10.1","30","Moderately Satisfactory",,"MODEST","SATISFACTORY","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,
"P002744","PETRO.SECTOR.T.A","AFR","TZ","Tanzania","1985","Energy and Mining","IDA",,"8000000.00","1993","IPF","TAL","PE","IBRD/IDA","1994","PCR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","NOT RATED","UNSATISFACTORY","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1993/12/27/000009265_3960925225858/Rendered/PDF/multi_page.pdf"
"P002744","PETRO.SECTOR.T.A","AFR","TZ","Tanzania","1985","Energy and Mining","IDA",,"8000000.00","1993","IPF","TAL","PE","IBRD/IDA","1996","PAR",,,"Moderately Satisfactory",,"NEGLIGIBLE","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,
"P002745","PORTS REHAB.","AFR","TZ","Tanzania","1985","Transport","IDA",,"26801574.04","1993","IPF","SIL","PE","IBRD/IDA","1995","PCR","33","23","Moderately Satisfactory",,"NEGLIGIBLE","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNSATISFACTORY","SATISFACTORY","NOT RATED","SATISFACTORY","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1994/12/09/000009265_3961007205545/Rendered/PDF/multi_page.pdf"
"P002745","PORTS REHAB.","AFR","TZ","Tanzania","1985","Transport","IDA",,"26801574.04","1993","IPF","SIL","PE","IBRD/IDA","1999","PAR","33","23","Satisfactory",,"SUBSTANTIAL","UNSATISFACTORY","HIGHLY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","LIKELY",,
"P002746","TAS IV","AFR","TZ","Tanzania","1985","Agriculture and Rural Development","IDA",,"10000000.00","1989","IPF","TAL","PE","IBRD/IDA","1992","PCR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1991/10/04/000009265_3960925204427/Rendered/PDF/multi_page.pdf"
"P002747","AGR.EXPORTS REH. I","AFR","TZ","Tanzania","1988","Agriculture and Rural Development","IDA",,"30000000.00","1996","IPF","SIM","PE","IBRD/IDA","1997","EVM",,,"Unsatisfactory",,"NEGLIGIBLE","NOT RATED","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNLIKELY",,
"P002748","ROADS REHAB.","AFR","TZ","Tanzania","1986","Transport","IDA",,"50000000.00","1994","IPF","SIM","PE","IBRD/IDA","1996","EVM","61","34","Satisfactory",,"MODEST","SATISFACTORY","SATISFACTORY","NOT RATED","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","UNSATISFACTORY","UNCERTAIN",,
"P002748","ROADS REHAB.","AFR","TZ","Tanzania","1986","Transport","IDA",,"50000000.00","1994","IPF","SIM","PE","IBRD/IDA","1999","PAR","39","41","Moderately Satisfactory",,"MODEST","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","UNCERTAIN",,
"P002749","NAT.AGRIC & LIVESTOC","AFE","TZ","Tanzania","1989","Agriculture and Rural Development","IDA","25300000.00","8300000.00","1998","IPF","SIL","PE","IBRD/IDA","1999","ES",,,"Moderately Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","EXEMPLARY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D8525676E00764BD9?OpenDocument"
"P002750","IND.&TRADE ADJUS.CR.","AFR","TZ","Tanzania","1989","Energy and Mining","IDA",,"135000000.00","1994","DPF","SAD","PE","IBRD/IDA","1993","PAR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","LIKELY",,
"P002753","TZ-Nat Ext Phase 2 SIL (FY97)","AFE","TZ","Tanzania","1997","Agriculture and Rural Development","IDA","31100000.00","31100000.00","2004","IPF","SIL","PE","IBRD/IDA","2005","ES","25","0.14","Moderately Satisfactory",,"SUBSTANTIAL","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256EBD00438E7B?OpenDocument"
"P002753","TZ-Nat Ext Phase 2 SIL (FY97)","AFE","TZ","Tanzania","1997","Agriculture and Rural Development","IDA","31100000.00","31100000.00","2004","IPF","SIL","PE","IBRD/IDA","2007","PAR",,,"Unsatisfactory","HIGH",,"UNSATISFACTORY","NOT RATED","UNSATISFACTORY",,"NOT RATED","UNSATISFACTORY","UNSATISFACTORY","NOT RATED",,,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/BC5A432C5B47EE6585257316007AC323/$FILE/ppar_40109.pdf"
"P002756","TZ-POWER VI","AFE","TZ","Tanzania","1993","Energy and Mining","IDA","340500000.00","200000000.00","2001","IPF","SIL","PE","IBRD/IDA","2004","ES","15","10.7","Unsatisfactory",,"MODEST","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNLIKELY",,
"P002757","TZ RAILWAYS RESTRUCTURI","AFE","TZ","Tanzania","1991","Transport","IDA","213200000.00","64744969.00","2003","IPF","SIL","PE","IBRD/IDA","2004","ES","18","14","Unsatisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNLIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256D56007594D8?OpenDocument"
"P002757","TZ RAILWAYS RESTRUCTURI","AFE","TZ","Tanzania","1991","Transport","IDA","213200000.00","64744969.00","2003","IPF","SIL","PE","IBRD/IDA","2005","PAR","18","10","Unsatisfactory",,"SUBSTANTIAL","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","NON-EVALUABLE",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/ADD913E8925BABA58525706F006E9C60/$FILE/ppar_32659.pdf"
"P002758","TZ - Urban Sector Rehabilitation","AFE","TZ","Tanzania","1996","Urban Development","IDA","105000000.00","105000000.00","2005","IPF","SIL","PE","IBRD/IDA","2006","ES","16.2","25","Highly Satisfactory",,"SUBSTANTIAL","SATISFACTORY","HIGHLY SATISFACTORY","SATISFACTORY",,"HIGHLY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E006860378525701A005C596A?OpenDocument"
"P002758","TZ - Urban Sector Rehabilitation","AFE","TZ","Tanzania","1996","Urban Development","IDA","105000000.00","105000000.00","2005","IPF","SIL","PE","IBRD/IDA","2008","PAR",,,"Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED",,"MODEST","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/07/23/000333037_20080723235824/Rendered/PDF/437360PPAR0P001slcosed0July02202008.pdf"
"P002760","MULTI-SEC.RH I","AFR","TZ","Tanzania","1987","Private Sector Development","IDA",,"50000000.00","1990","DPF","SAD","PE","IBRD/IDA","1992","PAR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002762","POWER REHAB./ENERGY","AFR","TZ","Tanzania","1986","Energy and Mining","IDA",,"40000000.00","1992","IPF","SIM","PE","IBRD/IDA","1994","PCR","12",,"Satisfactory",,"NEGLIGIBLE","NOT RATED","SATISFACTORY","NOT RATED","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","NOT RATED","SATISFACTORY","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1993/11/29/000009265_3960925235636/Rendered/PDF/multi_page.pdf"
"P002762","POWER REHAB./ENERGY","AFR","TZ","Tanzania","1986","Energy and Mining","IDA",,"40000000.00","1992","IPF","SIM","PE","IBRD/IDA","1995","PAR","12",,"Moderately Satisfactory",,"MODEST","SATISFACTORY","SATISFACTORY","NOT RATED","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,
"P002764","TELEC.II","AFR","TZ","Tanzania","1987","Global Information/Communications Technology","IDA",,"22958227.68","1993","IPF","SIL","PE","IBRD/IDA","1994","PCR",,,"Unsatisfactory",,"MODEST","NOT RATED","UNSATISFACTORY","NOT RATED","SATISFACTORY","UNSATISFACTORY","HIGHLY UNSATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1993/11/02/000009265_3960926073041/Rendered/PDF/multi_page.pdf"
"P002770","TZ-Roads 2 (FY94)","AFE","TZ","Tanzania","1994","Transport","IDA","582400000.00","106667976.50","2007","IPF","SIL","PE","IBRD/IDA","2008","ES","24",,"Moderately Unsatisfactory","MODERATE",,"UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"NEGLIGIBLE",
"P002770","TZ-Roads 2 (FY94)","AFE","TZ","Tanzania","1994","Transport","IDA","582400000.00","106667976.50","2007","IPF","SIL","PE","IBRD/IDA","2011","PAR",,,"Unsatisfactory","SIGNIFICANT",,"UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","NOT RATED",,"NEGLIGIBLE",
"P002772","AGRIC. EXT.","AFR","TZ","Tanzania","1989","Agriculture and Rural Development","IDA",,"18400000.00","1997","IPF","SIL","PE","IBRD/IDA","1998","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D8525661F0069100C?OpenDocument"
"P002774","HEALTH & NUTRITION","AFE","TZ","Tanzania","1990","Health, Nutrition and Population","IDA","70000000.00","47600000.00","1999","IPF","SIL","PE","IBRD/IDA","2000","ES",,,"Satisfactory",,"SUBSTANTIAL","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","UNCERTAIN",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D852568BE005EE4A6?OpenDocument"
"P002776","AGRIC. ADJUSTMENT CR","AFR","TZ","Tanzania","1990","Agriculture and Rural Development","IDA",,"200000000.00","1994","DPF","SAD","PE","IBRD/IDA","1995","PCR",,,"Highly Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","HIGHLY SATISFACTORY","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1994/12/01/000009265_3961007185545/Rendered/PDF/multi_page.pdf"
"P002779","TREE CROPS","AFR","TZ","Tanzania","1989","Agriculture and Rural Development","IDA",,"25100000.00","1996","IPF","SIL","PE","IBRD/IDA","1998","EVM",,,"Moderately Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,
"P002779","TREE CROPS","AFR","TZ","Tanzania","1989","Agriculture and Rural Development","IDA",,"25100000.00","1996","IPF","SIL","PE","IBRD/IDA","1998","PAR",,,"Moderately Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","LIKELY",,
"P002780","TELECOM III","AFE","TZ","Tanzania","1993","Global Information/Communications Technology","IDA","189750000.00","74450000.00","2001","IPF","SIL","PE","IBRD/IDA","2002","ES","52","36","Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256A6300463A1B?OpenDocument"
"P002783","ROADS I","AFE","TZ","Tanzania","1990","Transport","IDA","871100000.00","180400000.00","1999","IPF","SIL","PE","IBRD/IDA","2000","ES","24","29","Highly Unsatisfactory",,"MODEST","HIGHLY UNSATISFACTORY","HIGHLY UNSATISFACTORY","HIGHLY UNSATISFACTORY","UNSATISFACTORY","HIGHLY UNSATISFACTORY","HIGHLY UNSATISFACTORY","HIGHLY UNSATISFACTORY","SATISFACTORY","UNLIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852568F300054375?OpenDocument"
"P002784","PORTS MODERNIZATION","AFE","TZ","Tanzania","1990","Transport","IDA","122300000.00","37000000.00","2000","IPF","TAL","PE","IBRD/IDA","2001","ES","20","13.3","Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256A0D005DF7B9?OpenDocument"
"P002784","PORTS MODERNIZATION","AFE","TZ","Tanzania","1990","Transport","IDA","122300000.00","37000000.00","2000","IPF","TAL","PE","IBRD/IDA","2005","PAR","20",,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/ADD913E8925BABA58525706F006E9C60/$FILE/ppar_32659.pdf"
"P002785","FOREST RESOURCES MAN","AFE","TZ","Tanzania","1992","Agriculture and Rural Development","IDA","20900000.00","18300000.00","1999","IPF","SIL","PE","IBRD/IDA","2000","ES","12","12","Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D85256846007BDA8D?OpenDocument"
"P002786","PETROLEUM SECTOR REHABILITATION PROJECT","AFE","TZ","Tanzania","1991","Energy and Mining","IDA","74000000.00","44000000.00","2001","IPF","SIL","PE","IBRD/IDA","2002","ES","26.8","10","Moderately Satisfactory",,"MODEST","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,
"P002788","PRIV. PUB. SECT. MGT","AFE","TZ","Tanzania","1993","Financial and Private Sector Development","IDA","41900000.00","34900000.00","2001","IPF","TAL","PE","IBRD/IDA","2002","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","HIGHLY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256AD3004C890A?OpenDocument"
"P002789","TZ-Human Res Dev 1 (FY98)","AFE","TZ","Tanzania","1998","Education","IDA","24000000.00","20900000.00","2006","IPF","SIM","PE","IBRD/IDA","2007","ES","26",,"Satisfactory",,"SUBSTANTIAL","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","LIKELY",,
"P002789","TZ-Human Res Dev 1 (FY98)","AFE","TZ","Tanzania","1998","Education","IDA","24000000.00","20900000.00","2006","IPF","SIM","PE","IBRD/IDA","2010","PAR",,,"Satisfactory","NEGLIGIBLE TO LOW",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED",,,
"P002790","EDUC PLANNING & REHA","AFE","TZ","Tanzania","1990","Education","IDA","67500000.00","30653478.00","1998","IPF","SIM","PE","IBRD/IDA","1999","ES",,,"Moderately Satisfactory",,"MODEST","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D852566490047B049?OpenDocument"
"P002797","TZ-Songo Gas Dev & Power Gen (FY02)","AFE","TZ","Tanzania","2002","Energy and Mining","IDA","296000000.00","156529254.35","2011","IPF","SIL","PE","IBRD/IDA","2013","ES","26","35","Moderately Satisfactory","NEGLIGIBLE TO LOW",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"SUBSTANTIAL","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E006860378525791A0073AEFB?OpenDocument"
"P002801","ASMP","AFE","TZ","Tanzania","1994","Agriculture and Rural Development","IDA","27200000.00","21642660.37","2001","IPF","SIL","PE","IBRD/IDA","2002","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT AVAILABLE","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256B28005E0FEF?OpenDocument"
"P002801","ASMP","AFE","TZ","Tanzania","1994","Agriculture and Rural Development","IDA","27200000.00","21642660.37","2001","IPF","SIL","PE","IBRD/IDA","2007","PAR",,,"Moderately Satisfactory","NEGLIGIBLE TO LOW",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"NOT RATED","SATISFACTORY","SATISFACTORY","NOT RATED",,,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/BC5A432C5B47EE6585257316007AC323/$FILE/ppar_40109.pdf"
"P002804","TZ-Agricultural Research SIL (FY98)","AFE","TZ","Tanzania","1998","Agriculture and Rural Development","IDA","46100000.00","21800000.00","2004","IPF","SIL","PE","IBRD/IDA","2005","ES","21","21","Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256F7900494BEB?OpenDocument"
"P002804","TZ-Agricultural Research SIL (FY98)","AFE","TZ","Tanzania","1998","Agriculture and Rural Development","IDA","46100000.00","21800000.00","2004","IPF","SIL","PE","IBRD/IDA","2007","PAR",,,"Moderately Unsatisfactory","HIGH",,"SATISFACTORY","SATISFACTORY","MODERATELY UNSATISFACTORY",,"NOT RATED","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","NOT RATED",,,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/BC5A432C5B47EE6585257316007AC323/$FILE/ppar_40109.pdf"
"P002808","URBAN SECTOR ENG.","AFE","TZ","Tanzania","1992","Urban Development","IDA","15500000.00","11200000.00","1997","IPF","TAL","PE","IBRD/IDA","1999","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525679B0071774D852566270058CD73?OpenDocument"
"P002809","FIN SECTOR","AFE","TZ","Tanzania","1992","Financial and Private Sector Development","IDA","210900000.00","200000000.00","1995","DPF","SAD","PE","IBRD/IDA","1996","PCR",,,"Unsatisfactory",,"NEGLIGIBLE","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","NOT RATED","HIGHLY SATISFACTORY","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1995/07/03/000009265_3961029215244/Rendered/PDF/multi_page.pdf"
"P002809","FIN SECTOR","AFE","TZ","Tanzania","1992","Financial and Private Sector Development","IDA","210900000.00","200000000.00","1995","DPF","SAD","PE","IBRD/IDA","1997","PAR",,,"Unsatisfactory",,"NEGLIGIBLE","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","UNLIKELY",,
"P002811","ENGINEERING CREDIT","AFE","TZ","Tanzania","1992","Energy and Mining","IDA","11600000.00","10000000.00","1996","IPF","TAL","PE","IBRD/IDA","1998","EVM",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,
