"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P122219","Integrated Land Administration System Project","Non-consulting Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1711123","DEVELOPMENT AND UPGRADE OF ONE-STOP-SHOP (OSS) OF REAL PROPERTY REGISTRATION AND CADASTRE JOINT INFORMATION SYSTEM (JIS)","2021-11-15T00:00:00.000","ERICSSON NIKOLA TESLA D.D.","Republic of Croatia","HR","466502.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Least Cost Selection","Public Administration","1710818","Consulting Services of Annual Financial Audit of Justice for Business (J4B) Project
Contract No: JUST-B/5.9/CS/OP-1/2020/019","2022-06-20T00:00:00.000","BDO CROATIA D.O.O.","Republic of Croatia","HR","55870.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Direct Selection","Public Administration","1710732","Contract for Production of project-technical documentation and Designer's supervision for Municipal Court Kutina building
Contract No: JUST-B/4.3/CS/NP-3/2020/016","2022-02-15T00:00:00.000","TENZOR D.O.O.","Republic of Croatia","HR","49664.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Direct Selection","Public Administration","1710727","Contract for consulting services of Translator / Interpretor in PIU
Contract No: JUST-B/5.7/CS/OP-1/2020/009","2021-11-29T00:00:00.000","OBRT C.A. GALERIJA","Republic of Croatia","HR","21015.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Direct Selection","Public Administration","1710721","Consultancy Services of the Probe and Control Structural Calculations (Study) of the Existing Weight-Bearing Construction to Determine the Level of Earthquake Resistance of the Zagreb MCC building","2022-05-31T00:00:00.000","HRVATSKI CENTAR ZA POTRESNO INŽENJERSTVO, GRAĐEVINSKI FAKULTET, SVEUČILIŠTE U","Republic of Croatia","HR","31563.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Direct Selection","Public Administration","1710715","Contract for consulting services of Monitoring & Evaluation Specialist / Deputy Project Manager
Contract No: JUST-B/5.12/CS/OP-1/2020/010","2021-11-29T00:00:00.000","OBRT MARIO JOSIĆ","Republic of Croatia","HR","41419.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Consultant Qualification  Selection","Public Administration","1696524","Consulting Services of Construction Project Manager at the location of Justice Square in Zagreb and production of Republic of Croatia judiciary infrastrure standards, support to NRRP","2022-04-01T00:00:00.000","BIM PROJEKT D.O.O.","Republic of Croatia","HR","263206.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Individual Consultant Selection","Public Administration","1696296","Consulting Services of IT Expert for network
support to NRRP","2022-01-18T00:00:00.000","Individual Consultant","Republic of Croatia","HR","12652.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P122219","Integrated Land Administration System Project","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1692853","Ugovor za pru&#382;anje savjetni&#269;ke usluge stru&#269;nog nadzora nad izvo&#273;enjem radova rekonstrukcije za Sredi&#353;nju pismohranu zemlji&#353;nih knjiga Republike Hrvatske u Gospi&#263;u br. MOJPA/ILAS AF-A1.4/CQS/21/74","2022-03-16T00:00:00.000","EXSTRUCTA D.O.O.","Republic of Croatia","HR","90788.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P122219","Integrated Land Administration System Project","Civil Works","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1692844","Ugovor za izvr&#353;enje radova rekonstrukcije za Sredi&#353;nju pismohranu zemlji&#353;nih knjiga Republike Hrvatske, br. PDP-a MOJPA/ILAS AF-A1.5/NCB/21/72","2022-02-28T00:00:00.000","ELEKTRO-ENERGETIKA","Republic of Croatia","HR","4116274.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P173998","Earthquake Recovery and Public Health Preparedness Project","Consultant Services","Individual Consultant Selection","Health;Social Protection;Industry, Trade and Services","1687858","Contract no 011/22 with Mr. Dean Pa&#353;i&#269;ek through DEK-AGRAM craft for consulting, services and trade.","2022-01-17T00:00:00.000","Individual Consultant","Republic of Croatia","HR","73583.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Civil Works","Request for Bids","Public Administration","1678407","Adaptation Civil Works of 7th Floor and Increasing of Energy Efficiency for the Zagreb Municipal Civil Court Building - Phase I
Contract No: JUST-B/1.2/CW/OP-2/2020/005","2021-12-01T00:00:00.000","KREKIĆ AVANGARD D.O.O.","Republic of Croatia","HR","19782996.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Direct Selection","Public Administration","1678402","Consulting Services of Designer's supervision for Municipal Civil Court building in Zagreb - PHASE I
Contract No: JUST-B/1.4/CS/NP-4/2020/008","2021-12-01T00:00:00.000","ALFA INŽENJERING D.O.O.","Republic of Croatia","HR","106770.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Consultant Qualification  Selection","Public Administration","1678397","Consulting Services of Expert Construction Supervision for Municipal Civil Court building in Zagreb - PHASE I
Contract No: JUST-B/1.3/CS/OP-3/2020/007","2021-12-01T00:00:00.000","AD CON D.O.O.","Republic of Croatia","HR","332525.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P167247","Justice for Business Project","Consultant Services","Consultant Qualification  Selection","Public Administration","1678376","Consulting Services of Project Manager for Municipal Civil Court building in Zagreb - PHASE I
Contract No: JUST-B/1.1/CS/OP-1/2020/006","2021-12-01T00:00:00.000","ARCITEC IVŠIĆ D.O.O.","Republic of Croatia","HR","218040.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P155842","Modernization and restructuring of the road sector","Goods","Request for Quotations","Transportation","1675904","procurement of IT equipment for Ministry of the Sea, Transport and Infrastructure (MSTI) for Road Infrastructure Development Department","2021-11-22T00:00:00.000","COMBIS","Republic of Croatia","HR","41980.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P155842","Modernization and restructuring of the road sector","Consultant Services","Consultant Qualification  Selection","Transportation","1673487","Automation of 15 business processes using RPA technology (Robotic Process Automation technology) in HAC","2021-10-01T00:00:00.000","DELOITTE SAVJETODAVNE USLUGE","Republic of Croatia","HR","168730.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Croatia","HR","P155842","Modernization and restructuring of the road sector","Consultant Services","Consultant Qualification  Selection","Transportation","1670527","Analysis of the social cost of traffic accidents and the unit social cost of traffic accidents with fatalities or seriously injured persons, for the period 2016-2020","2021-09-01T00:00:00.000","ERNST & YOUNG SAVJETOVANJE","Kingdom of Spain","ES","11818.0"
"2022-09-12T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Croatia","HR","P122219","Integrated Land Administration System Project","Non-consulting Services","Request for Bids","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1659331","SGA-Services of scanning operators (Services)","2019-06-12T00:00:00.000","CENTAR ZA POSAO","Republic of Croatia","HR","841102.0"
