"date_disclosed","project_name","document_type","project_number","project_url","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_approval_date","ifc_signed_date","ifc_invested_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2019-09-16T00:00:00.000","ACT II Wind","Summary of Investment Information (AIP Policy 2012)","42613","https://disclosures.ifc.org/project-detail/SII/42613/act-ii-wind","Loan","ACT2 DIN WIND (PRIVATE) LIMITED","Pakistan","PAK","Infrastructure","B","Regional Industry INF MCT","Active","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","2019-11-13T00:00:00.000","2021-05-06T00:00:00.000",,,"12.81",,"12.81","PK","2022-08-30T03:05:00.000"
"2013-09-20T00:00:00.000","ACWA Equity","Summary of Investment Information (AIP Policy 2012)","33736","https://disclosures.ifc.org/project-detail/SII/33736/acwa-equity","Equity","INTERNATIONAL COMPANY FOR WATER AND POWER PROJECTS","MENA Region","EMN","Infrastructure","A","Regional Industry INF MCT","Completed","2013-11-21T00:00:00.000","2013-12-05T00:00:00.000","2014-06-11T00:00:00.000","2014-08-29T00:00:00.000",,,,"99.99","99.99","MNA","2022-08-30T03:05:00.000"
"2014-07-07T00:00:00.000","ACWA Kirikkale","Summary of Investment Information (AIP Policy 2012)","35395","https://disclosures.ifc.org/project-detail/SII/35395/acwa-kirikkale","Loan","ACWA GUC ELEKTRIK ISLETME VE YONETIM SANAYI VE TICARET ANONIM SIRKETI","Türkiye",,"Infrastructure","A","Regional Industry INF MCT","Active","2014-09-11T00:00:00.000","2014-11-11T00:00:00.000","2012-12-28T00:00:00.000","2015-07-22T00:00:00.000",,,"125.0",,"125.0",,"2022-08-30T03:05:00.000"
"2011-05-16T00:00:00.000","ACWA Power Jordan","Summary of Proposed Investment (Disclosure Policy 2006)","30794","https://disclosures.ifc.org/project-detail/SPI/30794/acwa-power-jordan","Loan","Red Sea Energy Private Shareholding Company","Jordan","JOR","Infrastructure","B","Regional Industry INF MCT","Active","2011-06-20T00:00:00.000","2011-06-30T00:00:00.000","2011-07-12T00:00:00.000","2011-07-22T00:00:00.000",,,"9.50","5.50","15.0","JO","2022-08-30T03:05:00.000"
"2016-07-15T00:00:00.000","ACWA Power Zarqa Thermal Power Station","Summary of Investment Information (AIP Policy 2012)","38207","https://disclosures.ifc.org/project-detail/SII/38207/acwa-power-zarqa-thermal-power-station","Risk Management","MAHATAT AL ZARQA LE TAWLEED AL TAKAH AL KAHRABAIEYAH","Jordan","JOR","Infrastructure","A","Regional Industry INF MCT","Active","2016-09-20T00:00:00.000","2016-10-27T00:00:00.000","2016-12-08T00:00:00.000","2017-01-09T00:00:00.000","6.0",,"75.0",,"81.0","JO","2022-08-30T03:05:00.000"
"2014-07-03T00:00:00.000","Adenium Jordan-1","Summary of Investment Information (AIP Policy 2012)","35467","https://disclosures.ifc.org/project-detail/SII/35467/adenium-jordan-1","Loan","ZAHRAT AL-SALAM FOR ENERGY GENERATION PSC","Jordan","JOR","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Active","2014-08-08T00:00:00.000","2014-10-02T00:00:00.000","2014-10-02T00:00:00.000","2015-09-16T00:00:00.000",,,"41.20",,"41.2","JO","2022-08-30T03:05:00.000"
"2003-08-11T00:00:00.000","AD Hydro Power Limited","Summary of Proposed Investment (Disclosure Policy 2006)","11632","https://disclosures.ifc.org/project-detail/SPI/11632/ad-hydro-power-limited","Loan","AD HYDRO POWER LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Active","2003-10-31T00:00:00.000","2004-10-12T00:00:00.000","2005-01-25T00:00:00.000","2007-03-13T00:00:00.000",,,"40.0","7.0","47.0","IN","2022-08-30T03:05:00.000"
"2013-10-03T00:00:00.000","Adjaristsqali Georgia LLC","Summary of Investment Information (AIP Policy 2012)","33435","https://disclosures.ifc.org/project-detail/SII/33435/adjaristsqali-georgia-llc","Loan","Adjaristsqali Georgia LLC(Limited liability Company)","Georgia","GEO","Infrastructure","A","Regional Industry - INF ECA","Active","2013-12-04T00:00:00.000","2014-05-01T00:00:00.000","2014-05-20T00:00:00.000","2014-11-07T00:00:00.000",,,"71.0","34.0","105.0","GE","2022-08-30T03:05:00.000"
"2005-11-18T00:00:00.000","AEF 3T CAMEROUN","Summary of Proposed Investment (Disclosure Policy 2006)","24271","https://disclosures.ifc.org/project-detail/SPI/24271/aef-3t-cameroun","Loan","3T Cameroun","Cameroon","CAM","Infrastructure","B","Regional Industry - INF Africa","Completed","2005-12-19T00:00:00.000","2005-12-19T00:00:00.000","2005-12-22T00:00:00.000","2005-12-23T00:00:00.000",,,"1.30",,"1.3","CM","2022-08-30T03:05:00.000"
"2013-11-27T00:00:00.000","AEGEA Equity","Summary of Investment Information (AIP Policy 2012)","33239","https://disclosures.ifc.org/project-detail/SII/33239/aegea-equity","Equity","Aegea Saneamento e Participações S/A.","Brazil","BRA","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Completed","2013-12-19T00:00:00.000","2013-12-17T00:00:00.000","2013-12-23T00:00:00.000","2013-12-27T00:00:00.000",,,,"5.0","5.0","BR","2022-08-30T03:05:00.000"
"2012-04-04T00:00:00.000","AEGEA Saneamento","Summary of Proposed Investment (Disclosure Policy 2006)","31792","https://disclosures.ifc.org/project-detail/SPI/31792/aegea-saneamento","Loan","Aegea Saneamento e Participações S/A.","Brazil","BRA","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Completed","2012-05-08T00:00:00.000","2012-06-08T00:00:00.000","2012-06-22T00:00:00.000","2012-09-12T00:00:00.000",,,"49.58","12.40","61.98","BR","2022-08-30T03:05:00.000"
"2000-10-19T00:00:00.000","Aeropuerto Internacional Juan Santamaria","Summary of Proposed Investment (Disclosure Policy 2006)","9967","https://disclosures.ifc.org/project-detail/SPI/9967/aeropuerto-internacional-juan-santamaria","Loan","AERIS HOLDING COSTA RICA SA","Costa Rica","COS","Infrastructure","B","Regional Industry - INF LAC","Active","2000-11-21T00:00:00.000","2000-12-22T00:00:00.000","2000-12-29T00:00:00.000","2001-10-31T00:00:00.000",,,"35.0",,"35.0","CR","2022-08-30T03:05:00.000"
"2006-04-25T00:00:00.000","Aeropuertos Dominicanos Siglo XXI, S.A.","Summary of Proposed Investment (Disclosure Policy 2006)","24951","https://disclosures.ifc.org/project-detail/SPI/24951/aeropuertos-dominicanos-siglo-xxi-s-a-","Loan","Aeropuertos Dominicanos Siglo XXI SA","Dominican Republic","DOM","Infrastructure","B","Regional Industry - INF LAC","Completed","2006-05-30T00:00:00.000","2006-06-20T00:00:00.000","2006-06-26T00:00:00.000","2006-07-21T00:00:00.000",,,"15.0",,"15.0","DO","2022-08-30T03:05:00.000"
"2004-08-16T00:00:00.000","Aeropuertos Dominicanos Siglo XXI, S.A.","Summary of Proposed Investment (Disclosure Policy 2006)","22831","https://disclosures.ifc.org/project-detail/SPI/22831/aeropuertos-dominicanos-siglo-xxi-s-a-","Loan","Aeropuertos Dominicanos Siglo XXI SA","Dominican Republic","DOM","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Completed","2004-09-23T00:00:00.000","2004-10-28T00:00:00.000","2004-11-16T00:00:00.000","2005-02-24T00:00:00.000",,,"45.0",,"45.0","DO","2022-08-30T03:05:00.000"
"2008-06-26T00:00:00.000","AES Kavarna","Summary of Proposed Investment (Disclosure Policy 2006)","26836","https://disclosures.ifc.org/project-detail/SPI/26836/aes-kavarna","Loan","AES GEO ENERGY OOD","Bulgaria","BUL","Infrastructure","A","Regional Industry - INF ECA","Active","2008-08-26T00:00:00.000","2008-09-11T00:00:00.000","2008-12-02T00:00:00.000","2008-12-24T00:00:00.000",,,"62.93",,"62.93","BG","2022-08-30T03:05:00.000"
"1995-09-27T00:00:00.000","AES Pak Gen (Private) Company","Summary of Proposed Investment (Disclosure Policy 2006)","5141","https://disclosures.ifc.org/project-detail/SPI/5141/aes-pak-gen-private-company","Loan","PAKGEN POWER LIMITED","Pakistan","PAK","Infrastructure","A","Regional Industry INF MCT","Completed",,"1995-12-11T00:00:00.000","1995-12-20T00:00:00.000","1996-06-17T00:00:00.000",,,"20.0","9.50","29.5","PK","2022-08-30T03:05:00.000"
"2016-03-25T00:00:00.000","AES Panama LNG","Summary of Investment Information (AIP Policy 2012)","37456","https://disclosures.ifc.org/project-detail/SII/37456/aes-panama-lng","Risk Management","GAS NATURAL ATLANTICO S. DE R.L.","Panama","PAN","Infrastructure","A","Regional Industry - INF LAC","Completed","2016-05-26T00:00:00.000","2016-07-20T00:00:00.000","2016-07-21T00:00:00.000","2016-10-17T00:00:00.000","6.0",,"144.0",,"150.0","PA","2022-08-30T03:05:00.000"
"2006-03-24T00:00:00.000","AES Sonel","Summary of Proposed Investment (Disclosure Policy 2006)","11579","https://disclosures.ifc.org/project-detail/SPI/11579/aes-sonel","Loan","ENEO CAMEROON SA","Cameroon","CAM","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Active","2006-04-27T00:00:00.000","2006-05-18T00:00:00.000","2006-06-27T00:00:00.000","2007-02-15T00:00:00.000",,,"85.21",,"85.21","CM","2022-08-30T03:05:00.000"
"2009-05-19T00:00:00.000","Africa Investco","Summary of Proposed Investment (Disclosure Policy 2006)","27819","https://disclosures.ifc.org/project-detail/SPI/27819/africa-investco","Equity","BAOBAB INVESTMENTS LIMITED","Africa Region","AFR","Infrastructure","C","Regional Industry - INF Africa","Completed","2009-06-26T00:00:00.000","2009-06-25T00:00:00.000","2009-09-30T00:00:00.000","2010-07-19T00:00:00.000",,,"0.0","3.0","3.0","3A","2022-08-30T03:05:00.000"
"2001-03-01T00:00:00.000","AG Concession","Summary of Proposed Investment (Disclosure Policy 2006)","10491","https://disclosures.ifc.org/project-detail/SPI/10491/ag-concession","Loan","ANDRADE GUTIERREZ CONCESSOES SA","Brazil","BRA","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Completed","2001-04-05T00:00:00.000","2001-05-01T00:00:00.000","2001-11-05T00:00:00.000","2002-04-23T00:00:00.000",,,"15.0","15.0","30.0","BR","2022-08-30T03:05:00.000"
"2021-04-19T00:00:00.000","Agila","Summary of Investment Information (AIP Policy 2012)","44179","https://disclosures.ifc.org/project-detail/SII/44179/agila","Loan","CEBU AIR, INC.","Philippines","PHL","Infrastructure","A","Regional Industry - INF Asia & Pac","Active","2020-12-10T00:00:00.000","2020-12-10T00:00:00.000","2021-04-16T00:00:00.000","2021-05-07T00:00:00.000",,,"62.50",,"62.5","PH","2022-08-30T03:05:00.000"
"1995-08-01T00:00:00.000","AGUAS ARGENTINAS","Summary of Proposed Investment (Disclosure Policy 2006)","3808","https://disclosures.ifc.org/project-detail/SPI/3808/aguas-argentinas","Loan","AGUAS ARGENTINAS SA","Argentina","ARG","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Active",,"1994-04-06T00:00:00.000","1994-11-10T00:00:00.000","1995-02-09T00:00:00.000",,,"38.0","7.0","45.0","AR","2022-08-30T03:05:00.000"
"1995-04-25T00:00:00.000","AGUAS ARGENTINAS S.A. II","Summary of Proposed Investment (Disclosure Policy 2006)","4932","https://disclosures.ifc.org/project-detail/SPI/4932/aguas-argentinas-s-a--ii","Loan","AGUAS ARGENTINAS SA","Argentina","ARG","Infrastructure","B","Gbl Infrastructure &amp; Natural Resources","Completed",,"1995-06-30T00:00:00.000","1996-03-22T00:00:00.000","1996-09-16T00:00:00.000",,,"40.0",,"40.0","AR","2022-08-30T03:05:00.000"
"1998-09-30T00:00:00.000","Aguas del Illimani S.A.","Summary of Proposed Investment (Disclosure Policy 2006)","8738","https://disclosures.ifc.org/project-detail/SPI/8738/aguas-del-illimani-s-a-","Loan","Aguas De Illimani S.A.","Bolivia","BOL","Infrastructure","B","Regional Industry - INF LAC","Completed",,"1998-12-28T00:00:00.000","1999-11-23T00:00:00.000","2000-09-29T00:00:00.000",,,"15.0","1.0","16.0","BO","2022-08-30T03:05:00.000"
"2002-11-12T00:00:00.000","Aguas de Panama S.A.","Summary of Proposed Investment (Disclosure Policy 2006)","11740","https://disclosures.ifc.org/project-detail/SPI/11740/aguas-de-panama-s-a-","Loan","Aguas de Panama S.A.","Panama","PAN","Infrastructure","B","Regional Industry - INF LAC","Completed","2002-12-13T00:00:00.000","2003-02-20T00:00:00.000","2003-04-11T00:00:00.000","2003-10-17T00:00:00.000",,,"6.0",,"6.0","PA","2022-08-30T03:05:00.000"
"2000-05-05T00:00:00.000","Aguas Provinciales de Santa Fe","Summary of Proposed Investment (Disclosure Policy 2006)","9815","https://disclosures.ifc.org/project-detail/SPI/9815/aguas-provinciales-de-santa-fe","Loan","AGUAS PROVINCIALES DE SANTA FE S.A.","Argentina","ARG","Infrastructure","B","Regional Industry - INF LAC","Active","2000-06-06T00:00:00.000","2000-06-22T00:00:00.000","2001-06-08T00:00:00.000","2001-11-09T00:00:00.000",,,"20.0","5.0","25.0","AR","2022-08-30T03:05:00.000"
"2020-10-29T00:00:00.000","Airport Almaty","Summary of Investment Information (AIP Policy 2012)","43007","https://disclosures.ifc.org/project-detail/SII/43007/airport-almaty","Risk Management","ALMATY INTERNATIONAL AIRPORT JSC","Kazakhstan","KAZ","Infrastructure","B","Regional Industry INF MCT","Active","2020-12-03T00:00:00.000","2021-01-14T00:00:00.000","2021-09-27T00:00:00.000","2021-12-21T00:00:00.000","3.50",,"150.0","0.0","153.5","KZ","2022-08-30T03:05:00.000"
"2016-09-20T00:00:00.000","Airports Madagascar","Summary of Investment Information (AIP Policy 2012)","36882","https://disclosures.ifc.org/project-detail/SII/36882/airports-madagascar","Risk Management","Ravinala Airports","Madagascar","MAG","Infrastructure","A","Regional Industry - INF Africa","Active","2016-11-25T00:00:00.000","2016-12-06T00:00:00.000","2017-05-29T00:00:00.000","2017-06-22T00:00:00.000","10.65",,"138.42",,"149.07","MG","2022-08-30T03:05:00.000"
"2005-08-11T00:00:00.000","Air Transport Systems","Summary of Proposed Investment (Disclosure Policy 2006)","24127","https://disclosures.ifc.org/project-detail/SPI/24127/air-transport-systems","Loan","Aviatransportnye sistemy, OOO","Russian Federation","RUS","Infrastructure","B","Regional Industry - INF ECA","Completed","2006-01-10T00:00:00.000","2006-02-06T00:00:00.000","2006-04-07T00:00:00.000","2006-11-27T00:00:00.000",,,"15.0",,"15.0","RU","2022-08-30T03:05:00.000"
"2015-11-11T00:00:00.000","AkCez II","Summary of Investment Information (AIP Policy 2012)","36711","https://disclosures.ifc.org/project-detail/SII/36711/akcez-ii","Loan","AKCEZ ENERJI YATIRIMLARI SANAYI VE TICARET AS","Türkiye",,"Infrastructure","B","Regional Industry INF MCT","Active","2016-01-21T00:00:00.000","2016-05-03T00:00:00.000","2016-05-20T00:00:00.000","2016-06-27T00:00:00.000",,,"105.68",,"105.68",,"2022-08-30T03:05:00.000"
"2010-04-05T00:00:00.000","AkEnerji","Summary of Proposed Investment (Disclosure Policy 2006)","29359","https://disclosures.ifc.org/project-detail/SPI/29359/akenerji","Loan","AKENERJI ELEKTRIK URETIM ANONIM SIRKETI","Türkiye",,"Infrastructure","A","Regional Industry INF MCT","Completed","2010-06-10T00:00:00.000","2010-06-10T00:00:00.000","2010-06-24T00:00:00.000","2010-09-03T00:00:00.000",,,"75.0",,"75.0",,"2022-08-30T03:05:00.000"
"2010-02-18T00:00:00.000","AKFED Aviation","Summary of Proposed Investment (Disclosure Policy 2006)","27048","https://disclosures.ifc.org/project-detail/SPI/27048/akfed-aviation","Loan","Aga Khan Fund for Economic Development SA","Africa Region","AFR","Infrastructure","B","Regional Industry - INF Africa","Completed","2010-03-22T00:00:00.000","2010-03-31T00:00:00.000","2010-03-31T00:00:00.000","2010-06-10T00:00:00.000",,,"25.0",,"25.0","3A","2022-08-30T03:05:00.000"
"2016-06-02T00:00:00.000","Akfen Energy","Summary of Investment Information (AIP Policy 2012)","36772","https://disclosures.ifc.org/project-detail/SII/36772/akfen-energy","Equity","AKFEN YENILENEBILIR ENERJI A.S.","Türkiye",,"Infrastructure","B","Regional Industry INF MCT","Active","2016-05-18T00:00:00.000","2016-05-18T00:00:00.000","2016-06-23T00:00:00.000","2016-07-08T00:00:00.000",,,,"100.0","100.0",,"2022-08-30T03:05:00.000"
"2020-05-29T00:00:00.000","ALBA Asia","Summary of Investment Information (AIP Policy 2012)","43573","https://disclosures.ifc.org/project-detail/SII/43573/alba-asia","Loan","ALBA GROUP ASIA LIMITED","China","CHA","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2020-06-30T00:00:00.000","2020-07-16T00:00:00.000","2020-08-28T00:00:00.000","2020-12-09T00:00:00.000",,,"50.0",,"50.0","CN","2022-08-30T03:05:00.000"
"2016-05-04T00:00:00.000","Alcazar Solar 1","Summary of Investment Information (AIP Policy 2012)","37633","https://disclosures.ifc.org/project-detail/SII/37633/alcazar-solar-1","Risk Management","ALCAZAR ENERGY EGYPT SOLAR 1 S.A.E.","Egypt, Arab Republic of","EGT","Infrastructure","B","Gbl Infrastructure & Natural Resources","Active","2017-07-20T00:00:00.000","2017-09-29T00:00:00.000","2017-10-11T00:00:00.000","2018-06-01T00:00:00.000","1.0",,"19.0",,"20.0","EG","2022-08-30T03:05:00.000"
"2017-08-21T00:00:00.000","Alcazar Solar 3","Summary of Investment Information (AIP Policy 2012)","40386","https://disclosures.ifc.org/project-detail/SII/40386/alcazar-solar-3","Risk Management","HORUS SOLAR ENERGY S.A.E","Egypt, Arab Republic of","EGT","Infrastructure","B","Regional Industry - INF Africa","Active","2017-09-22T00:00:00.000","2017-09-29T00:00:00.000","2017-10-20T00:00:00.000","2018-05-29T00:00:00.000","1.0",,"19.0",,"20.0","EG","2022-08-30T03:05:00.000"
"2017-08-21T00:00:00.000","Alcazar Solar 4","Summary of Investment Information (AIP Policy 2012)","40390","https://disclosures.ifc.org/project-detail/SII/40390/alcazar-solar-4","Risk Management","ATEN SOLAR ENERGY S.A.E.","Egypt, Arab Republic of","EGT","Infrastructure","B","Regional Industry - INF Africa","Active","2017-09-22T00:00:00.000","2017-09-29T00:00:00.000","2017-10-20T00:00:00.000","2018-05-30T00:00:00.000","1.0",,"19.0",,"20.0","EG","2022-08-30T03:05:00.000"
"2013-04-24T00:00:00.000","Alibunar WPP","Summary of Investment Information (AIP Policy 2012)","32752","https://disclosures.ifc.org/project-detail/SII/32752/alibunar-wpp","Loan","ELICIO ALI VE D.O.O. BEOGRAD","Serbia","SRB","Infrastructure","B","Gbl Infrastructure & Natural Resources","Active","2013-05-27T00:00:00.000","2013-05-31T00:00:00.000","2017-06-28T00:00:00.000","2018-02-13T00:00:00.000",,,"25.50",,"25.5","YF","2022-08-30T03:05:00.000"
"2007-12-07T00:00:00.000","AllainDuhanganII","Summary of Proposed Investment (Disclosure Policy 2006)","26500","https://disclosures.ifc.org/project-detail/SPI/26500/allainduhanganii","Loan","AD HYDRO POWER LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Active","2008-02-07T00:00:00.000","2008-02-21T00:00:00.000","2008-04-23T00:00:00.000","2009-09-29T00:00:00.000",,,"31.84","10.0","41.84","IN","2022-08-30T03:05:00.000"
"2017-06-13T00:00:00.000","Al Subh Solar Power ","Summary of Investment Information (AIP Policy 2012)","39729","https://disclosures.ifc.org/project-detail/SII/39729/al-subh-solar-power-","Risk Management","ALSUBH SOLAR POWER S.A.E","Egypt, Arab Republic of","EGT","Infrastructure","B","CNGS9 - Gbl Infrastructure & Natural Resources/Infrastructure- CME","Active","2017-07-20T00:00:00.000","2017-07-20T00:00:00.000","2017-10-12T00:00:00.000","2018-06-07T00:00:00.000","1.0",,"21.0",,"22.0","EG","2022-08-30T03:05:00.000"
"2010-05-17T00:00:00.000","Alta Ventures Mexico Fund I, L.P.","Summary of Proposed Investment (Disclosure Policy 2006)","28086","https://disclosures.ifc.org/project-detail/SPI/28086/alta-ventures-mexico-fund-i-l-p-","Equity","ALTA VENTURES MEXICO FUND I LP","Mexico","MXC","Infrastructure","FI","Disruptive Technologies and Funds","Active","2010-06-18T00:00:00.000","2010-12-22T00:00:00.000","2011-02-11T00:00:00.000","2011-03-03T00:00:00.000",,,,"10.0","10.0","MX","2022-08-30T03:05:00.000"
"2013-07-29T00:00:00.000","Alto Maipo","Summary of Investment Information (AIP Policy 2012)","31632","https://disclosures.ifc.org/project-detail/SII/31632/alto-maipo","Loan","Alto Maipo SpA","Chile","CHL","Infrastructure","A","Regional Industry - INF LAC","Completed","2013-09-30T00:00:00.000","2013-10-24T00:00:00.000","2013-12-09T00:00:00.000","2014-03-05T00:00:00.000",,,"150.0",,"150.0","CL","2022-08-30T03:05:00.000"
"2013-02-08T00:00:00.000","Amakhala Wind","Summary of Investment Information (AIP Policy 2012)","33257","https://disclosures.ifc.org/project-detail/SII/33257/amakhala-wind","Loan","AMAKHALA EMOYENI RE PROJECT 1 (RF) (PTY) LTD","South Africa","SOU","Infrastructure","B","Regional Industry - INF Africa","Active","2013-03-13T00:00:00.000","2013-03-14T00:00:00.000","2013-05-09T00:00:00.000","2013-06-03T00:00:00.000",,,"70.70",,"70.7","ZA","2022-08-30T03:05:00.000"
"2008-04-25T00:00:00.000","Ambuklao-Binga","Summary of Proposed Investment (Disclosure Policy 2006)","26996","https://disclosures.ifc.org/project-detail/SPI/26996/ambuklao-binga","Loan","SN ABOITIZ POWER-BENGUET, INC.","Philippines","PHL","Infrastructure","B","Regional Industry - INF Asia & Pac","Completed","2008-06-12T00:00:00.000","2008-06-12T00:00:00.000","2008-08-06T00:00:00.000","2008-08-25T00:00:00.000",,,"100.0",,"100.0","PH","2022-08-30T03:05:00.000"
"2022-08-26T00:00:00.000","Amunet Wind IPP","Summary of Investment Information (AIP Policy 2012)","45837","https://disclosures.ifc.org/project-detail/SII/45837/amunet-wind-ipp",,"AMUNET WIND POWER COMPANY SAE","Egypt, Arab Republic of","EGT","Infrastructure","A","Regional Industry - INF Africa","Pending","2022-11-04T00:00:00.000",,,,,,,,,"EG","2022-08-30T03:05:00.000"
"1999-05-18T00:00:00.000","Anhanguera/Bandeirantes Toll Road","Summary of Proposed Investment (Disclosure Policy 2006)","9210","https://disclosures.ifc.org/project-detail/SPI/9210/anhanguera-bandeirantes-toll-road","Loan","Concessionária do Sistema Anhangüera-Bandeirantes S/A.","Brazil","BRA","Infrastructure","A","Regional Industry - INF LAC","Completed",,"1999-06-17T00:00:00.000","2000-06-29T00:00:00.000","2000-08-31T00:00:00.000",,,"35.0",,"35.0","BR","2022-08-30T03:05:00.000"
