"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2021-02-16T00:00:00.000","RSE Bel Ga MM","Summary of Investment Information (AIP Policy 2012)","44437","Loan","BEL GA MYANMAR LIMITED","Myanmar","BUA","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2021-01-07T00:00:00.000",,,"4.0",,"4.0","MM","2022-09-02T03:05:00.000"
"2021-01-28T00:00:00.000","Agrocorp Oway","Summary of Investment Information (AIP Policy 2012)","41902",,"MOON PRINCESS COMPANY LIMITED","Myanmar","BUA","Manufacturing","C","Regional Industry - MAS Asia & Pac","Pending","2021-03-04T00:00:00.000",,,,,,"MM","2022-09-02T03:05:00.000"
"2020-05-30T00:00:00.000","Yoma Micro Power","Summary of Investment Information (AIP Policy 2012)","43413","Loan","YOMA MICRO POWER MYANMAR LTD.","Myanmar","BUA","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2020-06-29T00:00:00.000",,,"30.0","7.40","37.4","MM","2022-09-02T03:05:00.000"
"2020-03-02T00:00:00.000","SLGP RSF Yoma Bank","Summary of Investment Information (AIP Policy 2012)","42601","Guarantee","SLGP RSF Yoma Bank","Myanmar","BUA","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Pending","2020-04-01T00:00:00.000",,"30.0",,,"30.0","MM","2022-09-02T03:05:00.000"
"2018-08-30T00:00:00.000","Metro Myanmar","Summary of Investment Information (AIP Policy 2012)","40001","Loan","METRO AG","Myanmar","BUA","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Completed","2018-10-15T00:00:00.000",,,"25.0",,"25.0","MM","2022-09-02T03:05:00.000"
"2018-05-07T00:00:00.000","KHMF Equity&Loan","Summary of Investment Information (AIP Policy 2012)","40355","Loan","KEB HANA MICROFINANCE LIMITED","Myanmar","BUA","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2018-06-15T00:00:00.000",,,"10.0","3.0","13.0","MM","2022-09-02T03:05:00.000"
"2018-04-11T00:00:00.000","FCS Sanctum","Summary of Investment Information (AIP Policy 2012)","39505","Loan","SANCTUM INLE RESORT CO., LTD.","Myanmar","BUA","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2018-05-31T00:00:00.000",,,"6.0",,"6.0","MM","2022-09-02T03:05:00.000"
"2018-03-26T00:00:00.000","Kerry Myanmar","Summary of Investment Information (AIP Policy 2012)","39743","Loan","KM TERMINAL AND LOGISTICS LIMITED","Myanmar","BUA","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2018-04-26T00:00:00.000",,,"15.0",,"15.0","MM","2022-09-02T03:05:00.000"
"2018-02-23T00:00:00.000","Anthem Asia Myanmar SME Venture Fund, L.P. ","Summary of Investment Information (AIP Policy 2012)","40253","Equity","ANTHEM ASIA MYANMAR SME VENTURE FUND, LP","Myanmar","BUA","Funds","FI-2","Disruptive Technologies and Funds","Active","2018-04-19T00:00:00.000",,,,"250.0","250.0","MM","2022-09-02T03:05:00.000"
"2017-04-07T00:00:00.000","STG Cement","Summary of Investment Information (AIP Policy 2012)","38831","Loan","SHWE TAUNG CEMENT COMPANY LIMITED","Myanmar","BUA","Manufacturing","A","Regional Industry - MAS Asia & Pac","Active","2017-07-31T00:00:00.000",,,"20.0","15.0","35.0","MM","2022-09-02T03:05:00.000"
"2016-09-09T00:00:00.000","Bel Ga Myanmar","Summary of Investment Information (AIP Policy 2012)","38236","Loan","BEL GA MYANMAR LIMITED","Myanmar","BUA","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2016-10-31T00:00:00.000",,,"7.50",,"7.5","MM","2022-09-02T03:05:00.000"
"2016-09-07T00:00:00.000","Amata Hotels","Summary of Investment Information (AIP Policy 2012)","37848","Loan","UNITED INTERNATIONAL GROUP LIMITED","Myanmar","BUA","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2016-10-14T00:00:00.000",,,"13.50",,"13.5","MM","2022-09-02T03:05:00.000"
"2016-05-17T00:00:00.000","Irrawaddy Towers","Summary of Investment Information (AIP Policy 2012)","35935","Loan","IRRAWADDY GREEN TOWERS LTD","Myanmar","BUA","Telecommunications, Media, and Technology","B","TMT, Venture Capital & Funds","Active","2016-06-17T00:00:00.000",,,"42.50","10.0","52.5","MM","2022-09-02T03:05:00.000"
"2016-05-13T00:00:00.000","Oway Group","Summary of Investment Information (AIP Policy 2012)","38400","Equity","OWAY COMPANY LIMITED","Myanmar","BUA","Tourism, Retail, and Property","C","TMT, Venture Capital & Funds","Active","2016-06-15T00:00:00.000",,,,"2.0","2.0","MM","2022-09-02T03:05:00.000"
"2016-05-06T00:00:00.000","CLMDF II","Summary of Investment Information (AIP Policy 2012)","37898","Equity","CAMBODIA-LAOS-MYANMAR DEVELOPMENT FUND II LP","Cambodia","KAM","Funds","FI-2","Disruptive Technologies and Funds","Active","2016-06-06T00:00:00.000",,,,"250.0","250.0","KH","2022-09-02T03:05:00.000"
"2016-04-13T00:00:00.000","Maha MicroFinance","Summary of Investment Information (AIP Policy 2012)","38031","Loan","MAHA AGRICULTURE PUBLIC COMPANY LIMITED","Myanmar","BUA","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2017-02-02T00:00:00.000",,,"2.0","1.50","3.5","MM","2022-09-02T03:05:00.000"
"2016-02-23T00:00:00.000","Myanma Awba Group Company Limited","Summary of Investment Information (AIP Policy 2012)","35880","Loan","MYANMA AWBA GROUP CO., LTD","Myanmar","BUA","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Completed","2016-03-31T00:00:00.000",,,"10.0",,"10.0","MM","2022-09-02T03:05:00.000"
"2016-01-28T00:00:00.000","Myanmar Port","Summary of Investment Information (AIP Policy 2012)","37126","Loan","MYANMA ANNAWA SWAN:A: SHIN GROUP (S) COMPANY LIMITED","Myanmar","BUA","Infrastructure","B","Regional Industry - INF Asia & Pac","Completed","2016-02-29T00:00:00.000",,,"80.0",,"80.0","MM","2022-09-02T03:05:00.000"
"2015-09-16T00:00:00.000","Myingyan","Summary of Investment Information (AIP Policy 2012)","36627","Loan","SEMBCORP UTILITIES PTE LTD","Myanmar","BUA","Infrastructure","A","Regional Industry - INF Asia & Pac","Pending","2015-11-19T00:00:00.000",,,"75.0",,"75.0","MM","2022-09-02T03:05:00.000"
"2015-09-08T00:00:00.000","CMHL","Summary of Investment Information (AIP Policy 2012)","35127","Loan","CITY MART HOLDING COMPANY LIMITED","Myanmar","BUA","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2015-10-12T00:00:00.000",,,"25.0",,"25.0","MM","2022-09-02T03:05:00.000"
"2015-05-14T00:00:00.000","Ooredoo Myanmar","Summary of Investment Information (AIP Policy 2012)","34170","Loan","OOREDOO MYANMAR LIMITED","Myanmar","BUA","Telecommunications, Media, and Technology","B","Regional Industry - INF Asia & Pac","Completed","2015-06-15T00:00:00.000",,,"150.0",,"150.0","MM","2022-09-02T03:05:00.000"
"2015-03-19T00:00:00.000","MOB Equity","Summary of Investment Information (AIP Policy 2012)","35424","Loan","THE MYANMAR ORIENTAL BANK LIMITED","Myanmar","BUA","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2015-04-20T00:00:00.000",,,"7.0",,"7.0","MM","2022-09-02T03:05:00.000"
"2015-02-13T00:00:00.000","Yoma Agricultural & Logistics Holding","Summary of Investment Information (AIP Policy 2012)","34804","Loan","YOMA FLEET LIMITED","Myanmar","BUA","Agribusiness and Forestry","C","Regional Industry - MAS Asia & Pac","Completed","2015-03-23T00:00:00.000",,,"10.0","10.0","20.0","MM","2022-09-02T03:05:00.000"
"2015-01-07T00:00:00.000","Fullerton Finance (Myanmar) Company Limited Equity","Summary of Investment Information (AIP Policy 2012)","34502","Equity","FULLERTON FINANCE MYANMAR CO LTD","Myanmar","BUA","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2015-02-09T00:00:00.000",,,,"1.40","1.4","MM","2022-09-02T03:05:00.000"
"2014-05-08T00:00:00.000","Yoma Equity","Summary of Investment Information (AIP Policy 2012)","34178","Guarantee","YOMA BANK LIMITED","Myanmar","BUA","Financial Institutions","FI-2","Global Industry, Financial Markets","Active","2014-06-09T00:00:00.000",,"5.0","5.0","0.0","10.0","MM","2022-09-02T03:05:00.000"
