"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2014-05-02T00:00:00.000","GTST transoil","Summary of Investment Information (AIP Policy 2012)","34474","Loan","Aragvi Holding International Limited","Moldova","MDA","Financial Institutions","B","Regional Industry - MAS ECA","Completed","2014-06-02T00:00:00.000",,,"35.0",,"35.0","MD","2022-09-02T03:05:00.000"
"2012-05-09T00:00:00.000","Trans-Oil","Summary of Proposed Investment (Disclosure Policy 2006)","31432","Loan","Aragvi Holding International Limited","Moldova","MDA","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2012-06-11T00:00:00.000",,,"40.0","15.0","55.0","MD","2022-09-02T03:05:00.000"
"2011-09-13T00:00:00.000","GC Prim Moldova","Summary of Proposed Investment (Disclosure Policy 2006)","29444","Loan","IM Glass Container Company SA","Moldova","MDA","Manufacturing","B","Regional Industry - MAS ECA","Completed","2011-10-14T00:00:00.000",,,"10.0",,"10.0","MD","2022-09-02T03:05:00.000"
"2010-11-05T00:00:00.000","Eximbank Moldova","Summary of Proposed Investment (Disclosure Policy 2006)","28856","Loan","EXIMBANK Gruppo Veneto Banca JSCB","Moldova","MDA","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2010-12-17T00:00:00.000",,,"26.05",,"26.05","MD","2022-09-02T03:05:00.000"
"2010-06-18T00:00:00.000","Chisinau City","Summary of Proposed Investment (Disclosure Policy 2006)","29484","Loan","THE CITY OF CHISINAU","Moldova","MDA","Infrastructure","B","Regional Industry - INF ECA","Completed","2010-07-26T00:00:00.000",,,"10.0",,"10.0","MD","2022-09-02T03:05:00.000"
"2010-05-18T00:00:00.000","MAIB SME","Summary of Proposed Investment (Disclosure Policy 2006)","29566","Loan","Banca Comerciala Moldova-Agroindbank SA","Moldova","MDA","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2010-06-21T00:00:00.000",,,"15.0",,"15.0","MD","2022-09-02T03:05:00.000"
"2009-11-09T00:00:00.000","UF Moldova","Summary of Proposed Investment (Disclosure Policy 2006)","28636","Loan","RED UNION FENOSA S.A.","Moldova","MDA","Infrastructure","B","Regional Industry - INF ECA","Completed","2009-12-11T00:00:00.000",,,"15.0",,"15.0","MD","2022-09-02T03:05:00.000"
"2007-11-02T00:00:00.000","Bostavan","Summary of Proposed Investment (Disclosure Policy 2006)","26297","Loan","BOSTAVAN WINERIES LTD","Moldova","MDA","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2007-12-03T00:00:00.000",,,"5.0","5.0","10.0","MD","2022-09-02T03:05:00.000"
"2006-01-06T00:00:00.000","Mobiasbank","Summary of Proposed Investment (Disclosure Policy 2006)","24102","Loan","OTP BANK S.A.","Moldova","MDA","Financial Institutions","FI-1","Global Industry, Financial Markets","Completed","2006-02-13T00:00:00.000",,,"5.0",,"5.0","MD","2022-09-02T03:05:00.000"
"2004-04-30T00:00:00.000","Victoriabank II","Summary of Proposed Investment (Disclosure Policy 2006)","22801","Loan","BC Victoriabank S A","Moldova","MDA","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2004-06-01T00:00:00.000",,,"5.0",,"5.0","MD","2022-09-02T03:05:00.000"
