"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia: Resilient and Inclusive Housing Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1695867","Apoyar al Viceministerio de Vivienda como Especialista en Adquisiciones, en los procesos de selecci&#243;n y contrataci&#243;n de bienes, obras y servicios de consultor&#237;a y no consultor&#237;a que deban realizase","2022-01-24T00:00:00.000","Republic of Colombia","CO","50874.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia: Resilient and Inclusive Housing Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1695866","Gestionar integralmente, de forma proactiva y consensuada con las diferentes instancias involucradas, las actividades relacionadas con la aplicaci&#243;n de los 
subsidios familiares de vivienda asignados","2022-01-28T00:00:00.000","Republic of Colombia","CO","31113.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia: Resilient and Inclusive Housing Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1695861","Brindar apoyo a la gerencia de planificaci&#243;n, monitoreo y seguimiento a las actividades del proyecto.","2022-01-11T00:00:00.000","Republic of Colombia","CO","38792.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia: Resilient and Inclusive Housing Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1695750","Apoyar a la coordinaci&#243;n de la unidad ejecutora, acompa&#241;ando la gesti&#243;n de planificaci&#243;n financiera, monitoreo y seguimiento de las actividades del Proyecto, considerando las pol&#237;ticas de adquisicione","2022-01-24T00:00:00.000","Republic of Colombia","CO","16375.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1695479","Coordinaci&#243;n del proyecto &#8220;Infraestructura de datos para la regi&#243;n de la Orinoqu&#237;a colombiana y el monitoreo de cultivos y pastos para ganader&#237;a como contribuci&#243;n a la planificaci&#243;n y uso eficiente de","2022-04-21T00:00:00.000","Republic of Colombia","CO","33713.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695477","CONTRATACI&#210;N DE 4 CONSULTORES TECNICOS QUE BRINDEN APOYO A LAS ACTIVIDADES DE SUPERVISI&#210;N DEL CONTRATO PARA LA ELABORACI&#211;N DEL DIAGN&#211;STICO INTEGRAL DE GESTI&#211;N DOCUMENTAL Y ARCHIVO PARA LA SUPERINTENDE","2021-10-21T00:00:00.000","Republic of Colombia","CO","2005.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695468","CONTRATACI&#210;N DE 4 CONSULTORES TECNICOS QUE BRINDEN APOYO A LAS ACTIVIDADES DE SUPERVISI&#210;N DEL CONTRATO PARA LA ELABORACI&#211;N DEL DIAGN&#211;STICO INTEGRAL DE GESTI&#211;N DOCUMENTAL Y ARCHIVO PARA LA SUPERINTENDE","2021-10-12T00:00:00.000","Republic of Colombia","CO","2005.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695328","CONTRATACI&#210;N DE DOS CONSULTORES (INGENIEROS) QUE APOYE LA SUPERVISI&#210;N DEL CONTRATO DE INTERVENCI&#211;N DE LIBROS DE ANTIGUO SISTEMA DE LA SUPERINTENDENCIA DE NOTARIADO Y REGISTRO PARA LA ORIP DE PUERTO LO","2021-11-10T00:00:00.000","Republic of Colombia","CO","2898.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695319","Contrataci&#243;n de un consultor individual que apoye la supervisi&#243;n del contrato para la elaboraci&#243;n del diagn&#243;stico integral de gesti&#243;n documental y archivo para la Superintendencia de Notariado y Regis","2021-10-15T00:00:00.000","Republic of Colombia","CO","2970.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695305","Contrataci&#243;n de un consultor t&#233;cnico que brinde apoyo a las actividades de supervisi&#243;n del contrato para la intervenci&#243;n de 109 libros de antiguo sistema para la ORIP de Chimichagua.","2021-11-18T00:00:00.000","Republic of Colombia","CO","1679.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695083","Apoyo administrativo y operativo a la Subdirecci&#243;n de Ordenamiento Territorial (SOT), en el marco de las actividades de supervisi&#243;n que realizar&#225; esta dependencia para la ejecuci&#243;n del Proyecto.","2022-04-06T00:00:00.000","Republic of Colombia","CO","9313.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1695071","Especialista de Salvaguardas Ambientales en el marco del Programa para la adopci&#243;n e implementaci&#243;n de un Catastro Multiprop&#243;sito Rural- Urbano","2022-03-29T00:00:00.000","Republic of Colombia","CO","23257.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1694544","Prestar sus servicios profesionales para realizar el acompa&#241;amiento y apoyo t&#233;cnico a las comunidades del Sitio Ramsar Estrella Fluvial de In&#237;rida para la generaci&#243;n de datos de uso y disponibilidad","2022-04-19T00:00:00.000","Republic of Colombia","CO","11711.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1694362","Contratar el suministro de combustible y lubricantes para la movilizaci&#243;n de los beneficiarios, participantes y equipo t&#233;cnico que acompa&#241;a los procesos para la implementaci&#243;n del plan de manejo","2022-05-02T00:00:00.000","Republic of Colombia","CO","7959.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Quality And Cost-Based Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1694341","Servicios de consultor&#237;a para adelantar el estudio t&#233;cnico para la modernizaci&#243;n parcial de la SUPERINTENDENCIA DE NOTARIADO Y REGISTRO, mediante la creaci&#243;n de las Superintendencias Delegadas de Cura","2021-11-04T00:00:00.000","Republic of Colombia","CO","347265.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1694340","Prestar sus servicios profesionales para apoyar la elaboraci&#243;n del componente de ordenamiento social de la propiedad en las tem&#225;ticas de regularizaci&#243;n de la propiedad rural","2022-02-21T00:00:00.000","Republic of Colombia","CO","10760.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Quality And Cost-Based Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1694334","Contratar los servicios de consultor&#237;a para la elaboraci&#243;n y automatizaci&#243;n del diagn&#243;stico integral de archivos y de conservaci&#243;n de libros de antiguo sistema de la Superintendencia de Notariado y Re","2021-10-27T00:00:00.000","Republic of Colombia","CO","932315.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1694253","Apoyar al IDEAM en el proceso de implementaci&#243;n de metodolog&#237;a y seguimiento de acciones para la estimaci&#243;n de carbono en categor&#237;as No bosque asociadas a los suelos gestionados en el sector AFOLU","2022-02-23T00:00:00.000","Republic of Colombia","CO","21610.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1703270","Prestar Servicios Profesionales para liderar el equipo t&#233;cnico de Subcomponente 5.3 del Proyecto a cargo de Parques Nacionales Naturales (PNN) y realizar la coordinaci&#243;n, en lo referido al proceso de","2022-06-13T00:00:00.000","Republic of Colombia","CO","28054.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1703636","Prestar servicios profesionales para fortalecer desde un enfoque social el proceso de suscripci&#243;n, implementaci&#243;n y seguimiento de acuerdos de conservaci&#243;n con familias vulnerables que habiten, ocupen","2022-06-16T00:00:00.000","Republic of Colombia","CO","8710.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Direct Selection","Agriculture, Fishing and Forestry","1708519","Corta ramas Elaborado en aluminio, con 6 pares de tubos, para un
alcance total de 10 m. Con funda o morral para transportarlo. Peso:
4,3 kg. Cuchilla: poda ramas de hasta 3 cm de di&#225;metro, polea
senci","2021-11-24T00:00:00.000","Republic of Colombia","CO","201.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709294","Prestar sus servicios profesionales con autonom&#237;a t&#233;cnica, apoyando al IDEAM desde el punto de vista t&#233;cnico, en el desarrollo e implementaci&#243;n del Sistema de Contabilidad de Reducciones y Remociones","2022-05-19T00:00:00.000","Republic of Colombia","CO","10053.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1694206","APOYO CONTROL DEFORESTACI&#211;N - VICHADA","2022-02-08T00:00:00.000","Republic of Colombia","CO","14925.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1694213","APOYO T&#201;CNICO CONTROL DEFORESTACI&#211;N ARAUCA","2022-03-04T00:00:00.000","Republic of Colombia","CO","14925.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1703663","Prestar servicios profesionales para apoyar la orientaci&#243;n t&#233;cnica y metodol&#243;gica para la implementaci&#243;n de la estrategia de suscripci&#243;n, implementaci&#243;n y seguimiento de acuerdos con poblaci&#243;n campesi","2022-06-21T00:00:00.000","Republic of Colombia","CO","18303.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1694233","Prestar sus servicios profesionales con autonom&#237;a t&#233;cnica, apoyando a la Subdirecci&#243;n de Estudios Ambientales del IDEAM, desarrollo del sistema de consulta de las estimaciones de las emisiones de las","2022-02-03T00:00:00.000","Republic of Colombia","CO","11993.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1694118","Desempe&#241;ar en la Superintendencia de Notariado y Registro (SNR), las actividades como especialista financiero,
previstas para la ejecuci&#243;n del Proyecto denominado &#8220;Programa para la adopci&#243;n e implemen","2022-01-27T00:00:00.000","Republic of Colombia","CO","40553.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1694117","Suministro de combustible y lubricantes en Puerto Santander, para garantizar el transporte fluvial de las comunidades y equipo t&#233;cnico del proyecto, localizadas en los Resguardos Ind&#237;genas","2022-04-21T00:00:00.000","Republic of Colombia","CO","4010.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Non-consulting Services","Request for Quotations","Public Administration","1693517","Suministro de tiquetes a&#233;reos nacionales e internacionales para el desplazamiento de los funcionarios y contratistas asociados al Proyecto de Fortalecimiento de las Entidades Territoriales (PFET), as&#237;","2022-03-31T00:00:00.000","Republic of Colombia","CO","39960.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1693501","Adquisici&#243;n de alambre de p&#250;as y grapas requeridos para alinderamiento y refuerzo perimetral, para el establecimiento e implementaci&#243;n de los Acuerdos de Conservaci&#243;n, Restauraci&#243;n y No Deforestaci&#243;n","2022-05-02T00:00:00.000","Republic of Colombia","CO","65117.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1693349","Prestar los servicios de consultor&#237;a al IGAC para implementar la ruta de consulta previa para la expedici&#243;n de decretos y/o instrumentos normativos especiales sobre Catastro Multiprop&#243;sito.","2022-01-11T00:00:00.000","Republic of Colombia","CO","88103.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1693339","Prestar los servicios de consultor&#237;a al IGAC para implementar la ruta de consulta previa para la expedici&#243;n de decretos y/o instrumentos normativos especiales sobre Catastro Multiprop&#243;sito","2022-01-05T00:00:00.000","Republic of Colombia","CO","112418.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Multipurpose Cadaster Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry;Public Administration","1693338","Prestar los servicios de consultor&#237;a al IGAC para implementar la ruta de consulta previa para la expedici&#243;n de decretos y/o instrumentos normativos especiales sobre Catastro Multiprop&#243;sito.","2022-01-11T00:00:00.000","Republic of Colombia","CO","328796.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1693322","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-29T00:00:00.000","Republic of Colombia","CO","4643.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1693020","APOYO T&#201;CNICO SIG CORMACARENA","2022-02-18T00:00:00.000","Republic of Colombia","CO","7379.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1693019","APOYO T&#201;CNICO SIG CORPORINOQUIA","2021-12-01T00:00:00.000","Republic of Colombia","CO","7379.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1693002","REALIZAR LA AUDITOR&#205;A DEL PROYECTO FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES
FINANCIADO CON RECURSOS DE CONTRATO DE PR&#201;STAMO BIRF 8320-CO, EJECUTADO POR EL
DEPARTAMENTO NACIONAL DE PLANEACI&#211;N","2021-05-28T00:00:00.000","Republic of Colombia","CO","27241.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1692994","AUDITOR&#205;A AL PROYECTO &#8220;FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES&#8221; FINANCIADO
CON &#8220;RECURSOS DE CR&#201;DITO BIRF No. 8320&#8221; EJECUTADO POR &#8220;EL DNP Y ENTERRITORIO","2022-03-22T00:00:00.000","Republic of Colombia","CO","28200.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692993","PRESTAR SERVICIOS PROFESIONALES AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET)
COMO DIRECTORA DE LA MISI&#211;N DE DESCENTRALIZACI&#211;N EN EL MARCO DEL COMPONENTE 3 DEL PROYECTO","2021-10-15T00:00:00.000","Republic of Colombia","CO","22657.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692970","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-16T00:00:00.000","Republic of Colombia","CO","4802.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692966","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-02T00:00:00.000","Republic of Colombia","CO","4861.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692964","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-16T00:00:00.000","Republic of Colombia","CO","4802.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692946","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-02T00:00:00.000","Republic of Colombia","CO","4861.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692938","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-02T00:00:00.000","Republic of Colombia","CO","4871.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692922","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-03T00:00:00.000","Republic of Colombia","CO","4812.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692722","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-03T00:00:00.000","Republic of Colombia","CO","4812.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692700","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-23T00:00:00.000","Republic of Colombia","CO","4397.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692696","PRESTAR SERVICIOS PROFESIONALES AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTION FINANCIERA Y TRIBUTARIA - PILOTAJE MGT","2021-12-24T00:00:00.000","Republic of Colombia","CO","1616.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692684","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-03T00:00:00.000","Republic of Colombia","CO","4812.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692682","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-03T00:00:00.000","Republic of Colombia","CO","4812.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692680","PRESTAR SERVICIOS DE CONSULTOR&#205;A INDIVIDUAL AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTI&#211;N FINANCIERA Y TRIBUTARIA DE LOS MUNI","2022-03-03T00:00:00.000","Republic of Colombia","CO","4812.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692678","PRESTAR SERVICIOS PROFESIONALES AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTION FINANCIERA Y TRIBUTARIA - PILOTAJE MGT","2021-12-17T00:00:00.000","Republic of Colombia","CO","1823.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1664360","Prestar sus servicios profesionales con autonom&#237;a t&#233;cnica y administrativa apoyando a la MGS Departamental del Meta, como profesional de apoyo t&#233;cnico y administrativo","2021-07-06T00:00:00.000","Republic of Colombia","CO","17794.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692673","PRESTAR SERVICIOS PROFESIONALES AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTION FINANCIERA Y TRIBUTARIA - PILOTAJE MGT","2021-12-14T00:00:00.000","Republic of Colombia","CO","1853.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1692672","PRESTAR SERVICIOS PROFESIONALES AL PFET DEL DNP, EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA OPERATIVA EN LAS &#193;REAS DE GESTION FINANCIERA Y TRIBUTARIA - PILOTAJE MGT","2021-12-17T00:00:00.000","Republic of Colombia","CO","1823.0"
