"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1576388","PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA INDIVIDUAL ESPECIALIZADA EM ENGENHARIA CIVIL, QUE ENTRE SI CELEBRAM, O GOVERNO DO ESTADO DO RIO GRANDE DO NORTE.","2018-11-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","23781.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576385","Aquisi&#231;&#227;o de postes de eucalipto.","2018-11-22T00:00:00.000","SONIA SOARES CORREIA E CIA LTDA","Federative Republic of Brazil","3400.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Non-consulting Services","1601715","Contrata&#231;&#227;o de empresa para fornecimento de alimenta&#231;&#227;o e lanches em eventos para a SEPLAN","2019-03-21T00:00:00.000","G.M. DE MOURA BARROS - ME","Federative Republic of Brazil","47137.0"
"2022-09-12T00:00:00.000","2019","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","1623612","Contrata&#231;&#227;o de Consultoria Especializada para Elabora&#231;&#227;o de Rela&#231;&#227;o de Revis&#227;o de Meio Termo do PLN.","2018-09-03T00:00:00.000","Individual Consultant","Federative Republic of Brazil","14933.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Non-consulting Services","1601704","Contrata&#231;&#227;o de empresa para prestar servi&#231;os de auditoria independente para o per&#237;odo de 2017","2018-09-07T00:00:00.000","SÁ LEITÃO AUDITORES S/S","Federative Republic of Brazil","5582.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601533","an&#225;lise econ&#244;mica e financeira das tecnologias do Plano ABC","2019-06-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","48527.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576383","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA REFORMA DAS INSTALA&#199;&#213;ES EL&#201;TRICAS DO PAL&#193;CIO EUCLIDES DA CUNHA","2018-09-14T00:00:00.000","SÃO JORGE E SÃO JERONIMO REFORMAS LTDA.","Federative Republic of Brazil","168381.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576353","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A REFORMA DOS ESCRIT&#211;RIOS DA EMATER-RIO NO MUNIC&#205;PIO DE SANTO ANT&#212;NIO DE P&#193;DUA","2018-08-08T00:00:00.000","FERNANDES & FERNANDES ATIVIDADES PAISAGÍSTICAS LTDA - ME","Federative Republic of Brazil","82418.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","1601846","CONTRATA&#199;&#195;O DE CONSULTOR ESPECIALIZADO EM AQUISI&#199;&#213;ES E CONTRATA&#199;&#213;ES NAS REGRAS DO BIRD","2018-09-26T00:00:00.000","Individual Consultant","Federative Republic of Brazil","21885.0"
"2022-09-12T00:00:00.000","2019","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","1624823","Capta&#231;&#227;o de imagens e produ&#231;&#227;o de videoreportagens para 40 programas de 26 minutos cada.","2018-12-28T00:00:00.000","CASA DO VERSO EMPREENDIMENTOS CULTURAIS LTDA","Federative Republic of Brazil","68062.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1576401","Lote (1) - ELETRODOM&#201;STICOS","2018-07-23T00:00:00.000","CCK COMERCIAL EIRELI","Federative Republic of Brazil","736.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","1686286","Consultor Banco de Dados para Desenvolvimento de Ferramentas de Gest&#227;o de Recursos H&#237;dricos (2)","2019-04-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","15370.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576400","REFORMA E AMPLIA&#199;&#195;O DA CASA DO ARTES&#195;O","2018-12-28T00:00:00.000","A&C CONSTRUÇÕES E SERVIÇOS LTDA EIRELI","Federative Republic of Brazil","198355.0"
"2022-09-12T00:00:00.000","2019","Brazil Investment Plan Coordination Project","Consultant Services","1625109","servi&#231;os prepara&#231;&#227;o, modera&#231;&#227;o e sistematiza&#231;&#227;o dos resultados do Semin&#225;rio de Sinergias entre os projetos do Plano de Investimentos do Brasil para o FIP.","2018-11-12T00:00:00.000","Individual Consultant","Federative Republic of Brazil","3320.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","1686193","Contra&#231;&#227;o de Consultor Banco de Dados para Desenvolvimento de Ferramentas de Gest&#227;o de Recursos H&#237;dricos (1).","2019-04-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","15370.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Goods","1658069","AQUIS&#195;O DE EQUIPAMENTOS E MATERIAL DE INFORM&#193;TICA PARA NOVAS INSTALA&#199;&#213;ES DO INTERPI NOS MOLDES DO ACORDO DE EMPR&#201;STIMO N&#186; 8575","2018-08-24T00:00:00.000","INFOART INFORMATICA EIRELLI","Federative Republic of Brazil","50634.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625376","analisar as informa&#231;&#245;es cartogr&#225;ficas de inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado de Minas Gerais (sublotes 1,2 e 3)","2019-05-22T00:00:00.000","Individual Consultant","Federative Republic of Brazil","4592.0"
"2022-09-12T00:00:00.000","2019","Tocantins Integrated Sustainable Regional Development","Consultant Services","1597700","servi&#231;os especializados para desenvolvimento do Manual Estadual de Restaura&#231;&#227;o de Vegeta&#231;&#227;o Nativa e desenvolvimento do Programa de Incentivos da Cadeia Produtiva da Restaura&#231;&#227;o.","2018-07-16T00:00:00.000","STCP ENGENHARIA DE PROJETOS LTDA","Federative Republic of Brazil","151055.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Goods","1657818","AQUISI&#199;&#195;O E INSTALA&#199;&#195;O DE APARELHOS DE AR CONDICIONADO PARA NOVAS INSTALA&#199;&#213;ES DO INTERPI NOS MOLDES DO ACORDO DE EMPR&#201;STIMO N&#186; BIRD 8585-BR...","2018-08-24T00:00:00.000","MARIA JOSÉ DA FONSECA LEITE-ME","Federative Republic of Brazil","10507.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1621102","ORGANIZA&#199;&#195;O E MONTAGEM DE ESTANDES PARA PARTICIPA&#199;&#195;O NO EVENTO WTM AM&#201;RICA LATINA S&#195;O PAULO - 2019","2019-04-01T00:00:00.000","REED EXHIBITIONS ALCANT ARA MACHADO LTDA","Federative Republic of Brazil","14885.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1576404","Presta&#231;&#227;o de servi&#231;os consultoria individual especializada em elabora&#231;&#227;o de projetos de instala&#231;&#245;es el&#233;tricas e cabeamento estruturado para reforma e amplia&#231;&#227;o das instala&#231;&#245;es da SEPLAN.","2018-11-23T00:00:00.000","Individual Consultant","Federative Republic of Brazil","12333.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625475","analisar as informa&#231;&#245;es cartogr&#225;ficas de &#8211; inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado de Minas Gerais (sublotes 4 e 5)","2019-05-20T00:00:00.000","Individual Consultant","Federative Republic of Brazil","3365.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576402","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRA DE REFORMA NA REGI&#195;O DO EXTREMO NOROESTE - MUNIC&#205;PIOS DE BOM JESUS DE ITABAPOANA , NATIVIDADE, PORCI&#218;NCULA E VARRE-SAI - LOTES 02 E 03","2018-08-15T00:00:00.000","FERNANDES & FERNANDES ATIVIDADES PAISAGÍSTICAS LTDA - ME","Federative Republic of Brazil","173301.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1597559","51/2018-B DEPASA","2018-08-23T00:00:00.000","TRICICLOS KATUNY LTDA","Federative Republic of Brazil","22934.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1621040","Reforma da Fortaleza dos Reis Magos","2018-09-28T00:00:00.000","PS CONSTRUÇÕES E SERVIÇOS DE ENGENHARIA LTDA","Federative Republic of Brazil","854736.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1596933","Contrata&#231;&#227;o de profissional para a realiza&#231;&#227;o de servi&#231;os de engenharia para an&#225;lise final microbiol&#243;gica e bromatol&#243;gica.","2019-06-19T00:00:00.000","ALESSANDRA KARLA SILVA","Federative Republic of Brazil","2991.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Non-consulting Services","1596914","Contrato 73/2018- Contrata&#231;&#227;o de servi&#231;os t&#233;cnicos para realizar a elabora&#231;&#227;o atualiza&#231;&#227;o, acompanhamento e monitoramento dos Planos de Gest&#227;o Ambiental das terras Ind&#237;genas e implementa&#231;&#227;o do PGA.","2018-11-05T00:00:00.000","MARQUES E BARBOSA LTDA - M & B SERVIÇOS","Federative Republic of Brazil","419384.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576397","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRA DE REFORMA NA REGI&#195;O DO EXTREMO NOROESTE - MUNIC&#205;PIO DE MIRACEMA - LOTE 01","2018-08-15T00:00:00.000","PRADO CONSTRUTORA E EMPREENDIMENTOS EIRELI","Federative Republic of Brazil","59286.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1602746","contrata&#231;&#227;o de pessoa jur&#237;dica com vistas &#224; execu&#231;&#227;o de obra e servi&#231;os de Engenharia, por empreitada por pre&#231;o unit&#225;rio, para a reforma e amplia&#231;&#227;o de estabelecimentos assistenciais de sa&#250;de para ins","2019-02-12T00:00:00.000","A&C CONSTRUÇÕES E SERVIÇOS","Federative Republic of Brazil","121786.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Non-consulting Services","1601720","Contrata&#231;&#227;o de empresa especializada no ramo de servi&#231;o de produ&#231;&#227;o e reprodu&#231;&#227;o de material gr&#225;fico para atender as necessidades da SEPLAN","2019-04-04T00:00:00.000","VIZION GRÁFICA LTDA - ME","Federative Republic of Brazil","26261.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1576396","PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORlA INDIVIDUAL ESPECIALIZADA EM ARQUITETURA DE INTERIORES PARA O HOSPITAL REGIONAL DA MULHER PARTEIRA MARIA CORREIA","2018-12-23T00:00:00.000","Individual Consultant","Federative Republic of Brazil","13244.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576352","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A REFORMA DO DEPARTAMENTO GERAL DE ADMINISTRA&#199;&#195;O E FINAN&#199;AS","2018-08-08T00:00:00.000","MR-NIT COMERCIAL E SERVIÇOS LTDA","Federative Republic of Brazil","129164.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576414","CENTRAL DO CIDAD&#195;O DE CAIC&#211;/RN.","2018-12-03T00:00:00.000","A & C CONSTRUÇÕES E SERVIÇOS EIRELI","Federative Republic of Brazil","1073041.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Goods","1596666","Aquisi&#231;&#227;o de equipamentos audiovisuais (c&#226;meras de v&#237;deo profissional e outros) para uso do Centro de Comunica&#231;&#227;o Rural/CATI","2018-08-31T00:00:00.000","CAB MATERIAL E SUPRIMENTOS EIRELI EPP","Federative Republic of Brazil","8355.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1603727","LOTE I - AQUISI&#199;&#195;O DE CONDICIONADORES DE AR COM INSTALA&#199;&#195;O","2019-04-01T00:00:00.000","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","Federative Republic of Brazil","79653.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1576418","AQUISI&#199;&#195;O DE VE&#205;CULO AUTOMOTOR","2018-08-07T00:00:00.000","NACIONAL VEÍCULOS E SERVIÇOS LTDA","Federative Republic of Brazil","15051.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576409","Execuc&#807;a&#771;o de obra e servic&#807;os de engenharia a serem prestados conforme projeto de CFTV, climatizac&#807;a&#771;o, paisagismo, sinalizac&#807;a&#771;o. SPDA e subestac&#807;a&#771;o da Central do Cidada&#771;o da Zona Norte de Natal.","2018-12-27T00:00:00.000","RRK EMPREENDIMENTOS LTDA","Federative Republic of Brazil","186638.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1576424","Lote (4) - ILUMINA&#199;&#195;O","2018-07-27T00:00:00.000","D.P.DA SILVA JUNIOR ELETRICOS-EIRELI","Federative Republic of Brazil","269.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625732","analisar as informa&#231;&#245;es cartogr&#225;ficas de inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado do Maranh&#227;o (sublotes 1, 2 e 3)","2019-05-23T00:00:00.000","Individual Consultant","Federative Republic of Brazil","15296.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625728","analisar as informa&#231;&#245;es cartogr&#225;ficas de &#8211; inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado de Minas Gerais (sublote 6)","2019-05-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","2024.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1576423","Lote (3) - MOB&#205;LIA","2018-07-23T00:00:00.000","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","Federative Republic of Brazil","8601.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1595590","Contrata&#231;&#227;o de profissional para apoio t&#233;cnico e administrativo ao projeto DGM.","2019-05-02T00:00:00.000","GERMANA PLATÃO ROCHA","Federative Republic of Brazil","11509.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1576408","Presta&#231;&#227;o de servi&#231;os para relaiza&#231;&#227;o do Fest Bossa e Jazz Pipa, no munic&#237;pio de Tibau do Sul-RN","2018-12-11T00:00:00.000","J DE FIGUEIREDO FARIA - ME","Federative Republic of Brazil","13444.0"
"2022-09-12T00:00:00.000","2019","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","1595681","Contrata&#231;&#227;o de Consultor Individual para Apoio ao Reassentamento de Fam&#237;lias e Projetos Integrados de Participa&#231;&#227;o Comunit&#225;rias na UPS","2019-05-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","25960.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625865","analisar as informa&#231;&#245;es documentais de inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado de Minas Gerais (Sublote 1 e 2)","2019-05-20T00:00:00.000","Individual Consultant","Federative Republic of Brazil","4751.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1576428","AQUISI&#199;&#195;O DE AMBUL&#194;NCIAS TIPO ""B""","2018-08-07T00:00:00.000","REUNIDAS SERVIÇOS DE VEÍCULOS LTDA","Federative Republic of Brazil","327900.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1603752","Lote 04 - M&#211;VEIS CL&#193;SSICOS","2019-03-11T00:00:00.000","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","Federative Republic of Brazil","2386.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1594989","Aquisi&#231;&#227;o de Kit Apicultura","2019-06-18T00:00:00.000","ARMINDO VIEIRA DO NASCIMENTO - ME","Federative Republic of Brazil","1854.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1603747","Lote 02 - M&#211;VEIS SOB MEDIDA E TRILHOS SOB MEDIDA","2019-03-11T00:00:00.000","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","Federative Republic of Brazil","18488.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1668853","Aquisi&#231;&#227;o de Combust&#237;vel para para execu&#231;&#227;o do Subprojeto Pojinare (Nossa Mata)","2018-12-18T00:00:00.000","AUTO POSTO 2001 LTDA","Federative Republic of Brazil","239.0"
"2022-09-12T00:00:00.000","2019","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","1625878","analisar as informa&#231;&#245;es documentais de inscri&#231;&#245;es de im&#243;veis rurais com at&#233; 4 m&#243;dulos fiscais no Cadastro Ambiental Rural do estado do Maranh&#227;o (sublotes 1 e 2)","2019-05-16T00:00:00.000","Individual Consultant","Federative Republic of Brazil","14414.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Goods","1603746","Lote 03 - CONFEC&#199;&#195;O E AQUISI&#199;&#195;O DE PE&#199;AS EM ACR&#205;LICO SOB MEDIDA","2019-03-11T00:00:00.000","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","Federative Republic of Brazil","3476.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1603739","REFORMA DA CENTRAL DO CIDAD&#195;O MOSSOR&#211;","2018-08-29T00:00:00.000","C&C - CONSTEP & CONSTRUÇÕES LTDA","Federative Republic of Brazil","136770.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1576427","Contrata&#231;&#227;o de Empresa especializada em servi&#231;os eventuais de Buffet, no Territ&#243;rio do Agreste Litoral Sul","2018-07-31T00:00:00.000","PASTEIS E MASSAS COMÉRCIO DE ALIMENTAÇÃO LTDA-ME","Federative Republic of Brazil","17173.0"
