"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2021-11-03T00:00:00.000","Crystal Crop ","Summary of Investment Information (AIP Policy 2012)","44971","Equity","CRYSTAL CROP PROTECTION LIMITED","India","IND","Manufacturing","A","Regional Industry - MAS Asia & Pac","Pending","2022-01-31T00:00:00.000",,,"0.0","14.91","14.91","IN","2022-09-02T03:05:00.000"
"2021-03-02T00:00:00.000","VA Tech - HAM Projects","Summary of Investment Information (AIP Policy 2012)","42588","Loan","Ganga STP Project Private Limited","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Pending","2020-11-04T00:00:00.000",,,"14.05",,"14.05","IN","2022-09-02T03:05:00.000"
"2020-02-11T00:00:00.000","ORIENTAL INFRATRUST","Summary of Investment Information (AIP Policy 2012)","39354","Loan","ORIENTAL STRUCTURAL ENGINEERS PRIVATE LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Active","2018-06-04T00:00:00.000",,,"72.25","28.90","101.15","IN","2022-09-02T03:05:00.000"
"2016-08-23T00:00:00.000","HFE Equity","Summary of Investment Information (AIP Policy 2012)","37910","Equity","HERO FUTURE ENERGIES PRIVATE LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Completed","2016-10-25T00:00:00.000",,,,"62.50","62.5","IN","2022-09-02T03:05:00.000"
"2014-12-11T00:00:00.000","Cube Highways","Summary of Investment Information (AIP Policy 2012)","34415","Loan","CUBE HIGHWAYS AND INFRASTRUCTURE PTE LTD.","India","IND","Infrastructure","A","CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA","Active","2014-12-11T00:00:00.000",,,"150.0","100.0","250.0","IN","2022-09-02T03:05:00.000"
"2014-06-02T00:00:00.000","Powergrid Equity","Summary of Investment Information (AIP Policy 2012)","34442","Equity","POWER GRID CORPORATION OF INDIA LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Completed","2013-11-21T00:00:00.000",,,,"199.11","199.11","IN","2022-09-02T03:05:00.000"
"2013-02-01T00:00:00.000","UltraTech Cement Limited","Summary of Investment Information (AIP Policy 2012)","32265","Loan","ULTRATECH CEMENT LIMITED","India","IND","Manufacturing","A","Regional Industry - MAS Asia & Pac","Completed","2013-03-31T00:00:00.000",,,"100.0",,"100.0","IN","2022-09-02T03:05:00.000"
"2012-10-20T00:00:00.000","OCL II","Summary of Investment Information (AIP Policy 2012)","32057","Loan","OCL INDIA LIMITED","India","IND","Manufacturing","A","Regional Industry - MAS Asia & Pac","Completed","2012-12-20T00:00:00.000",,,"40.0",,"40.0","IN","2022-09-02T03:05:00.000"
"2012-03-02T00:00:00.000","Power Grid","Summary of Proposed Investment (Disclosure Policy 2006)","31419","Loan","POWER GRID CORPORATION OF INDIA LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Active","2012-05-03T00:00:00.000",,,"100.0",,"100.0","IN","2022-09-02T03:05:00.000"
"2011-05-03T00:00:00.000","NSL Power","Summary of Proposed Investment (Disclosure Policy 2006)","29912","Equity","NSL RENEWABLE POWER PRIVATE LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Active","2011-07-07T00:00:00.000",,,"0.0","25.0","25.0","IN","2022-09-02T03:05:00.000"
"2010-01-25T00:00:00.000","Bhilwara Energy","Summary of Proposed Investment (Disclosure Policy 2006)","29157","Equity","BHILWARA ENERGY LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Active","2010-03-31T00:00:00.000",,,,"23.90","23.9","IN","2022-09-02T03:05:00.000"
"2009-10-26T00:00:00.000","VicatSagarCement","Summary of Proposed Investment (Disclosure Policy 2006)","28350","Loan","KALBURGI CEMENT PRIVATE LIMITED","India","IND","Manufacturing","A","Regional Industry - MAS Asia & Pac","Completed","2009-12-29T00:00:00.000",,,"75.0","15.0","90.0","IN","2022-09-02T03:05:00.000"
"2008-03-31T00:00:00.000","Cairn India II","Summary of Proposed Investment (Disclosure Policy 2006)","26763","Loan","Cairn Energy Hydrocarbons Limited","India","IND","Oil, Gas, and Mining","A","Gbl Infrastructure & Natural Resources","Completed","2008-05-30T00:00:00.000",,,"250.0",,"250.0","IN","2022-09-02T03:05:00.000"
"2007-12-07T00:00:00.000","AllainDuhanganII","Summary of Proposed Investment (Disclosure Policy 2006)","26500","Loan","AD HYDRO POWER LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Active","2008-02-07T00:00:00.000",,,"31.84","10.0","41.84","IN","2022-09-02T03:05:00.000"
"2007-11-27T00:00:00.000","Tata Ultra Mega","Summary of Proposed Investment (Disclosure Policy 2006)","25797","Loan","COASTAL GUJARAT POWER LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Completed","2008-03-27T00:00:00.000",,,"450.0",,"450.0","IN","2022-09-02T03:05:00.000"
"2007-03-16T00:00:00.000","Lanco Amarkantak Thermal Power Station","Summary of Proposed Investment (Disclosure Policy 2006)","24880","Equity","LANCO AMARKANTAK POWER PRIVATE LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Completed","2007-05-17T00:00:00.000",,,,"8.0","8.0","IN","2022-09-02T03:05:00.000"
"2003-08-11T00:00:00.000","AD Hydro Power Limited","Summary of Proposed Investment (Disclosure Policy 2006)","11632","Loan","AD HYDRO POWER LIMITED","India","IND","Infrastructure","A","Gbl Infrastructure &amp; Natural Resources","Active","2003-10-31T00:00:00.000",,,"40.0","7.0","47.0","IN","2022-09-02T03:05:00.000"
