"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"1998-02-19T00:00:00.000","DReVo","Summary of Proposed Investment (Disclosure Policy 2006)","8805","Equity","OAO DreVo","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed",,,,,"0.90","0.9","RU","2022-09-02T03:05:00.000"
"2005-10-25T00:00:00.000","OOO Vladpivo Ltd","Summary of Proposed Investment (Disclosure Policy 2006)","24564","Loan","Far East Brewing","Russian Federation","RUS","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2005-12-03T00:00:00.000",,,"14.68","5.31","19.99","RU","2022-09-02T03:05:00.000"
"2006-01-19T00:00:00.000","Trio Invest LLC","Summary of Proposed Investment (Disclosure Policy 2006)","24492","Loan","TRIO INVEST, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed","2006-03-02T00:00:00.000",,,"20.0",,"20.0","RU","2022-09-02T03:05:00.000"
"2002-03-26T00:00:00.000","ZAO Stora Enso II","Summary of Proposed Investment (Disclosure Policy 2006)","11288","Loan","STORA ENSO PAKADZHING BB, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed","2002-04-30T00:00:00.000",,,"7.0",,"7.0","RU","2022-09-02T03:05:00.000"
"2007-09-28T00:00:00.000","Sodrugestvo","Summary of Proposed Investment (Disclosure Policy 2006)","25021","Loan","United Trading A/S","Russian Federation","RUS","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2007-10-29T00:00:00.000",,,"50.0","50.0","100.0","RU","2022-09-02T03:05:00.000"
"2003-03-06T00:00:00.000","Agros","Summary of Proposed Investment (Disclosure Policy 2006)","11647","Loan","Stavropolsky Broiler","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed","2003-04-15T00:00:00.000",,,"15.0",,"15.0","RU","2022-09-02T03:05:00.000"
"1999-04-28T00:00:00.000","Campina 000","Summary of Proposed Investment (Disclosure Policy 2006)","8977","Loan","Kampina, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed",,,,"10.0",,"10.0","RU","2022-09-02T03:05:00.000"
"2007-11-12T00:00:00.000","BGK","Summary of Proposed Investment (Disclosure Policy 2006)","26427","Loan","BELGRANKORM, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed","2007-12-13T00:00:00.000",,,"30.0","50.0","80.0","RU","2022-09-02T03:05:00.000"
"2003-04-17T00:00:00.000","Kronostar","Summary of Proposed Investment (Disclosure Policy 2006)","20425","Loan","SVISS KRONO, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2003-05-19T00:00:00.000",,,"50.0",,"50.0","RU","2022-09-02T03:05:00.000"
"2008-05-21T00:00:00.000","Kronostar III","Summary of Proposed Investment (Disclosure Policy 2006)","26792","Loan","SVISS KRONO, OOO","Russian Federation","RUS","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Completed","2008-06-20T00:00:00.000",,,"30.0",,"30.0","RU","2022-09-02T03:05:00.000"
"2010-12-22T00:00:00.000","Russia Residential Energy Efficiency Program","Summary of Proposed Investment (Disclosure Policy 2006)","574447",,"UNKNOWN","Russian Federation","RUS","Agribusiness and Forestry","FI","Climate Business Department","Completed","2011-01-24T00:00:00.000",,,,,,"RU","2022-09-02T03:05:00.000"
