"fiscal_year","region","borrower_country","major_sector","supplier_contract_amount_usd"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","622.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1299.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1299.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1299.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1299.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","439007.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","440435.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","835804.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation","1711379.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","10107.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","50623.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1158.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1129.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1164.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1167.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1167.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","628.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1167.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1167.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1313.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","584.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1167.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","584.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1249641.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","147.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","827.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","156.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","179.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","223.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","161.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","333.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","384.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","25692.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1233320.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","50533.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","41763.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","32221.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","31690.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","46280.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","3032.0"
"2019","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","91253.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","29.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","76831.0"
"2018","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","50980.0"
"2019","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","1502.0"
"2019","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","2858.0"
"2019","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","10938.0"
"2019","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","7248.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","42848.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","29628.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","908.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","909.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","6587.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","2972.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","5667.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","2580.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3900.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","46200.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3900.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","4000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","7800.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","10000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","13800.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","13800.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","1500.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","6534.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Energy and Extractives","644418.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","496.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","46013.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","75613.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","42567.0"
"2023","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","38539.0"
"2023","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","11344.0"
"2023","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","159973.0"
"2023","LATIN AMERICA AND CARIBBEAN","Paraguay","Health","4363.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","17792.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation","25847885.0"
"2018","LATIN AMERICA AND CARIBBEAN","Paraguay","Water, Sanitation and Waste Management","6324791.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Water, Sanitation and Waste Management","589080.0"
"2018","LATIN AMERICA AND CARIBBEAN","Paraguay","Water, Sanitation and Waste Management","518497.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Energy and Extractives","880000.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation;Social Protection;Public Administration","22880.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation;Social Protection;Public Administration","62507.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Energy and Extractives","3713816.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Energy and Extractives","6955601.0"
"2023","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","379775.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","10000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","19254.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","12200.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","6000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","56000.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","6000.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","1800.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","7900.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3650.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","265666.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","224993.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","361843.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","535975.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","361830.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","276919.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","370916.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","989692.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","290791.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","167412.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","31713.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Agriculture, Fishing and Forestry;Public Administration","139256.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","6500.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation","2690380.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","2100.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","240.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","3500.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","750.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","850.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","1740.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","2200.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","1500.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","1500.0"
"2020","LATIN AMERICA AND CARIBBEAN","Paraguay","Health;Education;Public Administration","2100.0"
"2017","LATIN AMERICA AND CARIBBEAN","Paraguay","Energy and Extractives","23000.0"
