"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IBRD92060","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","NG","Nigeria","FSL","Approved","0.00",,"P172891","NG Distribution Sector Recovery Program","500000000.00","0.00","500000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500000000.00","2026-04-15T00:00:00.000","2055-10-15T00:00:00.000",,"2021-02-04T00:00:00.000",,"2026-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IBRDG2300","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Azura Power West Africa Limited","NG","Nigeria","GURB","Effective",,,"P120207","NG- Power Sect Guarantees Proj","125000000","39625231","85374769","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","85374769",,,"2015-08-21T00:00:00.000","2014-05-01T00:00:00.000","2015-12-28T00:00:00.000","2019-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRDG2310","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Azura Power West Africa Limited","NG","Nigeria","GURB","Effective",,,"P120207","NG- Power Sect Guarantees Proj","120000000","20711330","99288670","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","99288670",,,"2015-08-21T00:00:00.000","2014-05-01T00:00:00.000","2015-12-31T00:00:00.000","2019-12-31T00:00:00.000",
