"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name_","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2013-06-30T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2013-07-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2013-11-30T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2013-12-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-01-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-02-28T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-03-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-04-30T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-05-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-06-30T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-07-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
"2014-08-31T00:00:00.000","IBRD00310","AFRICA","ET","Ethiopia","Ministry of Finance","ET","Ethiopia","NON POOL","Repaid","4",,"P000659","HIGHWAYS I","5000000","0","0","5000000","5000000","0","0","0","0","0","0","0","1956-03-01T00:00:00.000","1971-03-01T00:00:00.000","1950-09-13T00:00:00.000","1950-09-13T00:00:00.000","1951-02-28T00:00:00.000","1954-03-01T00:00:00.000",
