"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2020-12-21T00:00:00.000","CHO Tunisia II ","Summary of Investment Information (AIP Policy 2012)","44266","Loan","CHO COMPANY SA","Tunisia","TUN","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2021-02-01T00:00:00.000",,,"26.64",,"26.64","TN","2022-09-02T03:05:00.000"
"2020-10-16T00:00:00.000","ENDA SL IV","Summary of Investment Information (AIP Policy 2012)","42562","Loan","ENDA TAMWEEL SA","Tunisia","TUN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2020-11-20T00:00:00.000",,,"11.99",,"11.99","TN","2022-09-02T03:05:00.000"
"2020-05-30T00:00:00.000","One Tech 2","Summary of Investment Information (AIP Policy 2012)","40130","Loan","ONE TECH HOLDING","Tunisia","TUN","Manufacturing","B","Regional Industry - MAS Africa","Active","2020-06-29T00:00:00.000",,,"25.01",,"25.01","TN","2022-09-02T03:05:00.000"
"2020-04-30T00:00:00.000","VACPA","Summary of Investment Information (AIP Policy 2012)","42698","Loan","BOUDJEBEL SA VACPA","Tunisia","TUN","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2020-07-03T00:00:00.000",,,"6.12",,"6.12","TN","2022-09-02T03:05:00.000"
"2018-11-21T00:00:00.000","ISC-Flat6Labs Tunis","Summary of Investment Information (AIP Policy 2012)","41699","Equity","ANAVA SEED FUND","Tunisia","TUN","Funds","FI-3","Disruptive Technologies and Funds","Active","2019-01-10T00:00:00.000",,,,"30.0","30.0","TN","2022-09-02T03:05:00.000"
"2018-04-27T00:00:00.000","Attijari Tunisie","Summary of Investment Information (AIP Policy 2012)","41167","Loan","BANQUE ATTIJARI DE TUNISIE","Tunisia","TUN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2018-05-28T00:00:00.000",,,"46.72",,"46.72","TN","2022-09-02T03:05:00.000"
"2015-12-14T00:00:00.000","BTK SL","Summary of Investment Information (AIP Policy 2012)","36720","Loan","BANQUE TUNISO- KOWEITIENNE SA","Tunisia","TUN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Completed","2016-01-15T00:00:00.000",,,"43.53",,"43.53","TN","2022-09-02T03:05:00.000"
"2015-04-30T00:00:00.000","CHO Tunisia","Summary of Investment Information (AIP Policy 2012)","36202","Loan","CHO COMPANY SA","Tunisia","TUN","Agribusiness and Forestry","B","Regional Industry - MAS ME & Africa","Active","2015-06-01T00:00:00.000",,,"16.0",,"16.0","TN","2022-09-02T03:05:00.000"
"2015-02-23T00:00:00.000","Enda III","Summary of Investment Information (AIP Policy 2012)","35267","Loan","ENDA INTER ARABE","Tunisia","TUN","Financial Institutions","FI-3","Regional Industry - FIG Africa","Completed","2015-03-27T00:00:00.000",,,"8.0",,"8.0","TN","2022-09-02T03:05:00.000"
"2013-02-01T00:00:00.000","Amen Bank Equity","Summary of Investment Information (AIP Policy 2012)","32359","Equity","AMEN BANK SA","Tunisia","TUN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Completed","2012-10-18T00:00:00.000",,,,"5.63","5.63","TN","2022-09-02T03:05:00.000"
