"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Administrar y facilitar el flujo de informaci&#243;n que requieran los organismos nacionales e internacionales vinculados con la ejecuci&#243;n de programas y proyectos con financiamiento externo y otros proyec","Individual Consultant","17920.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","El Analista de Liquidaciones e Impuestos brindar&#225; apoyo a la Coordinaci&#243;n en todo lo concerniente a los procesos de pago, incluyendo liquidaciones y retenciones, en el &#225;mbito de la DGPPSE.","Individual Consultant","16866.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto en Ingenier&#237;a Hidr&#225;ulica","Individual Consultant","1437.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME LZR","LZR EDICIONES S.R.L.","13244.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","El Coordinador de Administraci&#243;n Financiera, Contable y Presupuestaria, deber&#225; coordinar al equipo de trabajo a cargo, con el objetivo de cumplir con los procedimientos y normativas aplicadas a los Pr","Individual Consultant","26196.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Coordinador del Equipo Territorial Social y Urbano","Individual Consultant","7032.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXTENSION AULICA EN ESC.420	COLONIA SARGENTO JUAN B. CABRAL	SALADAS	AMPLIACION","ING CANTERO RICARDO DIMAS","36954.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","DEMOLICION DE LOSA, TECHO METALICO Y CIELORRASO, AMPLIACION AULA","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","45517.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EFI. EN TALLER MI NUEVO SUE&#209;O	CAMPANAS	FAMATINA	REFACCIONES (SIN M&#178;)","CARPIO JOSE LUIS","8612.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, CUBIERTAS DE TECHO, ALMACENAMIENTO DE AGUA, ADECUACIONES SANITARIAS, INSTALACIONES DE GAS, CARPINTERIAS, ELECTRICIDAD","MANSILLA FEDERMANN ALBERTO DAMIAN","19742.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","51 JARDIN DE INFANTES	GUANDACOL	CNEL.FELIPE VARELA	REFACCIONES (SIN M&#178;)","MATERIA ARQUITECTURA SRL","25043.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ARREGLOS GENERALES, ELECTRICIDAD, CARPINTERIAS","TU SOLUCION SRL","6007.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Analista En Indicadores 1","Individual Consultant","3065.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista En H&#225;bitat, Planificaci&#243;n Urbana Y/O Gesti&#243;n Del Suelo Urbano","Individual Consultant","11464.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, CUBIERTAS DE TECHO, ARREGLOS GENERALES, CARPINTERIAS","AGUERO HUMBERTO DANIEL","3850.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHOS, ADECUACIONES SANITARIAS, ELECTRICIDAD, ARREGLOS GENERALES","CARPIO JOSE LUIS","3939.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-51875183-APN-SSESYC CATAPULTA CHILDREN","CATAPULTA CHILDREN ENTERTAINMENT S.A","38496.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ALMACENAMIENTO DE AGUA, ADECUACIONES SANITARIAS, ARREGLOS GENERALES","ESPINOSA SERGIO ANTONIO","3892.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME SANTILLANA","EDICIONES SANTILLANA","88935.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, ELECTRICIDAD","ESPINOSA SERGIO ANTONIO","3526.0"
"2021","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Consultant Services","Least Cost Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","CONTRATACI&#211;N DE LA AUDITORIA FINANCIERA DEL CONVENIO DE PRESTAMO 8628 AR DE LOS EJERCICIOS PRESUPUESTARIOS 2019 Y 2020.","PKF AUDISUR S.R.L (PKF ARGENTINA)","6299.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS.","MEGATECH DE ALAMO FRANCISCO HERNAN","1024.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","9999 COL.SEC.SAN JOSE	CAMPANAS	FAMATINA	REFACCIONES (SIN M&#178;)","CARPIO JOSE LUIS","7175.0"
"2021","Argentina","Rural Corridors and Biodiversity","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","Identificaci&#243;n de Vac&#237;os de Conservaci&#243;n en dos escalas: nacional y regional focalizada en los Corredores Chaque&#241;os","INNOVAT","30410.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor experto en procesos","Individual Consultant","8576.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME COFRECES","EDICIONES EN DANZA DE COFRECES, JAVIER BERNARDO","50672.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","TOEE","Individual Consultant","3692.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Experto en Procesos","Individual Consultant","8583.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME MAREA","EDITORIAL MAREA S.R.L.","23693.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-50960855-APN-SSESYC LIBROS PARA VER MUNDOS","LIBROS PARA VER MUNDOS S.R.L.","8890.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Non-consulting Services","Request for Quotations","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Estudio de Suelo y Agua en el Barrio Puerta de Hierro del Municipio de La Matanza","HYTSA ESTUDIOS Y PROYECTOS S.A.","14514.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ARREGLOS GENERALES","VELAZQUEZ CRISTIAN LEONARDO","398.0"
"2021","Argentina","Modernization and Innovation for Better Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","Especialista Social para An&#225;lisis de Mecanismo de Atenci&#243;n y Gesti&#243;n de Quejas y Reclamos","Individual Consultant","934.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","JUANA MANSO","QUEÑOA SA","42444.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","293","MATEO CONSTRUCTORA SRL","37821.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","121","NELSON ZERRIZUELA","17598.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Asesor para el dise&#241;o y desarrollo de la Plataforma PYME","Individual Consultant","3063.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REPARAC. ELECTR. SANITARIAS, CIELORRASOS Y CARPINTERIAS","COBA SRL","43632.0"
"2021","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","AR-MSAL-15708-CS-INDV-Analistas de Informes e Indicadores-Magnetto, Maia Elizabeth","Individual Consultant","2241.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SUCESION DE MALFITANO GASPAR CARLOS","11760.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 4600450-00	35 MARIA ROSA TAPIA DE OROPEL	VILLA CASANA	ROSARIO VERA PE&#209;ALOZA	REFACCIONES (SIN M&#178;)","ZALAYA ERNESTO DANIEL","5204.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-50961274-APN-SSESYC NOLLA FABIANA","GERBERA EDICIONES DE NOLLA, FABIANA DE LOS MILAGROS","57862.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 3400330-00	294 EPEP DELIA LEIVA DE GAY	SOLDADO EDMUNDO SOSA	PIRANE	AMPLIACION Y REFACCION","ALECRIN SRL","41212.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacciones","CE Y BA S.R.L.","41563.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Coordinador Dise&#241;o de la Plataforma PYME","Individual Consultant","6126.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCM RIDERCHAIL","RIDERCHAIL EDITIONS S.R.L.","29053.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","ADQUISICION DE 2 NOTEBOOKS","PC BOUTIQUE COMPUTACION DE PCB GROUP SA","1928.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME COMIKS","COMIKS DEBRIS DE DANZA, MARCELO ENRIQUE","43540.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ELECTRICIDAD, ARREGLOS GENERALES, CUBIERTAS DE TECHOS, CARPINTERIAS","ZALAYA ERNESTO DANIEL","4332.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 3400097-00	200 EPEP CIRILO SBARDELLA	PIRANE","ALECRIN S.R.L","34686.0"
"2021","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","Analista Social","Individual Consultant","6333.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHOS, ARREGLOS GENERALES, ADECUACIONES SANITARIAS, CARPINTERIAS, ELECTRICIDAD","ZALAYA ERNESTO DANIEL","7168.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Quality And Cost-Based Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asesoramiento y evaluaci&#243;n para el fortalecimiento del eje de desarrollo econ&#243;mico del Barrio Padre Carlos Mugica","ALMADO","113736.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Direct Selection","Education","COORDINADORA PROMER II LA RIOJA","PAREDES TORRES ERICA","15065.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS,","MANSILLA FEDERMANN ALBERTO DAMIAN","3566.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor experto en implementaci&#243;n de sistemas","Individual Consultant","2083.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 7400070-00	10 ESCUELA HOGAR NEUQUEN	ANCHORENA	GOBERNADOR DUPUY	REFACCIONES (SIN M&#178;)","EUGENIO PIPITONE","2332.0"
