"date_disclosed","project_name","project_number","product_line","company_name","country","industry","environmental_category","department","status","project_board_date","ifc_investment_for_loan_million_usd","total_ifc_investment_as_approved_by_board_million_usd"
"2021-04-15T00:00:00.000","CORSAN Water","43626","Loan","COMPANHIA RIOGRANDENSE DE SANEAMENTO","Brazil","Infrastructure","B","Regional Industry - INF LAC","Pending","2021-05-17T00:00:00.000","84.30","84.3"
"2021-04-09T00:00:00.000","IZSU Support","44190","Loan","IZMIR SU VE KANALIZASYON IDARESI GENEL MUDURLUGU","Türkiye","other","B","Regional Industry INF MCT","Active","2021-05-28T00:00:00.000","34.0","34.0"
"2021-04-09T00:00:00.000","GTLP Bank of America ","44756","Loan","GTLP Bank of America","World Region","Financial Institutions","FI-3","CFGPD - Global Industry, Financial Markets/Trade & Supply Chain, Products","Pending","2021-05-10T00:00:00.000","250.0","250.0"
"2021-04-08T00:00:00.000","EGP India - Thar","44816","Loan","ENEL GREEN POWER INDIA PRIVATE LIMITED","India","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2021-05-20T00:00:00.000","50.89","50.89"
"2021-04-07T00:00:00.000","Hero Fincorp TW ","44200","Loan","HERO FINCORP LTD","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Pending","2021-05-07T00:00:00.000","100.0","100.0"
"2021-03-30T00:00:00.000","RSE COVID - Facey Group III","43979","Loan","FACEY GROUP LIMITED","Jamaica","Telecommunications, Media, and Technology","B","CN1S7 - Regional Industry - INF LAC/Infrastructure - LAC","Active","2020-12-15T00:00:00.000","15.0","15.0"
"2021-03-30T00:00:00.000","Liquid Telecom South Africa Term Loan","44830","Loan","LIQUID TELECOM SOUTH AFRICA","South Africa","other","B","Regional Industry - INF Africa","Active","2020-10-30T00:00:00.000","100.0","100.0"
"2021-03-30T00:00:00.000","RSE Glenmark","44289","Loan","GLENMARK PHARMACEUTICALS LIMITED","India","other","B","Regional Industry - MAS Asia & Pac","Active","2020-07-09T00:00:00.000","50.0","50.0"
"2021-03-30T00:00:00.000","Profi Romania Grocery","44813","Loan","SC PROFI ROM FOOD SRL","Romania","Tourism, Retail, and Property","B","Regional Industry - MAS ECA","Pending","2021-04-29T00:00:00.000","58.67","58.67"
"2021-03-22T00:00:00.000","China Cube Water Loan","44694","Loan","CHINA CUBE WATER LIMITED","China","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2021-04-26T00:00:00.000","32.05","32.05"
"2021-03-22T00:00:00.000","Amaggi Sustainable Cotton","43740","Loan","ANDRE MAGGI PARTICIPACOES S/A","Brazil","Agribusiness and Forestry","B","CM1A7 - Regional Industry - MAS LAC/Agribusiness and Forestry - CLA","Active","2021-04-25T00:00:00.000","100.0","100.0"
"2021-03-19T00:00:00.000","Liquid Telecom Bond","44798","Loan","LIQUID TELECOMMUNICATIONS HOLDINGS LTD","Africa Region","other","B","CN3S6 - Regional Industry - INF ME & Africa/Infrastructure - Africa","Active","2020-10-30T00:00:00.000","150.0","150.0"
"2021-03-19T00:00:00.000","Indorama Eleme Petrochemicals Limited- Efficiency project","44761","Loan","INDORAMA ELEME PETROCHEMICALS LIMITED","Nigeria","Manufacturing","B","CM3MS - Regional Industry - MAS ME & Africa/MAS H&E, Tourism & Retail Africa","Pending","2021-05-10T00:00:00.000","64.0","64.0"
"2021-03-18T00:00:00.000","Pronaca Covid","41934","Loan","PROCESADORA NACIONAL DE ALIMENTOS C.A. PRONACA","Ecuador","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2021-04-19T00:00:00.000","50.0","50.0"
"2021-03-17T00:00:00.000","Hamza Textiles","43454","Loan","HAMZA TEXTILES LIMITED (INVESTMENTS)","Bangladesh","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2021-04-22T00:00:00.000","11.35","11.35"
"2021-03-16T00:00:00.000","REE Wind Power 2","44653","Loan","THUAN BINH WIND POWER JOINT STOCK COMPANY","Vietnam","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2021-04-16T00:00:00.000","20.0","20.0"
"2021-03-11T00:00:00.000","GreenFeed ASF","43531","Loan","GREENFEED VIETNAM CORPORATION","Vietnam","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2021-04-30T00:00:00.000","43.37","43.37"
"2021-03-02T00:00:00.000","VA Tech - HAM Projects","42588","Loan","Ganga STP Project Private Limited","India","Infrastructure","A","Regional Industry - INF Asia & Pac","Pending","2020-11-04T00:00:00.000","14.05","14.05"
"2021-02-26T00:00:00.000","Sagicor WCS","44354","Loan","SAGICOR BANK JAMAICA LIMITED","Jamaica","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2021-03-31T00:00:00.000","40.0","40.0"
"2021-02-26T00:00:00.000","Kasada Hospitality Fund LP ","44585","Loan","KASADA HOSPITALITY FUND LP","Africa Region","Tourism, Retail, and Property","B","Regional Industry - MAS Africa","Pending","2021-03-31T00:00:00.000","100.0","100.0"
"2021-02-24T00:00:00.000","Daycoval A/B SME","45006","Loan","Banco Daycoval S/A.","Brazil","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2021-03-26T00:00:00.000","130.0","130.0"
"2021-02-24T00:00:00.000","Bansicredi CL Gr","44773","Loan","Banco Cooperativo Sicredi S/A.","Brazil","Financial Institutions","FI-2","CF1S7 - Regional Industry - FIG LAC/FIG Inv Ops - CLA","Active","2021-03-26T00:00:00.000","120.0","120.0"
"2021-02-23T00:00:00.000","AltumCP II","44744","Loan","ALTUM CP, S.A.P.I. DE C.V., SOFOM, E.N.R.","Mexico","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2021-03-25T00:00:00.000","47.65","47.65"
"2021-02-18T00:00:00.000","Brandix Apparel Limited","44341","Loan","BRANDIX LANKA LTD","Sri Lanka","Manufacturing","B","Regional Industry - MAS Asia & Pac","Pending","2021-03-25T00:00:00.000","50.0","50.0"
"2021-02-18T00:00:00.000","GHP RSE Nobel","44558","Loan","NOBEL ILAC SANAYII VE TICARET A.S.","Türkiye","other","B","Regional Industry MAS MCT","Active","2021-03-23T00:00:00.000","11.73","11.73"
"2021-02-18T00:00:00.000","Continuum Green","45140","Loan","CONTINUUM ENERGY LEVANTER PTE. LTD.","India","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2021-01-27T00:00:00.000","75.0","75.0"
"2021-02-16T00:00:00.000","RSE Bel Ga MM","44437","Loan","BEL GA MYANMAR LIMITED","Myanmar","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2021-01-07T00:00:00.000","4.0","4.0"
"2021-02-05T00:00:00.000","Farpoint Indo","43799","Loan","PT FARPOINT REALTY INDONESIA","Indonesia","other","B","Regional Industry - MAS Asia & Pac","Active","2021-03-15T00:00:00.000","50.0","50.0"
"2021-02-01T00:00:00.000","Blue Sail","44497","Loan","BLUE SAIL MEDICAL CO., LTD.","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2021-03-03T00:00:00.000","150.0","150.0"
"2021-02-01T00:00:00.000","Evoca WCS Loan","43953","Loan","EVOCABANK CLOSED JOINT STOCK COMPANY","Armenia","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2021-03-03T00:00:00.000","20.0","20.0"
"2021-02-01T00:00:00.000","GTST AESA WAF20","44969","Loan","ADDAX ENERGY SA","Africa Region","Financial Institutions","B","Regional Industry - MAS Africa","Active","2021-03-03T00:00:00.000","120.0","120.0"
"2021-02-01T00:00:00.000","EthioChicken ETB","44471","Loan","AGFLOW VENTURES","Ethiopia","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2021-03-03T00:00:00.000","10.0","10.0"
"2021-01-28T00:00:00.000","Bergman Ross I","43151","Loan","BERGMAN, ROSS & PARTNERS RADIOLOGIST INC.","South Africa","Health and Education","B","Regional Industry - MAS Africa","Pending","2021-02-26T00:00:00.000","2.96","2.96"
"2021-01-26T00:00:00.000","Blueberry COVID","44578","Loan","UNITED EXPORTS LIMITED","South Africa","Agribusiness and Forestry","B","CM3A6 - Regional Industry - MAS ME & Africa/Agribusiness & Forestry - Africa","Active","2020-10-01T00:00:00.000","3.51","3.51"
"2021-01-19T00:00:00.000","WCS Crisis Response BRAC Bank","43985","Loan","BRAC BANK LIMITED","Bangladesh","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2021-01-29T00:00:00.000","30.0","30.0"
"2021-01-18T00:00:00.000","Coopbank Tier II","43948","Loan","THE CO-OPERATIVE BANK OF KENYA LIMITED","Kenya","Financial Institutions","FI-2","CF3S3 - Regional Industry - FIG ME & Africa/FIG Africa Porf.Est","Active","2020-11-23T00:00:00.000","75.0","75.0"
"2021-01-08T00:00:00.000","RSE COVID Parag","43983","Loan","Parag Milk Foods Limited","India","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-10-06T00:00:00.000","41.19","41.19"
"2021-01-04T00:00:00.000","UzPSB Debt","43561","Loan","JSCB UZPROMSTROYBANK","Uzbekistan","Financial Institutions","FI-1","CF2S8 - Regional Industry - FIG - ECA/FIG Inv Operations - ECA","Active","2021-02-15T00:00:00.000","75.0","75.0"
"2021-01-04T00:00:00.000","Provident Housing","43201","Loan","PURAVANKARA LIMITED","India","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-11-09T00:00:00.000","10.20","42.4"
"2020-12-29T00:00:00.000","SP River CleanUp","43609","Loan","DESENVOLVE SP - AGENCIA DE FOMENTO DO ESTADO DE SAO PAULO S.A.","Brazil","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2021-01-27T00:00:00.000","75.0","75.0"
"2020-12-28T00:00:00.000","FHIPO Loan II","44850","Loan","Fideicomiso Irrevocable F2061 FHipo","Mexico","Financial Institutions","FI-3","Regional Industry - FIG LAC","Active","2021-02-15T00:00:00.000","123.89","123.89"
"2020-12-21T00:00:00.000","Nyva Expansion","43241","Loan","OOO SP NYVA PEREYASLAVSHCHYNY ","Ukraine","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Active","2021-02-12T00:00:00.000","20.0","20.0"
"2020-12-21T00:00:00.000","CHO Tunisia II ","44266","Loan","CHO COMPANY SA","Tunisia","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2021-02-01T00:00:00.000","26.64","26.64"
"2020-12-18T00:00:00.000","DenizBank A.S.","43903","Loan","DENIZBANK ANONIM SIRKETI","Türkiye","Financial Institutions","FI-2","CF2S8 - Regional Industry - FIG - ECA/FIG Inv Operations - ECA","Active","2021-01-22T00:00:00.000","150.0","150.0"
"2020-12-17T00:00:00.000","WCS COVID BNB","44845","Loan","BELARUSKI NARODNY BANK","Belarus","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2020-12-08T00:00:00.000","10.0","10.0"
"2020-12-17T00:00:00.000","RSE COVID LAAD","44332","Loan","LATIN AMERICAN AGRIBUSINESS DEVELOPMENT CORP SA","Latin America Region","Financial Institutions","FI-2","CM1A7 - Regional Industry - MAS LAC/Agribusiness and Forestry - CLA","Active","2020-09-03T00:00:00.000","30.0","30.0"
"2020-12-16T00:00:00.000","Kioo Limited","44360","Loan","Kioo Ltd","Tanzania","Manufacturing","B","Regional Industry - MAS Africa","Active","2020-09-09T00:00:00.000","10.0","10.0"
"2020-12-15T00:00:00.000","Robi Axiata IV","44302","Loan","ROBI AXIATA LIMITED","Bangladesh","Telecommunications, Media, and Technology","B","Regional Industry - INF Asia & Pac","Active","2020-11-23T00:00:00.000","95.0","95.0"
"2020-12-08T00:00:00.000","Abacus II","43844","Loan","AK LIFE SCIENCES LTD","Uganda","Health and Education","B","Regional Industry - MAS Africa","Pending","2021-01-15T00:00:00.000","12.50","12.5"
"2020-12-04T00:00:00.000","MAS Capital II","44366","Loan","MAS CAPITAL (PRIVATE) LIMITED","Sri Lanka","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2021-01-14T00:00:00.000","50.0","50.0"
"2020-12-03T00:00:00.000","Zaporizhzhia Smart City","43181","Loan","CITY OF ZAPORIZHZHIA","Ukraine","other","B","Regional Industry - INF ECA","Pending","2021-06-11T00:00:00.000","40.23","40.23"
"2020-11-30T00:00:00.000","Guodong Tower","43477","Loan","GUODONG NETWORK COMMUNICATION GROUP CO., LTD.","China","Telecommunications, Media, and Technology","B","Regional Industry - INF Asia & Pac","Active","2021-01-18T00:00:00.000","40.0","40.0"
"2020-11-23T00:00:00.000","ABSA SL ","44557","Loan","ABSA BANK LTD","South Africa","Financial Institutions","FI-2","Regional Industry - FIG ME & Africa","Active","2021-01-21T00:00:00.000","150.0","150.0"
"2020-11-18T00:00:00.000","LH LAC III","44536","Loan","LA HIPOTECARIA (HOLDING) INC","Central America Region","Financial Institutions","FI-3","Regional Industry - FIG LAC","Active","2021-01-04T00:00:00.000","50.0","50.0"
"2020-11-17T00:00:00.000","Alfa Loan","44697","Loan","BANCO ALFA DE INVESTIMENTO S.A.","Brazil","Financial Institutions","FI-3","Regional Industry - FIG LAC","Active","2021-01-20T00:00:00.000","150.0","150.0"
"2020-11-17T00:00:00.000","Grupo Xcaret","44383","Loan","PROMOTORA XCARET S.A.P.I. DE C.V.","Mexico","Tourism, Retail, and Property","B","Regional Industry - MAS LAC","Active","2020-12-18T00:00:00.000","75.0","75.0"
"2020-11-17T00:00:00.000","City: Rupshi","43149","Loan","RUPSHI FLOUR MILLS LIMITED","Bangladesh","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-12-18T00:00:00.000","27.74","27.74"
"2020-11-16T00:00:00.000","Sao Martinho Cogen","43319","Loan","SAO MARTINHO S/A.","Brazil","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2020-12-17T00:00:00.000","90.0","90.0"
"2020-11-16T00:00:00.000","Intelvision","43718","Loan","INTELVISION LTD","Seychelles","Telecommunications, Media, and Technology","B","Regional Industry - INF Africa","Active","2020-12-16T00:00:00.000","10.0","10.0"
"2020-11-13T00:00:00.000","Monte Rosa Nicaragua","43081","Loan","MONTE ROSA SA","Nicaragua","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2020-12-16T00:00:00.000","85.0","85.0"
"2020-11-13T00:00:00.000","Sofia Airport Cn","25713","Loan","SOF Connect AD","Bulgaria","Infrastructure","B","Regional Industry - INF ECA","Active","2020-12-14T00:00:00.000","36.83","36.83"
"2020-11-12T00:00:00.000","WCS Crisis Response Produbanco","44100","Loan","Banco de la Produccion S.A.","Ecuador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2020-07-27T00:00:00.000","50.0","50.0"
"2020-11-11T00:00:00.000","Indonesia Express Logistics","42548","Loan","PT ADI SARANA ARMADA TBK","Indonesia","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2020-03-25T00:00:00.000","65.0","65.0"
"2020-11-11T00:00:00.000","KCB Kenya B2T2","43739","Loan","KCB BANK KENYA LIMITED","Kenya","Financial Institutions","FI-2","CF3S3 - Regional Industry - FIG ME & Africa/FIG Africa Porf.Est","Active","2020-09-24T00:00:00.000","138.75","138.75"
"2020-11-06T00:00:00.000","HTA Debt","44602","Loan","HELIOS TOWERS PLC","Africa Region","Telecommunications, Media, and Technology","B","Gbl Infrastructure & Natural Resources","Hold","2020-12-13T00:00:00.000","200.0","200.0"
"2020-11-06T00:00:00.000","COVID CD Finance Loan","44430","Loan","CHONGHO BRIDGE MANAGEMENT LIMITED","China","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2020-12-21T00:00:00.000","60.0","60.0"
"2020-11-03T00:00:00.000","Yuwell","44287","Loan","JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO., LTD.","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2020-12-15T00:00:00.000","150.0","150.0"
"2020-11-03T00:00:00.000","WCS Crisis Response Union Bank Nigeria Plc","44042","Loan","UNION BANK OF NIGERIA PLC","Nigeria","Financial Institutions","FI-2","Regional Industry - FIG Africa","Pending","2020-11-11T00:00:00.000","30.0","30.0"
"2020-11-02T00:00:00.000","WCS COVID NTB","44416","Loan","NATIONS TRUST BANK PLC","Sri Lanka","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2020-10-09T00:00:00.000","25.0","25.0"
"2020-11-02T00:00:00.000","WCS COVID CARD","44003","Loan","CARD BANK. INC.","Philippines","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2020-11-06T00:00:00.000","10.32","10.32"
"2020-11-02T00:00:00.000","WCS COVID CSME","44004","Loan","CARD SME BANK INC, A THRIFT BANK","Philippines","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Completed","2020-11-06T00:00:00.000","5.16","5.16"
"2020-10-30T00:00:00.000","MUFG ECA GTLP","43273","Loan","MUFG ECA GTLP","Central Europe Region","Financial Institutions","FI-2","Regional Industry FIG MCT","Active","2020-10-21T00:00:00.000","150.0","150.0"
"2020-10-22T00:00:00.000","Netafim India","44420","Loan","NETAFIM IRRIGATION INDIA PRIVATE LIMITED","India","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2020-11-20T00:00:00.000","20.80","20.8"
"2020-10-21T00:00:00.000","Bank Asia WCS CR","43813","Loan","BANK ASIA LTD","Bangladesh","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Completed","2020-10-29T00:00:00.000","25.0","25.0"
"2020-10-21T00:00:00.000","RSE COVID Jalles","44203","Loan","JALLES MACHADO SA","Brazil","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2020-08-13T00:00:00.000","20.0","20.0"
"2020-10-20T00:00:00.000","Sunshine","43150","Loan","SUNSHINE HOLDINGS PLC.","Sri Lanka","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-11-19T00:00:00.000","7.0","7.0"
"2020-10-16T00:00:00.000","ENDA SL IV","42562","Loan","ENDA TAMWEEL SA","Tunisia","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2020-11-20T00:00:00.000","11.99","11.99"
"2020-10-16T00:00:00.000","Iulius Iasi","43446","Loan","IULIUS HOLDING SRL","Romania","Tourism, Retail, and Property","B","Regional Industry - MAS ECA","Pending","2020-11-20T00:00:00.000","66.65","66.65"
"2020-10-16T00:00:00.000","Indospace COVID-19 Debt","43802","Loan","INDOSPACE LOGISTICS PARKS III LP","India","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-11-20T00:00:00.000","74.38","74.38"
"2020-10-03T00:00:00.000","FMF-KBC Senior Loan","44494","Loan","PT KB FINANSIA MULTI FINANCE","Indonesia","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2020-10-23T00:00:00.000","50.0","50.0"
"2020-10-01T00:00:00.000","Kryvyi Rih Trams","43194","Loan","KRYVYI RIH CITY COUNCIL","Ukraine","other","B","Regional Industry - INF ECA","Pending","2021-06-10T00:00:00.000","25.60","25.6"
"2020-09-29T00:00:00.000","HSA Foods Yemen ","43466","Loan","NATIONAL DAIRY AND FOOD COMPANY LTD","Yemen, Republic of","Agribusiness and Forestry","B","Regional Industry MAS MCT","Active","2020-12-10T00:00:00.000","55.0","55.0"
"2020-09-24T00:00:00.000","WCS COVID I&M Rwanda","43995","Loan","I AND M BANK (RWANDA) LIMITED","Rwanda","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2020-09-25T00:00:00.000","10.0","10.0"
"2020-09-22T00:00:00.000","GXYX ASF","43384","Loan","GUANGXI YANGXIANG CO LTD","China","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-10-31T00:00:00.000","85.18","85.18"
"2020-09-21T00:00:00.000","RFF ACEP Burkina SL","40839","Loan","ACEP BURKINA SA","Burkina Faso","Financial Institutions","FI-3","Regional Industry - FIG Africa","Active",,"14.0","14.0"
"2020-09-21T00:00:00.000","IVL Thailand","43300","Loan","INDORAMA VENTURES GLOBAL SERVICES COMPANY LIMITED","Thailand","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2020-10-21T00:00:00.000","150.0","150.0"
"2020-09-21T00:00:00.000","RKF COVID Response","44016","Loan","RAMKRISHNA FORGINGS LIMITED","India","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2020-07-02T00:00:00.000","19.84","19.84"
"2020-09-18T00:00:00.000","WCS COVID Santander Brasil","42711","Loan","BANCO SANTANDER BRASIL SA","Brazil","Financial Institutions","FI-2","Regional Industry - FIG LAC","Completed","2020-06-26T00:00:00.000","100.0","100.0"
"2020-09-17T00:00:00.000","ETG Term Facility","43692","Loan","ETC GROUP","Africa Region","Agribusiness and Forestry","A","CM3A6 - Regional Industry - MAS ME & Africa/Agribusiness & Forestry - Africa","Active","2020-11-20T00:00:00.000","10.0","10.0"
"2020-09-17T00:00:00.000","Logos Indo 2020","43835","Loan","PT LOGOS INDONESIA","Indonesia","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Pending","2020-10-30T00:00:00.000","73.03","73.03"
"2020-09-11T00:00:00.000","WCS COVID Crisis Response BCP Bolivia","44162","Loan","Banco de Credito de Bolivia S.A.","Bolivia","Financial Institutions","FI-2","Regional Industry - FIG LAC","Hold","2020-09-14T00:00:00.000","30.0","30.0"
"2020-09-11T00:00:00.000","WCS COVID Ineco","44005","Loan","INECOBANK CJSC","Armenia","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Completed","2020-07-08T00:00:00.000","20.0","20.0"
"2020-09-03T00:00:00.000","RFF ACEP Senegal SL II","43641","Loan","UNION DES MUTUELLES ALLIANCE DE CREDIT ET D'EPARGNE POUR LA PRODUCTION","Senegal","Financial Institutions","FI-3","Regional Industry - FIG Africa","Active",,"14.0","14.0"
"2020-09-03T00:00:00.000","RSE COVID DCM ","44204","Loan","DCM SHRIRAM LIMITED","India","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2020-06-12T00:00:00.000","40.0","40.0"
"2020-09-02T00:00:00.000","DCM FDC Gender","43051","Loan","Federacion de Cajas de Credito y de Bancos de los Trabajadores SC de RL","El Salvador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2020-10-15T00:00:00.000","60.0","60.0"
"2020-08-28T00:00:00.000","ENA 2020","41216","Loan","ELECTRIC NETWORKS OF ARMENIA CJSC","Armenia","Infrastructure","B","Regional Industry - INF ECA","Active","2020-10-23T00:00:00.000","60.0","60.0"
"2020-08-26T00:00:00.000","AWC Green Loan","43415","Loan","ASSET WORLD CORPPUBLIC COMPANY LIMITED.","Thailand","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-12-15T00:00:00.000","144.83","144.83"
"2020-08-21T00:00:00.000","RSE COVID WIOCC","44202","Loan","WEST INDIAN OCEAN CABLE COMPANY LTD","Africa Region","Telecommunications, Media, and Technology","B","Regional Industry - INF Africa","Active","2020-07-24T00:00:00.000","20.0","20.0"
"2020-08-21T00:00:00.000","WCS COVID Abank","44119","Loan","ALTERNATIFBANK ANONIM SIRKETI","Türkiye","Financial Institutions","FI-2","Regional Industry FIG MCT","Active","2020-08-07T00:00:00.000","25.0","25.0"
"2020-08-20T00:00:00.000","RSE COVID CIEL HEALTHCARE LIMITED","44074","Loan","CIEL HEALTHCARE LIMITED","Uganda","Health and Education","B","CM3MS - Regional Industry - MAS ME & Africa/MAS H&E, Tourism & Retail Africa","Active","2020-06-29T00:00:00.000","4.0","4.0"
"2020-08-19T00:00:00.000","COCAL_Bio","43265","Loan","COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA","Brazil","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2020-09-18T00:00:00.000","40.0","40.0"
"2020-08-14T00:00:00.000","Nedbank Green Loan","43809","Loan","NEDBANK LTD","South Africa","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2020-09-15T00:00:00.000","200.0","200.0"
"2020-08-13T00:00:00.000","LBX Loan","43672","Loan","LBX PHARMACY CHAIN JSC","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2020-09-18T00:00:00.000","146.91","146.91"
"2020-08-10T00:00:00.000","WCS COVID DTBKE","43991","Loan","DIAMOND TRUST BANK KENYA LIMITED","Kenya","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2020-06-29T00:00:00.000","50.0","50.0"
"2020-07-30T00:00:00.000","Blue Nile","43002","Loan","BLUE NILE ROLLING MILLS LTD","Kenya","Manufacturing","B","Regional Industry - MAS Africa","Active","2020-08-31T00:00:00.000","8.0","8.0"
"2020-07-30T00:00:00.000","ElCat","42532","Loan","ELCAT LLC","Kyrgyz Republic","Telecommunications, Media, and Technology","B","Regional Industry INF MCT","Active","2020-09-17T00:00:00.000","3.0","3.0"
"2020-07-28T00:00:00.000","RSE COVID Agrofertil Ext","44215","Loan","AGROFERTIL S.A.","Paraguay","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Completed","2020-06-12T00:00:00.000","10.0","10.0"
"2020-07-24T00:00:00.000","Biological E II","44216","Loan","BIOLOGICAL E. LIMITED","India","Health and Education","B","Regional Industry - MAS Asia & Pac","Pending","2020-08-26T00:00:00.000","30.0","30.0"
"2020-07-17T00:00:00.000","Otosan","43017","Loan","FORD OTOMOTIV SANAYI A.S.","Türkiye","Manufacturing","B","Regional Industry MAS MCT","Active","2020-06-19T00:00:00.000","150.0","150.0"
"2020-07-14T00:00:00.000","Vinte 2020","44310","Loan","PROMOTORA DE VIVIENDAS INTEGRALES, S.A. DE C.V.","Mexico","other","B","CM1P7 - Regional Industry - MAS LAC/MAS Portfolio - CLA","Active","2020-07-08T00:00:00.000","20.0","20.0"
"2020-07-10T00:00:00.000","WCS COVID ProCredit Holding","44105","Loan","ProCredit Holding AG & Co.KGaA","Southern Europe Region","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Completed","2020-06-18T00:00:00.000","100.0","100.0"
"2020-07-10T00:00:00.000","Linyang Grid-Parity Solar","41370","Loan","JIANGSU LINYANG ENERGY CO., LTD.","China","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2020-05-11T00:00:00.000","14.0","14.0"
"2020-07-10T00:00:00.000","RSE COVID Jointown","43968","Loan","JOINTOWN PHARMACEUTICAL GROUP CO., LTD.","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2020-05-29T00:00:00.000","49.66","49.66"
"2020-07-09T00:00:00.000","JKH Services","42596","Loan","JOHN KEELLS HOLDINGS PLC","Sri Lanka","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-05-19T00:00:00.000","125.0","125.0"
"2020-07-07T00:00:00.000","RSE Nyva CL","44245","Loan","OOO SP NYVA PEREYASLAVSHCHYNY ","Ukraine","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Active","2020-06-23T00:00:00.000","20.0","20.0"
"2020-07-01T00:00:00.000","CBC Equity & Gender DPR","42600","Loan","COMMERCIAL BANK OF CEYLON PLC","Sri Lanka","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2020-01-20T00:00:00.000","50.0","65.0"
"2020-06-30T00:00:00.000","MCS Covid","44118","Loan","MCS (MONGOLIA) LLC","Mongolia","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active",,"130.0","130.0"
"2020-06-30T00:00:00.000","Unimetco","39478","Loan","UNIMETCO HOLDINGS LTD","Lebanon","Manufacturing","B","Regional Industry MAS MCT","Active","2020-08-15T00:00:00.000","30.0","30.0"
"2020-06-30T00:00:00.000","BML Loan I","43969","Loan","BANK OF MALDIVES PLC","Maldives","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2020-06-29T00:00:00.000","50.0","50.0"
