"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name_","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2018-07-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407",,"21000000","2611541.42","0","18388458.58","14096930.63","0","-0.01","-0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2018-11-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407",,"21000000","2611541.42","0","18388458.58","14096930.63","0","-0.01","-0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2019-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407",,"21000000","2611541.42","0","18388458.58","14096930.63","0","-0.01","-0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-03-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-08-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-09-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-11-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-03-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2014-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2015-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2015-08-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2015-10-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2015-12-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2016-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2016-09-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2017-05-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407",,"21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2018-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407",,"21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2017-06-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2022-02-28T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2019-02-28T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2021-02-28T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2020-05-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2021-09-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0.01","0.01","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2021-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0.00000000186","-0.00000000186","0","4291527.95","4291527.95","0","0.00000000186","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2021-03-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0.00000000186","-0.00000000186","0","4291527.95","4291527.95","0","0.00000000186","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-05-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-06-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-07-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-08-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-10-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2011-12-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-02-29T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-05-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-06-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-07-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-10-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2012-12-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-04-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-05-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-06-30T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-07-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2013-12-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2014-01-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2014-02-28T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NON POOL","Repaid","6",,"P004407","BINGA POWER","21000000","2611541.42","0","18388458.58","14096930.63","0","0","0","4291527.95","4291527.95","0","0","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
