"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name_","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2013-01-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2013-07-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2014-01-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2014-07-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2014-09-30T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2015-08-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2016-01-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2016-03-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2016-07-31T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Repaid","4.25",,"P037452","RECONSTRUCTION","191044211.8","0","0","191044211.8","103372211.8","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
"2018-04-30T00:00:00.000","IBRD00020","EUROPE AND CENTRAL ASIA","NL","Netherlands",,,,"NON POOL","Fully Repaid","4.25",,"P037452",,"191044211.75","0","0","191044211.75","103372211.75","0","-0.01","-0.01","87672000","87672000","0","0","1952-04-01T00:00:00.000","1972-10-01T00:00:00.000","1947-08-07T00:00:00.000","1947-08-07T00:00:00.000","1947-09-11T00:00:00.000","1948-03-31T00:00:00.000",
