"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P106735","Provincial Public Health Insurance Development Project","Consultant Services","Quality And Cost-Based Selection","Health","1544828","SERVICIO DE CONSULTORIA PARA EL ESTUDIO DE CAPACIDAD PRESTACIONAL DE ESTABLECIMIENTOS DE SALUD DEL SECTOR PUBLICO Y CARACTERIZACION SOCIO SANITARIA DE LA POBLACION EN SUS AREAS DE REFERENCIA","2017-04-26T00:00:00.000","CONSULTORA DE ESTUDIOS BONAERENSES S.A","Argentine Republic","AR","1850273.0","SEPA PHIP-726-SBCC-CF"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701561","CONTRATO RAFFETTO","2016-09-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","4120.0","1701561"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701539","CONTRATO GOSZCZYNSKI","2016-08-04T00:00:00.000","Individual Consultant","Argentine Republic","AR","15901.0","1701539"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701716","GIANOLA","2017-01-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","2078.0","AR-NA-443-CI-3CV-COR GIAN"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133193","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","1565546","Staff de Apoyo T&#233;cnico a la Unidad de Relaciones con las Provincias","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","3839.0","AR-NA-39-CI-3CV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701957","DUARTE GUSTAVO","2017-04-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1176.0","AR-ME-13991-CS-INDV DUARTE"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1699997",,"2016-08-15T00:00:00.000","Individual Consultant","Argentine Republic","AR","681.0","AR-NA-433-CI-3CV-SC"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1702470","SGRO","2017-01-02T00:00:00.000","Individual Consultant","Argentine Republic","AR","852.0","AR-NA-422-CI-3CV-MEN SGRO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701550","CONTRATO PASQUI","2016-10-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","167.0","1701550"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701528","CONTRATO BUIDE","2016-10-11T00:00:00.000","Individual Consultant","Argentine Republic","AR","7150.0","1701528"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133193","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","1565507","Especialista en Planificaci&#243;n Operativa y Control de Gesti&#243;n","2017-04-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","7650.0","AR-MSAL-15710-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701563","CONTRATO STREGER","2017-03-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1328.0","1701563"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1700301",,"2016-08-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","630.0","1700301"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P106685","AR Socio-Economic Inclusion In Rural Areas","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1553315","Referente Territorial Microrregi&#243;n Puna - Jujuy","2017-05-15T00:00:00.000","Individual Consultant","Argentine Republic","AR","18056.0","AR-UCAR-9014-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701544","CONTRATO MARINO VERONICA","2016-11-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","518.0","1701544"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701566","T&#201;CNICO OPERATIVO PARA EVALUACI&#211;N EDUCATIVA - D&#205;AZ, JUAN MANUEL","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1041.0","AR-NA-402-CI-3CV-BA-DIAS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Direct Selection","Education","1702477","NEGROTTO","2016-07-01T00:00:00.000","NEGROTTO MATIAS","Argentine Republic","AR","7611.0","AR-NA-157-CI-CD-LP NEGROTTO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P106685","AR Socio-Economic Inclusion In Rural Areas","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1553439","Referente Territorial Microregi&#243;n Suroeste","2017-06-14T00:00:00.000","Individual Consultant","Argentine Republic","AR","12230.0","AR-UCAR-1371-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701520","CONTRATO BADARACCO","2016-11-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","113.0","1701520"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701578","T&#201;CNICO OPERATIVO PARA EVAUACI&#211;N EDUCATIVA - ARDENGHI, VER&#211;NICA HAYDE&#201;","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1041.0","AR-NA-402-CI-3CV-BA-ARDENGHI"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701572","CONTRATO VIDAL LAURA","2016-10-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","167.0","1701572"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701519","CONTRATO ARANGUREN","2016-08-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","3229.0","1701519"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P106685","AR Socio-Economic Inclusion In Rural Areas","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1553358","Referente Territorial Microrregi&#243;n Centro Este","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","9923.0","AR-UCAR-1369-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701392","COORD PCIAL PROMER II","2017-04-10T00:00:00.000","Individual Consultant","Argentine Republic","AR","14812.0","AR-ME-10283-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701559","CONTRATO PENDZIK","2016-10-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","167.0","1701559"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701958","REFERENTE PROVINCIAL DE PROYECTOS PRODUCTIVOS DE BASE LOCAL - GAMBERA, H&#201;CTOR FRANCISCO","2016-12-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","2929.0","AR-NA-187-CI-3CV-CHA-GAMBERA"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701079","ASISTENTE T&#201;CNICO PEDAG&#211;GICO NIVEL PRIMARIO - FERRAD&#193;S, MIRTA ELENA","2016-11-16T00:00:00.000","Individual Consultant","Argentine Republic","AR","954.0","AR-NA-573-CI-3CV-BA-FERRADÁS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701991","DUMO","2017-05-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","6237.0","AR-ME-13991-CS-INDV DUMO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Consultant Qualification  Selection","Education","1578689","Estudio de costos sobre los programas FinES, Institutos Superiores de Formaci&#243;n Docente y Escuelas Secundarias T&#233;cnicas y Agrot&#233;cnicas","2016-11-17T00:00:00.000","CONSULTORA DE ESTUDIOS BONAERENSES SA","Argentine Republic","AR","32770.0","AR-NA-530-CF-SCC"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133193","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","1565506","Consultor de Apoyo Administrativo","2017-01-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","5676.0","AR-MSAL-15690-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701997","FAYOS","2017-05-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","4313.0","AR-ME-13991-CS-INDV FAYOS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701080","ASISTENTE T&#201;CNICO PEDAG&#211;GICO NIVEL INICIAL - PATARO, MAR&#205;A ALEJANDRA","2016-11-16T00:00:00.000","Individual Consultant","Argentine Republic","AR","954.0","AR-NA-573-CI-3CV-BA-PATARO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1700307","T&#201;CNICO OPERATIVO PARA EVALUACI&#211;N EDUCATIVA - L&#211;PEZ, PABLO ALFREDO","2016-12-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1722.0","AR-NA-376-CI-3CV-CORR-LÓPEZ"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P106685","AR Socio-Economic Inclusion In Rural Areas","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1553438","Referente Territorial - Microregi&#243;n Centro - Salta","2017-04-28T00:00:00.000","Individual Consultant","Argentine Republic","AR","7957.0","AR-UCAR-1371-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701489","CONTRATO","2016-10-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","12954.0","1701489"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1699545","CONTRATO CABANA","2017-03-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","1021.0","AR-ME-8018-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701542","CONTRATO INDELICATO","2016-09-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","124.0","1701542"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1699546","CONTRATO DE LOCACI&#211;N DE SERVICIO ASISTENTE T&#201;CNICO DE INFRAESTRUCTURA - FALC&#211;N, MAR&#205;A JOS&#201;","2016-09-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","5021.0","AR-NA-429-CI-3CV-CHA-FALCO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701557","CONTRATO OLIVETTO","2017-04-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","616.0","1701557"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701545","CONTRATO MEDIAVILLA","2016-11-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","84.0","1701545"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701366","AGRIMENSOR LOC DE OBRA","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","601.0","AR-ME-8021-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1672240","AAI","2016-11-15T00:00:00.000","Individual Consultant","Argentine Republic","AR","6782.0","AR-ME-57205-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701968","MAURELL","2017-06-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","2418.0","AR-ME-13991-CS-INDV MAURELL"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701362","COORD EIB HASUOKA","2016-11-16T00:00:00.000","Individual Consultant","Argentine Republic","AR","1588.0","AR-NA-372-CI-3CV-SL"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701976","TOLEDO MARGALEF","2017-05-15T00:00:00.000","Individual Consultant","Argentine Republic","AR","2593.0","AR-ME-13991-CS-INDV TOLEDO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701835","ANALISTA DE INFORMACI&#211;N EDUCATIVA - CUEVAS, SONIA GABRIELA","2017-06-16T00:00:00.000","Individual Consultant","Argentine Republic","AR","3933.0","AR-NA-351-CI-3CV-CHA-CUEVAS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701523","CONTRATO BRENLLA","2016-07-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","3833.0","1701523"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701562","CONTRATO SARGORODSCHI ANA","2016-10-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","167.0","1701562"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701983","CASCO VON SIEBENTHAL","2017-05-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","855.0","AR-ME-13991-CS-INDV CASCO"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1701552","CONTRATO MORA DUQUE","2016-08-01T00:00:00.000","Individual Consultant","Argentine Republic","AR","28012.0","1701552"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P133195","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","1700286","T&#201;CNICO OPERATIVO PARA EVALUACI&#211;N EDUCATIVA - MEZA, SUSANA DE LAS MERCEDES","2016-09-16T00:00:00.000","Individual Consultant","Argentine Republic","AR","11863.0","AR-NA-376-CI-3CV-CORR-MEZA"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Argentina","AR","P110599","Essential Public Health Functions Programs II Project","Consultant Services","Quality And Cost-Based Selection","Health","1542947","Diseno de Cuatro Obras de Centro de Hemoterapia","2016-10-27T00:00:00.000","QUAGLIA & ASOCIADOS / MORENO Y ASOCIADOS","Argentine Republic","AR","422751.0","FESP II 370-SBCC-CF (AJUSTE DE P"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548122","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3272.0","ILCS-CS-1-1-18"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1546161","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3249.0","ILCS-CS-1-1-2"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548312","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3429.0","ILCS-CS-1-1-24"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P130182","Education Improvement Project","Consultant Services","Individual Consultant Selection","Education","1601496","Assistance to CIF Implementation","2017-04-13T00:00:00.000","Individual Consultant","Republic of Armenia","AM","1046.0","IC - 18/2017 6/17"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P149913","Third Public Sector Modernization Project","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Public Administration","1548368","Consulting Services for Strengthening Policy and Institutional setup of e-governance management","2017-06-30T00:00:00.000","E_GOVERNANCE ACADEMY","Republic of Estonia","EE","233795.0","PSMP3-CS-2-1-1"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548505","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3432.0","ILCS-CS-1-1-47"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P130182","Education Improvement Project","Consultant Services","Individual Consultant Selection","Education","1601615","Assistance to CIF Implementation","2017-04-13T00:00:00.000","Individual Consultant","Republic of Armenia","AM","942.0","IC-20/2017 4/17"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1549684","Selection of Interviewer","2017-05-12T00:00:00.000","Individual Consultant","Republic of Armenia","AM","2293.0","ILCS-CS-1-1-29-1"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548313","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3429.0","ILCS-CS-1-1-25"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548316","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3429.0","ILCS-CS-1-1-27"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548338","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3436.0","ILCS-CS-1-1-31"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548317","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3429.0","ILCS-CS-1-1-28"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1546462","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3245.0","ILCS-CS-1-1-9"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548024","Selection of Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3272.0","ILCS-CS-1-1-11"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548098","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3272.0","ILCS-CS-1-1-14"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P126782","LIFELINE ROAD NETWORK IMPROVEMENT PROJECT","Consultant Services","Quality And Cost-Based Selection","Transportation","1542573","Technical Supervision of the LRNIP AF Year 1roads rehabilitation works","2016-09-01T00:00:00.000","KOCKS CONSULT GMBH","Federal Republic of Germany","DE","1363515.0","TS-LRNIP AF Y1-2016"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548789","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3434.0","ILCS-CS-1-1-69"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548792","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3434.0","ILCS-CS-1-1-72"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548485","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3432.0","ILCS-CS-1-1-38"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P149913","Third Public Sector Modernization Project","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Public Administration","1551094","THIRD PUBLIC SECTOR MODERNIZATION PROJECT MONITORING AND EVALUATION","2017-05-15T00:00:00.000","AM PARTNERS CONSULTING COMPANY LLC","Republic of Armenia","AM","255048.0","PSMP3-CS-4-3"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548486","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3432.0","ILCS-CS-1-1-39"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P130182","Education Improvement Project","Consultant Services","Consultant Qualification  Selection","Education","1544931","Needs Assessment of Teaching and Non-teaching Staff of Educational Institutions for the Integration of ICT into the Teachin g and Learning as well as Administrative Processes & Development of Training","2016-11-23T00:00:00.000","AGENCE UNIVERSITAIRE DE LA FRANCOPHONIE","Canada","CA","78314.0","CQ-06/2016"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1548482","Interviewer","2017-02-14T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3432.0","ILCS-CS-1-1-37"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Armenia","AM","P159054","Strengthening Armenia's Integrated Living Conditions Survey","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1546455","Interviewer","2017-02-10T00:00:00.000","Individual Consultant","Republic of Armenia","AM","3245.0","ILCS-CS-1-1-8"
