"end_of_period","country","disbursed_amount"
"2012-01-31T00:00:00.000","Ethiopia","7676314955.88"
"2012-01-31T00:00:00.000","Kenya","4030363829.34"
"2012-01-31T00:00:00.000","Sudan","1200363385.59"
"2012-01-31T00:00:00.000","Eritrea","510460073.76"
"2012-01-31T00:00:00.000","Somalia","395207650.81"
