"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2013-04-29T00:00:00.000","Kurum International SH.A.","Summary of Investment Information (AIP Policy 2012)","33378","Loan","KURUM INTERNATIONAL SH.A.","Albania","ALB","Infrastructure","B","Regional Industry - MAS ECA","Active","2013-05-31T00:00:00.000",,,"44.91",,"44.91","AL","2022-09-02T03:05:00.000"
"2011-08-29T00:00:00.000","enso Albania","Summary of Proposed Investment (Disclosure Policy 2006)","30979","Equity","ENSO HYDRO ENERGJI SH.P.K.","Albania","ALB","Infrastructure","B","Regional Industry - INF ECA","Active","2011-09-29T00:00:00.000",,,,"8.66","8.66","AL","2022-09-02T03:05:00.000"
"2011-02-16T00:00:00.000","CEZ Shperndarje","Summary of Proposed Investment (Disclosure Policy 2006)","29208","Loan","OPERATORI I SHPERNDARJES SE ENERGJISE ELEKTRIKE SH.A.","Albania","ALB","Infrastructure","B","Regional Industry - INF ECA","Completed","2011-03-21T00:00:00.000",,,"69.16",,"69.16","AL","2022-09-02T03:05:00.000"
"2009-02-25T00:00:00.000","BankersPetroleum","Summary of Proposed Investment (Disclosure Policy 2006)","27306","Loan","BANKERS PETROLEUM ALBANIA LTD","Albania","ALB","Oil, Gas, and Mining","B","Gbl Infrastructure &amp; Natural Resources","Completed","2009-03-27T00:00:00.000",,,"55.0","10.40","65.4","AL","2022-09-02T03:05:00.000"
"2012-04-30T00:00:00.000","Credins EE/RE","Summary of Investment Information (AIP Policy 2012)","32190","Loan","BANKA CREDINS SH.A.","Albania","ALB","Financial Institutions","FI-2","Global Industry, Financial Markets","Completed","2012-05-31T00:00:00.000",,,"11.32",,"11.32","AL","2022-09-02T03:05:00.000"
"2010-09-16T00:00:00.000","AEB Syndication","Summary of Proposed Investment (Disclosure Policy 2006)","29523","Loan","ARMENIAN ECONOMY DEVELOPMENT BANK","Armenia","ARM","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2010-10-18T00:00:00.000",,,"5.0",,"5.0","AM","2022-09-02T03:05:00.000"
"2010-05-05T00:00:00.000","Elite","Summary of Proposed Investment (Disclosure Policy 2006)","28826","Loan","ELITE PLAZA CJSC","Armenia","ARM","Tourism, Retail, and Property","B","Regional Industry - MAS ECA","Completed","2010-06-11T00:00:00.000",,,"5.40",,"5.4","AM","2022-09-02T03:05:00.000"
"2013-04-01T00:00:00.000","Noyan","Summary of Investment Information (AIP Policy 2012)","32799","Loan","Euroterm ZAO","Armenia","ARM","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Active","2013-05-01T00:00:00.000",,,"2.50",,"2.5","AM","2022-09-02T03:05:00.000"
"2010-03-18T00:00:00.000","Senior Loan for ACBA Leasing, Armenia","Summary of Proposed Investment (Disclosure Policy 2006)","29379","Loan","ACBA Leasing Credit Organization CJSC","Armenia","ARM","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2010-04-29T00:00:00.000",,,"3.0",,"3.0","AM","2022-09-02T03:05:00.000"
"2012-03-16T00:00:00.000","HSBCbank Armenia","Summary of Proposed Investment (Disclosure Policy 2006)","30549","Loan","HSBC BANK ARMENIA CJSC","Armenia","ARM","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2012-04-20T00:00:00.000",,,"22.0",,"22.0","AM","2022-09-02T03:05:00.000"
"2009-08-26T00:00:00.000","Ameriabank RE","Summary of Proposed Investment (Disclosure Policy 2006)","28757","Loan","AMERIABANK CJSC","Armenia","ARM","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2009-09-30T00:00:00.000",,,"15.0",,"15.0","AM","2022-09-02T03:05:00.000"
"2010-11-30T00:00:00.000","ACBA-Credit Agricole Bank, Armenia","Summary of Proposed Investment (Disclosure Policy 2006)","30026","Loan","ACBA BANK CJSC","Armenia","ARM","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2011-01-06T00:00:00.000",,,"20.0",,"20.0","AM","2022-09-02T03:05:00.000"
"2011-10-21T00:00:00.000","ACBA Bank II","Summary of Proposed Investment (Disclosure Policy 2006)","31359","Loan","ACBA BANK CJSC","Armenia","ARM","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2011-12-15T00:00:00.000",,,"30.0",,"30.0","AM","2022-09-02T03:05:00.000"
"2013-05-24T00:00:00.000","WCSS Inecobank ASLF","Summary of Investment Information (AIP Policy 2012)","33520","Loan","INECOBANK CJSC","Armenia","ARM","Financial Institutions","FI-3","Global Industry, Financial Markets","Completed","2013-06-28T00:00:00.000",,,"5.0",,"5.0","AM","2022-09-02T03:05:00.000"
"2013-05-24T00:00:00.000","WCSS Unibank ASLF","Summary of Investment Information (AIP Policy 2012)","33521","Loan","UNIBANK OJSC","Armenia","ARM","Financial Institutions","FI-3","Regional Industry - FIG - ECA","Completed","2013-06-28T00:00:00.000",,,"5.0",,"5.0","AM","2022-09-02T03:05:00.000"
"2012-01-24T00:00:00.000","Byblos Arm REE","Summary of Proposed Investment (Disclosure Policy 2006)","31610","Loan","Byblos Bank Armenia ZAO","Armenia","ARM","Financial Institutions","C","Global Industry, Financial Markets","Completed","2012-02-23T00:00:00.000",,,"10.0",,"10.0","AM","2022-09-02T03:05:00.000"
"2013-05-10T00:00:00.000","Finca Armenia","Summary of Investment Information (AIP Policy 2012)","33625","Loan","FINCA UNIVERSAL CREDIT ORGANIZATION CJSC","Armenia","ARM","Financial Institutions","FI-3","Global Industry, Financial Markets","Completed","2013-06-11T00:00:00.000",,,"4.0",,"4.0","AM","2022-09-02T03:05:00.000"
"2013-04-30T00:00:00.000","Unibank SME","Summary of Investment Information (AIP Policy 2012)","33031","Loan","UNIBANK OJSC","Armenia","ARM","Financial Institutions","FI-2","Global Industry, Financial Markets","Completed","2013-06-03T00:00:00.000",,,"5.0",,"5.0","AM","2022-09-02T03:05:00.000"
"2013-04-29T00:00:00.000","Property Development Company CJSC","Summary of Investment Information (AIP Policy 2012)","32970","Loan","PROPERTY DEVELOPMENT COMPANY CJSC","Armenia","ARM","Tourism, Retail, and Property","B","Regional Industry - MAS ECA","Completed","2013-05-31T00:00:00.000",,,"10.0",,"10.0","AM","2022-09-02T03:05:00.000"
"2009-08-18T00:00:00.000","RespublikaII","Summary of Proposed Investment (Disclosure Policy 2006)","28380","Loan","Bank Respublika JSC","Azerbaijan","AZE","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2009-09-20T00:00:00.000",,,"20.0",,"20.0","AZ","2022-09-02T03:05:00.000"
"2011-03-14T00:00:00.000","FINCA Azerbaijan","Summary of Proposed Investment (Disclosure Policy 2006)","30751","Loan","FINCA Azerbaijan MMC","Azerbaijan","AZE","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2011-04-14T00:00:00.000",,,"7.0",,"7.0","AZ","2022-09-02T03:05:00.000"
"2011-02-22T00:00:00.000","Turan MSME Loan","Summary of Proposed Investment (Disclosure Policy 2006)","30380","Loan","TuranBank OAO","Azerbaijan","AZE","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2011-04-04T00:00:00.000",,,"7.0",,"7.0","AZ","2022-09-02T03:05:00.000"
"2012-09-06T00:00:00.000","AccessBank MSME","Summary of Investment Information (AIP Policy 2012)","32220","Loan","ACCESSBANK CJSC","Azerbaijan","AZE","Financial Institutions","FI-2","Global Industry, Financial Markets","Completed","2012-11-05T00:00:00.000",,,"15.0",,"15.0","AZ","2022-09-02T03:05:00.000"
"2011-02-22T00:00:00.000","UniBank MSME","Summary of Proposed Investment (Disclosure Policy 2006)","30432","Loan","Unibank OJSC","Azerbaijan","AZE","Financial Institutions","FI","Regional Industry - FIG - ECA","Completed","2011-03-31T00:00:00.000",,,"10.0",,"10.0","AZ","2022-09-02T03:05:00.000"
